"","sample","gene","anova_p","mean_between","mean_intra","fdr"
"966","D5","ENSG00000262728",0.2084,-0.9902,-0.4985,0.92
"967","D5","ENSG00000173273",0.3074,2.7397,2.8465,0.9223
"968","D5","ENSG00000120533",0.2875,0.6898,0.809,0.92
"969","D5","ENSG00000222389",0.7085,-2.2587,-1.594,0.9798
"970","D5","ENSG00000203910",0.514,-3.9846,-3.4422,0.9562
"971","D5","ENSG00000249509",0.1865,1.0773,0.8371,0.92
"972","D5","ENSG00000132196",0.9931,1.5815,1.5824,0.9976
"973","D5","ENSG00000149927",0.9287,-2.7365,-2.6864,0.9948
"974","D5","ENSG00000242327",0.1849,0.043,-0.6765,0.92
"975","D5","ENSG00000272010",0.2861,-3.413,-4.9039,0.92
"976","D5","ENSG00000213590",0.0029,-0.4665,-1.4511,0.58
"977","D5","ENSG00000274267",0.0949,6.7819,6.5947,0.8981
"978","D5","ENSG00000172893",0.8798,2.422,2.4377,0.9948
"979","D5","ENSG00000227067",0.1618,-3.9876,-1.9325,0.92
"980","D5","ENSG00000223754",0.8912,-1.6813,-1.4985,0.9948
"981","D5","ENSG00000269335",0.6515,2.0922,2.1627,0.9786
"982","D5","ENSG00000115896",0.9101,-3.1275,-3.0849,0.9948
"983","D5","ENSG00000065923",0.2679,4.6046,4.6491,0.92
"984","D5","ENSG00000131626",0.5508,2.1826,2.1336,0.9643
"985","D5","ENSG00000176225",0.8884,0.7367,0.7478,0.9948
"986","D5","ENSG00000155850",0.9786,1.4341,1.4366,0.9976
"987","D5","ENSG00000273478",0.3784,1.0908,1.3286,0.9223
"988","D5","ENSG00000203392",0.1584,-5.4741,-6.6439,0.92
"989","D5","ENSG00000093009",0.3854,0.334,0.5133,0.9253
"990","D5","ENSG00000247853",0.462,0.5436,0.416,0.9516
"991","D5","ENSG00000179978",0.2613,2.0396,1.9477,0.92
"992","D5","ENSG00000129757",0.4053,-3.2195,-2.48,0.9394
"993","D5","ENSG00000167117",0.3745,-4.2323,-3.5932,0.9223
"994","D5","ENSG00000130517",0.8257,3.4487,3.4918,0.9948
"995","D5","ENSG00000100647",0.3903,4.56,4.6168,0.9267
"996","D5","ENSG00000142556",0.9527,1.5231,1.5163,0.9969
"997","D5","ENSG00000221263",0.5809,-4.2548,-3.2858,0.9722
"998","D5","ENSG00000261341",0.7452,-1.218,-1.3503,0.9855
"999","D5","ENSG00000207142",0.1636,3.5787,3.9292,0.92
"1000","D5","ENSG00000225062",0.1618,-3.0082,-5.001,0.92
"1001","D5","ENSG00000075073",0.0692,-1.3735,-2.0978,0.8981
"1002","D5","ENSG00000238728",0.2781,-1.0547,-2.3375,0.92
"1003","D5","ENSG00000149809",0.9159,1.7572,1.7722,0.9948
"1004","D5","ENSG00000269559",0.8128,-2.7192,-2.6068,0.9948
"1005","D5","ENSG00000161920",0.2114,1.5523,1.2579,0.92
"1006","D5","ENSG00000266495",0.4599,-1.077,-0.3013,0.9503
"1007","D5","ENSG00000214093",0.8777,0.07,-0.114,0.9948
"1008","D5","ENSG00000260367",0.2561,-0.881,-1.3869,0.92
"1009","D5","ENSG00000128482",0.9618,-5.1584,-5.1199,0.9969
"1010","D5","ENSG00000259750",0.0235,-2.6298,-5.5457,0.7446
"1011","D5","ENSG00000138032",0.6972,2.4265,2.4648,0.9798
"1012","D5","ENSG00000257391",0.2041,-5.7206,-6.6439,0.92
"1013","D5","ENSG00000200075",0.7604,-1.9092,-1.3251,0.9887
"1014","D5","ENSG00000203872",0.2516,0.9132,0.4707,0.92
"1015","D5","ENSG00000276903",0.8202,4.3433,4.2973,0.9948
"1016","D5","ENSG00000165591",0.4408,2.0129,2.1237,0.947
"1017","D5","ENSG00000124177",0.1801,3.0108,2.938,0.92
"1018","D5","ENSG00000262714",0.8637,-2.0121,-2.0948,0.9948
"1019","D5","ENSG00000174206",0.5014,1.4523,1.518,0.9562
"1020","D5","ENSG00000197157",0.2319,5.9688,6.0391,0.92
"1021","D5","ENSG00000160570",0.5426,1.8332,1.7105,0.9577
"1022","D5","ENSG00000284324",0.886,3.1696,3.2118,0.9948
"1023","D5","ENSG00000105696",0.4275,-6.2931,-6.6439,0.947
"1024","D5","ENSG00000213060",0.7856,-3.7427,-4.1182,0.9922
"1025","D5","ENSG00000104907",0.2624,3.7833,3.8935,0.92
"1026","D5","ENSG00000100902",0.0917,3.5128,3.2726,0.8981
"1027","D5","ENSG00000241597",0.7345,-1.9015,-2.4409,0.9855
"1028","D5","ENSG00000283849",0.2262,0.11,0.4657,0.92
"1029","D5","ENSG00000174501",0.5925,2.7382,2.6807,0.9775
"1030","D5","ENSG00000171960",0.712,3.365,3.4018,0.9798
"1031","D5","ENSG00000276672",0.8662,-0.1835,-0.2089,0.9948
"1032","D5","ENSG00000228955",0.8568,0.5426,0.4813,0.9948
"1033","D5","ENSG00000271425",0.6172,0.371,0.422,0.9775
"1034","D5","ENSG00000257754",0.6562,-4.2129,-3.6499,0.9786
"1035","D5","ENSG00000271976",0.2026,1.7774,1.6298,0.92
"1036","D5","ENSG00000232994",0.1697,-1.8668,-1.1667,0.92
"1037","D5","ENSG00000188992",0.3168,-5.1531,-5.8878,0.9223
"1038","D5","ENSG00000104671",0.0353,2.4522,2.0992,0.8136
"1039","D5","ENSG00000252951",0.3891,1.1801,0.7432,0.9267
"1040","D5","ENSG00000208028",0.2713,3.2042,2.9143,0.92
"1041","D5","ENSG00000165629",0.3444,5.2483,5.205,0.9223
"1042","D5","ENSG00000182247",0.8014,2.4492,2.4202,0.9948
"1043","D5","ENSG00000257696",0.3407,-2.8913,-1.4556,0.9223
"1044","D5","ENSG00000199072",0.3753,1.863,2.3434,0.9223
"1045","D5","ENSG00000122026",0.6637,7.8416,7.7592,0.9786
"1046","D5","ENSG00000159884",0.1437,1.8164,1.9556,0.92
"1047","D5","ENSG00000127184",0.0731,5.5664,5.7226,0.8981
"1048","D5","ENSG00000274954",0.6942,-3.0638,-2.3433,0.9798
"1049","D5","ENSG00000221164",0.4573,2.0904,2.3261,0.9503
"1050","D5","ENSG00000201114",0.4995,-2.3731,-1.2023,0.9562
"1051","D5","ENSG00000271360",0.3563,-1.2381,-0.307,0.9223
"1052","D5","ENSG00000126458",0.1911,0.4777,0.1667,0.92
"1053","D5","ENSG00000212719",0.4408,-2.8432,-2.5885,0.947
"1054","D5","ENSG00000160200",0.9306,4.2987,4.3026,0.9948
"1055","D5","ENSG00000270424",0.0027,-0.862,-2.3097,0.58
"1056","D5","ENSG00000258867",0.5155,-5.1517,-5.7828,0.9562
"1057","D5","ENSG00000219902",0.0784,1.0371,0.4105,0.8981
"1058","D5","ENSG00000011485",0.2101,2.6155,2.5249,0.92
"1059","D5","ENSG00000144161",0.7564,0.7995,0.8434,0.9887
"1060","D5","ENSG00000148450",0.3113,2.1421,2.2648,0.9223
"1061","D5","ENSG00000169118",0.6385,2.735,2.7813,0.9786
"1062","D5","ENSG00000260386",0.884,-0.909,-0.9426,0.9948
"1063","D5","ENSG00000258484",0.8421,-3.5675,-3.439,0.9948
"1064","D5","ENSG00000150967",0.4322,-2.9955,-3.3312,0.947
"1065","D5","ENSG00000248672",0.0302,0.9984,-0.1693,0.7872
"1066","D5","ENSG00000198783",0.6868,3.0848,3.0496,0.9798
"1067","D5","ENSG00000131398",0.6148,0.0365,-0.0311,0.9775
"1068","D5","ENSG00000243660",0.017,-2.8471,-3.9629,0.7321
"1069","D5","ENSG00000278603",0.1221,2.4724,2.9833,0.92
"1070","D5","ENSG00000246596",0.2355,1.3243,1.1342,0.92
"1071","D5","ENSG00000265943",0.8039,-1.8318,-1.5953,0.9948
"1072","D5","ENSG00000001461",0.788,2.0872,2.1057,0.9922
"1073","D5","ENSG00000241409",0.3785,-1.0511,-0.4287,0.9223
"1074","D5","ENSG00000095209",0.2983,2.6822,2.6074,0.9223
"1075","D5","ENSG00000184523",0.5593,-3.8099,-4.8076,0.966
"1076","D5","ENSG00000158402",0.7721,-1.1642,-1.2425,0.9911
"1077","D5","ENSG00000174171",0.9151,-1.2591,-1.3032,0.9948
"1078","D5","ENSG00000230641",0.9261,-4.6417,-4.8002,0.9948
"1079","D5","ENSG00000099942",0.1068,4.4131,4.4879,0.92
"1080","D5","ENSG00000250182",0.8257,2.0381,1.9909,0.9948
"1081","D5","ENSG00000232398",0.7062,-0.7184,-0.555,0.9798
"1082","D5","ENSG00000164342",0.234,-6.1321,-5.5384,0.92
"1083","D5","ENSG00000230825",0.3192,-5.3187,-6.2621,0.9223
"1084","D5","ENSG00000225037",0.4496,1.3677,1.556,0.9502
"1085","D5","ENSG00000259529",0.2996,3.3994,3.2524,0.9223
"1086","D5","ENSG00000214626",0.6776,-0.9653,-1.1249,0.9798
"1087","D5","ENSG00000198554",0.1498,2.0766,2.1775,0.92
"1088","D5","ENSG00000204767",0.0896,2.0214,2.2113,0.8981
"1089","D5","ENSG00000226107",0.3322,-2.1074,-3.5282,0.9223
"1090","D5","ENSG00000232101",0.5951,-2.357,-1.6359,0.9775
"1091","D5","ENSG00000144535",0.6547,1.6898,1.7239,0.9786
"1092","D5","ENSG00000122378",0.6004,2.2856,2.3179,0.9775
"1093","D5","ENSG00000086967",0.8768,-0.4259,-0.4742,0.9948
"1094","D5","ENSG00000151474",0.3924,1.425,1.3718,0.9267
"1095","D5","ENSG00000133069",0.6253,-3.9232,-4.3121,0.9775
"1096","D5","ENSG00000237868",0.9989,-5.5765,-5.5779,0.9989
"1097","D5","ENSG00000259244",0.7141,-4.7229,-5.2854,0.9798
"1098","D5","ENSG00000217801",0.9735,0.674,0.6842,0.9976
"1099","D5","ENSG00000273137",0.935,1.6436,1.6635,0.9969
"1100","D5","ENSG00000034693",0.0241,2.8105,2.6282,0.7446
"1101","D5","ENSG00000218891",0.7937,2.3582,2.3909,0.9942
"1102","D5","ENSG00000165046",0.8049,-0.972,-1.0286,0.9948
"1103","D5","ENSG00000239257",0.8013,1.9634,2.038,0.9948
"1104","D5","ENSG00000213064",0.1802,4.4372,4.5352,0.92
"1105","D5","ENSG00000284387",0.2808,-0.1078,1.9887,0.92
"1106","D5","ENSG00000168214",0.3915,3.2963,3.1965,0.9267
"1107","D5","ENSG00000091136",0.0307,-1.0765,-0.8144,0.7872
"1108","D5","ENSG00000206573",0.9068,1.4963,1.4802,0.9948
"1109","D5","ENSG00000127663",0.1221,2.649,2.7486,0.92
"1110","D5","ENSG00000176018",0.8577,2.1761,2.142,0.9948
"1111","D5","ENSG00000252026",0.697,1.9486,2.0675,0.9798
"1112","D5","ENSG00000253926",0.0148,-1.5357,-0.3428,0.7209
"1113","D5","ENSG00000277462",0.4657,1.3113,1.4513,0.9535
"1114","D5","ENSG00000101191",0.842,3.8623,3.8479,0.9948
"1115","D5","ENSG00000279532",0.981,-0.6807,-0.6651,0.9976
"1116","D5","ENSG00000099331",0.3025,4.5863,4.6514,0.9223
"1117","D5","ENSG00000265008",0.6984,-5.3431,-5.7276,0.9798
"1118","D5","ENSG00000242852",0.9177,-0.266,-0.2405,0.9948
"1119","D5","ENSG00000011132",0.072,2.4455,2.5928,0.8981
"1120","D5","ENSG00000196678",0.7417,0.2328,0.2865,0.9855
"1121","D5","ENSG00000250479",0.503,3.471,3.6128,0.9562
"1122","D5","ENSG00000244490",0.262,-0.2329,-1.0374,0.92
"1123","D5","ENSG00000009335",0.0562,3.256,3.3765,0.876
"1124","D5","ENSG00000224208",0.6485,-0.6601,-0.8024,0.9786
"1125","D5","ENSG00000198492",0.5275,3.349,3.6047,0.9562
"1126","D5","ENSG00000231827",0.1643,-0.8837,-1.2377,0.92
"1127","D5","ENSG00000201221",0.1551,0.7613,0.1717,0.92
"1128","D5","ENSG00000221916",0.4297,-0.9131,-0.0844,0.947
"1129","D5","ENSG00000118200",0.6056,3.1592,3.1234,0.9775
"1130","D5","ENSG00000100949",0.4951,2.6699,2.6205,0.9562
"1131","D5","ENSG00000237039",0.9169,1.4179,1.443,0.9948
"1132","D5","ENSG00000235475",0.676,1.3758,1.2683,0.9798
"1133","D5","ENSG00000156304",0.9429,3.1647,3.1552,0.9969
"1134","D5","ENSG00000167766",0.8998,2.4301,2.4163,0.9948
"1135","D5","ENSG00000213928",0.7888,4.5447,4.5885,0.9922
"1136","D5","ENSG00000279075",0.2343,-2.3343,-0.6296,0.92
"1137","D5","ENSG00000272533",0.685,4.2105,4.1156,0.9798
"1138","D5","ENSG00000230590",0.3797,1.6389,1.5342,0.9223
"1139","D5","ENSG00000012211",0.9462,2.1188,2.129,0.9969
"1140","D5","ENSG00000131721",0.5243,-2.8256,-3.6925,0.9562
"1141","D5","ENSG00000104691",0.8263,0.9338,0.9757,0.9948
"1142","D5","ENSG00000184923",0.0467,0.8325,0.4069,0.8729
"1143","D5","ENSG00000269275",0.1216,-3.0217,-0.7216,0.92
"1144","D5","ENSG00000106588",0.7533,3.6074,3.6498,0.9879
"1145","D5","ENSG00000235833",0.9312,-3.5998,-3.6617,0.9948
"1146","D5","ENSG00000243005",0.3412,0.017,0.4538,0.9223
"1147","D5","ENSG00000168386",0.1384,0.5663,0.8207,0.92
"1148","D5","ENSG00000275645",0.8585,0.05,0.1428,0.9948
"1149","D5","ENSG00000119227",0.3798,1.7764,1.881,0.9223
"1150","D5","ENSG00000157833",0.3785,0.4842,0.3606,0.9223
"1151","D5","ENSG00000053501",0.1348,1.5393,1.7029,0.92
"1152","D5","ENSG00000262339",0.4392,-1.9526,-1.4748,0.947
"1153","D5","ENSG00000284052",0.6298,-2.6138,-2.4652,0.9786
"1154","D5","ENSG00000266648",0.625,-4.5862,-5.1444,0.9775
"1155","D5","ENSG00000143799",0.2345,5.2059,5.1418,0.92
"1156","D5","ENSG00000271803",0.2854,-3.0193,-4.9428,0.92
"1157","D5","ENSG00000139990",0.5638,2.8546,2.7787,0.9691
"1158","D5","ENSG00000105549",0.9891,-5.9686,-5.9579,0.9976
"1159","D5","ENSG00000124181",0.3577,2.736,2.8027,0.9223
"1160","D5","ENSG00000185641",0.947,0.1204,0.1492,0.9969
"1161","D5","ENSG00000235703",0.5176,0.1205,0.0169,0.9562
"1162","D5","ENSG00000166860",0.8734,2.0687,2.0832,0.9948
"1163","D5","ENSG00000243789",0.1337,-0.649,0.0843,0.92
"1164","D5","ENSG00000269843",0.7062,-4.2394,-3.6505,0.9798
"1165","D5","ENSG00000223505",0.8609,1.4192,1.3512,0.9948
"1166","D5","ENSG00000240399",0.7127,0.3282,0.124,0.9798
"1167","D5","ENSG00000235033",0.2841,-4.2038,-3.4693,0.92
"1168","D5","ENSG00000233514",0.3444,-5.6117,-6.6439,0.9223
"1169","D5","ENSG00000141741",0.8418,1.7489,1.7133,0.9948
"1170","D5","ENSG00000268333",0.9836,-0.1392,-0.1457,0.9976
"1171","D5","ENSG00000164880",0.1943,3.8284,3.9466,0.92
"1172","D5","ENSG00000140525",0.5191,1.5253,1.4605,0.9562
"1173","D5","ENSG00000278095",0.9149,-5.3179,-5.1855,0.9948
"1174","D5","ENSG00000233189",0.2196,-0.6284,-1.6916,0.92
"1175","D5","ENSG00000261490",0.902,0.9968,0.9819,0.9948
"1176","D5","ENSG00000164404",0.9148,-2.383,-2.4244,0.9948
"1177","D5","ENSG00000140854",0.0515,2.2283,2.4287,0.8729
"1178","D5","ENSG00000101187",0.6382,2.9181,2.8685,0.9786
"1179","D5","ENSG00000279328",0.6225,-0.9169,-0.724,0.9775
"1180","D5","ENSG00000106780",0.6572,0.9315,0.9707,0.9786
"1181","D5","ENSG00000169282",0.1665,0.8128,0.5302,0.92
"1182","D5","ENSG00000275709",0.5119,-0.8469,-1.2592,0.9562
"1183","D5","ENSG00000081019",0.4969,2.3627,2.4848,0.9562
"1184","D5","ENSG00000277411",0.658,0.6633,0.8674,0.9786
"1185","D5","ENSG00000160172",0.9603,0.039,0.0287,0.9969
"1186","D5","ENSG00000143179",0.9523,3.5013,3.5053,0.9969
"1187","D5","ENSG00000105127",0.0667,3.6474,3.5427,0.896
"1188","D5","ENSG00000179846",0.264,-1.4143,-2.0287,0.92
"1189","D5","ENSG00000065154",0.9913,2.2782,2.2771,0.9976
"1190","D5","ENSG00000234616",0.695,1.2041,1.5836,0.9798
"1191","D5","ENSG00000186272",0.7873,1.1818,1.0543,0.9922
"1192","D5","ENSG00000279555",0.0155,1.3984,1.7679,0.7209
"1193","D5","ENSG00000181408",0.4557,-3.5931,-4.6114,0.9503
"1194","D5","ENSG00000120500",0.6588,-1.0922,-0.9812,0.9786
"1195","D5","ENSG00000165501",0.4991,1.5996,1.7087,0.9562
"1196","D5","ENSG00000231507",0.1769,-2.2101,-1.3695,0.92
"1197","D5","ENSG00000100968",0.6711,-0.1903,-0.1388,0.9798
"1198","D5","ENSG00000261723",0.9703,-4.6361,-4.5866,0.9976
"1199","D5","ENSG00000105675",7e-04,-2.2991,-3.7624,0.28
"1200","D5","ENSG00000163352",0.4255,0.1452,-0.1462,0.947
"1201","D5","ENSG00000267519",0.8516,1.9161,1.9392,0.9948
"1202","D5","ENSG00000100023",0.4002,2.1341,2.0558,0.9307
"1203","D5","ENSG00000146350",0.8183,0.0752,0.0388,0.9948
"1204","D5","ENSG00000249493",0.4904,-1.9236,-3.0704,0.9562
"1205","D5","ENSG00000230733",0.0078,1.3328,1.6085,0.6538
"1206","D5","ENSG00000272910",0.4955,0.0579,-0.3877,0.9562
"1207","D5","ENSG00000258230",0.4819,0.8955,0.6367,0.9562
"1208","D5","ENSG00000105576",0.8797,3.8642,3.8736,0.9948
"1209","D5","ENSG00000213139",0.5764,0.912,1.0408,0.9722
"1210","D5","ENSG00000271096",0.2044,-0.0424,0.8625,0.92
"1211","D5","ENSG00000234946",0.519,0.3824,0.1604,0.9562
"1212","D5","ENSG00000163510",0.3983,3.2737,3.3565,0.9284
"1213","D5","ENSG00000166455",0.8161,-2.3734,-2.1058,0.9948
"1214","D5","ENSG00000183763",0.3576,-0.133,0.0295,0.9223
"1215","D5","ENSG00000252122",0.7051,-2.5942,-3.2824,0.9798
"1216","D5","ENSG00000236928",0.9644,-0.9264,-0.8903,0.9969
"1217","D5","ENSG00000237437",0.2145,0.4988,0.2113,0.92
"1218","D5","ENSG00000274011",0.5665,-0.5264,-0.9134,0.9713
"1219","D5","ENSG00000131187",0.484,0.5417,0.7166,0.9562
"1220","D5","ENSG00000204386",0.2475,2.9257,3.0628,0.92
"1221","D5","ENSG00000247473",0.026,0.3481,0.7332,0.7514
"1222","D5","ENSG00000211964",0,0.2071,-2.3512,0
"1223","D5","ENSG00000115207",0.3741,3.5156,3.5962,0.9223
"1224","D5","ENSG00000263413",0.4319,-1.6009,-0.6968,0.947
"1225","D5","ENSG00000006756",0.3428,1.6066,1.5133,0.9223
"1226","D5","ENSG00000147364",0.4595,1.3234,1.1805,0.9503
"1227","D5","ENSG00000205639",0.0816,-2.5158,-1.9658,0.8981
"1228","D5","ENSG00000236104",0.9819,2.5297,2.533,0.9976
"1229","D5","ENSG00000170160",0.8994,-3.6148,-3.5641,0.9948
"1230","D5","ENSG00000213740",0.577,-4.5982,-5.3317,0.9722
"1231","D5","ENSG00000115306",0.0576,5.2671,5.2022,0.8862
"1232","D5","ENSG00000201371",0.1861,-0.8345,-2.6581,0.92
"1233","D5","ENSG00000250770",0.6684,-6.5668,-6.6439,0.9786
"1234","D5","ENSG00000085514",0.798,1.4205,1.3691,0.9948
"1235","D5","ENSG00000226621",0.203,-0.8863,-2.7133,0.92
"1236","D5","ENSG00000269903",0.93,-0.1584,-0.2069,0.9948
"1237","D5","ENSG00000260190",0.2584,-2e-04,-0.4593,0.92
"1238","D5","ENSG00000131100",0.0788,4.0619,4.3677,0.8981
"1239","D5","ENSG00000188760",0.2618,1.185,1.3868,0.92
"1240","D5","ENSG00000011454",0.5747,3.2425,3.2193,0.9722
"1241","D5","ENSG00000108947",0.6964,-6.3081,-6.1194,0.9798
"1242","D5","ENSG00000204816",0.365,-5.7537,-6.6439,0.9223
"1243","D5","ENSG00000137491",0.987,-5.9121,-5.903,0.9976
"1244","D5","ENSG00000237249",0.8292,1.1743,1.1244,0.9948
"1245","D5","ENSG00000227848",0.2701,-5.114,-6.6439,0.92
"1246","D5","ENSG00000265205",0.0474,2.0139,2.6069,0.8729
"1247","D5","ENSG00000136541",0.5547,-0.0212,-0.1393,0.966
"1248","D5","ENSG00000185105",0.4754,-3.3486,-2.7559,0.9562
"1249","D5","ENSG00000162599",0.961,-6.1244,-6.1439,0.9969
"1250","D5","ENSG00000284034",0.9745,2.0804,2.0725,0.9976
"1251","D5","ENSG00000204010",0.8029,-2.8727,-2.6768,0.9948
"1252","D5","ENSG00000238228",0.0483,3.0423,2.7472,0.8729
"1253","D5","ENSG00000108557",0.357,3.3784,3.4451,0.9223
"1254","D5","ENSG00000106771",0.4999,2.8175,2.8586,0.9562
"1255","D5","ENSG00000256030",0.7331,-0.7914,-0.9174,0.9855
"1256","D5","ENSG00000124496",0.7408,2.264,2.2934,0.9855
"1257","D5","ENSG00000116874",0.2806,1.9963,2.109,0.92
"1258","D5","ENSG00000260979",0.1299,0.3865,0.9586,0.92
"1259","D5","ENSG00000186940",0.2061,-5.308,-6.6439,0.92
"1260","D5","ENSG00000101307",0.766,-1.7852,-1.8402,0.9909
"1261","D5","ENSG00000100156",0.6889,-2.1051,-1.7768,0.9798
"1262","D5","ENSG00000205086",0.6684,-6.5393,-6.6439,0.9786
"1263","D5","ENSG00000247121",0.6452,1.8024,1.7384,0.9786
"1264","D5","ENSG00000207034",0.5554,2.179,2.3646,0.966
"1265","D5","ENSG00000241278",0.4072,-4.5454,-5.669,0.9404
"1266","D5","ENSG00000280474",0.5781,-2.7786,-3.4954,0.9722
"1267","D5","ENSG00000254802",0.9724,1.2343,1.2264,0.9976
"1268","D5","ENSG00000263813",0.7298,2.2386,2.1497,0.9855
"1269","D5","ENSG00000218018",0.3799,2.1623,2.0035,0.9223
"1270","D5","ENSG00000114767",0.2031,4.197,4.3239,0.92
"1271","D5","ENSG00000185049",0.5244,2.4923,2.5513,0.9562
"1272","D5","ENSG00000269107",0.6684,-6.1142,-6.6439,0.9786
"1273","D5","ENSG00000151422",0.0116,1.4143,0.8162,0.6971
"1274","D5","ENSG00000111845",0.9548,3.2568,3.2517,0.9969
"1275","D5","ENSG00000015153",0.8423,0.763,0.7437,0.9948
"1276","D5","ENSG00000276925",0.0048,0.7131,-1.3453,0.6538
"1277","D5","ENSG00000260017",0.9309,-0.1299,-0.1722,0.9948
"1278","D5","ENSG00000205765",0.3956,3.4691,3.3944,0.9267
"1279","D5","ENSG00000245384",0.3408,-3.9641,-4.6652,0.9223
"1280","D5","ENSG00000275793",0.2391,-0.5122,-0.3458,0.92
"1281","D5","ENSG00000228171",0.9223,1.5131,1.4689,0.9948
"1282","D5","ENSG00000147202",0.8016,1.6894,1.6524,0.9948
"1283","D5","ENSG00000065357",0.8825,2.3624,2.376,0.9948
"1284","D5","ENSG00000226121",0.6393,-3.0237,-2.8926,0.9786
"1285","D5","ENSG00000271743",0.4427,-0.5449,-0.3683,0.949
"1286","D5","ENSG00000267481",0.3369,2.8037,2.6734,0.9223
"1287","D5","ENSG00000197444",0.0556,-4.5939,-3.3055,0.876
"1288","D5","ENSG00000234473",0.0812,1.5313,1.9442,0.8981
"1289","D5","ENSG00000261248",0.3214,-2.7534,-4.1254,0.9223
"1290","D5","ENSG00000227855",0.2431,-4.8241,-5.5396,0.92
"1291","D5","ENSG00000248333",0.3401,2.6706,2.5771,0.9223
"1292","D5","ENSG00000279536",0.2957,-2.5714,-1.3251,0.9223
"1293","D5","ENSG00000231104",0.7993,-0.2254,-0.2773,0.9948
"1294","D5","ENSG00000266840",0.3214,-4.1096,-5.5322,0.9223
"1295","D5","ENSG00000104518",0.1834,1.9918,2.1979,0.92
"1296","D5","ENSG00000255445",0.6191,-1.2494,-0.8696,0.9775
"1297","D5","ENSG00000007255",0.0384,4.2069,4.5404,0.8348
"1298","D5","ENSG00000235330",0.7921,0.0335,0.1339,0.9942
"1299","D5","ENSG00000232977",0.1571,-3.9966,-2.7401,0.92
"1300","D5","ENSG00000213901",0.373,-1.3185,-0.8099,0.9223
"1301","D5","ENSG00000232963",0.4333,-1.2166,-2.3874,0.947
"1302","D5","ENSG00000213399",0.9165,-3.2431,-3.3738,0.9948
"1303","D5","ENSG00000237300",0.5213,-2.0847,-1.3179,0.9562
"1304","D5","ENSG00000187097",0.192,0.801,0.9537,0.92
"1305","D5","ENSG00000244627",0.1978,1.7679,1.6744,0.92
"1306","D5","ENSG00000215840",0.2843,-0.7477,-1.1771,0.92
"1307","D5","ENSG00000222051",0.6122,-0.5745,-0.1104,0.9775
"1308","D5","ENSG00000254016",0.7224,-4.7799,-4.2993,0.9848
"1309","D5","ENSG00000196911",0.2175,0.0049,0.2125,0.92
"1310","D5","ENSG00000180245",0.167,-3.4716,-4.8689,0.92
"1311","D5","ENSG00000168522",0.1472,2.6993,2.8825,0.92
"1312","D5","ENSG00000270503",0.3806,-4.5113,-3.6916,0.9223
"1313","D5","ENSG00000276900",0.0649,0.4836,0.0972,0.896
"1314","D5","ENSG00000267302",0.2313,-1.1924,-1.5869,0.92
"1315","D5","ENSG00000279721",0.881,-5.4649,-5.6163,0.9948
"1316","D5","ENSG00000129055",0.1906,3.2547,3.46,0.92
"1317","D5","ENSG00000151640",0.008,-5.2475,-3.1666,0.6538
"1318","D5","ENSG00000259935",0.4824,-0.5924,-0.8686,0.9562
"1319","D5","ENSG00000282034",0.2629,-0.5748,-0.0658,0.92
"1320","D5","ENSG00000244056",0.8877,-3.1418,-2.9104,0.9948
"1321","D5","ENSG00000080573",0.3447,-6.5342,-6.2476,0.9223
"1322","D5","ENSG00000007376",0.2443,2.7087,2.9467,0.92
"1323","D5","ENSG00000134590",0.7798,2.2012,2.1479,0.9915
"1324","D5","ENSG00000119335",0.2871,7.3725,7.3201,0.92
"1325","D5","ENSG00000243566",0.797,-3.2474,-2.9911,0.9948
"1326","D5","ENSG00000149054",0.9746,0.2514,0.2598,0.9976
"1327","D5","ENSG00000214578",0.4972,-2.6608,-1.8872,0.9562
"1328","D5","ENSG00000131236",0.6982,5.4489,5.4044,0.9798
"1329","D5","ENSG00000235728",0.0634,-3.3766,-5.3762,0.896
"1330","D5","ENSG00000247157",0.2985,-2.7173,-2.0592,0.9223
"1331","D5","ENSG00000143303",0.687,2.9083,2.9474,0.9798
"1332","D5","ENSG00000235724",0.8456,-0.9253,-0.8808,0.9948
"1333","D5","ENSG00000119801",0.264,3.255,3.446,0.92
"1334","D5","ENSG00000244159",0.3109,0.9354,1.2713,0.9223
"1335","D5","ENSG00000111850",0.6088,0.4649,0.3676,0.9775
"1336","D5","ENSG00000267939",0.09,-4.3035,-6.6439,0.8981
"1337","D5","ENSG00000229591",0.5426,0.8541,1.0357,0.9577
"1338","D5","ENSG00000272541",0.7676,-3.5533,-3.9221,0.9911
"1339","D5","ENSG00000099282",0.3106,-1.0303,-0.7606,0.9223
"1340","D5","ENSG00000207392",0.4889,0.9491,1.4704,0.9562
"1341","D5","ENSG00000256299",0.7377,-2.4158,-2.8867,0.9855
"1342","D5","ENSG00000113905",0.0923,-4.9788,-3.9732,0.8981
"1343","D5","ENSG00000163820",0.0557,2.6671,2.5139,0.876
"1344","D5","ENSG00000279805",0.7745,-1.2488,-1.1578,0.9911
"1345","D5","ENSG00000164291",0.1484,-0.5429,-0.9684,0.92
"1346","D5","ENSG00000205838",0.2935,-4.9288,-5.6192,0.9223
"1347","D5","ENSG00000254346",0.2781,-2.1067,-3.4544,0.92
"1348","D5","ENSG00000175104",0.3005,2.1717,2.2877,0.9223
"1349","D5","ENSG00000261971",0.1065,-1.3041,-1.7157,0.92
"1350","D5","ENSG00000226397",0.3589,-1.6716,-2.0482,0.9223
