"","sample","gene","anova_p","mean_between","mean_intra","fdr"
"6524","M8","ENSG00000088367",0.1072,-5.0071,-5.9458,0.9188
"6525","M8","ENSG00000068024",0.8475,0.4652,0.448,0.9779
"6526","M8","ENSG00000234184",0.1741,-3.2561,-5.2767,0.9297
"6527","M8","ENSG00000254730",0.6002,0.0388,0.2476,0.9561
"6528","M8","ENSG00000259109",0.9046,-0.4115,-0.5032,0.9833
"6529","M8","ENSG00000201469",0.8827,-0.7238,-0.6438,0.9791
"6530","M8","ENSG00000275278",0.0653,0.8412,-0.088,0.896
"6531","M8","ENSG00000066044",0.1406,3.8886,3.9905,0.9297
"6532","M8","ENSG00000145687",0.6194,1.8065,1.8573,0.9617
"6533","M8","ENSG00000116678",0.7028,-2.2924,-2.1923,0.9668
"6534","M8","ENSG00000268670",0.6525,0.7462,0.8663,0.9634
"6535","M8","ENSG00000273374",0.9374,-1.3677,-1.3871,0.9864
"6536","M8","ENSG00000244184",0.6899,-5.4188,-4.8161,0.9668
"6537","M8","ENSG00000230325",0.9088,1.2434,1.2084,0.9838
"6538","M8","ENSG00000171017",0.5553,-5.5346,-6.0887,0.9475
"6539","M8","ENSG00000250938",0.4292,-3.1379,-2.7356,0.9297
"6540","M8","ENSG00000237892",0.8698,1.1648,1.2106,0.9787
"6541","M8","ENSG00000283515",0.5502,-3.6291,-3.2912,0.9459
"6542","M8","ENSG00000274062",0.5034,3.3238,3.5335,0.9348
"6543","M8","ENSG00000228278",0.9155,0.5459,0.5229,0.9838
"6544","M8","ENSG00000231066",0.5418,-1.7827,-1.4002,0.9459
"6545","M8","ENSG00000278009",0.8126,-0.1689,0.0179,0.9779
"6546","M8","ENSG00000279191",0.6648,-3.1044,-3.3113,0.9666
"6547","M8","ENSG00000253492",0.658,1.0632,1.2202,0.9638
"6548","M8","ENSG00000157470",0.8824,1.3039,1.287,0.9791
"6549","M8","ENSG00000273308",0.3127,-0.6488,-0.1269,0.9297
"6550","M8","ENSG00000279176",0.1051,1.7602,1.9628,0.9143
"6551","M8","ENSG00000242020",0.8727,-0.5709,-0.7589,0.9787
"6552","M8","ENSG00000260914",0.9,-4.9634,-5.142,0.9833
"6553","M8","ENSG00000233541",0.891,-3.256,-3.0242,0.9829
"6554","M8","ENSG00000180573",0.7297,3.8256,3.9959,0.9699
"6555","M8","ENSG00000248202",0.2448,-0.195,-0.7947,0.9297
"6556","M8","ENSG00000253831",0.8517,0.35,0.303,0.9779
"6557","M8","ENSG00000141971",0.09,3.1196,3.3219,0.9091
"6558","M8","ENSG00000185933",0.285,-1.5642,-2.0274,0.9297
"6559","M8","ENSG00000120963",0.568,2.6996,2.7906,0.9506
"6560","M8","ENSG00000135341",0.7487,2.703,2.6711,0.97
"6561","M8","ENSG00000272650",0.7356,1.1914,1.3168,0.9699
"6562","M8","ENSG00000124155",0.6438,1.3964,1.4313,0.9617
"6563","M8","ENSG00000266079",0.5458,-3.7985,-4.4613,0.9459
"6564","M8","ENSG00000280183",0.9605,2.1188,2.109,0.992
"6565","M8","ENSG00000140463",0.4965,1.719,1.58,0.9332
"6566","M8","ENSG00000187833",0.2387,-5.7261,-6.6439,0.9297
"6567","M8","ENSG00000258920",0.1185,0.0872,-0.3755,0.9297
"6568","M8","ENSG00000167377",0.1168,0.5706,0.9801,0.9297
"6569","M8","ENSG00000187801",0.4241,2.7428,2.6388,0.9297
"6570","M8","ENSG00000234135",0.1875,-1.4211,-2.7288,0.9297
