"","D5_U01_LE1","D6_U01_LE1","F7_U01_LE1","M8_U01_LE1","D5_U01_LE2","D6_U01_LE2","F7_U01_LE2","M8_U01_LE2","D5_U01_LE3","D6_U01_LE3","F7_U01_LE3","M8_U01_LE3","D5_U02_LE4","D6_U02_LE4","F7_U02_LE4","M8_U02_LE4","D5_U03_LE5","D6_U03_LE5","F7_U03_LE5","M8_U03_LE5","D5_U04_LE6","D6_U04_LE6","F7_U04_LE6","M8_U04_LE6","D5_U05_LE7","D6_U05_LE7","F7_U05_LE7","M8_U05_LE7","D5_U06_LE8","D6_U06_LE8","F7_U06_LE8","M8_U06_LE8","D5_U07_LE9","D6_U07_LE9","F7_U07_LE9","M8_U07_LE9","D5_U08_LE10","D6_U08_LE10","F7_U08_LE10","M8_U08_LE10","D5_U09_LE11","D6_U09_LE11","F7_U09_LE11","M8_U09_LE11","D5_U10_LE12","D6_U10_LE12","F7_U10_LE12","M8_U10_LE12","D5_U11_LE13","D6_U11_LE13","M8_U11_LE13","F7_U11_LE13","D5_U12_LE14","D6_U12_LE14","F7_U12_LE14","M8_U12_LE14","D5_U13_LE15","D6_U13_LE15","F7_U13_LE15","M8_U13_LE15","D5_U14_LE16","D6_U14_LE16","M8_U14_LE16","F7_U14_LE16","D5_U15_LE16","D6_U15_LE16","M8_U15_LE16","F7_U15_LE16","D5_U16_LE16","D6_U16_LE16","F7_U16_LE16","M8_U16_LE16"
"ENSG00000229534",-0.33714554751275,-0.391419714638878,-1.25767983764879,-0.693184823424822,-1.77016108861266,-1.4846508659531,0.0422114639619629,0.456140621640995,-0.116246258587776,0.452754612586293,-0.264101817863679,-0.0237844910064079,-0.214432709329096,-0.579542390846843,-0.320046605264137,0.598533859284446,-0.0860739242070838,-0.200077167755495,-0.00979735180030962,0.758509566270184,0.0393658373854851,-0.960872838798889,0.518858387309375,0.544098571435501,0.117966270433788,0.0787368846310893,1.31026798405668,1.02098642615741,-1.01513507837076,-0.49405217637619,-1.48431983926448,0.0699303404641392,-0.745609133692856,-0.535440461937301,0.0246600980362772,-0.164006419423626,-0.723982227791505,-0.292621871409005,0.21627108249494,-0.0309670563803686,0.0988305042638682,-0.456551629783344,0.609042893049332,0.235420722637441,-0.74372117672903,0.166601053029543,-0.812260119150137,1.4424865368928,-0.131515510593741,0.0609507744952424,0.455274871309116,-1.37771057285913,-0.0279970639329791,-0.0562376692632966,-0.43647086883346,-0.0780534079740803,-1.43492930893065,-1.75065903431834,-0.319859311501013,1.4357928545981,0.360622730399827,-1.10977279266048,0.767581920171385,0.356140428904811,-0.630259939747096,-0.0830373160951929,0.979214676546523,-0.488335633965335,-0.299114668894336,-0.0423438841734911,-0.516534509702448,0.974122510579517
"ENSG00000155760",-0.89812405830011,-2.20747444419647,-1.56550253816363,-3.06760012241387,-2.06164343968398,-2.18424752397372,-1.79524827097716,-4.65464450438623,-1.75560488026374,-1.84255265049303,-1.82382533462955,-3.3651428423945,-2.18312017774855,-1.33457812065068,-1.96527717632169,-4.70956615907617,-2.11411019038965,-2.68796686994453,-1.92680495577441,-3.67101651701553,-2.40663666686388,-1.30554231690834,-1.57007450882526,-4.96623519732114,-2.23069541418391,-1.78893296644941,-1.8778547646219,-4.18455573119396,-0.446863660224898,-1.64361726319414,-2.39460048983814,-4.824842067285,-3.18483120613203,-1.70620106779753,-2.77460659875543,-3.17768589760605,-3.77370850730836,-1.4416931761189,-3.66176615050315,-2.08008791132269,-2.12831403169641,-1.29418660809667,-1.44946965819142,-2.57102150639561,-2.54637180304142,-1.64428004369958,-2.91368362320763,-2.46479903880862,-1.91233078325597,-1.29139425547575,-4.50707419394225,-2.48776704431722,-2.36843934393638,-1.28658923355457,-2.17227851299239,-4.30343634584748,-3.13338790850686,-2.1071131996526,-2.50404292503075,-6.64385618977472,-1.48024877641225,-2.64290973167675,-2.71046295537593,-1.28887165053106,-2.4987657129723,-1.8161133658515,-5.64436122142473,-2.14440570313576,-2.35841697920619,-2.27130102685564,-2.72341043315008,-3.3976457455235
"ENSG00000263892",-0.357897345988575,-2.44271637942608,-0.383367530115918,1.7110380175915,-0.313374874167491,0.214845972596501,0.677160014052744,0.10454331946486,-5.07694364191778,1.19460211831227,0.130016214321998,1.43102917989279,-0.105598956897351,-1.54400556218778,0.901029443061096,0.0205199805108529,1.32031541497685,0.429049218519562,-1.5584740263439,1.50017691971633,-5.81912906254262,1.74648949111864,-2.40606305346485,1.30954409184212,-0.937494173310802,1.12986459434733,-0.299242480049552,-0.198273485062546,0.280548976991073,1.15531985693413,-6.27246460585051,-1.26344188045147,-0.711369758283523,0.0299291703961446,1.19532554822951,0.807547818098309,-1.04453244437656,-0.439122690338023,-0.403539952115503,1.16374152258008,-5.23362364417652,-2.02933479160445,-1.33736061751509,1.04828083316441,0.0159128482207396,-0.232390961978654,0.96959295371451,0.223329868475701,-6.46103678816252,0.157019125895062,1.01659900931406,-6.64385618977472,-2.0077072295185,-0.597978606199645,-1.52025206563377,1.26602609623735,-0.380258341230825,-1.71239059330994,0.887339658034497,-0.709202879253106,-1.02308212388022,-2.04772011630501,0.800156494040492,0.991837991231949,-0.416885331796445,-1.74488846933755,0.49042739412519,-1.75381327472782,-1.11194765698379,-1.48873843624104,0.0909780522457067,1.34972081168078
"ENSG00000199051",-6.64385618977472,-6.64385618977472,-1.36328212202328,1.01500792913308,-0.417370780264139,1.26504856438421,-6.64385618977472,-0.765118588871513,0.908520881320144,-0.556516407173096,-2.3710118242433,-6.64385618977472,0.375277473771145,0.798585592121702,-6.64385618977472,-0.28745528151677,1.33629138694347,-0.17089572069582,-0.639867247527447,0.0362121278749686,-0.857254600737442,-0.493322914110292,-1.4380844404808,-1.2032494297003,0.874217017721238,-0.553902607665789,-1.27453628636095,-0.455107135930269,-0.396329269644531,-6.64385618977472,-6.64385618977472,1.61311717216173,-1.14729157941549,-6.64385618977472,0.242835391306988,1.21631703035229,0.327804614307119,-0.821656316954756,0.7645695151532,0.507988423932764,-0.65465358893854,-3.16670993388189,-1.33736061751509,-1.88080586547334,-6.64385618977472,0.302357658794205,-3.22171739800045,0.720552529365721,1.14997013072883,-0.473089861588344,1.06914945151881,1.56562983108186,-0.662476142166666,-2.18779260201029,-0.00788709316887577,1.43510795654884,-0.78905012730073,-0.736227603990008,0.3418753355726,-6.64385618977472,-0.517252889791309,-6.64385618977472,-6.64385618977472,-6.64385618977472,0.0671458036490941,-6.64385618977472,-0.157476468141877,0.360329437917361,-6.64385618977472,-2.35999366694004,-6.64385618977472,-6.64385618977472
"ENSG00000231978",1.45706996223429,0.546189697119714,0.369633985687471,1.65268335343024,1.98908740375118,0.868627507737118,1.46053761053613,1.02754900422504,1.5778391899706,0.809416913897193,0.91923099417195,1.54410203443215,0.233585013318243,1.36018164535886,1.15600239437872,1.88733380850643,0.124389018095394,-0.801520933446767,1.33353937369296,0.040526363886848,1.99250922985904,1.43587657761567,1.60864178572965,1.35687905917808,1.29981142418816,1.36154885098492,2.13313703256369,0.982834082499514,0.876852840534936,0.767548022142117,0.760505411493555,0.342010787871971,0.787884594135899,-0.380744767120819,0.552957377194631,1.01792760752197,1.43853505495327,1.37213526790301,-0.0770897351525442,1.46520708614952,1.29087318562062,0.754355637431304,1.63389056758044,0.273187628048397,1.97533340002549,1.65006785407648,2.28701122098536,1.0065321398548,2.08982760090327,1.58735922974676,0.531120410475913,1.45848122540289,1.65584729781914,1.66760423855233,1.43228866535037,1.83634065796546,-0.59680427784877,0.977021222795676,1.12424540929096,1.46838781662833,1.45192426991786,1.91483772952251,0.146020400913311,0.0102570803422291,1.25763464501509,1.63160814788932,1.11425906867431,1.22065994136829,1.8770107426047,1.16939719912118,0.895834613986954,1.08621853194866
"ENSG00000148204",-1.78363693384591,-1.41740932262473,-1.4740972039934,-1.36656191122562,-0.854049944559812,-1.21630701194711,-1.14181871778226,-1.93989730646906,-0.397424518305736,-1.83805271539974,-1.59546434115561,-2.17334873852093,-0.670329839239762,-0.866915660096329,-1.57998336268512,-1.54919359123942,-0.945412924831957,-1.23276607758893,-1.54218344149579,-1.73389317688157,-0.668672992272502,-1.36812367369455,-1.21639780694845,-1.49344336931995,-0.467917282531601,-1.04653524959124,-0.927477786328031,-1.86226952931741,-0.781536152166075,-1.29819177536095,-0.876731425098443,-0.612837621617268,-1.27132997952825,-1.4243503350026,-0.7549873843905,-1.19933248860042,-0.918303525566842,-1.02710090063133,-1.45258047616082,-1.51788022904054,-0.990929077611159,-1.23286627612332,-1.86935991193388,-1.11070257591877,-0.637123456774167,-1.80743087618008,-1.52298510284621,-1.92018134914732,-1.03456059843636,-1.20412472783748,-1.12630201715126,-1.32005950061403,-0.474953447385828,-1.88128760048107,-1.21841541229217,-2.39917390743857,-0.963283661777392,-1.39652507304011,-1.6672010014539,-2.7865897444081,-1.06774364552382,-2.50436425717149,-1.16744650732534,-1.66591986114166,-0.751371654022389,-1.22730213787007,-1.4675123673458,-1.21625204494616,-1.02526701537958,-1.60513866524312,-0.902137187911039,-1.92999710781855
"ENSG00000225235",-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-1.39127022599408,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-1.81800951867724,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-1.72608552201869,-6.64385618977472,-2.08731028431607,-6.64385618977472,-1.52197045955128,-2.94238475878845,-6.64385618977472,-2.34925014358264,-1.39139511417686,-6.64385618977472,-6.64385618977472,-6.64385618977472,-2.30257488870967,-6.64385618977472,-6.64385618977472,-0.930105395222859,-0.312686638134888,-1.57700924513586,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-3.06675370454022,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-0.743218782506457,-6.64385618977472,-2.59349380575696,-1.12070200950465,-6.64385618977472,-1.96175487921827,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-1.92854484557341,-2.72527913527111,-6.64385618977472,-2.47919861452106,-6.64385618977472,-1.33309074043456
"ENSG00000260778",-1.89596915415778,-1.25233502115909,-1.42918272829962,-1.34232185144553,-1.7802333535028,-2.33714037164677,-1.15663415399437,-0.594748698619463,-1.57426755650813,-1.3333470096075,-0.896347739873551,-2.48948601138934,-1.29582439686833,-3.535632162655,-0.66025326728381,-2.8640635482412,-5.10068105088123,-3.50459864502175,-0.982424631208623,-1.61218791572715,-2.05734405723871,-0.392888327195949,-2.30312510824602,-0.40819066020128,-0.381078022195855,-2.80497478490678,-0.049252208598624,-1.06650992855687,-0.297231477517281,-1.78015521896842,-3.24608261593691,-0.251387851813371,-3.35360226815452,-1.54351243721283,-2.00470167478629,-2.21577664666331,-1.36331065722979,-1.8783270603861,-3.00523614389513,-1.64689736601316,-1.33202192675814,-2.34982946097715,-1.34667026588076,-1.37094304580158,-3.28969210327522,-2.20942080581199,-0.868043265826012,-1.1075798445705,-1.05708709972946,-4.24567699911115,-0.276605000708219,-3.2459530913788,-0.318594220845193,-2.39695104366338,-1.63155944164349,-1.77751052235236,-3.09802389496806,-4.70610499991356,-1.38053788272988,-2.86123344876201,-1.03690829563947,-0.479013933479354,-0.925928062027346,-2.33039417489354,-2.03284090321672,-2.78469062154155,-1.27371363702726,-1.18869276041375,-2.15849501960405,-0.759517056491644,-0.271152798901135,-1.88329367911238
"ENSG00000224648",-1.97569166948278,-2.24669669840182,-1.78615878671601,-0.196501811985734,-6.64385618977472,-6.64385618977472,-0.506069892722343,-2.2537319556639,-6.64385618977472,-2.15027289730617,-6.64385618977472,-1.99184015323904,-6.64385618977472,0.366994126310682,-6.64385618977472,-2.3965514475354,-6.64385618977472,-0.471770767925178,-2.47155270322598,-0.399901552906063,-2.39938769467184,-6.64385618977472,-2.04540165256687,-0.365973698968949,0.0587584156248173,-0.333681508648917,-2.0154675201018,0.158790706685711,-1.35243312724874,-0.829082765658548,-6.64385618977472,0.541523760254375,-2.20731453341935,-6.64385618977472,-0.000239507256439886,0.448261373133127,-6.64385618977472,0.760620373957433,-0.554724606651088,-6.64385618977472,-2.38539002916981,-2.6328794705918,-6.64385618977472,0.32677892756057,-6.64385618977472,-0.205134186946981,-1.50861684994749,-0.53377905806886,-2.10114001776146,-0.465643512157233,1.19688837996164,0.31858409481879,-6.64385618977472,-2.59909488568194,-6.64385618977472,-2.05758984164633,-6.64385618977472,-1.49924688725135,0.018852057331165,-0.466221384855898,-1.41762127391237,-0.223176739248876,0.0701007600254716,-0.21465535300734,-6.64385618977472,-2.86580535104914,0.804877130814009,-6.64385618977472,-6.64385618977472,-2.47181678578889,-1.21872926415691,-1.36182419279762
"ENSG00000279035",-0.0300770368798106,-0.371719127881872,-1.21532181535671,0.363532196392627,-0.0297868677683471,-0.337442644181894,0.142176836093042,-0.225212518789378,-0.208434281258539,-1.06902503938817,-0.870112991261427,-1.23705424262758,-0.781593268688285,-0.00147085577502138,-0.493970903276835,-0.489181851181342,0.198969316100678,-0.386570187973504,-0.888634769072353,-0.265009941697865,-0.736549677054586,-0.189932066208211,-0.32788427663284,-0.612467610572099,-0.418199502225311,-1.42437011770393,0.141103143887217,-1.53101429626959,-0.865111434255903,-0.296440334078145,0.266426758891863,0.129214425470207,-0.295726479798729,0.339265111948812,-0.603104003615237,-0.632859336607662,-1.54543242089819,0.000777403135709778,-0.34319796150112,-0.511227940700147,-0.782918214825286,-0.443204714924621,-0.534405778176178,-0.895437894762058,-0.853480321993142,-0.922251120894302,-0.263992673521036,-0.63645883285063,-0.815610515632624,-0.245969392519616,-0.737925305507797,-0.778194668884927,-0.441238651926083,-0.989475071822427,-0.373416951428828,-1.18671502731757,-1.27352448819018,-0.0192771087118904,-0.417860246850352,-0.343384649194828,-0.308237165940496,0.224524385155937,-0.895606975526597,-0.591281618329755,-0.0797798845904861,-0.0448672656572594,-0.499970989946699,-0.143989579044195,-0.220947084240958,0.223378063577566,-0.723076990902126,-1.34133606761981
"ENSG00000175202",-3.16833026245528,-6.64385618977472,-6.64385618977472,-3.65824646853074,-3.4975431107052,-6.64385618977472,-6.64385618977472,-1.16915408695151,-6.64385618977472,-2.39523027727852,-2.0201707294391,-6.64385618977472,-1.45931404378258,-6.64385618977472,-2.353874217308,-6.64385618977472,-6.64385618977472,-6.64385618977472,-1.44320667644465,-6.64385618977472,-6.64385618977472,-3.26343149015036,-6.64385618977472,-6.64385618977472,-6.64385618977472,-1.58751110727582,-6.64385618977472,-3.51401269164316,-6.64385618977472,-6.64385618977472,-2.32166122098987,-3.35949012396437,-6.64385618977472,-6.64385618977472,-3.4924519390401,-1.51505552579834,-1.78018034167335,-3.24872482273065,-2.25146319923487,-3.01283341790583,-3.41064301725441,-3.45919503604983,-6.64385618977472,-3.01448791160047,-6.64385618977472,-3.38420706912557,-3.50010361150358,-3.00651257581929,-3.05868932173179,-6.64385618977472,-6.64385618977472,-2.18384760850591,-6.64385618977472,-3.1811886966466,-6.64385618977472,-4.13674659599295,-6.64385618977472,-2.93677319800302,-6.64385618977472,-3.66441613168828,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-3.64313502253107,-6.64385618977472,-6.64385618977472,-6.64385618977472,-2.65507154019525,-6.64385618977472
"ENSG00000076924",3.9153149171902,3.91761376886545,3.87817701808124,3.61999555981321,3.97112341585121,3.64633813213114,4.13712477232715,4.00447282928701,3.8099709959161,3.78878228652312,3.81834951460771,3.72850384521817,3.71410454106137,3.99630249945165,3.86284240242237,3.92017547657539,3.83738259449207,3.84865702092754,4.22383399993761,3.93902129978469,3.69466303469904,3.51621342954056,3.77283486575252,3.75079100901674,3.54861819308742,3.69999164958702,3.9379593774401,3.75422776719748,4.08697885809666,4.0148989098096,4.04437011009011,4.21450744345711,3.60986194311905,3.97847786407627,3.98056712611907,3.90358284930848,4.07497669028985,3.96451802529582,3.91638364971324,3.79367033226182,3.69278238788574,3.93423848284516,3.8871390437027,4.03758350960689,3.6976458858799,3.5941624157293,3.80421166009566,3.8527996832054,3.86491002899533,3.77421532288384,3.94442445815333,4.02202830116874,3.88752635471205,3.78403426840593,3.88218225723372,4.00960111494144,3.98790111196738,3.78182855833947,3.56388660753364,3.75806716545806,3.92287794733007,3.75149691948028,3.8058317338919,3.9558760597524,3.82440142316009,3.76154282782386,4.11754232581565,4.01827247680803,3.98377034703357,4.00041472422605,4.17243519846459,4.0230806558428
"ENSG00000226049",-2.44206552244864,-3.66754754981854,-2.94386044610733,-3.19647536090141,-4.48674778623478,-2.79536844966239,-2.57674240377279,-2.01186141416619,-2.74339508363066,-3.74586072548014,-2.27828262244018,-1.56088541896395,-5.29749493381972,-3.5020800965865,-3.02232002454672,-2.22900354764066,-2.35743334783066,-3.63700166405676,-2.78038351966221,-2.21888037090572,-2.33365423709802,-3.48841456625486,-2.88326263957282,-3.18031219925393,-1.73766787665538,-3.67803497259233,-2.62519531249483,-2.07089378226146,-3.01313621150609,-3.829080202633,-2.12939933892193,-2.10702618472667,-2.5496539070937,-3.82273786638364,-2.42109798856947,-2.51827947279527,-2.55799817821409,-2.42333275336321,-2.13924215286993,-3.08613977541401,-2.81484895516416,-2.82930576631292,-1.51066259111062,-3.17806452174283,-3.08551507566969,-2.41476052841934,-2.21219980377951,-2.42120616732325,-3.70254325761657,-2.46066348462832,-2.87645563332866,-3.11692352257086,-2.41441438960318,-2.46833158868485,-2.12584358733255,-2.78966101351415,-2.32277231844576,-2.877982025685,-2.65132339427216,-2.24462356051196,-2.33874658291476,-3.1000262732715,-2.31609698002505,-2.79209715570035,-2.21302231521015,-1.86533218976115,-3.77029888089534,-2.66706182630801,-2.6898274278956,-1.93815469292893,-3.99192049073652,-2.31839781486649
"ENSG00000248340",-0.328380529233187,-1.92629491276024,-2.00386582671558,-0.199412739442994,-0.893895612399981,-0.67059851429442,-0.849019273887194,-1.65048978073458,-0.0711483851324655,-0.940641953297866,0.0716706962754782,-0.150657206056679,0.449249692407767,-1.36713993556441,-1.34483138239041,-0.575473431010101,-3.27672279695536,-0.966153458943929,-1.97886144278842,0.330296798207477,-0.0238724942906878,-1.73847159175763,-3.63105513058313,-0.8865048528212,-1.12317937046724,-2.93024834682327,-1.90222202223335,-0.379284104682223,-1.58327697521618,-0.391393221851008,-1.32742801977337,-1.034680407221,-1.01246665693025,0.220208590020355,-1.74869416049385,-0.0756218664186897,-0.37851869247675,-1.26233400316595,-0.989114200440282,-0.85410868315421,-0.58321429262119,-0.937447202262014,-0.415799443431396,0.134507478518923,-0.954330577441829,-1.04546120654173,-1.25331574980666,0.772774157044612,-0.308769592328135,-2.14466723716181,-0.446775170448169,-1.84804249643857,-1.86952770338834,-0.870004879676762,-0.923460058841511,-0.0668640130123883,-0.163187143804392,-1.54210107505303,-2.90514238750855,-2.51155080329352,-1.10004173605855,-0.578238643886876,-0.041143964813096,-1.28222466832974,-0.00312682076967436,-0.824686189898439,-0.54178390481307,-2.64774769326622,-0.223431054647271,-1.75387166156842,-1.52419291241653,0.323507269897669
"ENSG00000264270",0.259148656149704,0.399218352179876,0.427099604578933,0.333641478368834,0.464445187149853,-0.017363982442955,0.547869753677585,0.00622643859497591,-0.347770601444955,-0.647115210211318,0.115538643847534,0.684261489392885,0.154983156396525,0.555849926488851,0.636915113828222,-0.635594831417148,0.526362272076397,0.625230778004137,0.48958211805006,0.366009841466079,0.470193600015423,0.291499497540584,0.0588486545672791,1.140870663424,-0.173785257985243,0.655538688112553,0.280142529031623,0.0880782661883245,0.657892546646996,0.0989880476247187,0.454019337536899,-0.393477170819094,-0.581929618504609,0.945770862314609,0.431367204306968,0.462065833460397,0.577204482300619,0.794595334560282,1.28641731063396,0.427976320841426,-0.0195005058765538,0.316935447425911,0.148928038363164,-0.0231264391503851,-0.304475272613542,-0.117717984516571,0.0818161903560624,0.384211997504507,0.411881230362794,0.630364867619697,0.638647377644332,0.191164803642802,-0.0320388717688672,0.444510364265997,0.533674242599583,0.185473034784342,0.376967694128505,-0.0656747145067868,1.038164635136,0.572554663381258,0.263617446980695,0.0761003436844117,-0.0173287140742764,0.60413973426605,0.241644869086968,0.942882314063079,0.462087852120979,-0.28991170652642,-0.16825991213273,0.572146793303126,-0.124404848036854,-0.923069362630489
"ENSG00000184274",-6.64385618977472,-6.64385618977472,-4.37260981583927,-2.52736666665144,-4.12313223265913,-6.64385618977472,-5.54200444626982,-6.64385618977472,-6.64385618977472,-6.64385618977472,-6.64385618977472,-2.76392502000149,-6.64385618977472,-2.17258417354498,-6.64385618977472,-4.45279894984841,-6.64385618977472,-6.64385618977472,-4.99130086015483,-4.26118893702968,-6.64385618977472,-4.87154821481632,-3.35315164951769,-4.72994236514156,-6.64385618977472,-3.31207932750615,-6.64385618977472,-5.05342183784351,-6.64385618977472,-6.64385618977472,-6.64385618977472,-4.26528907931725,-2.46990527966325,-2.60737923095764,-3.69187681682561,-3.36971382606314,-4.10830085637541,-6.64385618977472,-3.60656183250817,-4.5837396137573,-4.31507715881579,-2.9679499518802,-6.64385618977472,-4.3040631833756,-4.3495736408871,-3.63572790363997,-3.55112441514453,-6.64385618977472,-6.64385618977472,-4.76634750110323,-4.72013651102534,-6.64385618977472,-4.62269630706187,-4.36771689224144,-4.81892544448223,-4.94310577077602,-6.64385618977472,-4.37730949364568,-4.08772110677811,-4.36414718847566,-3.44089001921332,-6.64385618977472,-6.64385618977472,-2.29752330345094,-4.04727878472227,-6.64385618977472,-6.64385618977472,-6.64385618977472,-3.64088369558488,-4.20934805273484,-3.55205482055705,-4.696564078882
"ENSG00000247627",0.104096414312514,-6.64385618977472,-0.219493355021128,-0.5800340261101,0.0806426565102485,-0.637533477775934,-0.848369747126592,-0.109769679159773,-0.174777723677931,-0.49587186030603,-0.709500101394875,-0.388927738437616,0.156417328087089,-0.156697879889494,0.185921081323854,-0.194139659507417,0.0894398452560794,-0.316853334089412,0.0115056575186039,0.619875913482037,-6.64385618977472,-0.254445976740639,-0.42246627447562,0.0144767027974962,0.516065590004348,-0.340150317587049,-1.0152342196427,0.714434567029279,-0.0139051269489635,-0.803652311832655,-6.64385618977472,-6.64385618977472,0.532059570551649,-6.64385618977472,-0.30647869701017,-6.64385618977472,-0.765204407021025,-1.15324113624998,-0.59509469855887,0.43193740354681,0.581871825130003,-0.0415477866410635,-0.142052435986234,0.42903421655455,-0.0618030499980345,-0.514416545870628,0.011013228600295,0.22043892687002,-6.64385618977472,0.137924466977229,-0.73093811965582,0.0412668166469478,-6.64385618977472,0.0638659863802828,-0.744516186515706,-0.21313937730862,0.551941196253919,-0.277579442998174,0.606866682847617,0.472472174675292,0.0703027635919895,-0.189096294437774,-0.589337608566184,0.327986218248512,0.180860755799944,0.147720884938808,0.301751513406648,-0.329473248751764,0.805396474497444,0.050944624762274,-0.020685799990846,0.284472675894542
"ENSG00000248240",-1.31592097348919,-0.351184855106742,-1.24447315158898,-0.301425893489842,-0.930570039722836,-0.246573458429575,-1.20827426406194,-2.57308906265369,-0.68755322193064,-2.93694995554317,-1.23015380099255,-0.24310993148924,-1.65178118046386,-1.5925014909939,0.217043308822184,-0.489212227055195,-3.47945605475031,-1.56754081371472,-1.31607183491953,-0.423481731845064,-0.545649309099694,-0.139957325288632,-0.180421732310864,-0.371877805603224,-1.1264734009084,-1.23772433095504,-0.712556074419169,-0.166892939835245,-0.657786626541677,-1.02489519269012,0.241084782256072,-1.50323702440212,-0.782766801725482,-0.632246503102533,-0.758023178639994,-0.0679025348982337,-0.8219113263132,-0.0272338347455148,-1.20924464078979,-0.445719611078596,-0.923698136587872,-0.812422260422813,-0.333926975808108,-0.30859626418138,-0.574953259725977,-2.78029431604596,-3.09379282661,0.465884635989186,-0.757762138832912,-1.24420313855049,-0.227980930842841,-0.816834931889375,-0.995445395321856,-1.049074773644,-2.04695085544421,-0.671453022734537,-0.682675090287231,-0.785701086786446,-6.64385618977472,-0.486252573541212,-1.57913282273526,-0.516262114251108,-0.259497217817897,-0.651085493468884,-0.668556177437644,-1.20429288873666,-0.267492867709802,-0.53101221165652,-1.10054282005324,-1.79329176869256,-0.527768037146588,0.147604976895595
"ENSG00000273901",-3.41296151277178,-1.49484076313,-0.22978325162438,-0.513275331234111,-0.437752201940741,0.500196299858869,-0.915701656516422,-0.733344169649641,-0.63398727266184,-0.728000706706882,-5.25335358174151,-0.375389981200846,-1.838971420199,-1.01929904040131,-1.41001796845963,-0.232458757559316,-0.85092016949029,-3.10738049260181,-0.779615558096331,-0.525461161087295,-0.278742848252678,-2.29990124208207,-0.687755383389518,-1.84623097490479,-1.0704695439657,-1.31933357817891,-1.46472337900665,-0.410336211000808,0.227797747631133,-0.383999962542551,0.0932586254423804,-0.896562788579606,-3.21374490720967,-0.0882255973477869,-1.14092416612899,-3.04198142709283,-1.61226249542331,-2.82588509028943,-0.61771567245775,-0.77226878035195,-1.43238056989215,-0.0804417657606188,0.0108815040027009,-1.34098151940914,-0.695152563264712,-2.63285262534206,0.0868992314634082,-1.2674650824977,-0.551898301306326,-0.189974854955928,-0.771401693194497,-1.05379616597293,-1.77428085262857,-0.61041777020472,-0.626600123395062,-0.392858625086224,-3.17622455730529,-1.24403910467266,-3.15283689147798,-0.952955855581795,-0.9555331356711,-0.340279990078084,-1.05752678213401,-2.15309995853768,-1.05790518055904,-0.487390805705165,-0.424422392735767,-1.74378640419448,-1.65457637206725,-0.363152221218282,-0.324673629635645,-0.654412867628303
"ENSG00000270441",-0.874557846389584,-0.966621403316943,-0.923971837711595,-0.887339896338883,-0.665685734242673,-1.01651200207652,-1.0988021465826,-0.839046261161557,-0.536346157810581,-0.468120030214997,-0.925974171613918,-0.520841885844259,-0.541246344996025,-0.577192189102252,-0.793921963104216,-0.453436888833369,-0.566418764890637,-1.34095228220862,-0.996829557119872,-1.06692294839267,-1.48156557622892,-1.1841786781662,-0.715391111572581,-1.36262902498628,-0.782928144108347,-0.74004181193951,-1.3043767043024,-0.899151494394377,-0.0353100855595626,-0.708108874561005,-0.186841469248446,-0.184036079443687,-0.519693510938871,-1.29859111639457,-0.830282761602874,-0.821982737011783,-0.67419914350562,-0.663307573236451,-0.437158271933774,-0.631160146402798,-0.858133027127833,-0.89997235515321,-1.36880815720246,-0.44089197758876,-1.13570012840127,-1.80277371189385,-1.32269292595718,-1.66516174481518,-0.719269310442716,-1.19083254324567,-0.481617950917473,-0.963281464916697,-1.37815676391958,-1.29218899548853,-0.707251227035676,-0.848346369615538,-0.749407027577861,-1.91861128357086,-0.949374324914926,0.00701892195157986,-0.758052457078167,-1.09856424251861,-0.744129500894975,-0.882714554706812,-0.789733339618634,-1.52447926065414,-0.177777280541667,-0.71781880605907,-0.2361839327025,-0.605123720643264,-0.364862280810329,-0.461678381033103
