"","Var1","Freq","gene","compare","gene_compare","FC","medianp","uchar","ubb","us","uc"
1052,"ENSG00000137936 F7/D6",10,"ENSG00000137936","F7/D6","ENSG00000137936 F7/D6",0.333316030305537,6.05268848339088e-06,4.67364747197858,3.0997788235981,1.79457437534489,5.8883025258731
1060,"ENSG00000138642 F7/D6",7,"ENSG00000138642","F7/D6","ENSG00000138642 F7/D6",0.912439613369338,0.0198089776477363,0.906415057687442,8.415879921912,1.79457437534489,8.65269439570638
1066,"ENSG00000139083 F7/D6",9,"ENSG00000139083","F7/D6","ENSG00000139083 F7/D6",1.14149912162474,0.00416029412577058,2.52383973878863,2.3044607120955,1.79457437534489,3.86015587629889
1080,"ENSG00000140259 F7/D6",8,"ENSG00000140259","F7/D6","ENSG00000140259 F7/D6",0.873461248103299,0.00960638102712307,1.68309004504682,7.58623550808962,1.79457437534489,7.97522780067002
1081,"ENSG00000140459 F7/D6",4,"ENSG00000140459","F7/D6","ENSG00000140459 F7/D6",2.35402492838515,0.0771853720345467,30.6781083082353,58.9562303799485,1.79457437534489,66.4846142139219
1090,"ENSG00000140749 F7/D6",4,"ENSG00000140749","F7/D6","ENSG00000140749 F7/D6",1.34622019358532,0.154279436662613,10.9188090262731,21.9230766081856,1.79457437534489,24.5573242782931
1092,"ENSG00000140853 F7/D6",9,"ENSG00000140853","F7/D6","ENSG00000140853 F7/D6",0.850318506558847,0.00263473896097937,1.38793262198015,4.25745512257707,1.79457437534489,4.82418679909463
1095,"ENSG00000140854 F7/D6",9,"ENSG00000140854","F7/D6","ENSG00000140854 F7/D6",1.27233429518139,0.000644140706098686,1.75764932634027,10.4103850916769,1.79457437534489,10.709152445457
1098,"ENSG00000140939 F7/D6",7,"ENSG00000140939","F7/D6","ENSG00000140939 F7/D6",1.21291466869794,0.0299110849086601,3.39583702076941,6.11034716179809,1.79457437534489,7.21723968688629
1106,"ENSG00000141452 F7/D6",10,"ENSG00000141452","F7/D6","ENSG00000141452 F7/D6",0.710297627950451,2.47375503785746e-05,2.37473686745664,2.29934630638663,1.79457437534489,3.76123195442612
1120,"ENSG00000141994 F7/D6",4,"ENSG00000141994","F7/D6","ENSG00000141994 F7/D6",0.849471314691717,0.102373319328617,1.62272429756599,8.16267520892448,1.79457437534489,8.51369472678847
1122,"ENSG00000142156 F7/D6",5,"ENSG00000142156","F7/D6","ENSG00000142156 F7/D6",1.80781414060551,0.0591418957578388,15.2066279421536,257.811257430523,1.79457437534489,258.265573564242
1124,"ENSG00000142178 F7/D6",10,"ENSG00000142178","F7/D6","ENSG00000142178 F7/D6",0.521198460515432,3.23378040899971e-06,1.417775588764,5.68451970638712,1.79457437534489,6.12734437591385
1127,"ENSG00000142327 F7/D6",10,"ENSG00000142327","F7/D6","ENSG00000142327 F7/D6",0.629381652313122,0.000109696407494008,3.08232346284371,9.95464072489604,1.79457437534489,10.574312605555
1130,"ENSG00000142512 F7/D6",8,"ENSG00000142512","F7/D6","ENSG00000142512 F7/D6",0.854251742765195,0.0311180667704972,2.05485674231296,6.65533310664787,1.79457437534489,7.19280141394969
1134,"ENSG00000142765 F7/D6",9,"ENSG00000142765","F7/D6","ENSG00000142765 F7/D6",0.833173501282939,0.00555999311787436,0.80861626758158,1.01182371098422,1.79457437534489,2.21317524813376
1137,"ENSG00000142784 F7/D6",5,"ENSG00000142784","F7/D6","ENSG00000142784 F7/D6",1.13344168101517,0.0746740112404285,3.04542113013008,9.70056419662157,1.79457437534489,10.3245354753259
1141,"ENSG00000143179 F7/D6",5,"ENSG00000143179","F7/D6","ENSG00000143179 F7/D6",1.03816154185487,0.0664393173883557,3.20459072970133,7.47587995596478,1.79457437534489,8.32938653500533
1144,"ENSG00000143297 F7/D6",10,"ENSG00000143297","F7/D6","ENSG00000143297 F7/D6",0.556189387892688,7.07736247747985e-08,1.14329076042324,2.61392285125029,1.79457437534489,3.37049011625937
1150,"ENSG00000143353 F7/D6",9,"ENSG00000143353","F7/D6","ENSG00000143353 F7/D6",0.850984321033821,0.00864339287287471,1.33279666975246,10.8116570638997,1.79457437534489,11.0403248420923
1156,"ENSG00000143486 F7/D6",10,"ENSG00000143486","F7/D6","ENSG00000143486 F7/D6",1.14673738133774,0.00125658890760059,0.72245543029179,4.14845675017536,1.79457437534489,4.57734993696987
1161,"ENSG00000143799 F7/D6",9,"ENSG00000143799","F7/D6","ENSG00000143799 F7/D6",0.903489076914384,0.00342204707350305,0.856307040388182,2.5700765080436,1.79457437534489,3.24946952490102
1177,"ENSG00000145041 F7/D6",7,"ENSG00000145041","F7/D6","ENSG00000145041 F7/D6",0.909349012118555,0.0174193246618846,0.990033098395936,2.62405077424961,1.79457437534489,3.32961036615457
1183,"ENSG00000145687 F7/D6",9,"ENSG00000145687","F7/D6","ENSG00000145687 F7/D6",1.20003974967928,0.00194234955187628,1.58093268538999,10.9000740593243,1.79457437534489,11.1593664624446
1192,"ENSG00000145936 F7/D6",10,"ENSG00000145936","F7/D6","ENSG00000145936 F7/D6",7.67479893223347,2.29831349272519e-06,6.72674899467644,79.8996154998731,1.79457437534489,80.2023578596888
1197,"ENSG00000146066 F7/D6",5,"ENSG00000146066","F7/D6","ENSG00000146066 F7/D6",1.13140224692334,0.0528247813777719,1.37490789803384,6.12965238418328,1.79457437534489,6.53326161022533
1209,"ENSG00000146350 F7/D6",9,"ENSG00000146350","F7/D6","ENSG00000146350 F7/D6",1.25679044662004,0.00420409038282866,1.2448067520553,11.8670394766442,1.79457437534489,12.0663443916888
1212,"ENSG00000146426 F7/D6",10,"ENSG00000146426","F7/D6","ENSG00000146426 F7/D6",1.39600547117923,0.000255920848058075,3.25677428770166,5.89782774425349,1.79457437534489,6.97219105092261
1215,"ENSG00000146828 F7/D6",7,"ENSG00000146828","F7/D6","ENSG00000146828 F7/D6",0.89213501195759,0.033665973554395,1.75391976699689,8.66808799799271,1.79457437534489,9.02399475169685
1218,"ENSG00000146856 F7/D6",4,"ENSG00000146856","F7/D6","ENSG00000146856 F7/D6",0.878469948718731,0.119421846513182,3.39879072123551,7.94492958347505,1.79457437534489,8.82576804826516
1224,"ENSG00000147202 F7/D6",7,"ENSG00000147202","F7/D6","ENSG00000147202 F7/D6",0.899131128666664,0.0122522210051404,1.00219224630354,15.6967307673257,1.79457437534489,15.8307372939198
1229,"ENSG00000147403 F7/D6",5,"ENSG00000147403","F7/D6","ENSG00000147403 F7/D6",1.07049755662017,0.0738927228780857,1.4966706600253,4.34811233318512,1.79457437534489,4.93625375312307
1232,"ENSG00000148158 F7/D6",10,"ENSG00000148158","F7/D6","ENSG00000148158 F7/D6",0.628436724609549,8.81453582664103e-06,0.975116745948586,4.50707586294878,1.79457437534489,4.94824036312398
1238,"ENSG00000148219 F7/D6",9,"ENSG00000148219","F7/D6","ENSG00000148219 F7/D6",0.730018961913616,0.00591661105560356,3.20321042146226,6.60193190565118,1.79457437534489,7.55424113195124
1243,"ENSG00000148450 F7/D6",5,"ENSG00000148450","F7/D6","ENSG00000148450 F7/D6",0.85413628940327,0.063904252001013,2.55890727045803,5.32532907034014,1.79457437534489,6.17475775353635
1252,"ENSG00000149054 F7/D6",5,"ENSG00000149054","F7/D6","ENSG00000149054 F7/D6",1.30883170228316,0.086461895738077,4.06066781671008,13.7866037057664,1.79457437534489,14.4837827257302
1259,"ENSG00000150867 F7/D6",8,"ENSG00000150867","F7/D6","ENSG00000150867 F7/D6",0.82915513030787,0.00632182187659796,3.71696880506116,4.25575641027581,1.79457437534489,5.92855942957865
1271,"ENSG00000151474 F7/D6",7,"ENSG00000151474","F7/D6","ENSG00000151474 F7/D6",0.844644985225435,0.00520754151727762,1.48035688592068,4.20263906182258,1.79457437534489,4.80355376594186
1286,"ENSG00000152454 F7/D6",8,"ENSG00000152454","F7/D6","ENSG00000152454 F7/D6",0.808732547694107,0.00387058313469321,1.61471885316339,0.766160076509193,1.79457437534489,2.53274859120331
1289,"ENSG00000152778 F7/D6",7,"ENSG00000152778","F7/D6","ENSG00000152778 F7/D6",0.877031476682452,0.015946847420478,1.65333018861273,5.66238815939648,1.79457437534489,6.16576334032504
1292,"ENSG00000153113 F7/D6",6,"ENSG00000153113","F7/D6","ENSG00000153113 F7/D6",0.888090004627115,0.0168011439081195,2.25537486561743,8.33399699075951,1.79457437534489,8.81831723261825
1294,"ENSG00000153250 F7/D6",9,"ENSG00000153250","F7/D6","ENSG00000153250 F7/D6",0.633760141154024,0.000493424406019191,2.07394078798239,0.836611177342141,1.79457437534489,2.8673412497914
1297,"ENSG00000154079 F7/D6",5,"ENSG00000154079","F7/D6","ENSG00000154079 F7/D6",1.23433795204742,0.0580212990230395,2.87237665485151,16.9438919803067,1.79457437534489,17.2790775296681
1302,"ENSG00000154845 F7/D6",10,"ENSG00000154845","F7/D6","ENSG00000154845 F7/D6",0.765245712881744,0.000350953646304586,2.34096657438297,2.27388411124683,1.79457437534489,3.72440205165925
1307,"ENSG00000154978 F7/D6",5,"ENSG00000154978","F7/D6","ENSG00000154978 F7/D6",0.917187309910167,0.0571316342028791,2.14898533587658,5.81247455284698,1.79457437534489,6.45162735981789
1313,"ENSG00000155561 F7/D6",7,"ENSG00000155561","F7/D6","ENSG00000155561 F7/D6",0.928722259870663,0.0258811957724558,0.843463693952217,5.68565119609169,1.79457437534489,6.02150792702948
1322,"ENSG00000155792 F7/D6",9,"ENSG00000155792","F7/D6","ENSG00000155792 F7/D6",0.682325594431718,0.0107249101552957,3.40333737098715,11.9633150273958,1.79457437534489,12.5667859412865
1328,"ENSG00000155970 F7/D6",10,"ENSG00000155970","F7/D6","ENSG00000155970 F7/D6",2.04016750991844,4.14231649716487e-05,1.82491385884147,20.9955919609211,1.79457437534489,21.1510210053872
1338,"ENSG00000156535 F7/D6",9,"ENSG00000156535","F7/D6","ENSG00000156535 F7/D6",0.778935336567189,0.00022910655093583,0.935019298981544,3.22367316348752,1.79457437534489,3.80615645278831
1341,"ENSG00000156802 F7/D6",6,"ENSG00000156802","F7/D6","ENSG00000156802 F7/D6",0.879132486220036,0.0221232666518597,2.30161336244805,7.52109044808395,1.79457437534489,8.06751032147487
1357,"ENSG00000157470 F7/D6",10,"ENSG00000157470","F7/D6","ENSG00000157470 F7/D6",1.28192929329256,0.000260988772214649,1.21396825586609,10.226313325514,1.79457437534489,10.4533104969899
1360,"ENSG00000157483 F7/D6",10,"ENSG00000157483","F7/D6","ENSG00000157483 F7/D6",0.766355035460403,7.9890139595539e-06,0.81966753485067,2.25837371610305,1.79457437534489,2.99876706296401
1368,"ENSG00000157837 F7/D6",8,"ENSG00000157837","F7/D6","ENSG00000157837 F7/D6",0.862062406557484,0.00687407607417767,1.54826537480136,2.48756386517813,1.79457437534489,3.43592736285173
1371,"ENSG00000157978 F7/D6",7,"ENSG00000157978","F7/D6","ENSG00000157978 F7/D6",0.482356374945585,0.00862847517632317,9.95496473836935,11.4535815381448,1.79457437534489,15.2809145728177
1389,"ENSG00000158869 F7/D6",8,"ENSG00000158869","F7/D6","ENSG00000158869 F7/D6",0.433323335557568,0.00187714535099193,4.22262486811668,40.1083121187651,1.79457437534489,40.3698867843565
1395,"ENSG00000159339 F7/D6",5,"ENSG00000159339","F7/D6","ENSG00000159339 F7/D6",1.4740468968889,0.055154427915185,6.81046594389905,27.2179997465852,1.79457437534489,28.1144527559539
1398,"ENSG00000159884 F7/D6",4,"ENSG00000159884","F7/D6","ENSG00000159884 F7/D6",0.849509892882958,0.108295587054822,3.0706426848898,8.8899032544264,1.79457437534489,9.57495292729802
1401,"ENSG00000160013 F7/D6",10,"ENSG00000160013","F7/D6","ENSG00000160013 F7/D6",1.53872354556639,0.00013667747797691,1.61858941007486,16.4129423302521,1.79457437534489,16.5899067147236
1404,"ENSG00000160172 F7/D6",5,"ENSG00000160172","F7/D6","ENSG00000160172 F7/D6",1.37672207527897,0.0369793248994288,4.00357002783992,32.6837005725282,1.79457437534489,32.9768608765471
1410,"ENSG00000160200 F7/D6",6,"ENSG00000160200","F7/D6","ENSG00000160200 F7/D6",1.10684657603888,0.0141610205677988,0.719819138672832,7.24615621000333,1.79457437534489,7.49969443382956
1415,"ENSG00000160299 F7/D6",10,"ENSG00000160299","F7/D6","ENSG00000160299 F7/D6",0.730985414368426,3.46651773549199e-05,1.93840171955956,2.26629560685047,1.79457437534489,3.48051636868234
1425,"ENSG00000160570 F7/D6",4,"ENSG00000160570","F7/D6","ENSG00000160570 F7/D6",0.882766073057455,0.267541747659539,11.0402501861408,13.3546940200877,1.79457437534489,17.4199734136247
1430,"ENSG00000160679 F7/D6",8,"ENSG00000160679","F7/D6","ENSG00000160679 F7/D6",0.871359694625106,0.0119190158550286,0.840442596449831,2.63966234505256,1.79457437534489,3.30070571885168
1436,"ENSG00000160714 F7/D6",8,"ENSG00000160714","F7/D6","ENSG00000160714 F7/D6",0.876252996612898,0.00330290713919364,0.724230558689831,2.45610377217616,1.79457437534489,3.12689188020351
1459,"ENSG00000162694 F7/D6",10,"ENSG00000162694","F7/D6","ENSG00000162694 F7/D6",1.37571943335656,0.00410336685612777,2.441382472991,16.1976522226157,1.79457437534489,16.4786159337755
1463,"ENSG00000162729 F7/D6",8,"ENSG00000162729","F7/D6","ENSG00000162729 F7/D6",0.735077070828039,0.00303597674994102,2.56953716757553,7.84228338972671,1.79457437534489,8.44537904471907
1466,"ENSG00000162775 F7/D6",9,"ENSG00000162775","F7/D6","ENSG00000162775 F7/D6",0.846791433900946,0.00316639708691342,1.82937542454731,2.56596930497741,1.79457437534489,3.62647350833677
1471,"ENSG00000162819 F7/D6",6,"ENSG00000162819","F7/D6","ENSG00000162819 F7/D6",0.900475472487236,0.0163095419799736,1.20334466446607,4.28378996610556,1.79457437534489,4.79785285766979
1474,"ENSG00000163166 F7/D6",4,"ENSG00000163166","F7/D6","ENSG00000163166 F7/D6",0.923086763239926,0.401941275659821,1.55779133520217,7.37971420858397,1.79457437534489,7.75289577081052
1476,"ENSG00000163218 F7/D6",10,"ENSG00000163218","F7/D6","ENSG00000163218 F7/D6",3.8660135332864,0.00118346561949635,8.47110428072207,91.0387168502881,1.79457437534489,91.4495930590751
1479,"ENSG00000163312 F7/D6",6,"ENSG00000163312","F7/D6","ENSG00000163312 F7/D6",0.906121463512964,0.032360996180324,1.37837933896626,15.1281737199125,1.79457437534489,15.2964723675292
1493,"ENSG00000163820 F7/D6",6,"ENSG00000163820","F7/D6","ENSG00000163820 F7/D6",1.13522752065212,0.0218955888548914,2.01405549433056,3.78205747185709,1.79457437534489,4.64552208511785
1501,"ENSG00000164291 F7/D6",10,"ENSG00000164291","F7/D6","ENSG00000164291 F7/D6",1.43026449315266,0.00388372677554428,2.51824423397201,16.5049286325605,1.79457437534489,16.7921029170409
1518,"ENSG00000165178 F7/D6",9,"ENSG00000165178","F7/D6","ENSG00000165178 F7/D6",0.825809588043388,0.00207132758786255,1.1980649020526,8.92717669579041,1.79457437534489,9.18424414179186
1522,"ENSG00000165475 F7/D6",8,"ENSG00000165475","F7/D6","ENSG00000165475 F7/D6",1.34377198205621,0.00322026415492584,3.90735567630669,13.6207264578498,1.79457437534489,14.2832809539468
1526,"ENSG00000165548 F7/D6",10,"ENSG00000165548","F7/D6","ENSG00000165548 F7/D6",2.20048084395323,0.000949305829083138,6.8843641456831,52.1589154936006,1.79457437534489,52.6418790731066
1529,"ENSG00000165591 F7/D6",8,"ENSG00000165591","F7/D6","ENSG00000165591 F7/D6",1.21082048033569,0.00252535461141127,1.48916135195176,6.24918450518799,1.79457437534489,6.67011287015992
1532,"ENSG00000165629 F7/D6",5,"ENSG00000165629","F7/D6","ENSG00000165629 F7/D6",1.08738817537176,0.0380006980761571,1.26309906665738,5.3716109770835,1.79457437534489,5.80259605090335
1541,"ENSG00000166257 F7/D6",5,"ENSG00000166257","F7/D6","ENSG00000166257 F7/D6",1.31274238104343,0.131212408353527,10.8026462716955,26.8879762119179,1.79457437534489,29.0324116881923
1554,"ENSG00000166710 F7/D6",7,"ENSG00000166710","F7/D6","ENSG00000166710 F7/D6",0.939387145685488,0.00148587986622011,9.44238194755593,3.18890330092942,1.79457437534489,10.1266074425176
1557,"ENSG00000166860 F7/D6",7,"ENSG00000166860","F7/D6","ENSG00000166860 F7/D6",0.866157668016597,0.00621399596754338,1.59458392011006,5.82577037756082,1.79457437534489,6.30101543871964
1560,"ENSG00000166887 F7/D6",5,"ENSG00000166887","F7/D6","ENSG00000166887 F7/D6",1.13398891201204,0.0488206542233781,3.00651707556292,4.47246560994049,1.79457437534489,5.68001679103119
1566,"ENSG00000167106 F7/D6",8,"ENSG00000167106","F7/D6","ENSG00000167106 F7/D6",0.680334919127562,0.00186906668880489,7.10044958694454,5.4484296105606,1.79457437534489,9.12810312970986
1571,"ENSG00000167363 F7/D6",8,"ENSG00000167363","F7/D6","ENSG00000167363 F7/D6",0.706201048456625,0.0275339922604135,2.11879844668459,15.6281826919026,1.79457437534489,15.8729297326549
1582,"ENSG00000167555 F7/D6",7,"ENSG00000167555","F7/D6","ENSG00000167555 F7/D6",0.736778644771582,0.0234515832362499,6.68018055619298,4.61038800639104,1.79457437534489,8.31270034474103
1584,"ENSG00000167562 F7/D6",4,"ENSG00000167562","F7/D6","ENSG00000167562 F7/D6",0.881376555762661,0.0724590574882005,2.90092952408873,2.32634450671583,1.79457437534489,4.12889428979492
1590,"ENSG00000167615 F7/D6",7,"ENSG00000167615","F7/D6","ENSG00000167615 F7/D6",1.03897634368077,0.00777183552249648,7.43258757307022,2.62448901333284,1.79457437534489,8.08404588069038
1599,"ENSG00000168036 F7/D6",8,"ENSG00000168036","F7/D6","ENSG00000168036 F7/D6",0.87446214328039,0.0106815645637868,1.91981652176631,2.18524476118408,1.79457437534489,3.41781909003005
1603,"ENSG00000168214 F7/D6",5,"ENSG00000168214","F7/D6","ENSG00000168214 F7/D6",0.774855215642135,0.14005191897164,18.0277655598021,7.09369024791138,1.79457437534489,19.4561370678032
1605,"ENSG00000168246 F7/D6",5,"ENSG00000168246","F7/D6","ENSG00000168246 F7/D6",1.08630924311244,0.0548368328192852,0.913728767824904,5.16118494982624,1.79457437534489,5.54014688759316
1612,"ENSG00000168404 F7/D6",10,"ENSG00000168404","F7/D6","ENSG00000168404 F7/D6",0.755843460459559,0.00134170976061722,2.05778286445855,4.65058457644036,1.79457437534489,5.39285679473586
1621,"ENSG00000168778 F7/D6",8,"ENSG00000168778","F7/D6","ENSG00000168778 F7/D6",1.20583983181438,0.0143528200502621,1.97486370108837,12.4924133448409,1.79457437534489,12.7742308968047
1629,"ENSG00000169032 F7/D6",5,"ENSG00000169032","F7/D6","ENSG00000169032 F7/D6",0.907503260081788,0.0381591298384976,1.02778904130188,4.14107620278652,1.79457437534489,4.62875357081683
1634,"ENSG00000169139 F7/D6",6,"ENSG00000169139","F7/D6","ENSG00000169139 F7/D6",0.790068711896836,0.00860256046385637,2.51673962006096,8.35092419391727,1.79457437534489,8.90462859396067
1637,"ENSG00000169282 F7/D6",7,"ENSG00000169282","F7/D6","ENSG00000169282 F7/D6",0.838826220950208,0.0231521549154042,59.6566311641268,14.0799015051784,1.79457437534489,61.3219191271509
1642,"ENSG00000170006 F7/D6",10,"ENSG00000170006","F7/D6","ENSG00000170006 F7/D6",0.621689675548791,2.49115125994932e-07,1.00763916784584,4.07350763174246,1.79457437534489,4.56391260949261
1649,"ENSG00000170160 F7/D6",6,"ENSG00000170160","F7/D6","ENSG00000170160 F7/D6",3.28737031774565,0.022434653139474,11.8934541292432,25.5717913256063,1.79457437534489,28.2593570329088
1654,"ENSG00000170430 F7/D6",5,"ENSG00000170430","F7/D6","ENSG00000170430 F7/D6",1.18622876091036,0.0499955485969347,1.98281667745377,7.21310655831389,1.79457437534489,7.69291657218666
1657,"ENSG00000170667 F7/D6",8,"ENSG00000170667","F7/D6","ENSG00000170667 F7/D6",1.30944926157337,0.0125872047918174,5.32893667853088,23.3708933821135,1.79457437534489,24.0378185530749
1669,"ENSG00000171316 F7/D6",9,"ENSG00000171316","F7/D6","ENSG00000171316 F7/D6",0.825769892133677,0.00330106281442417,1.85313937433586,2.63967699212971,1.79457437534489,3.69086945747711
1674,"ENSG00000171467 F7/D6",7,"ENSG00000171467","F7/D6","ENSG00000171467 F7/D6",0.930810122355707,0.0221071225908204,1.263447864343,1.41133187128017,1.79457437534489,2.60934002104911
1679,"ENSG00000171490 F7/D6",4,"ENSG00000171490","F7/D6","ENSG00000171490 F7/D6",1.06099896367074,0.078951381767918,2.01551618644267,4.10446322191968,1.79457437534489,4.91217070413358
1681,"ENSG00000171492 F7/D6",8,"ENSG00000171492","F7/D6","ENSG00000171492 F7/D6",0.871121766632239,0.00179150803570793,0.442052493358597,21.7281297082268,1.79457437534489,21.8065936866136
1684,"ENSG00000171595 F7/D6",8,"ENSG00000171595","F7/D6","ENSG00000171595 F7/D6",2.4339803490346,0.00494334930436896,5.59284559818362,77.2632673858676,1.79457437534489,77.4862110714793
1687,"ENSG00000171786 F7/D6",9,"ENSG00000171786","F7/D6","ENSG00000171786 F7/D6",0.54962756393429,0.00226255746793523,4.14736541678781,12.8982277417177,1.79457437534489,13.6669461097287
1716,"ENSG00000172939 F7/D6",6,"ENSG00000172939","F7/D6","ENSG00000172939 F7/D6",0.923904429161875,0.0319491165807658,0.7478166369295,4.44511326053296,1.79457437534489,4.85167587644507
1727,"ENSG00000173930 F7/D6",10,"ENSG00000173930","F7/D6","ENSG00000173930 F7/D6",0.491074265025225,1.42580976492862e-05,2.05528736758504,5.82835440949554,1.79457437534489,6.43540352073475
1736,"ENSG00000174206 F7/D6",8,"ENSG00000174206","F7/D6","ENSG00000174206 F7/D6",1.20330837908228,0.0154090373711722,1.89319789214068,9.5585345153215,1.79457437534489,9.90809151794849
1743,"ENSG00000174695 F7/D6",5,"ENSG00000174695","F7/D6","ENSG00000174695 F7/D6",0.934561144525768,0.0721421661000562,1.06227787239117,5.56049012836516,1.79457437534489,5.93868520250592
1746,"ENSG00000174748 F7/D6",5,"ENSG00000174748","F7/D6","ENSG00000174748 F7/D6",1.09375518513659,0.0428382808957815,2.19682210027609,5.5778303923904,1.79457437534489,6.25769257915248
1749,"ENSG00000174749 F7/D6",10,"ENSG00000174749","F7/D6","ENSG00000174749 F7/D6",1.41539304358664,0.000324953139936427,0.704562177484308,6.85814106339679,1.79457437534489,7.12397388372776
1764,"ENSG00000175592 F7/D6",7,"ENSG00000175592","F7/D6","ENSG00000175592 F7/D6",1.40904008509353,0.00454765181463051,5.96038030298865,17.8608826193383,1.79457437534489,18.9144854142713
1768,"ENSG00000175606 F7/D6",9,"ENSG00000175606","F7/D6","ENSG00000175606 F7/D6",0.833522114384846,0.0074485831163637,1.12975598263647,6.66296947340202,1.79457437534489,6.99228202895411
1776,"ENSG00000176155 F7/D6",4,"ENSG00000176155","F7/D6","ENSG00000176155 F7/D6",1.16635378299322,0.0964408226477941,1.97586221317985,11.4438533354838,1.79457437534489,11.7510130558254
1778,"ENSG00000176160 F7/D6",10,"ENSG00000176160","F7/D6","ENSG00000176160 F7/D6",0.505916100574098,0.000975580399322883,5.05040306371751,6.79600110910756,1.79457437534489,8.65521226600728
1781,"ENSG00000176171 F7/D6",10,"ENSG00000176171","F7/D6","ENSG00000176171 F7/D6",1.35989109599536,2.39816068999815e-05,0.626084975540214,10.1598579391823,1.79457437534489,10.3361111124836
1784,"ENSG00000176209 F7/D6",5,"ENSG00000176209","F7/D6","ENSG00000176209 F7/D6",1.14349516898974,0.0559696155891185,1.73864537550118,6.92274428083351,1.79457437534489,7.3598759030441
1789,"ENSG00000176894 F7/D6",8,"ENSG00000176894","F7/D6","ENSG00000176894 F7/D6",0.820084980913989,0.0196908111177384,1.82503725051518,8.24931474636128,1.79457437534489,8.63727109328787
1792,"ENSG00000176903 F7/D6",4,"ENSG00000176903","F7/D6","ENSG00000176903 F7/D6",0.931662171875757,0.127105072917582,1.2406295617411,7.82425292512764,1.79457437534489,8.12272077166751
1802,"ENSG00000178038 F7/D6",6,"ENSG00000178038","F7/D6","ENSG00000178038 F7/D6",3.19051141303321,0.0180093424937857,14.0799118534399,139.771166191267,1.79457437534489,140.4900114366
1807,"ENSG00000178163 F7/D6",4,"ENSG00000178163","F7/D6","ENSG00000178163 F7/D6",0.957544108144144,0.333579412562715,1.23699768144383,9.63221989236241,1.79457437534489,9.87574404829145
1810,"ENSG00000178201 F7/D6",6,"ENSG00000178201","F7/D6","ENSG00000178201 F7/D6",0.78879595143695,0.0437414867867647,2.99894373211201,30.6670261683907,1.79457437534489,30.8655253431685
1812,"ENSG00000178297 F7/D6",5,"ENSG00000178297","F7/D6","ENSG00000178297 F7/D6",1.32796961905675,0.0483669920228062,5.67355499188544,25.1599608571702,1.79457437534489,25.8540780877781
1818,"ENSG00000178718 F7/D6",6,"ENSG00000178718","F7/D6","ENSG00000178718 F7/D6",0.763970511819509,0.0122250749881942,5.10835490699653,28.6963754332821,1.79457437534489,29.2027010745985
1821,"ENSG00000178764 F7/D6",10,"ENSG00000178764","F7/D6","ENSG00000178764 F7/D6",0.739367201413714,3.24474309901962e-05,1.16086257870122,1.37775619334855,1.79457437534489,2.54289426512068
1823,"ENSG00000178789 F7/D6",9,"ENSG00000178789","F7/D6","ENSG00000178789 F7/D6",0.395893946002013,0.01088045112699,10.6620553503902,14.3496821375176,1.79457437534489,17.9670058421324
1828,"ENSG00000179222 F7/D6",7,"ENSG00000179222","F7/D6","ENSG00000179222 F7/D6",1.27235252539353,0.0264299993013099,4.9076852419993,5.7030380272606,1.79457437534489,7.73501870479721
1838,"ENSG00000179873 F7/D6",10,"ENSG00000179873","F7/D6","ENSG00000179873 F7/D6",0.239302571393418,8.90750182536857e-05,14.1690635851293,14.1421289931869,1.79457437534489,20.0993202006441
1840,"ENSG00000179978 F7/D6",10,"ENSG00000179978","F7/D6","ENSG00000179978 F7/D6",0.635302773207894,4.02345109563182e-05,3.39133749607429,17.8437469569594,1.79457437534489,18.2516019205143
1842,"ENSG00000180096 F7/D6",7,"ENSG00000180096","F7/D6","ENSG00000180096 F7/D6",0.852437670018151,0.00628843025765376,2.22808361142283,3.09066080784988,1.79457437534489,4.21153629894303
1849,"ENSG00000180573 F7/D6",9,"ENSG00000180573","F7/D6","ENSG00000180573 F7/D6",0.655783825380543,0.000377473915841445,3.74936419163659,47.0714570387255,1.79457437534489,47.2546325430508
1852,"ENSG00000180667 F7/D6",6,"ENSG00000180667","F7/D6","ENSG00000180667 F7/D6",1.030875363759,0.0180648681825177,2.08779878216799,10.383449638081,1.79457437534489,10.742226367473
1855,"ENSG00000180815 F7/D6",9,"ENSG00000180815","F7/D6","ENSG00000180815 F7/D6",1.56321493819753,0.00913634267633584,6.21785932506583,23.4156932763235,1.79457437534489,24.293558063524
1861,"ENSG00000180884 F7/D6",7,"ENSG00000180884","F7/D6","ENSG00000180884 F7/D6",0.772720631114124,0.00846241885982198,4.10986211844955,4.285895585956,1.79457437534489,6.20325437129804
1865,"ENSG00000181035 F7/D6",4,"ENSG00000181035","F7/D6","ENSG00000181035 F7/D6",0.914049653636486,0.191117253911141,2.91052068698052,8.92989063882012,1.79457437534489,9.56214278701554
1870,"ENSG00000181222 F7/D6",4,"ENSG00000181222","F7/D6","ENSG00000181222 F7/D6",0.945095139118595,0.0740936457744427,1.1360128222378,3.55596983889364,1.79457437534489,4.14197342049107
1876,"ENSG00000181588 F7/D6",8,"ENSG00000181588","F7/D6","ENSG00000181588 F7/D6",0.700114169207937,0.0120661849783846,5.11229391650678,15.7434526451447,1.79457437534489,16.649695116347
1882,"ENSG00000181790 F7/D6",10,"ENSG00000181790","F7/D6","ENSG00000181790 F7/D6",2.30985758089953,0.000114786299610846,4.50397866197171,39.6724382412451,1.79457437534489,39.9675953364916
