"","Var1","Freq","gene","compare","gene_compare","FC","medianp","uchar","ubb","us","uc"
1803,"ENSG00000178105 D5/D6",10,"ENSG00000178105","D5/D6","ENSG00000178105 D5/D6",1.36888196540077,0.000155337314706503,2.45021357331954,5.776753119511,3.04463151948601,6.9745397158599
1817,"ENSG00000178718 D5/D6",6,"ENSG00000178718","D5/D6","ENSG00000178718 D5/D6",1.25146256728194,0.00597164963814208,5.53111669390674,2.40723472685548,3.04463151948601,6.75705645982335
1820,"ENSG00000178764 D5/D6",10,"ENSG00000178764","D5/D6","ENSG00000178764 D5/D6",1.19568052343836,0.00106881629275098,1.23412357811719,4.86142710360869,3.04463151948601,5.86739427507762
1827,"ENSG00000179222 D5/D6",8,"ENSG00000179222","D5/D6","ENSG00000179222 D5/D6",0.807546315382197,0.00616510117761105,4.78284611776948,2.92923375528843,3.04463151948601,6.38167755914003
1829,"ENSG00000179304 D5/D6",4,"ENSG00000179304","D5/D6","ENSG00000179304 D5/D6",1.10397015025441,0.0568438464214538,4.66565304592425,13.5218290601316,3.04463151948601,14.6245670214817
1832,"ENSG00000179362 D5/D6",5,"ENSG00000179362","D5/D6","ENSG00000179362 D5/D6",0.408023986120042,0.0487910935097672,7.02776293667661,20.2469702596649,3.04463151948601,21.6471484884113
1834,"ENSG00000179454 D5/D6",10,"ENSG00000179454","D5/D6","ENSG00000179454 D5/D6",0.716935296551148,0.00221578940132856,1.73767099248124,6.46076104610353,3.04463151948601,7.35055881293437
1841,"ENSG00000180096 D5/D6",4,"ENSG00000180096","D5/D6","ENSG00000180096 D5/D6",0.898072287113552,0.0683249944113977,1.99289062454285,4.08381738816413,3.04463151948601,5.46982253740559
1846,"ENSG00000180423 D5/D6",7,"ENSG00000180423","D5/D6","ENSG00000180423 D5/D6",0.802712145870087,0.0315215918144832,0.637755523038117,8.66144179344842,3.04463151948601,9.203102038873
1848,"ENSG00000180573 D5/D6",8,"ENSG00000180573","D5/D6","ENSG00000180573 D5/D6",0.483870030873479,0.00049068077969728,12.0830406178631,66.6504248234908,3.04463151948601,67.8052267956842
1851,"ENSG00000180667 D5/D6",9,"ENSG00000180667","D5/D6","ENSG00000180667 D5/D6",0.399355501673696,2.47482721197928e-07,4.12263165012937,2.43273174510053,3.04463151948601,5.67309937826899
1854,"ENSG00000180815 D5/D6",9,"ENSG00000180815","D5/D6","ENSG00000180815 D5/D6",2.25988847485855,0.0003416849264472,5.15362478382277,12.6973710456222,3.04463151948601,14.0375518154728
1857,"ENSG00000180846 D5/D6",6,"ENSG00000180846","D5/D6","ENSG00000180846 D5/D6",0.569042177833647,0.0429077238868566,4.4653593792741,11.0758162463699,3.04463151948601,12.3240789107694
1860,"ENSG00000180884 D5/D6",4,"ENSG00000180884","D5/D6","ENSG00000180884 D5/D6",0.815016129314673,0.0695671009323682,3.94989334333884,8.41931859339644,3.04463151948601,9.78551807981116
1864,"ENSG00000181035 D5/D6",7,"ENSG00000181035","D5/D6","ENSG00000181035 D5/D6",0.870668743829919,0.0129268579684117,0.644707245374116,6.51174203588827,3.04463151948601,7.21721642072897
1869,"ENSG00000181222 D5/D6",8,"ENSG00000181222","D5/D6","ENSG00000181222 D5/D6",0.83966805631597,0.0034012398187856,2.0538250340623,0.954916615369789,3.04463151948601,3.79471265082061
1872,"ENSG00000181350 D5/D6",5,"ENSG00000181350","D5/D6","ENSG00000181350 D5/D6",1.93211092162934,0.0480445608546973,13.5734260966484,9.66366478055699,3.04463151948601,16.9379483433384
1875,"ENSG00000181588 D5/D6",8,"ENSG00000181588","D5/D6","ENSG00000181588 D5/D6",1.60963076888467,0.00796094418750391,5.51182813055085,5.15915080286796,3.04463151948601,8.14044639051892
1878,"ENSG00000181754 D5/D6",10,"ENSG00000181754","D5/D6","ENSG00000181754 D5/D6",2.7260184089797,6.07607217331325e-06,2.75887097317993,24.9486577038396,3.04463151948601,25.2847122063799
1881,"ENSG00000181790 D5/D6",5,"ENSG00000181790","D5/D6","ENSG00000181790 D5/D6",0.749641044381997,0.0875583360042991,3.90231904614602,12.5748967416786,3.04463151948601,13.5139151651637
1906,"ENSG00000182858 D5/D6",5,"ENSG00000182858","D5/D6","ENSG00000182858 D5/D6",0.86921271200415,0.0387748801251016,1.51603989289626,4.62992445458682,3.04463151948601,5.74494199287353
1909,"ENSG00000182944 D5/D6",7,"ENSG00000182944","D5/D6","ENSG00000182944 D5/D6",1.09641614659581,0.0247606322639097,1.4133604452228,6.5163422593977,3.04463151948601,7.33008085079424
1928,"ENSG00000183889 D5/D6",8,"ENSG00000183889","D5/D6","ENSG00000183889 D5/D6",1.23883633759081,0.00506003833130844,2.93618538899372,6.82457452115182,3.04463151948601,8.02905866977832
1934,"ENSG00000184507 D5/D6",4,"ENSG00000184507","D5/D6","ENSG00000184507 D5/D6",1.8073663254773,0.062272424679873,11.924472406168,19.920984832503,3.04463151948601,23.4159872726247
1936,"ENSG00000184743 D5/D6",4,"ENSG00000184743","D5/D6","ENSG00000184743 D5/D6",1.05283997664258,0.235433545248057,0.841574948325244,1.73488169504026,3.04463151948601,3.6038651443807
1942,"ENSG00000184903 D5/D6",7,"ENSG00000184903","D5/D6","ENSG00000184903 D5/D6",1.35785606915788,0.0210708149507457,3.29076324227455,10.3934200430599,3.04463151948601,11.3191026145023
1949,"ENSG00000185049 D5/D6",4,"ENSG00000185049","D5/D6","ENSG00000185049 D5/D6",1.12940437199349,0.0638242839863762,1.31526554444761,6.36355135991066,3.04463151948601,7.17596616854341
1958,"ENSG00000185246 D5/D6",4,"ENSG00000185246","D5/D6","ENSG00000185246 D5/D6",1.08255247716963,0.0776458264920721,1.82386581801979,9.16381386434653,3.04463151948601,9.82709276195042
1975,"ENSG00000185933 D5/D6",4,"ENSG00000185933","D5/D6","ENSG00000185933 D5/D6",1.92988693432777,0.0522735154694668,13.3964271543798,38.0445855631177,3.04463151948601,40.4490362340246
