"gene_compare","gene","compare","uchar"
"ENSG00000173930 D5/D6","ENSG00000173930","D5/D6",2.05277020713837
"ENSG00000174004 D5/D6","ENSG00000174004","D5/D6",1.4379974947685
"ENSG00000174007 D5/D6","ENSG00000174007","D5/D6",3.33851448648993
"ENSG00000174206 D5/D6","ENSG00000174206","D5/D6",1.03150244102026
"ENSG00000174748 D5/D6","ENSG00000174748","D5/D6",3.57779623472527
"ENSG00000174749 D5/D6","ENSG00000174749","D5/D6",1.480934563193
"ENSG00000174943 D5/D6","ENSG00000174943","D5/D6",2.62644553120607
"ENSG00000175104 D5/D6","ENSG00000175104","D5/D6",1.64089556753195
"ENSG00000175606 D5/D6","ENSG00000175606","D5/D6",2.51807314095932
"ENSG00000175711 D5/D6","ENSG00000175711","D5/D6",2.29223281809345
"ENSG00000176018 D5/D6","ENSG00000176018","D5/D6",3.75589794373133
"ENSG00000176155 D5/D6","ENSG00000176155","D5/D6",3.75038286100422
"ENSG00000176171 D5/D6","ENSG00000176171","D5/D6",1.28449367376903
"ENSG00000176209 D5/D6","ENSG00000176209","D5/D6",2.8158421480058
"ENSG00000176225 D5/D6","ENSG00000176225","D5/D6",2.74734462362574
"ENSG00000176894 D5/D6","ENSG00000176894","D5/D6",3.83122890771612
"ENSG00000176903 D5/D6","ENSG00000176903","D5/D6",1.51981064054715
"ENSG00000177173 D5/D6","ENSG00000177173","D5/D6",4.04397873596941
"ENSG00000178105 D5/D6","ENSG00000178105","D5/D6",2.45021357331954
"ENSG00000178718 D5/D6","ENSG00000178718","D5/D6",5.53111669390674
"ENSG00000178764 D5/D6","ENSG00000178764","D5/D6",1.23412357811719
"ENSG00000179222 D5/D6","ENSG00000179222","D5/D6",4.78284611776948
"ENSG00000179304 D5/D6","ENSG00000179304","D5/D6",4.66565304592425
"ENSG00000179362 D5/D6","ENSG00000179362","D5/D6",7.02776293667661
"ENSG00000179454 D5/D6","ENSG00000179454","D5/D6",1.73767099248124
"ENSG00000180096 D5/D6","ENSG00000180096","D5/D6",1.99289062454285
"ENSG00000180423 D5/D6","ENSG00000180423","D5/D6",0.637755523038117
"ENSG00000180573 D5/D6","ENSG00000180573","D5/D6",12.0830406178631
"ENSG00000180667 D5/D6","ENSG00000180667","D5/D6",4.12263165012937
"ENSG00000180815 D5/D6","ENSG00000180815","D5/D6",5.15362478382277
"ENSG00000180846 D5/D6","ENSG00000180846","D5/D6",4.4653593792741
"ENSG00000180884 D5/D6","ENSG00000180884","D5/D6",3.94989334333884
"ENSG00000181035 D5/D6","ENSG00000181035","D5/D6",0.644707245374116
"ENSG00000181222 D5/D6","ENSG00000181222","D5/D6",2.0538250340623
"ENSG00000181350 D5/D6","ENSG00000181350","D5/D6",13.5734260966484
"ENSG00000181588 D5/D6","ENSG00000181588","D5/D6",5.51182813055085
"ENSG00000181754 D5/D6","ENSG00000181754","D5/D6",2.75887097317993
"ENSG00000181790 D5/D6","ENSG00000181790","D5/D6",3.90231904614602
"ENSG00000182858 D5/D6","ENSG00000182858","D5/D6",1.51603989289626
"ENSG00000182944 D5/D6","ENSG00000182944","D5/D6",1.4133604452228
"ENSG00000183889 D5/D6","ENSG00000183889","D5/D6",2.93618538899372
"ENSG00000184507 D5/D6","ENSG00000184507","D5/D6",11.924472406168
"ENSG00000184743 D5/D6","ENSG00000184743","D5/D6",0.841574948325244
"ENSG00000184903 D5/D6","ENSG00000184903","D5/D6",3.29076324227455
"ENSG00000185049 D5/D6","ENSG00000185049","D5/D6",1.31526554444761
"ENSG00000185246 D5/D6","ENSG00000185246","D5/D6",1.82386581801979
"ENSG00000185933 D5/D6","ENSG00000185933","D5/D6",13.3964271543798
"ENSG00000186111 D5/D6","ENSG00000186111","D5/D6",2.16741190614824
"ENSG00000186298 D5/D6","ENSG00000186298","D5/D6",1.99107998464694
"ENSG00000186468 D5/D6","ENSG00000186468","D5/D6",1.64571400030405
"ENSG00000186765 D5/D6","ENSG00000186765","D5/D6",3.33663880709617
"ENSG00000187097 D5/D6","ENSG00000187097","D5/D6",1.38135635969363
"ENSG00000187122 D5/D6","ENSG00000187122","D5/D6",13.7186925869881
"ENSG00000187609 D5/D6","ENSG00000187609","D5/D6",3.83050209898698
"ENSG00000187862 D5/D6","ENSG00000187862","D5/D6",3.81575161634596
"ENSG00000188026 D5/D6","ENSG00000188026","D5/D6",3.4125336715844
"ENSG00000188636 D5/D6","ENSG00000188636","D5/D6",0.638591320061872
"ENSG00000188760 D5/D6","ENSG00000188760","D5/D6",7.10507372463702
"ENSG00000189420 D5/D6","ENSG00000189420","D5/D6",1.71769787288703
"ENSG00000196365 D5/D6","ENSG00000196365","D5/D6",0.888628207591605
"ENSG00000196456 D5/D6","ENSG00000196456","D5/D6",5.84204302609813
"ENSG00000196466 D5/D6","ENSG00000196466","D5/D6",2.97636202451591
"ENSG00000196911 D5/D6","ENSG00000196911","D5/D6",1.45731107391222
"ENSG00000197157 D5/D6","ENSG00000197157","D5/D6",1.05706554683171
"ENSG00000197444 D5/D6","ENSG00000197444","D5/D6",4.24858185554703
"ENSG00000197498 D5/D6","ENSG00000197498","D5/D6",0.864283829071007
"ENSG00000197822 D5/D6","ENSG00000197822","D5/D6",1.2159525156239
"ENSG00000198056 D5/D6","ENSG00000198056","D5/D6",1.35175536008435
"ENSG00000198393 D5/D6","ENSG00000198393","D5/D6",2.20055540209813
"ENSG00000198554 D5/D6","ENSG00000198554","D5/D6",1.19633713535475
"ENSG00000198663 D5/D6","ENSG00000198663","D5/D6",15.4137735673966
"ENSG00000198740 D5/D6","ENSG00000198740","D5/D6",8.86317450773631
"ENSG00000198816 D5/D6","ENSG00000198816","D5/D6",4.80838346711928
"ENSG00000198826 D5/D6","ENSG00000198826","D5/D6",4.68519386699717
"ENSG00000198874 D5/D6","ENSG00000198874","D5/D6",1.26919076204221
"ENSG00000198899 D5/D6","ENSG00000198899","D5/D6",3.12119418201369
"ENSG00000198911 D5/D6","ENSG00000198911","D5/D6",1.00017885744055
"ENSG00000203761 D5/D6","ENSG00000203761","D5/D6",1.18701436360679
"ENSG00000203995 D5/D6","ENSG00000203995","D5/D6",1.59537329688587
"ENSG00000204084 D5/D6","ENSG00000204084","D5/D6",1.09449731749129
"ENSG00000204138 D5/D6","ENSG00000204138","D5/D6",1.23987182826386
"ENSG00000204186 D5/D6","ENSG00000204186","D5/D6",2.34229627393689
"ENSG00000204220 D5/D6","ENSG00000204220","D5/D6",0.743418390798706
"ENSG00000204366 D5/D6","ENSG00000204366","D5/D6",5.31076393773323
"ENSG00000204386 D5/D6","ENSG00000204386","D5/D6",7.20623645014044
"ENSG00000204519 D5/D6","ENSG00000204519","D5/D6",25.4767530934139
"ENSG00000204619 D5/D6","ENSG00000204619","D5/D6",1.27125953952718
"ENSG00000204623 D5/D6","ENSG00000204623","D5/D6",2.74178842930945
"ENSG00000204634 D5/D6","ENSG00000204634","D5/D6",3.39339978099239
"ENSG00000204673 D5/D6","ENSG00000204673","D5/D6",3.25068550678085
"ENSG00000205089 D5/D6","ENSG00000205089","D5/D6",2.39408890790846
"ENSG00000205356 D5/D6","ENSG00000205356","D5/D6",1.12490996423245
"ENSG00000205413 D5/D6","ENSG00000205413","D5/D6",1.7318349258857
"ENSG00000205765 D5/D6","ENSG00000205765","D5/D6",1.68403896125622
"ENSG00000205937 D5/D6","ENSG00000205937","D5/D6",0.898967449380665
"ENSG00000206418 D5/D6","ENSG00000206418","D5/D6",1.58907297030701
"ENSG00000210112 D5/D6","ENSG00000210112","D5/D6",4.47908521384607
"ENSG00000210196 D5/D6","ENSG00000210196","D5/D6",4.37503372250272
"ENSG00000211638 D5/D6","ENSG00000211638","D5/D6",10.1547759627785
"ENSG00000211891 D5/D6","ENSG00000211891","D5/D6",4.73990945758368
"ENSG00000211937 D5/D6","ENSG00000211937","D5/D6",6.84526378184637
"ENSG00000212719 D5/D6","ENSG00000212719","D5/D6",10.1182732078583
"ENSG00000213064 D5/D6","ENSG00000213064","D5/D6",1.36228031438728
"ENSG00000213860 D5/D6","ENSG00000213860","D5/D6",1.88158422290385
"ENSG00000213928 D5/D6","ENSG00000213928","D5/D6",1.92459273936752
"ENSG00000214215 D5/D6","ENSG00000214215","D5/D6",7.01832618786806
"ENSG00000214300 D5/D6","ENSG00000214300","D5/D6",20.9449924496375
"ENSG00000214783 D5/D6","ENSG00000214783","D5/D6",1.6584457562122
"ENSG00000214827 D5/D6","ENSG00000214827","D5/D6",4.46759182279346
"ENSG00000214940 D5/D6","ENSG00000214940","D5/D6",1.74801995977216
"ENSG00000215190 D5/D6","ENSG00000215190","D5/D6",2.36087733439881
"ENSG00000215347 D5/D6","ENSG00000215347","D5/D6",8.73456192383532
"ENSG00000215493 D5/D6","ENSG00000215493","D5/D6",2.42092174620368
"ENSG00000217801 D5/D6","ENSG00000217801","D5/D6",3.3199935607193
"ENSG00000218891 D5/D6","ENSG00000218891","D5/D6",16.9918558223413
"ENSG00000220201 D5/D6","ENSG00000220201","D5/D6",2.69963870425576
"ENSG00000220614 D5/D6","ENSG00000220614","D5/D6",2.32382189916466
"ENSG00000222009 D5/D6","ENSG00000222009","D5/D6",10.8086046977331
"ENSG00000222389 D5/D6","ENSG00000222389","D5/D6",11.6335564282872
"ENSG00000223705 D5/D6","ENSG00000223705","D5/D6",1.92257060660861
"ENSG00000224137 D5/D6","ENSG00000224137","D5/D6",2.145329144095
"ENSG00000224897 D5/D6","ENSG00000224897","D5/D6",5.62050822017257
"ENSG00000225556 D5/D6","ENSG00000225556","D5/D6",13.5520268142025
"ENSG00000226268 D5/D6","ENSG00000226268","D5/D6",4.62194222076963
"ENSG00000226397 D5/D6","ENSG00000226397","D5/D6",12.6706825071234
"ENSG00000226942 D5/D6","ENSG00000226942","D5/D6",3.64783036473535
"ENSG00000227057 D5/D6","ENSG00000227057","D5/D6",1.18463514655949
"ENSG00000227176 D5/D6","ENSG00000227176","D5/D6",11.950752674937
"ENSG00000227398 D5/D6","ENSG00000227398","D5/D6",1.28184755430585
"ENSG00000228590 D5/D6","ENSG00000228590","D5/D6",7.17309723353558
"ENSG00000228955 D5/D6","ENSG00000228955","D5/D6",11.8631075976917
"ENSG00000229153 D5/D6","ENSG00000229153","D5/D6",6.84406661738657
"ENSG00000229474 D5/D6","ENSG00000229474","D5/D6",2.63573836620462
"ENSG00000230266 D5/D6","ENSG00000230266","D5/D6",3.30722177028447
"ENSG00000230300 D5/D6","ENSG00000230300","D5/D6",6.51529927725934
"ENSG00000230795 D5/D6","ENSG00000230795","D5/D6",7.34385422766857
"ENSG00000231160 D5/D6","ENSG00000231160","D5/D6",9.6552467968783
"ENSG00000231177 D5/D6","ENSG00000231177","D5/D6",1.85497156328894
"ENSG00000231181 D5/D6","ENSG00000231181","D5/D6",2.89426958896148
"ENSG00000231500 D5/D6","ENSG00000231500","D5/D6",1.01735627351578
"ENSG00000231507 D5/D6","ENSG00000231507","D5/D6",9.64304477646724
"ENSG00000231789 D5/D6","ENSG00000231789","D5/D6",1.91768218730174
"ENSG00000232133 D5/D6","ENSG00000232133","D5/D6",10.7637581220795
"ENSG00000232398 D5/D6","ENSG00000232398","D5/D6",4.3297494112309
"ENSG00000232630 D5/D6","ENSG00000232630","D5/D6",4.04995752391861
"ENSG00000234367 D5/D6","ENSG00000234367","D5/D6",10.2984747870486
"ENSG00000234678 D5/D6","ENSG00000234678","D5/D6",8.88946415757064
"ENSG00000235033 D5/D6","ENSG00000235033","D5/D6",12.8489357107698
"ENSG00000235330 D5/D6","ENSG00000235330","D5/D6",11.3509158712373
"ENSG00000235475 D5/D6","ENSG00000235475","D5/D6",4.26471791173017
"ENSG00000235703 D5/D6","ENSG00000235703","D5/D6",4.36208566104867
"ENSG00000236104 D5/D6","ENSG00000236104","D5/D6",1.63576697315059
"ENSG00000236144 D5/D6","ENSG00000236144","D5/D6",12.76604480962
"ENSG00000236559 D5/D6","ENSG00000236559","D5/D6",12.8153046733135
"ENSG00000237111 D5/D6","ENSG00000237111","D5/D6",5.23390260437734
"ENSG00000237892 D5/D6","ENSG00000237892","D5/D6",7.96771267356855
"ENSG00000238103 D5/D6","ENSG00000238103","D5/D6",3.20134707598669
"ENSG00000238228 D5/D6","ENSG00000238228","D5/D6",3.97845895580791
"ENSG00000239713 D5/D6","ENSG00000239713","D5/D6",1.08702650740145
"ENSG00000239951 D5/D6","ENSG00000239951","D5/D6",10.1372411108338
"ENSG00000240065 D5/D6","ENSG00000240065","D5/D6",0.779777696926142
"ENSG00000240087 D5/D6","ENSG00000240087","D5/D6",3.90440282691001
"ENSG00000240429 D5/D6","ENSG00000240429","D5/D6",2.01157396725461
"ENSG00000246596 D5/D6","ENSG00000246596","D5/D6",4.45023768008172
"ENSG00000247092 D5/D6","ENSG00000247092","D5/D6",5.69345409903073
"ENSG00000247121 D5/D6","ENSG00000247121","D5/D6",6.83472665644093
"ENSG00000247157 D5/D6","ENSG00000247157","D5/D6",4.5187871558968
"ENSG00000249509 D5/D6","ENSG00000249509","D5/D6",3.08872894718517
"ENSG00000250011 D5/D6","ENSG00000250011","D5/D6",4.84160383411788
"ENSG00000250479 D5/D6","ENSG00000250479","D5/D6",4.54790588169623
"ENSG00000251230 D5/D6","ENSG00000251230","D5/D6",8.45041250422722
"ENSG00000253426 D5/D6","ENSG00000253426","D5/D6",4.16377796799973
"ENSG00000253831 D5/D6","ENSG00000253831","D5/D6",5.85262288995987
"ENSG00000253846 D5/D6","ENSG00000253846","D5/D6",6.40988239923783
"ENSG00000254165 D5/D6","ENSG00000254165","D5/D6",6.87913299489096
"ENSG00000254593 D5/D6","ENSG00000254593","D5/D6",4.74367766123132
"ENSG00000254634 D5/D6","ENSG00000254634","D5/D6",3.89155657530754
"ENSG00000254726 D5/D6","ENSG00000254726","D5/D6",5.54629736883568
"ENSG00000254802 D5/D6","ENSG00000254802","D5/D6",3.53525685073072
"ENSG00000254838 D5/D6","ENSG00000254838","D5/D6",1.51588464386561
"ENSG00000256087 D5/D6","ENSG00000256087","D5/D6",1.76108000519453
"ENSG00000257122 D5/D6","ENSG00000257122","D5/D6",1.67015905657396
"ENSG00000257446 D5/D6","ENSG00000257446","D5/D6",5.3364669314881
"ENSG00000257621 D5/D6","ENSG00000257621","D5/D6",1.48040375347582
"ENSG00000257718 D5/D6","ENSG00000257718","D5/D6",8.54374758147315
"ENSG00000258449 D5/D6","ENSG00000258449","D5/D6",6.29791214961903
"ENSG00000258818 D5/D6","ENSG00000258818","D5/D6",7.78673217060257
"ENSG00000259673 D5/D6","ENSG00000259673","D5/D6",2.05711754502709
"ENSG00000260063 D5/D6","ENSG00000260063","D5/D6",12.1020865851222
"ENSG00000260386 D5/D6","ENSG00000260386","D5/D6",6.37005664637833
"ENSG00000260778 D5/D6","ENSG00000260778","D5/D6",7.05385407570224
"ENSG00000260793 D5/D6","ENSG00000260793","D5/D6",3.54617893999016
"ENSG00000260912 D5/D6","ENSG00000260912","D5/D6",4.26954901528377
"ENSG00000261159 D5/D6","ENSG00000261159","D5/D6",3.75102455062734
"ENSG00000261342 D5/D6","ENSG00000261342","D5/D6",4.78798023969614
"ENSG00000261490 D5/D6","ENSG00000261490","D5/D6",2.13671071042915
"ENSG00000261654 D5/D6","ENSG00000261654","D5/D6",5.34464908383749
"ENSG00000261762 D5/D6","ENSG00000261762","D5/D6",2.89604236323271
"ENSG00000261770 D5/D6","ENSG00000261770","D5/D6",4.66788207432137
"ENSG00000261971 D5/D6","ENSG00000261971","D5/D6",4.96744770251516
"ENSG00000262188 D5/D6","ENSG00000262188","D5/D6",6.30513942978301
"ENSG00000262580 D5/D6","ENSG00000262580","D5/D6",1.60055992884056
"ENSG00000262714 D5/D6","ENSG00000262714","D5/D6",6.23057282543449
"ENSG00000263001 D5/D6","ENSG00000263001","D5/D6",1.1312221050803
"ENSG00000263235 D5/D6","ENSG00000263235","D5/D6",7.08785533049049
"ENSG00000263680 D5/D6","ENSG00000263680","D5/D6",3.1118476780523
"ENSG00000265018 D5/D6","ENSG00000265018","D5/D6",1.91226457417424
"ENSG00000265972 D5/D6","ENSG00000265972","D5/D6",1.92174751521677
"ENSG00000266171 D5/D6","ENSG00000266171","D5/D6",8.16140738064408
"ENSG00000266236 D5/D6","ENSG00000266236","D5/D6",3.68713260652385
"ENSG00000266302 D5/D6","ENSG00000266302","D5/D6",36.0160738513997
"ENSG00000267128 D5/D6","ENSG00000267128","D5/D6",4.23981397835611
"ENSG00000267519 D5/D6","ENSG00000267519","D5/D6",2.82722529147964
"ENSG00000267565 D5/D6","ENSG00000267565","D5/D6",4.60531398503257
"ENSG00000269343 D5/D6","ENSG00000269343","D5/D6",0.835524143455356
"ENSG00000270751 D5/D6","ENSG00000270751","D5/D6",11.1116262407974
"ENSG00000271204 D5/D6","ENSG00000271204","D5/D6",9.32873919312369
"ENSG00000271425 D5/D6","ENSG00000271425","D5/D6",2.72459456327894
"ENSG00000271870 D5/D6","ENSG00000271870","D5/D6",3.24778319959297
"ENSG00000271976 D5/D6","ENSG00000271976","D5/D6",2.54198291456031
"ENSG00000271992 D5/D6","ENSG00000271992","D5/D6",2.19801120048389
"ENSG00000272505 D5/D6","ENSG00000272505","D5/D6",2.6431974797792
"ENSG00000272927 D5/D6","ENSG00000272927","D5/D6",3.78036876098761
"ENSG00000273045 D5/D6","ENSG00000273045","D5/D6",22.5794546561221
"ENSG00000273374 D5/D6","ENSG00000273374","D5/D6",6.40564950590448
"ENSG00000273611 D5/D6","ENSG00000273611","D5/D6",2.67928946699437
"ENSG00000274214 D5/D6","ENSG00000274214","D5/D6",8.55478557707875
"ENSG00000275092 D5/D6","ENSG00000275092","D5/D6",5.53172401019441
"ENSG00000275379 D5/D6","ENSG00000275379","D5/D6",9.70999711947859
"ENSG00000275645 D5/D6","ENSG00000275645","D5/D6",10.4190978622594
"ENSG00000275793 D5/D6","ENSG00000275793","D5/D6",5.35909723968215
"ENSG00000275964 D5/D6","ENSG00000275964","D5/D6",5.48599531988623
"ENSG00000276900 D5/D6","ENSG00000276900","D5/D6",4.9331152136757
"ENSG00000277402 D5/D6","ENSG00000277402","D5/D6",2.16726470698089
"ENSG00000277443 D5/D6","ENSG00000277443","D5/D6",1.61168829125577
"ENSG00000279114 D5/D6","ENSG00000279114","D5/D6",11.681527829813
"ENSG00000279117 D5/D6","ENSG00000279117","D5/D6",6.39648080732577
"ENSG00000279191 D5/D6","ENSG00000279191","D5/D6",28.158031162329
"ENSG00000279555 D5/D6","ENSG00000279555","D5/D6",8.51763503389523
"ENSG00000280194 D5/D6","ENSG00000280194","D5/D6",9.7479682137675
"ENSG00000280216 D5/D6","ENSG00000280216","D5/D6",6.86500221178029
"ENSG00000280334 D5/D6","ENSG00000280334","D5/D6",6.15773951146579
"ENSG00000281207 D5/D6","ENSG00000281207","D5/D6",2.42576425041788
"ENSG00000281649 D5/D6","ENSG00000281649","D5/D6",1.51633324236294
"ENSG00000284959 D5/D6","ENSG00000284959","D5/D6",19.0421315130876
"ENSG00000001461 F7/D6","ENSG00000001461","F7/D6",1.33778407714984
"ENSG00000008394 F7/D6","ENSG00000008394","F7/D6",3.06155293633338
"ENSG00000009335 F7/D6","ENSG00000009335","F7/D6",0.984239972968034
"ENSG00000011114 F7/D6","ENSG00000011114","F7/D6",1.00119941821326
"ENSG00000011485 F7/D6","ENSG00000011485","F7/D6",1.47739969396805
"ENSG00000012124 F7/D6","ENSG00000012124","F7/D6",0.730367507098979
"ENSG00000013573 F7/D6","ENSG00000013573","F7/D6",1.83069963467758
"ENSG00000031081 F7/D6","ENSG00000031081","F7/D6",0.910331626279928
"ENSG00000034693 F7/D6","ENSG00000034693","F7/D6",1.03423974383946
"ENSG00000052749 F7/D6","ENSG00000052749","F7/D6",1.46268144216483
"ENSG00000054179 F7/D6","ENSG00000054179","F7/D6",4.55844773800183
"ENSG00000054267 F7/D6","ENSG00000054267","F7/D6",2.17987969942922
"ENSG00000055957 F7/D6","ENSG00000055957","F7/D6",8.2657734843358
"ENSG00000057663 F7/D6","ENSG00000057663","F7/D6",2.68893036319845
"ENSG00000057935 F7/D6","ENSG00000057935","F7/D6",3.66672287530621
"ENSG00000058056 F7/D6","ENSG00000058056","F7/D6",1.31438961233646
"ENSG00000058600 F7/D6","ENSG00000058600","F7/D6",1.16781590639589
"ENSG00000058866 F7/D6","ENSG00000058866","F7/D6",4.35490284375007
"ENSG00000064309 F7/D6","ENSG00000064309","F7/D6",14.4037914590288
"ENSG00000065154 F7/D6","ENSG00000065154","F7/D6",2.32549693361278
"ENSG00000065923 F7/D6","ENSG00000065923","F7/D6",1.16824667167656
"ENSG00000066117 F7/D6","ENSG00000066117","F7/D6",1.97815017223117
"ENSG00000067057 F7/D6","ENSG00000067057","F7/D6",0.762077382303982
"ENSG00000067064 F7/D6","ENSG00000067064","F7/D6",0.979017917280333
"ENSG00000068024 F7/D6","ENSG00000068024","F7/D6",2.74378505417657
"ENSG00000068097 F7/D6","ENSG00000068097","F7/D6",2.30579858687694
"ENSG00000069275 F7/D6","ENSG00000069275","F7/D6",1.27740349481467
"ENSG00000069424 F7/D6","ENSG00000069424","F7/D6",1.04724202436619
"ENSG00000071282 F7/D6","ENSG00000071282","F7/D6",4.19680228214
"ENSG00000071553 F7/D6","ENSG00000071553","F7/D6",2.16730750383705
"ENSG00000075399 F7/D6","ENSG00000075399","F7/D6",1.8461798430845
"ENSG00000075407 F7/D6","ENSG00000075407","F7/D6",1.07030701883119
"ENSG00000078070 F7/D6","ENSG00000078070","F7/D6",0.841946741562658
"ENSG00000078369 F7/D6","ENSG00000078369","F7/D6",1.02573799311735
"ENSG00000079616 F7/D6","ENSG00000079616","F7/D6",1.21516497707391
"ENSG00000080603 F7/D6","ENSG00000080603","F7/D6",2.20696208116387
"ENSG00000081148 F7/D6","ENSG00000081148","F7/D6",2.40881017389658
"ENSG00000085514 F7/D6","ENSG00000085514","F7/D6",2.46786177267057
"ENSG00000086061 F7/D6","ENSG00000086061","F7/D6",1.13378139331873
"ENSG00000086062 F7/D6","ENSG00000086062","F7/D6",0.81260174824412
"ENSG00000086589 F7/D6","ENSG00000086589","F7/D6",0.992656516595185
"ENSG00000086967 F7/D6","ENSG00000086967","F7/D6",3.7084444210698
"ENSG00000087152 F7/D6","ENSG00000087152","F7/D6",0.952169233663906
"ENSG00000090621 F7/D6","ENSG00000090621","F7/D6",1.81912315858428
"ENSG00000091136 F7/D6","ENSG00000091136","F7/D6",6.63087097854645
"ENSG00000093009 F7/D6","ENSG00000093009","F7/D6",4.28900213421226
"ENSG00000095015 F7/D6","ENSG00000095015","F7/D6",0.877772571467592
"ENSG00000095209 F7/D6","ENSG00000095209","F7/D6",4.44406429342074
"ENSG00000099282 F7/D6","ENSG00000099282","F7/D6",6.99081040164511
"ENSG00000099942 F7/D6","ENSG00000099942","F7/D6",0.573713022930352
"ENSG00000100030 F7/D6","ENSG00000100030","F7/D6",0.895239314955728
"ENSG00000100105 F7/D6","ENSG00000100105","F7/D6",1.72004477112204
"ENSG00000100156 F7/D6","ENSG00000100156","F7/D6",8.04584434344481
"ENSG00000100242 F7/D6","ENSG00000100242","F7/D6",0.71297940562332
"ENSG00000100422 F7/D6","ENSG00000100422","F7/D6",0.766298389046819
"ENSG00000100591 F7/D6","ENSG00000100591","F7/D6",1.55676414519423
"ENSG00000100852 F7/D6","ENSG00000100852","F7/D6",11.0743180949292
"ENSG00000100902 F7/D6","ENSG00000100902","F7/D6",1.8624224955767
"ENSG00000100918 F7/D6","ENSG00000100918","F7/D6",2.35951070417242
"ENSG00000100968 F7/D6","ENSG00000100968","F7/D6",2.65222658182087
"ENSG00000101187 F7/D6","ENSG00000101187","F7/D6",1.41322800702121
"ENSG00000101191 F7/D6","ENSG00000101191","F7/D6",2.59043139357065
"ENSG00000101307 F7/D6","ENSG00000101307","F7/D6",4.37819947178834
"ENSG00000101493 F7/D6","ENSG00000101493","F7/D6",2.48447196291043
"ENSG00000101670 F7/D6","ENSG00000101670","F7/D6",6.23892293953085
"ENSG00000102699 F7/D6","ENSG00000102699","F7/D6",1.0795488211783
"ENSG00000103150 F7/D6","ENSG00000103150","F7/D6",2.11319228115539
"ENSG00000103569 F7/D6","ENSG00000103569","F7/D6",4.03840741512455
"ENSG00000103942 F7/D6","ENSG00000103942","F7/D6",2.22683477600353
"ENSG00000104833 F7/D6","ENSG00000104833","F7/D6",3.65890266306833
"ENSG00000105127 F7/D6","ENSG00000105127","F7/D6",0.689490423649318
"ENSG00000105576 F7/D6","ENSG00000105576","F7/D6",0.746359577837085
"ENSG00000105642 F7/D6","ENSG00000105642","F7/D6",3.10082321134418
"ENSG00000105675 F7/D6","ENSG00000105675","F7/D6",10.132738157941
"ENSG00000106624 F7/D6","ENSG00000106624","F7/D6",2.13596193293866
"ENSG00000106771 F7/D6","ENSG00000106771","F7/D6",0.730560631974233
"ENSG00000107249 F7/D6","ENSG00000107249","F7/D6",4.69504867495274
"ENSG00000107902 F7/D6","ENSG00000107902","F7/D6",3.14740183155921
"ENSG00000108557 F7/D6","ENSG00000108557","F7/D6",9.99517840144874
"ENSG00000108582 F7/D6","ENSG00000108582","F7/D6",4.13935030198339
"ENSG00000109670 F7/D6","ENSG00000109670","F7/D6",4.41527180920557
"ENSG00000109684 F7/D6","ENSG00000109684","F7/D6",1.65963991134354
"ENSG00000110665 F7/D6","ENSG00000110665","F7/D6",2.06731219740142
"ENSG00000110900 F7/D6","ENSG00000110900","F7/D6",30.5791611028995
"ENSG00000111266 F7/D6","ENSG00000111266","F7/D6",0.832813907190527
"ENSG00000111832 F7/D6","ENSG00000111832","F7/D6",0.89002298352812
"ENSG00000111850 F7/D6","ENSG00000111850","F7/D6",5.26310946183948
"ENSG00000111961 F7/D6","ENSG00000111961","F7/D6",7.13429165446396
"ENSG00000113387 F7/D6","ENSG00000113387","F7/D6",1.04363374292208
"ENSG00000114251 F7/D6","ENSG00000114251","F7/D6",2.35328278322879
"ENSG00000114948 F7/D6","ENSG00000114948","F7/D6",5.37517313575041
"ENSG00000115053 F7/D6","ENSG00000115053","F7/D6",1.54580711528245
"ENSG00000115306 F7/D6","ENSG00000115306","F7/D6",1.65635715003013
"ENSG00000115310 F7/D6","ENSG00000115310","F7/D6",1.11675836459594
"ENSG00000115339 F7/D6","ENSG00000115339","F7/D6",2.75580895093044
"ENSG00000115425 F7/D6","ENSG00000115425","F7/D6",2.05121521341746
"ENSG00000115850 F7/D6","ENSG00000115850","F7/D6",7.47688151204391
"ENSG00000115896 F7/D6","ENSG00000115896","F7/D6",7.14984180191256
"ENSG00000116209 F7/D6","ENSG00000116209","F7/D6",1.54425285377664
"ENSG00000116396 F7/D6","ENSG00000116396","F7/D6",1.79022516402854
"ENSG00000116678 F7/D6","ENSG00000116678","F7/D6",1.67834461382868
"ENSG00000117298 F7/D6","ENSG00000117298","F7/D6",1.69661847692373
"ENSG00000117676 F7/D6","ENSG00000117676","F7/D6",2.61785844851118
"ENSG00000117748 F7/D6","ENSG00000117748","F7/D6",0.791098141709246
"ENSG00000118181 F7/D6","ENSG00000118181","F7/D6",2.95456479560882
"ENSG00000118200 F7/D6","ENSG00000118200","F7/D6",6.17529418745789
"ENSG00000118503 F7/D6","ENSG00000118503","F7/D6",1.52297732279192
"ENSG00000118976 F7/D6","ENSG00000118976","F7/D6",8.22284550098252
"ENSG00000119227 F7/D6","ENSG00000119227","F7/D6",2.38572012735718
"ENSG00000119242 F7/D6","ENSG00000119242","F7/D6",13.8898267373689
"ENSG00000119608 F7/D6","ENSG00000119608","F7/D6",3.02063989772192
"ENSG00000119927 F7/D6","ENSG00000119927","F7/D6",3.21010614281618
"ENSG00000120675 F7/D6","ENSG00000120675","F7/D6",1.6803525355892
