"gene_compare","gene","compare","us"
"ENSG00000173930 D5/D6","ENSG00000173930","D5/D6",3.04463151948601
"ENSG00000174004 D5/D6","ENSG00000174004","D5/D6",3.04463151948601
"ENSG00000174007 D5/D6","ENSG00000174007","D5/D6",3.04463151948601
"ENSG00000174206 D5/D6","ENSG00000174206","D5/D6",3.04463151948601
"ENSG00000174748 D5/D6","ENSG00000174748","D5/D6",3.04463151948601
"ENSG00000174749 D5/D6","ENSG00000174749","D5/D6",3.04463151948601
"ENSG00000174943 D5/D6","ENSG00000174943","D5/D6",3.04463151948601
"ENSG00000175104 D5/D6","ENSG00000175104","D5/D6",3.04463151948601
"ENSG00000175606 D5/D6","ENSG00000175606","D5/D6",3.04463151948601
"ENSG00000175711 D5/D6","ENSG00000175711","D5/D6",3.04463151948601
"ENSG00000176018 D5/D6","ENSG00000176018","D5/D6",3.04463151948601
"ENSG00000176155 D5/D6","ENSG00000176155","D5/D6",3.04463151948601
"ENSG00000176171 D5/D6","ENSG00000176171","D5/D6",3.04463151948601
"ENSG00000176209 D5/D6","ENSG00000176209","D5/D6",3.04463151948601
"ENSG00000176225 D5/D6","ENSG00000176225","D5/D6",3.04463151948601
"ENSG00000176894 D5/D6","ENSG00000176894","D5/D6",3.04463151948601
"ENSG00000176903 D5/D6","ENSG00000176903","D5/D6",3.04463151948601
"ENSG00000177173 D5/D6","ENSG00000177173","D5/D6",3.04463151948601
"ENSG00000178105 D5/D6","ENSG00000178105","D5/D6",3.04463151948601
"ENSG00000178718 D5/D6","ENSG00000178718","D5/D6",3.04463151948601
"ENSG00000178764 D5/D6","ENSG00000178764","D5/D6",3.04463151948601
"ENSG00000179222 D5/D6","ENSG00000179222","D5/D6",3.04463151948601
"ENSG00000179304 D5/D6","ENSG00000179304","D5/D6",3.04463151948601
"ENSG00000179362 D5/D6","ENSG00000179362","D5/D6",3.04463151948601
"ENSG00000179454 D5/D6","ENSG00000179454","D5/D6",3.04463151948601
"ENSG00000180096 D5/D6","ENSG00000180096","D5/D6",3.04463151948601
"ENSG00000180423 D5/D6","ENSG00000180423","D5/D6",3.04463151948601
"ENSG00000180573 D5/D6","ENSG00000180573","D5/D6",3.04463151948601
"ENSG00000180667 D5/D6","ENSG00000180667","D5/D6",3.04463151948601
"ENSG00000180815 D5/D6","ENSG00000180815","D5/D6",3.04463151948601
"ENSG00000180846 D5/D6","ENSG00000180846","D5/D6",3.04463151948601
"ENSG00000180884 D5/D6","ENSG00000180884","D5/D6",3.04463151948601
"ENSG00000181035 D5/D6","ENSG00000181035","D5/D6",3.04463151948601
"ENSG00000181222 D5/D6","ENSG00000181222","D5/D6",3.04463151948601
"ENSG00000181350 D5/D6","ENSG00000181350","D5/D6",3.04463151948601
"ENSG00000181588 D5/D6","ENSG00000181588","D5/D6",3.04463151948601
"ENSG00000181754 D5/D6","ENSG00000181754","D5/D6",3.04463151948601
"ENSG00000181790 D5/D6","ENSG00000181790","D5/D6",3.04463151948601
"ENSG00000182858 D5/D6","ENSG00000182858","D5/D6",3.04463151948601
"ENSG00000182944 D5/D6","ENSG00000182944","D5/D6",3.04463151948601
"ENSG00000183889 D5/D6","ENSG00000183889","D5/D6",3.04463151948601
"ENSG00000184507 D5/D6","ENSG00000184507","D5/D6",3.04463151948601
"ENSG00000184743 D5/D6","ENSG00000184743","D5/D6",3.04463151948601
"ENSG00000184903 D5/D6","ENSG00000184903","D5/D6",3.04463151948601
"ENSG00000185049 D5/D6","ENSG00000185049","D5/D6",3.04463151948601
"ENSG00000185246 D5/D6","ENSG00000185246","D5/D6",3.04463151948601
"ENSG00000185933 D5/D6","ENSG00000185933","D5/D6",3.04463151948601
"ENSG00000186111 D5/D6","ENSG00000186111","D5/D6",3.04463151948601
"ENSG00000186298 D5/D6","ENSG00000186298","D5/D6",3.04463151948601
"ENSG00000186468 D5/D6","ENSG00000186468","D5/D6",3.04463151948601
"ENSG00000186765 D5/D6","ENSG00000186765","D5/D6",3.04463151948601
"ENSG00000187097 D5/D6","ENSG00000187097","D5/D6",3.04463151948601
"ENSG00000187122 D5/D6","ENSG00000187122","D5/D6",3.04463151948601
"ENSG00000187609 D5/D6","ENSG00000187609","D5/D6",3.04463151948601
"ENSG00000187862 D5/D6","ENSG00000187862","D5/D6",3.04463151948601
"ENSG00000188026 D5/D6","ENSG00000188026","D5/D6",3.04463151948601
"ENSG00000188636 D5/D6","ENSG00000188636","D5/D6",3.04463151948601
"ENSG00000188760 D5/D6","ENSG00000188760","D5/D6",3.04463151948601
"ENSG00000189420 D5/D6","ENSG00000189420","D5/D6",3.04463151948601
"ENSG00000196365 D5/D6","ENSG00000196365","D5/D6",3.04463151948601
"ENSG00000196456 D5/D6","ENSG00000196456","D5/D6",3.04463151948601
"ENSG00000196466 D5/D6","ENSG00000196466","D5/D6",3.04463151948601
"ENSG00000196911 D5/D6","ENSG00000196911","D5/D6",3.04463151948601
"ENSG00000197157 D5/D6","ENSG00000197157","D5/D6",3.04463151948601
"ENSG00000197444 D5/D6","ENSG00000197444","D5/D6",3.04463151948601
"ENSG00000197498 D5/D6","ENSG00000197498","D5/D6",3.04463151948601
"ENSG00000197822 D5/D6","ENSG00000197822","D5/D6",3.04463151948601
"ENSG00000198056 D5/D6","ENSG00000198056","D5/D6",3.04463151948601
"ENSG00000198393 D5/D6","ENSG00000198393","D5/D6",3.04463151948601
"ENSG00000198554 D5/D6","ENSG00000198554","D5/D6",3.04463151948601
"ENSG00000198663 D5/D6","ENSG00000198663","D5/D6",3.04463151948601
"ENSG00000198740 D5/D6","ENSG00000198740","D5/D6",3.04463151948601
"ENSG00000198816 D5/D6","ENSG00000198816","D5/D6",3.04463151948601
"ENSG00000198826 D5/D6","ENSG00000198826","D5/D6",3.04463151948601
"ENSG00000198874 D5/D6","ENSG00000198874","D5/D6",3.04463151948601
"ENSG00000198899 D5/D6","ENSG00000198899","D5/D6",3.04463151948601
"ENSG00000198911 D5/D6","ENSG00000198911","D5/D6",3.04463151948601
"ENSG00000203761 D5/D6","ENSG00000203761","D5/D6",3.04463151948601
"ENSG00000203995 D5/D6","ENSG00000203995","D5/D6",3.04463151948601
"ENSG00000204084 D5/D6","ENSG00000204084","D5/D6",3.04463151948601
"ENSG00000204138 D5/D6","ENSG00000204138","D5/D6",3.04463151948601
"ENSG00000204186 D5/D6","ENSG00000204186","D5/D6",3.04463151948601
"ENSG00000204220 D5/D6","ENSG00000204220","D5/D6",3.04463151948601
"ENSG00000204366 D5/D6","ENSG00000204366","D5/D6",3.04463151948601
"ENSG00000204386 D5/D6","ENSG00000204386","D5/D6",3.04463151948601
"ENSG00000204519 D5/D6","ENSG00000204519","D5/D6",3.04463151948601
"ENSG00000204619 D5/D6","ENSG00000204619","D5/D6",3.04463151948601
"ENSG00000204623 D5/D6","ENSG00000204623","D5/D6",3.04463151948601
"ENSG00000204634 D5/D6","ENSG00000204634","D5/D6",3.04463151948601
"ENSG00000204673 D5/D6","ENSG00000204673","D5/D6",3.04463151948601
"ENSG00000205089 D5/D6","ENSG00000205089","D5/D6",3.04463151948601
"ENSG00000205356 D5/D6","ENSG00000205356","D5/D6",3.04463151948601
"ENSG00000205413 D5/D6","ENSG00000205413","D5/D6",3.04463151948601
"ENSG00000205765 D5/D6","ENSG00000205765","D5/D6",3.04463151948601
"ENSG00000205937 D5/D6","ENSG00000205937","D5/D6",3.04463151948601
"ENSG00000206418 D5/D6","ENSG00000206418","D5/D6",3.04463151948601
"ENSG00000210112 D5/D6","ENSG00000210112","D5/D6",3.04463151948601
"ENSG00000210196 D5/D6","ENSG00000210196","D5/D6",3.04463151948601
"ENSG00000211638 D5/D6","ENSG00000211638","D5/D6",3.04463151948601
"ENSG00000211891 D5/D6","ENSG00000211891","D5/D6",3.04463151948601
"ENSG00000211937 D5/D6","ENSG00000211937","D5/D6",3.04463151948601
"ENSG00000212719 D5/D6","ENSG00000212719","D5/D6",3.04463151948601
"ENSG00000213064 D5/D6","ENSG00000213064","D5/D6",3.04463151948601
"ENSG00000213860 D5/D6","ENSG00000213860","D5/D6",3.04463151948601
"ENSG00000213928 D5/D6","ENSG00000213928","D5/D6",3.04463151948601
"ENSG00000214215 D5/D6","ENSG00000214215","D5/D6",3.04463151948601
"ENSG00000214300 D5/D6","ENSG00000214300","D5/D6",3.04463151948601
"ENSG00000214783 D5/D6","ENSG00000214783","D5/D6",3.04463151948601
"ENSG00000214827 D5/D6","ENSG00000214827","D5/D6",3.04463151948601
"ENSG00000214940 D5/D6","ENSG00000214940","D5/D6",3.04463151948601
"ENSG00000215190 D5/D6","ENSG00000215190","D5/D6",3.04463151948601
"ENSG00000215347 D5/D6","ENSG00000215347","D5/D6",3.04463151948601
"ENSG00000215493 D5/D6","ENSG00000215493","D5/D6",3.04463151948601
"ENSG00000217801 D5/D6","ENSG00000217801","D5/D6",3.04463151948601
"ENSG00000218891 D5/D6","ENSG00000218891","D5/D6",3.04463151948601
"ENSG00000220201 D5/D6","ENSG00000220201","D5/D6",3.04463151948601
"ENSG00000220614 D5/D6","ENSG00000220614","D5/D6",3.04463151948601
"ENSG00000222009 D5/D6","ENSG00000222009","D5/D6",3.04463151948601
"ENSG00000222389 D5/D6","ENSG00000222389","D5/D6",3.04463151948601
"ENSG00000223705 D5/D6","ENSG00000223705","D5/D6",3.04463151948601
"ENSG00000224137 D5/D6","ENSG00000224137","D5/D6",3.04463151948601
"ENSG00000224897 D5/D6","ENSG00000224897","D5/D6",3.04463151948601
"ENSG00000225556 D5/D6","ENSG00000225556","D5/D6",3.04463151948601
"ENSG00000226268 D5/D6","ENSG00000226268","D5/D6",3.04463151948601
"ENSG00000226397 D5/D6","ENSG00000226397","D5/D6",3.04463151948601
"ENSG00000226942 D5/D6","ENSG00000226942","D5/D6",3.04463151948601
"ENSG00000227057 D5/D6","ENSG00000227057","D5/D6",3.04463151948601
"ENSG00000227176 D5/D6","ENSG00000227176","D5/D6",3.04463151948601
"ENSG00000227398 D5/D6","ENSG00000227398","D5/D6",3.04463151948601
"ENSG00000228590 D5/D6","ENSG00000228590","D5/D6",3.04463151948601
"ENSG00000228955 D5/D6","ENSG00000228955","D5/D6",3.04463151948601
"ENSG00000229153 D5/D6","ENSG00000229153","D5/D6",3.04463151948601
"ENSG00000229474 D5/D6","ENSG00000229474","D5/D6",3.04463151948601
"ENSG00000230266 D5/D6","ENSG00000230266","D5/D6",3.04463151948601
"ENSG00000230300 D5/D6","ENSG00000230300","D5/D6",3.04463151948601
"ENSG00000230795 D5/D6","ENSG00000230795","D5/D6",3.04463151948601
"ENSG00000231160 D5/D6","ENSG00000231160","D5/D6",3.04463151948601
"ENSG00000231177 D5/D6","ENSG00000231177","D5/D6",3.04463151948601
"ENSG00000231181 D5/D6","ENSG00000231181","D5/D6",3.04463151948601
"ENSG00000231500 D5/D6","ENSG00000231500","D5/D6",3.04463151948601
"ENSG00000231507 D5/D6","ENSG00000231507","D5/D6",3.04463151948601
"ENSG00000231789 D5/D6","ENSG00000231789","D5/D6",3.04463151948601
"ENSG00000232133 D5/D6","ENSG00000232133","D5/D6",3.04463151948601
"ENSG00000232398 D5/D6","ENSG00000232398","D5/D6",3.04463151948601
"ENSG00000232630 D5/D6","ENSG00000232630","D5/D6",3.04463151948601
"ENSG00000234367 D5/D6","ENSG00000234367","D5/D6",3.04463151948601
"ENSG00000234678 D5/D6","ENSG00000234678","D5/D6",3.04463151948601
"ENSG00000235033 D5/D6","ENSG00000235033","D5/D6",3.04463151948601
"ENSG00000235330 D5/D6","ENSG00000235330","D5/D6",3.04463151948601
"ENSG00000235475 D5/D6","ENSG00000235475","D5/D6",3.04463151948601
"ENSG00000235703 D5/D6","ENSG00000235703","D5/D6",3.04463151948601
"ENSG00000236104 D5/D6","ENSG00000236104","D5/D6",3.04463151948601
"ENSG00000236144 D5/D6","ENSG00000236144","D5/D6",3.04463151948601
"ENSG00000236559 D5/D6","ENSG00000236559","D5/D6",3.04463151948601
"ENSG00000237111 D5/D6","ENSG00000237111","D5/D6",3.04463151948601
"ENSG00000237892 D5/D6","ENSG00000237892","D5/D6",3.04463151948601
"ENSG00000238103 D5/D6","ENSG00000238103","D5/D6",3.04463151948601
"ENSG00000238228 D5/D6","ENSG00000238228","D5/D6",3.04463151948601
"ENSG00000239713 D5/D6","ENSG00000239713","D5/D6",3.04463151948601
"ENSG00000239951 D5/D6","ENSG00000239951","D5/D6",3.04463151948601
"ENSG00000240065 D5/D6","ENSG00000240065","D5/D6",3.04463151948601
"ENSG00000240087 D5/D6","ENSG00000240087","D5/D6",3.04463151948601
"ENSG00000240429 D5/D6","ENSG00000240429","D5/D6",3.04463151948601
"ENSG00000246596 D5/D6","ENSG00000246596","D5/D6",3.04463151948601
"ENSG00000247092 D5/D6","ENSG00000247092","D5/D6",3.04463151948601
"ENSG00000247121 D5/D6","ENSG00000247121","D5/D6",3.04463151948601
"ENSG00000247157 D5/D6","ENSG00000247157","D5/D6",3.04463151948601
"ENSG00000249509 D5/D6","ENSG00000249509","D5/D6",3.04463151948601
"ENSG00000250011 D5/D6","ENSG00000250011","D5/D6",3.04463151948601
"ENSG00000250479 D5/D6","ENSG00000250479","D5/D6",3.04463151948601
"ENSG00000251230 D5/D6","ENSG00000251230","D5/D6",3.04463151948601
"ENSG00000253426 D5/D6","ENSG00000253426","D5/D6",3.04463151948601
"ENSG00000253831 D5/D6","ENSG00000253831","D5/D6",3.04463151948601
"ENSG00000253846 D5/D6","ENSG00000253846","D5/D6",3.04463151948601
"ENSG00000254165 D5/D6","ENSG00000254165","D5/D6",3.04463151948601
"ENSG00000254593 D5/D6","ENSG00000254593","D5/D6",3.04463151948601
"ENSG00000254634 D5/D6","ENSG00000254634","D5/D6",3.04463151948601
"ENSG00000254726 D5/D6","ENSG00000254726","D5/D6",3.04463151948601
"ENSG00000254802 D5/D6","ENSG00000254802","D5/D6",3.04463151948601
"ENSG00000254838 D5/D6","ENSG00000254838","D5/D6",3.04463151948601
"ENSG00000256087 D5/D6","ENSG00000256087","D5/D6",3.04463151948601
"ENSG00000257122 D5/D6","ENSG00000257122","D5/D6",3.04463151948601
"ENSG00000257446 D5/D6","ENSG00000257446","D5/D6",3.04463151948601
"ENSG00000257621 D5/D6","ENSG00000257621","D5/D6",3.04463151948601
"ENSG00000257718 D5/D6","ENSG00000257718","D5/D6",3.04463151948601
"ENSG00000258449 D5/D6","ENSG00000258449","D5/D6",3.04463151948601
"ENSG00000258818 D5/D6","ENSG00000258818","D5/D6",3.04463151948601
"ENSG00000259673 D5/D6","ENSG00000259673","D5/D6",3.04463151948601
"ENSG00000260063 D5/D6","ENSG00000260063","D5/D6",3.04463151948601
"ENSG00000260386 D5/D6","ENSG00000260386","D5/D6",3.04463151948601
"ENSG00000260778 D5/D6","ENSG00000260778","D5/D6",3.04463151948601
"ENSG00000260793 D5/D6","ENSG00000260793","D5/D6",3.04463151948601
"ENSG00000260912 D5/D6","ENSG00000260912","D5/D6",3.04463151948601
"ENSG00000261159 D5/D6","ENSG00000261159","D5/D6",3.04463151948601
"ENSG00000261342 D5/D6","ENSG00000261342","D5/D6",3.04463151948601
"ENSG00000261490 D5/D6","ENSG00000261490","D5/D6",3.04463151948601
"ENSG00000261654 D5/D6","ENSG00000261654","D5/D6",3.04463151948601
"ENSG00000261762 D5/D6","ENSG00000261762","D5/D6",3.04463151948601
"ENSG00000261770 D5/D6","ENSG00000261770","D5/D6",3.04463151948601
"ENSG00000261971 D5/D6","ENSG00000261971","D5/D6",3.04463151948601
"ENSG00000262188 D5/D6","ENSG00000262188","D5/D6",3.04463151948601
"ENSG00000262580 D5/D6","ENSG00000262580","D5/D6",3.04463151948601
"ENSG00000262714 D5/D6","ENSG00000262714","D5/D6",3.04463151948601
"ENSG00000263001 D5/D6","ENSG00000263001","D5/D6",3.04463151948601
"ENSG00000263235 D5/D6","ENSG00000263235","D5/D6",3.04463151948601
"ENSG00000263680 D5/D6","ENSG00000263680","D5/D6",3.04463151948601
"ENSG00000265018 D5/D6","ENSG00000265018","D5/D6",3.04463151948601
"ENSG00000265972 D5/D6","ENSG00000265972","D5/D6",3.04463151948601
"ENSG00000266171 D5/D6","ENSG00000266171","D5/D6",3.04463151948601
"ENSG00000266236 D5/D6","ENSG00000266236","D5/D6",3.04463151948601
"ENSG00000266302 D5/D6","ENSG00000266302","D5/D6",3.04463151948601
"ENSG00000267128 D5/D6","ENSG00000267128","D5/D6",3.04463151948601
"ENSG00000267519 D5/D6","ENSG00000267519","D5/D6",3.04463151948601
"ENSG00000267565 D5/D6","ENSG00000267565","D5/D6",3.04463151948601
"ENSG00000269343 D5/D6","ENSG00000269343","D5/D6",3.04463151948601
"ENSG00000270751 D5/D6","ENSG00000270751","D5/D6",3.04463151948601
"ENSG00000271204 D5/D6","ENSG00000271204","D5/D6",3.04463151948601
"ENSG00000271425 D5/D6","ENSG00000271425","D5/D6",3.04463151948601
"ENSG00000271870 D5/D6","ENSG00000271870","D5/D6",3.04463151948601
"ENSG00000271976 D5/D6","ENSG00000271976","D5/D6",3.04463151948601
"ENSG00000271992 D5/D6","ENSG00000271992","D5/D6",3.04463151948601
"ENSG00000272505 D5/D6","ENSG00000272505","D5/D6",3.04463151948601
"ENSG00000272927 D5/D6","ENSG00000272927","D5/D6",3.04463151948601
"ENSG00000273045 D5/D6","ENSG00000273045","D5/D6",3.04463151948601
"ENSG00000273374 D5/D6","ENSG00000273374","D5/D6",3.04463151948601
"ENSG00000273611 D5/D6","ENSG00000273611","D5/D6",3.04463151948601
"ENSG00000274214 D5/D6","ENSG00000274214","D5/D6",3.04463151948601
"ENSG00000275092 D5/D6","ENSG00000275092","D5/D6",3.04463151948601
"ENSG00000275379 D5/D6","ENSG00000275379","D5/D6",3.04463151948601
"ENSG00000275645 D5/D6","ENSG00000275645","D5/D6",3.04463151948601
"ENSG00000275793 D5/D6","ENSG00000275793","D5/D6",3.04463151948601
"ENSG00000275964 D5/D6","ENSG00000275964","D5/D6",3.04463151948601
"ENSG00000276900 D5/D6","ENSG00000276900","D5/D6",3.04463151948601
"ENSG00000277402 D5/D6","ENSG00000277402","D5/D6",3.04463151948601
"ENSG00000277443 D5/D6","ENSG00000277443","D5/D6",3.04463151948601
"ENSG00000279114 D5/D6","ENSG00000279114","D5/D6",3.04463151948601
"ENSG00000279117 D5/D6","ENSG00000279117","D5/D6",3.04463151948601
"ENSG00000279191 D5/D6","ENSG00000279191","D5/D6",3.04463151948601
"ENSG00000279555 D5/D6","ENSG00000279555","D5/D6",3.04463151948601
"ENSG00000280194 D5/D6","ENSG00000280194","D5/D6",3.04463151948601
"ENSG00000280216 D5/D6","ENSG00000280216","D5/D6",3.04463151948601
"ENSG00000280334 D5/D6","ENSG00000280334","D5/D6",3.04463151948601
"ENSG00000281207 D5/D6","ENSG00000281207","D5/D6",3.04463151948601
"ENSG00000281649 D5/D6","ENSG00000281649","D5/D6",3.04463151948601
"ENSG00000284959 D5/D6","ENSG00000284959","D5/D6",3.04463151948601
"ENSG00000001461 F7/D6","ENSG00000001461","F7/D6",1.79457437534489
"ENSG00000008394 F7/D6","ENSG00000008394","F7/D6",1.79457437534489
"ENSG00000009335 F7/D6","ENSG00000009335","F7/D6",1.79457437534489
"ENSG00000011114 F7/D6","ENSG00000011114","F7/D6",1.79457437534489
"ENSG00000011485 F7/D6","ENSG00000011485","F7/D6",1.79457437534489
"ENSG00000012124 F7/D6","ENSG00000012124","F7/D6",1.79457437534489
"ENSG00000013573 F7/D6","ENSG00000013573","F7/D6",1.79457437534489
"ENSG00000031081 F7/D6","ENSG00000031081","F7/D6",1.79457437534489
"ENSG00000034693 F7/D6","ENSG00000034693","F7/D6",1.79457437534489
"ENSG00000052749 F7/D6","ENSG00000052749","F7/D6",1.79457437534489
"ENSG00000054179 F7/D6","ENSG00000054179","F7/D6",1.79457437534489
"ENSG00000054267 F7/D6","ENSG00000054267","F7/D6",1.79457437534489
"ENSG00000055957 F7/D6","ENSG00000055957","F7/D6",1.79457437534489
"ENSG00000057663 F7/D6","ENSG00000057663","F7/D6",1.79457437534489
"ENSG00000057935 F7/D6","ENSG00000057935","F7/D6",1.79457437534489
"ENSG00000058056 F7/D6","ENSG00000058056","F7/D6",1.79457437534489
"ENSG00000058600 F7/D6","ENSG00000058600","F7/D6",1.79457437534489
"ENSG00000058866 F7/D6","ENSG00000058866","F7/D6",1.79457437534489
"ENSG00000064309 F7/D6","ENSG00000064309","F7/D6",1.79457437534489
"ENSG00000065154 F7/D6","ENSG00000065154","F7/D6",1.79457437534489
"ENSG00000065923 F7/D6","ENSG00000065923","F7/D6",1.79457437534489
"ENSG00000066117 F7/D6","ENSG00000066117","F7/D6",1.79457437534489
"ENSG00000067057 F7/D6","ENSG00000067057","F7/D6",1.79457437534489
"ENSG00000067064 F7/D6","ENSG00000067064","F7/D6",1.79457437534489
"ENSG00000068024 F7/D6","ENSG00000068024","F7/D6",1.79457437534489
"ENSG00000068097 F7/D6","ENSG00000068097","F7/D6",1.79457437534489
"ENSG00000069275 F7/D6","ENSG00000069275","F7/D6",1.79457437534489
"ENSG00000069424 F7/D6","ENSG00000069424","F7/D6",1.79457437534489
"ENSG00000071282 F7/D6","ENSG00000071282","F7/D6",1.79457437534489
"ENSG00000071553 F7/D6","ENSG00000071553","F7/D6",1.79457437534489
"ENSG00000075399 F7/D6","ENSG00000075399","F7/D6",1.79457437534489
"ENSG00000075407 F7/D6","ENSG00000075407","F7/D6",1.79457437534489
"ENSG00000078070 F7/D6","ENSG00000078070","F7/D6",1.79457437534489
"ENSG00000078369 F7/D6","ENSG00000078369","F7/D6",1.79457437534489
"ENSG00000079616 F7/D6","ENSG00000079616","F7/D6",1.79457437534489
"ENSG00000080603 F7/D6","ENSG00000080603","F7/D6",1.79457437534489
"ENSG00000081148 F7/D6","ENSG00000081148","F7/D6",1.79457437534489
"ENSG00000085514 F7/D6","ENSG00000085514","F7/D6",1.79457437534489
"ENSG00000086061 F7/D6","ENSG00000086061","F7/D6",1.79457437534489
"ENSG00000086062 F7/D6","ENSG00000086062","F7/D6",1.79457437534489
"ENSG00000086589 F7/D6","ENSG00000086589","F7/D6",1.79457437534489
"ENSG00000086967 F7/D6","ENSG00000086967","F7/D6",1.79457437534489
"ENSG00000087152 F7/D6","ENSG00000087152","F7/D6",1.79457437534489
"ENSG00000090621 F7/D6","ENSG00000090621","F7/D6",1.79457437534489
"ENSG00000091136 F7/D6","ENSG00000091136","F7/D6",1.79457437534489
"ENSG00000093009 F7/D6","ENSG00000093009","F7/D6",1.79457437534489
"ENSG00000095015 F7/D6","ENSG00000095015","F7/D6",1.79457437534489
"ENSG00000095209 F7/D6","ENSG00000095209","F7/D6",1.79457437534489
"ENSG00000099282 F7/D6","ENSG00000099282","F7/D6",1.79457437534489
"ENSG00000099942 F7/D6","ENSG00000099942","F7/D6",1.79457437534489
"ENSG00000100030 F7/D6","ENSG00000100030","F7/D6",1.79457437534489
"ENSG00000100105 F7/D6","ENSG00000100105","F7/D6",1.79457437534489
"ENSG00000100156 F7/D6","ENSG00000100156","F7/D6",1.79457437534489
"ENSG00000100242 F7/D6","ENSG00000100242","F7/D6",1.79457437534489
"ENSG00000100422 F7/D6","ENSG00000100422","F7/D6",1.79457437534489
"ENSG00000100591 F7/D6","ENSG00000100591","F7/D6",1.79457437534489
"ENSG00000100852 F7/D6","ENSG00000100852","F7/D6",1.79457437534489
"ENSG00000100902 F7/D6","ENSG00000100902","F7/D6",1.79457437534489
"ENSG00000100918 F7/D6","ENSG00000100918","F7/D6",1.79457437534489
"ENSG00000100968 F7/D6","ENSG00000100968","F7/D6",1.79457437534489
"ENSG00000101187 F7/D6","ENSG00000101187","F7/D6",1.79457437534489
"ENSG00000101191 F7/D6","ENSG00000101191","F7/D6",1.79457437534489
"ENSG00000101307 F7/D6","ENSG00000101307","F7/D6",1.79457437534489
"ENSG00000101493 F7/D6","ENSG00000101493","F7/D6",1.79457437534489
"ENSG00000101670 F7/D6","ENSG00000101670","F7/D6",1.79457437534489
"ENSG00000102699 F7/D6","ENSG00000102699","F7/D6",1.79457437534489
"ENSG00000103150 F7/D6","ENSG00000103150","F7/D6",1.79457437534489
"ENSG00000103569 F7/D6","ENSG00000103569","F7/D6",1.79457437534489
"ENSG00000103942 F7/D6","ENSG00000103942","F7/D6",1.79457437534489
"ENSG00000104833 F7/D6","ENSG00000104833","F7/D6",1.79457437534489
"ENSG00000105127 F7/D6","ENSG00000105127","F7/D6",1.79457437534489
"ENSG00000105576 F7/D6","ENSG00000105576","F7/D6",1.79457437534489
"ENSG00000105642 F7/D6","ENSG00000105642","F7/D6",1.79457437534489
"ENSG00000105675 F7/D6","ENSG00000105675","F7/D6",1.79457437534489
"ENSG00000106624 F7/D6","ENSG00000106624","F7/D6",1.79457437534489
"ENSG00000106771 F7/D6","ENSG00000106771","F7/D6",1.79457437534489
"ENSG00000107249 F7/D6","ENSG00000107249","F7/D6",1.79457437534489
"ENSG00000107902 F7/D6","ENSG00000107902","F7/D6",1.79457437534489
"ENSG00000108557 F7/D6","ENSG00000108557","F7/D6",1.79457437534489
"ENSG00000108582 F7/D6","ENSG00000108582","F7/D6",1.79457437534489
"ENSG00000109670 F7/D6","ENSG00000109670","F7/D6",1.79457437534489
"ENSG00000109684 F7/D6","ENSG00000109684","F7/D6",1.79457437534489
"ENSG00000110665 F7/D6","ENSG00000110665","F7/D6",1.79457437534489
"ENSG00000110900 F7/D6","ENSG00000110900","F7/D6",1.79457437534489
"ENSG00000111266 F7/D6","ENSG00000111266","F7/D6",1.79457437534489
"ENSG00000111832 F7/D6","ENSG00000111832","F7/D6",1.79457437534489
"ENSG00000111850 F7/D6","ENSG00000111850","F7/D6",1.79457437534489
"ENSG00000111961 F7/D6","ENSG00000111961","F7/D6",1.79457437534489
"ENSG00000113387 F7/D6","ENSG00000113387","F7/D6",1.79457437534489
"ENSG00000114251 F7/D6","ENSG00000114251","F7/D6",1.79457437534489
"ENSG00000114948 F7/D6","ENSG00000114948","F7/D6",1.79457437534489
"ENSG00000115053 F7/D6","ENSG00000115053","F7/D6",1.79457437534489
"ENSG00000115306 F7/D6","ENSG00000115306","F7/D6",1.79457437534489
"ENSG00000115310 F7/D6","ENSG00000115310","F7/D6",1.79457437534489
"ENSG00000115339 F7/D6","ENSG00000115339","F7/D6",1.79457437534489
"ENSG00000115425 F7/D6","ENSG00000115425","F7/D6",1.79457437534489
"ENSG00000115850 F7/D6","ENSG00000115850","F7/D6",1.79457437534489
"ENSG00000115896 F7/D6","ENSG00000115896","F7/D6",1.79457437534489
"ENSG00000116209 F7/D6","ENSG00000116209","F7/D6",1.79457437534489
"ENSG00000116396 F7/D6","ENSG00000116396","F7/D6",1.79457437534489
"ENSG00000116678 F7/D6","ENSG00000116678","F7/D6",1.79457437534489
"ENSG00000117298 F7/D6","ENSG00000117298","F7/D6",1.79457437534489
"ENSG00000117676 F7/D6","ENSG00000117676","F7/D6",1.79457437534489
"ENSG00000117748 F7/D6","ENSG00000117748","F7/D6",1.79457437534489
"ENSG00000118181 F7/D6","ENSG00000118181","F7/D6",1.79457437534489
"ENSG00000118200 F7/D6","ENSG00000118200","F7/D6",1.79457437534489
"ENSG00000118503 F7/D6","ENSG00000118503","F7/D6",1.79457437534489
"ENSG00000118976 F7/D6","ENSG00000118976","F7/D6",1.79457437534489
"ENSG00000119227 F7/D6","ENSG00000119227","F7/D6",1.79457437534489
"ENSG00000119242 F7/D6","ENSG00000119242","F7/D6",1.79457437534489
"ENSG00000119608 F7/D6","ENSG00000119608","F7/D6",1.79457437534489
"ENSG00000119927 F7/D6","ENSG00000119927","F7/D6",1.79457437534489
"ENSG00000120675 F7/D6","ENSG00000120675","F7/D6",1.79457437534489
