"","Var1","Freq","gene","compare","gene_compare","FC","medianp"
"1674","ENSG00000171467 F7/D6",7,"ENSG00000171467","F7/D6","ENSG00000171467 F7/D6",0.930810122355707,0.0221071225908204
"1679","ENSG00000171490 F7/D6",4,"ENSG00000171490","F7/D6","ENSG00000171490 F7/D6",1.06099896367074,0.078951381767918
"1681","ENSG00000171492 F7/D6",8,"ENSG00000171492","F7/D6","ENSG00000171492 F7/D6",0.871121766632239,0.00179150803570793
"1684","ENSG00000171595 F7/D6",8,"ENSG00000171595","F7/D6","ENSG00000171595 F7/D6",2.4339803490346,0.00494334930436896
"1687","ENSG00000171786 F7/D6",9,"ENSG00000171786","F7/D6","ENSG00000171786 F7/D6",0.54962756393429,0.00226255746793523
"1716","ENSG00000172939 F7/D6",6,"ENSG00000172939","F7/D6","ENSG00000172939 F7/D6",0.923904429161875,0.0319491165807658
"1727","ENSG00000173930 F7/D6",10,"ENSG00000173930","F7/D6","ENSG00000173930 F7/D6",0.491074265025225,1.42580976492862e-05
"1736","ENSG00000174206 F7/D6",8,"ENSG00000174206","F7/D6","ENSG00000174206 F7/D6",1.20330837908228,0.0154090373711722
"1743","ENSG00000174695 F7/D6",5,"ENSG00000174695","F7/D6","ENSG00000174695 F7/D6",0.934561144525768,0.0721421661000563
"1746","ENSG00000174748 F7/D6",5,"ENSG00000174748","F7/D6","ENSG00000174748 F7/D6",1.09375518513659,0.0428382808957816
"1749","ENSG00000174749 F7/D6",10,"ENSG00000174749","F7/D6","ENSG00000174749 F7/D6",1.41539304358664,0.000324953139936428
"1764","ENSG00000175592 F7/D6",7,"ENSG00000175592","F7/D6","ENSG00000175592 F7/D6",1.40904008509353,0.00454765181463051
"1768","ENSG00000175606 F7/D6",9,"ENSG00000175606","F7/D6","ENSG00000175606 F7/D6",0.833522114384846,0.0074485831163637
"1776","ENSG00000176155 F7/D6",4,"ENSG00000176155","F7/D6","ENSG00000176155 F7/D6",1.16635378299322,0.0964408226477939
"1778","ENSG00000176160 F7/D6",10,"ENSG00000176160","F7/D6","ENSG00000176160 F7/D6",0.505916100574098,0.000975580399322884
"1781","ENSG00000176171 F7/D6",10,"ENSG00000176171","F7/D6","ENSG00000176171 F7/D6",1.35989109599536,2.39816068999814e-05
"1784","ENSG00000176209 F7/D6",5,"ENSG00000176209","F7/D6","ENSG00000176209 F7/D6",1.14349516898974,0.0559696155891185
"1789","ENSG00000176894 F7/D6",8,"ENSG00000176894","F7/D6","ENSG00000176894 F7/D6",0.820084980913989,0.0196908111177384
"1792","ENSG00000176903 F7/D6",4,"ENSG00000176903","F7/D6","ENSG00000176903 F7/D6",0.931662171875757,0.127105072917582
"1802","ENSG00000178038 F7/D6",6,"ENSG00000178038","F7/D6","ENSG00000178038 F7/D6",3.19051141303321,0.0180093424937857
"1807","ENSG00000178163 F7/D6",4,"ENSG00000178163","F7/D6","ENSG00000178163 F7/D6",0.957544108144144,0.333579412562715
"1810","ENSG00000178201 F7/D6",6,"ENSG00000178201","F7/D6","ENSG00000178201 F7/D6",0.78879595143695,0.0437414867867646
"1812","ENSG00000178297 F7/D6",5,"ENSG00000178297","F7/D6","ENSG00000178297 F7/D6",1.32796961905675,0.0483669920228062
"1818","ENSG00000178718 F7/D6",6,"ENSG00000178718","F7/D6","ENSG00000178718 F7/D6",0.763970511819509,0.0122250749881942
"1821","ENSG00000178764 F7/D6",10,"ENSG00000178764","F7/D6","ENSG00000178764 F7/D6",0.739367201413714,3.24474309901962e-05
"1823","ENSG00000178789 F7/D6",9,"ENSG00000178789","F7/D6","ENSG00000178789 F7/D6",0.395893946002012,0.0108804511269899
"1828","ENSG00000179222 F7/D6",7,"ENSG00000179222","F7/D6","ENSG00000179222 F7/D6",1.27235252539353,0.0264299993013099
"1838","ENSG00000179873 F7/D6",10,"ENSG00000179873","F7/D6","ENSG00000179873 F7/D6",0.239302571393417,8.90750182536857e-05
"1840","ENSG00000179978 F7/D6",10,"ENSG00000179978","F7/D6","ENSG00000179978 F7/D6",0.635302773207894,4.02345109563182e-05
"1842","ENSG00000180096 F7/D6",7,"ENSG00000180096","F7/D6","ENSG00000180096 F7/D6",0.852437670018151,0.00628843025765376
"1849","ENSG00000180573 F7/D6",9,"ENSG00000180573","F7/D6","ENSG00000180573 F7/D6",0.655783825380543,0.000377473915841445
"1852","ENSG00000180667 F7/D6",6,"ENSG00000180667","F7/D6","ENSG00000180667 F7/D6",1.030875363759,0.0180648681825177
"1855","ENSG00000180815 F7/D6",9,"ENSG00000180815","F7/D6","ENSG00000180815 F7/D6",1.56321493819753,0.00913634267633584
"1861","ENSG00000180884 F7/D6",7,"ENSG00000180884","F7/D6","ENSG00000180884 F7/D6",0.772720631114124,0.00846241885982199
"1865","ENSG00000181035 F7/D6",4,"ENSG00000181035","F7/D6","ENSG00000181035 F7/D6",0.914049653636486,0.191117253911141
"1870","ENSG00000181222 F7/D6",4,"ENSG00000181222","F7/D6","ENSG00000181222 F7/D6",0.945095139118595,0.0740936457744427
"1876","ENSG00000181588 F7/D6",8,"ENSG00000181588","F7/D6","ENSG00000181588 F7/D6",0.700114169207937,0.0120661849783846
"1882","ENSG00000181790 F7/D6",10,"ENSG00000181790","F7/D6","ENSG00000181790 F7/D6",2.30985758089953,0.000114786299610846
"1884","ENSG00000181804 F7/D6",10,"ENSG00000181804","F7/D6","ENSG00000181804 F7/D6",0.698423886554074,8.22227247977335e-05
"1893","ENSG00000182199 F7/D6",8,"ENSG00000182199","F7/D6","ENSG00000182199 F7/D6",0.899125685070995,0.00870405165938842
"1901","ENSG00000182489 F7/D6",6,"ENSG00000182489","F7/D6","ENSG00000182489 F7/D6",0.556297111496999,0.0244343259530947
"1903","ENSG00000182566 F7/D6",6,"ENSG00000182566","F7/D6","ENSG00000182566 F7/D6",1.97337906318676,0.0310284216030796
"1910","ENSG00000182944 F7/D6",6,"ENSG00000182944","F7/D6","ENSG00000182944 F7/D6",0.914102881540898,0.0233264667217567
"1913","ENSG00000183250 F7/D6",7,"ENSG00000183250","F7/D6","ENSG00000183250 F7/D6",1.28151066727071,0.015707825146929
"1924","ENSG00000183604 F7/D6",5,"ENSG00000183604","F7/D6","ENSG00000183604 F7/D6",0.914187784479379,0.0657027392225926
"1935","ENSG00000184507 F7/D6",5,"ENSG00000184507","F7/D6","ENSG00000184507 F7/D6",1.58401448509221,0.0849292452835739
"1940","ENSG00000184792 F7/D6",10,"ENSG00000184792","F7/D6","ENSG00000184792 F7/D6",2.21194042932809,0.000515721156312017
"1943","ENSG00000184903 F7/D6",4,"ENSG00000184903","F7/D6","ENSG00000184903 F7/D6",0.852594413935306,0.162526973413553
"1945","ENSG00000184916 F7/D6",9,"ENSG00000184916","F7/D6","ENSG00000184916 F7/D6",2.71294486041131,0.00213032412956337
"1953","ENSG00000185105 F7/D6",4,"ENSG00000185105","F7/D6","ENSG00000185105 F7/D6",1.23146909232566,0.0802887823771214
"1956","ENSG00000185201 F7/D6",10,"ENSG00000185201","F7/D6","ENSG00000185201 F7/D6",0.756944781900349,0.000960735190252749
"1963","ENSG00000185379 F7/D6",10,"ENSG00000185379","F7/D6","ENSG00000185379 F7/D6",1.18019924248133,0.00250808904745325
"1968","ENSG00000185787 F7/D6",4,"ENSG00000185787","F7/D6","ENSG00000185787 F7/D6",0.919235354706436,0.107716547025493
"1976","ENSG00000185933 F7/D6",6,"ENSG00000185933","F7/D6","ENSG00000185933 F7/D6",2.20366002248451,0.00802522340750068
"1979","ENSG00000186111 F7/D6",6,"ENSG00000186111","F7/D6","ENSG00000186111 F7/D6",0.861123793366223,0.0277780355702616
"1984","ENSG00000186298 F7/D6",6,"ENSG00000186298","F7/D6","ENSG00000186298 F7/D6",0.876462338988372,0.0383089272004008
"1986","ENSG00000186468 F7/D6",9,"ENSG00000186468","F7/D6","ENSG00000186468 F7/D6",1.18619631369281,0.00173144257198925
"1993","ENSG00000186765 F7/D6",5,"ENSG00000186765","F7/D6","ENSG00000186765 F7/D6",1.3489732025101,0.0429576106280673
"1997","ENSG00000187097 F7/D6",6,"ENSG00000187097","F7/D6","ENSG00000187097 F7/D6",1.13924073977671,0.0371158463586892
"2000","ENSG00000187122 F7/D6",7,"ENSG00000187122","F7/D6","ENSG00000187122 F7/D6",0.679269666756709,0.0130936925043803
"2003","ENSG00000187609 F7/D6",9,"ENSG00000187609","F7/D6","ENSG00000187609 F7/D6",1.34539693939411,0.00757507884735267
"2012","ENSG00000188026 F7/D6",4,"ENSG00000188026","F7/D6","ENSG00000188026 F7/D6",1.15179617441861,0.0837729204924136
"2015","ENSG00000188636 F7/D6",8,"ENSG00000188636","F7/D6","ENSG00000188636 F7/D6",1.24584377435035,0.00851768709926863
"2022","ENSG00000189420 F7/D6",8,"ENSG00000189420","F7/D6","ENSG00000189420 F7/D6",1.26641566450108,0.0138842078223128
"2030","ENSG00000196418 F7/D6",4,"ENSG00000196418","F7/D6","ENSG00000196418 F7/D6",0.901050521126654,0.168756247663979
"2033","ENSG00000196456 F7/D6",7,"ENSG00000196456","F7/D6","ENSG00000196456 F7/D6",0.783639452530048,0.02887023501426
"2036","ENSG00000196466 F7/D6",6,"ENSG00000196466","F7/D6","ENSG00000196466 F7/D6",0.842392049138427,0.0184063287577779
"2041","ENSG00000196741 F7/D6",4,"ENSG00000196741","F7/D6","ENSG00000196741 F7/D6",1.2112298144094,0.101873006221997
"2048","ENSG00000197093 F7/D6",7,"ENSG00000197093","F7/D6","ENSG00000197093 F7/D6",1.43906799276485,0.0124409032562302
"2053","ENSG00000197157 F7/D6",8,"ENSG00000197157","F7/D6","ENSG00000197157 F7/D6",1.08378600316689,0.00975797212015716
"2056","ENSG00000197444 F7/D6",10,"ENSG00000197444","F7/D6","ENSG00000197444 F7/D6",14.8876379728712,1.01915837789416e-08
"2061","ENSG00000197728 F7/D6",10,"ENSG00000197728","F7/D6","ENSG00000197728 F7/D6",3.75554938885168,3.5387155067619e-09
"2067","ENSG00000197822 F7/D6",10,"ENSG00000197822","F7/D6","ENSG00000197822 F7/D6",2.65245947927732,3.80404740263034e-07
"2073","ENSG00000198039 F7/D6",4,"ENSG00000198039","F7/D6","ENSG00000198039 F7/D6",0.880952606427795,0.0796065101119217
"2084","ENSG00000198393 F7/D6",5,"ENSG00000198393","F7/D6","ENSG00000198393 F7/D6",1.09607134003459,0.0548446230613094
"2100","ENSG00000198740 F7/D6",7,"ENSG00000198740","F7/D6","ENSG00000198740 F7/D6",0.803566618901321,0.0272828204010618
"2102","ENSG00000198783 F7/D6",4,"ENSG00000198783","F7/D6","ENSG00000198783 F7/D6",0.918499459173145,0.125857444762268
"2107","ENSG00000198816 F7/D6",8,"ENSG00000198816","F7/D6","ENSG00000198816 F7/D6",1.47017565779444,0.000317111743481128
"2113","ENSG00000198837 F7/D6",9,"ENSG00000198837","F7/D6","ENSG00000198837 F7/D6",0.82787191674486,0.00138155642701132
"2115","ENSG00000198841 F7/D6",6,"ENSG00000198841","F7/D6","ENSG00000198841 F7/D6",0.886575990425475,0.0234672086293392
"2121","ENSG00000198899 F7/D6",8,"ENSG00000198899","F7/D6","ENSG00000198899 F7/D6",1.31780673961468,0.00264647497165788
"2126","ENSG00000198911 F7/D6",10,"ENSG00000198911","F7/D6","ENSG00000198911 F7/D6",0.889457533718274,0.00482216308462213
"2129","ENSG00000199347 F7/D6",4,"ENSG00000199347","F7/D6","ENSG00000199347 F7/D6",0.690835853010737,0.107339659785251
"2131","ENSG00000203761 F7/D6",5,"ENSG00000203761","F7/D6","ENSG00000203761 F7/D6",1.086389587191,0.138479686024301
"2137","ENSG00000203814 F7/D6",6,"ENSG00000203814","F7/D6","ENSG00000203814 F7/D6",0.753729269398851,0.0260510672901559
"2143","ENSG00000203995 F7/D6",7,"ENSG00000203995","F7/D6","ENSG00000203995 F7/D6",0.855528514699726,0.0243641959012642
"2148","ENSG00000204084 F7/D6",6,"ENSG00000204084","F7/D6","ENSG00000204084 F7/D6",0.91540873144555,0.0286261714496078
"2162","ENSG00000204366 F7/D6",4,"ENSG00000204366","F7/D6","ENSG00000204366 F7/D6",0.855513390529659,0.128201895973728
"2170","ENSG00000204619 F7/D6",8,"ENSG00000204619","F7/D6","ENSG00000204619 F7/D6",0.859786578975201,0.00303490119791448
"2175","ENSG00000204634 F7/D6",10,"ENSG00000204634","F7/D6","ENSG00000204634 F7/D6",2.2800054321608,1.44263242692494e-05
"2178","ENSG00000204673 F7/D6",9,"ENSG00000204673","F7/D6","ENSG00000204673 F7/D6",0.794291246523226,0.00637428119679189
"2184","ENSG00000205089 F7/D6",10,"ENSG00000205089","F7/D6","ENSG00000205089 F7/D6",0.447956506884678,1.686449918595e-06
"2187","ENSG00000205356 F7/D6",5,"ENSG00000205356","F7/D6","ENSG00000205356 F7/D6",0.900642827904022,0.0454972391413361
"2190","ENSG00000205413 F7/D6",9,"ENSG00000205413","F7/D6","ENSG00000205413 F7/D6",0.749772966276187,5.18709714145259e-05
"2194","ENSG00000205710 F7/D6",5,"ENSG00000205710","F7/D6","ENSG00000205710 F7/D6",1.29919720210695,0.0589742537164111
"2199","ENSG00000205978 F7/D6",8,"ENSG00000205978","F7/D6","ENSG00000205978 F7/D6",3.35265359456765,0.00238746048170514
"2205","ENSG00000206418 F7/D6",10,"ENSG00000206418","F7/D6","ENSG00000206418 F7/D6",1.58304990396281,1.06081944215672e-05
"2210","ENSG00000206573 F7/D6",4,"ENSG00000206573","F7/D6","ENSG00000206573 F7/D6",1.10703268677858,0.144932123983118
"2225","ENSG00000210112 F7/D6",8,"ENSG00000210112","F7/D6","ENSG00000210112 F7/D6",1.47731421672783,0.00305751472624174
"2228","ENSG00000210196 F7/D6",7,"ENSG00000210196","F7/D6","ENSG00000210196 F7/D6",1.38090248703307,0.00632897959638057
"2231","ENSG00000211452 F7/D6",5,"ENSG00000211452","F7/D6","ENSG00000211452 F7/D6",0.732377232071736,0.065522690304493
"2235","ENSG00000211639 F7/D6",4,"ENSG00000211639","F7/D6","ENSG00000211639 F7/D6",0.520212595680455,0.144389520601762
"2238","ENSG00000211891 F7/D6",10,"ENSG00000211891","F7/D6","ENSG00000211891 F7/D6",1.8139675409518,0.000898492524335403
"2241","ENSG00000211937 F7/D6",9,"ENSG00000211937","F7/D6","ENSG00000211937 F7/D6",0.539071304707678,0.000337674574894913
"2244","ENSG00000212719 F7/D6",7,"ENSG00000212719","F7/D6","ENSG00000212719 F7/D6",1.79012131392656,0.0314539460842125
"2247","ENSG00000213064 F7/D6",7,"ENSG00000213064","F7/D6","ENSG00000213064 F7/D6",0.913646935306433,0.0209625481063892
"2262","ENSG00000213928 F7/D6",6,"ENSG00000213928","F7/D6","ENSG00000213928 F7/D6",0.900501926415547,0.0425952850284951
"2267","ENSG00000214212 F7/D6",9,"ENSG00000214212","F7/D6","ENSG00000214212 F7/D6",1.81108057061545,4.03433936005165e-05
"2279","ENSG00000214783 F7/D6",9,"ENSG00000214783","F7/D6","ENSG00000214783 F7/D6",1.37000480950521,0.000245574668472098
"2291","ENSG00000215190 F7/D6",9,"ENSG00000215190","F7/D6","ENSG00000215190 F7/D6",0.741643130316437,0.00340017038303752
"2294","ENSG00000215347 F7/D6",7,"ENSG00000215347","F7/D6","ENSG00000215347 F7/D6",1.62996453386903,0.00379036264951483
"2297","ENSG00000215493 F7/D6",6,"ENSG00000215493","F7/D6","ENSG00000215493 F7/D6",1.36212041419926,0.0476873242683152
"2304","ENSG00000216937 F7/D6",6,"ENSG00000216937","F7/D6","ENSG00000216937 F7/D6",1.18390873455873,0.0314837513566055
"2306","ENSG00000217643 F7/D6",5,"ENSG00000217643","F7/D6","ENSG00000217643 F7/D6",1.49240684099331,0.0363467747585944
"2321","ENSG00000220614 F7/D6",7,"ENSG00000220614","F7/D6","ENSG00000220614 F7/D6",0.649042679528684,0.0122533468480204
"2343","ENSG00000224137 F7/D6",10,"ENSG00000224137","F7/D6","ENSG00000224137 F7/D6",0.544990114714414,1.79720665826298e-05
"2355","ENSG00000225037 F7/D6",4,"ENSG00000225037","F7/D6","ENSG00000225037 F7/D6",0.662268954104788,0.112877681433868
"2358","ENSG00000225556 F7/D6",4,"ENSG00000225556","F7/D6","ENSG00000225556 F7/D6",0.644730808564845,0.0857518227038644
"2362","ENSG00000225988 F7/D6",6,"ENSG00000225988","F7/D6","ENSG00000225988 F7/D6",2.69640451939516,0.0203602313582641
"2364","ENSG00000226067 F7/D6",9,"ENSG00000226067","F7/D6","ENSG00000226067 F7/D6",0.780495226889591,0.00354696777496651
"2382","ENSG00000226942 F7/D6",7,"ENSG00000226942","F7/D6","ENSG00000226942 F7/D6",1.51864865918545,0.00602253202609645
"2384","ENSG00000227038 F7/D6",4,"ENSG00000227038","F7/D6","ENSG00000227038 F7/D6",1.69090805927531,0.0986192295745758
"2388","ENSG00000227176 F7/D6",9,"ENSG00000227176","F7/D6","ENSG00000227176 F7/D6",0.427784846266808,0.00546152678894295
"2395","ENSG00000227398 F7/D6",7,"ENSG00000227398","F7/D6","ENSG00000227398 F7/D6",0.772099018459044,0.0145705770378056
"2407","ENSG00000228590 F7/D6",6,"ENSG00000228590","F7/D6","ENSG00000228590 F7/D6",0.706330758317275,0.0443149998471119
"2409","ENSG00000228923 F7/D6",4,"ENSG00000228923","F7/D6","ENSG00000228923 F7/D6",1.53031040071142,0.090349141993078
"2420","ENSG00000229474 F7/D6",9,"ENSG00000229474","F7/D6","ENSG00000229474 F7/D6",0.777812384849535,0.0042489265064621
"2425","ENSG00000230266 F7/D6",8,"ENSG00000230266","F7/D6","ENSG00000230266 F7/D6",1.20983620454493,0.0165399554832638
"2434","ENSG00000230590 F7/D6",9,"ENSG00000230590","F7/D6","ENSG00000230590 F7/D6",0.838518442449336,0.00183828423659904
"2436","ENSG00000230638 F7/D6",4,"ENSG00000230638","F7/D6","ENSG00000230638 F7/D6",1.3772482216694,0.114954075921907
"2438","ENSG00000230649 F7/D6",5,"ENSG00000230649","F7/D6","ENSG00000230649 F7/D6",1.87149277732193,0.115752108500176
"2448","ENSG00000231104 F7/D6",4,"ENSG00000231104","F7/D6","ENSG00000231104 F7/D6",1.34098734708472,0.0783413605804487
"2461","ENSG00000231500 F7/D6",9,"ENSG00000231500","F7/D6","ENSG00000231500 F7/D6",1.19991528853031,0.00139641173761284
"2464","ENSG00000231507 F7/D6",5,"ENSG00000231507","F7/D6","ENSG00000231507 F7/D6",0.607152677992787,0.0395517825324099
"2467","ENSG00000231527 F7/D6",10,"ENSG00000231527","F7/D6","ENSG00000231527 F7/D6",1.87784169527686,0.000170717531259588
"2469","ENSG00000231584 F7/D6",9,"ENSG00000231584","F7/D6","ENSG00000231584 F7/D6",1.32403226958229,0.00652433580607812
"2481","ENSG00000232006 F7/D6",8,"ENSG00000232006","F7/D6","ENSG00000232006 F7/D6",2.69995164447381,0.00856043440024384
"2484","ENSG00000232082 F7/D6",9,"ENSG00000232082","F7/D6","ENSG00000232082 F7/D6",1.85479573137892,0.0138031029922695
"2492","ENSG00000232573 F7/D6",7,"ENSG00000232573","F7/D6","ENSG00000232573 F7/D6",1.28395237830858,0.009285300323794
"2523","ENSG00000234678 F7/D6",4,"ENSG00000234678","F7/D6","ENSG00000234678 F7/D6",0.719261452405134,0.0992879171837268
"2549","ENSG00000235989 F7/D6",4,"ENSG00000235989","F7/D6","ENSG00000235989 F7/D6",1.38546910224669,0.22347166379482
"2551","ENSG00000236056 F7/D6",5,"ENSG00000236056","F7/D6","ENSG00000236056 F7/D6",2.25136268107655,0.0984735931745178
"2554","ENSG00000236104 F7/D6",8,"ENSG00000236104","F7/D6","ENSG00000236104 F7/D6",0.803886562757433,0.00869365239680829
"2557","ENSG00000236129 F7/D6",10,"ENSG00000236129","F7/D6","ENSG00000236129 F7/D6",2.56959252301582,0.000819487863363798
"2560","ENSG00000236144 F7/D6",6,"ENSG00000236144","F7/D6","ENSG00000236144 F7/D6",1.15657440230642,0.0167281506775502
"2575","ENSG00000237111 F7/D6",8,"ENSG00000237111","F7/D6","ENSG00000237111 F7/D6",1.44604230230634,0.00101492071231374
"2578","ENSG00000237301 F7/D6",10,"ENSG00000237301","F7/D6","ENSG00000237301 F7/D6",2.11380101933882,0.000742408293563111
"2596","ENSG00000238228 F7/D6",4,"ENSG00000238228","F7/D6","ENSG00000238228 F7/D6",0.886737836867027,0.195056458973643
"2615","ENSG00000239951 F7/D6",10,"ENSG00000239951","F7/D6","ENSG00000239951 F7/D6",0.00818392754908987,1.73411443844707e-08
"2618","ENSG00000240065 F7/D6",10,"ENSG00000240065","F7/D6","ENSG00000240065 F7/D6",0.822070421209832,0.000278082569079242
"2626","ENSG00000240429 F7/D6",10,"ENSG00000240429","F7/D6","ENSG00000240429 F7/D6",0.590733694203392,8.74128825273427e-05
"2639","ENSG00000243230 F7/D6",7,"ENSG00000243230","F7/D6","ENSG00000243230 F7/D6",2.24990471445879,0.0130248523853854
"2645","ENSG00000243660 F7/D6",4,"ENSG00000243660","F7/D6","ENSG00000243660 F7/D6",1.60602653410876,0.0874475149417285
"2648","ENSG00000243789 F7/D6",5,"ENSG00000243789","F7/D6","ENSG00000243789 F7/D6",1.2495252006945,0.0499838280557179
"2657","ENSG00000244560 F7/D6",5,"ENSG00000244560","F7/D6","ENSG00000244560 F7/D6",1.2213123580763,0.0835012933183796
"2667","ENSG00000246596 F7/D6",5,"ENSG00000246596","F7/D6","ENSG00000246596 F7/D6",1.28938926182335,0.0461244166570007
"2672","ENSG00000247121 F7/D6",5,"ENSG00000247121","F7/D6","ENSG00000247121 F7/D6",1.18114096767847,0.0448117483906526
"2679","ENSG00000247473 F7/D6",6,"ENSG00000247473","F7/D6","ENSG00000247473 F7/D6",1.33945399690312,0.0334949311750661
"2691","ENSG00000248202 F7/D6",4,"ENSG00000248202","F7/D6","ENSG00000248202 F7/D6",1.47221983083266,0.0648227310114143
"2696","ENSG00000248508 F7/D6",9,"ENSG00000248508","F7/D6","ENSG00000248508 F7/D6",0.803538813554542,0.00620455675939565
"2704","ENSG00000249087 F7/D6",7,"ENSG00000249087","F7/D6","ENSG00000249087 F7/D6",1.30655724388328,0.0204555955684381
"2716","ENSG00000249509 F7/D6",10,"ENSG00000249509","F7/D6","ENSG00000249509 F7/D6",1.797943785414,0.00118231481084039
"2719","ENSG00000249855 F7/D6",4,"ENSG00000249855","F7/D6","ENSG00000249855 F7/D6",1.12041310175295,0.237796015929629
"2722","ENSG00000250011 F7/D6",4,"ENSG00000250011","F7/D6","ENSG00000250011 F7/D6",0.753374466070161,0.0862951687441432
"2737","ENSG00000250479 F7/D6",4,"ENSG00000250479","F7/D6","ENSG00000250479 F7/D6",1.26623507546281,0.0626812562616118
"2748","ENSG00000250859 F7/D6",5,"ENSG00000250859","F7/D6","ENSG00000250859 F7/D6",1.65137181526645,0.0492573932655436
"2753","ENSG00000251230 F7/D6",9,"ENSG00000251230","F7/D6","ENSG00000251230 F7/D6",0.189553594107328,8.03776953552882e-05
"2756","ENSG00000251364 F7/D6",4,"ENSG00000251364","F7/D6","ENSG00000251364 F7/D6",1.18885679460879,0.0624507705728004
"2761","ENSG00000251634 F7/D6",10,"ENSG00000251634","F7/D6","ENSG00000251634 F7/D6",0.676342407581754,5.7917128138532e-05
"2773","ENSG00000253426 F7/D6",6,"ENSG00000253426","F7/D6","ENSG00000253426 F7/D6",1.70996125461862,0.0321822822353426
"2777","ENSG00000253666 F7/D6",9,"ENSG00000253666","F7/D6","ENSG00000253666 F7/D6",1.33946977173501,0.00609758548069097
"2779","ENSG00000253741 F7/D6",10,"ENSG00000253741","F7/D6","ENSG00000253741 F7/D6",2.97205654060311,0.00115987149968683
"2785","ENSG00000253831 F7/D6",10,"ENSG00000253831","F7/D6","ENSG00000253831 F7/D6",3.83484517189505,1.73729516977815e-06
"2788","ENSG00000253846 F7/D6",10,"ENSG00000253846","F7/D6","ENSG00000253846 F7/D6",0.609718096828995,0.00100974517225336
"2795","ENSG00000254298 F7/D6",4,"ENSG00000254298","F7/D6","ENSG00000254298 F7/D6",1.40519670635285,0.0611554198073487
"2803","ENSG00000254701 F7/D6",10,"ENSG00000254701","F7/D6","ENSG00000254701 F7/D6",0.66700052985613,0.000925441880605464
"2806","ENSG00000254726 F7/D6",10,"ENSG00000254726","F7/D6","ENSG00000254726 F7/D6",2.27736811231204,0.000927031850065176
"2809","ENSG00000254802 F7/D6",7,"ENSG00000254802","F7/D6","ENSG00000254802 F7/D6",0.751630793798592,0.0166813059447642
"2812","ENSG00000254838 F7/D6",6,"ENSG00000254838","F7/D6","ENSG00000254838 F7/D6",0.897483558961544,0.0195496147773309
"2820","ENSG00000255823 F7/D6",5,"ENSG00000255823","F7/D6","ENSG00000255823 F7/D6",1.44841644915341,0.052882418016327
"2825","ENSG00000256087 F7/D6",4,"ENSG00000256087","F7/D6","ENSG00000256087 F7/D6",1.13077063390679,0.108970967991323
"2830","ENSG00000256274 F7/D6",6,"ENSG00000256274","F7/D6","ENSG00000256274 F7/D6",1.52543530438205,0.00407757816196015
"2839","ENSG00000257122 F7/D6",10,"ENSG00000257122","F7/D6","ENSG00000257122 F7/D6",0.74575100311281,0.000432211413590372
"2876","ENSG00000259295 F7/D6",5,"ENSG00000259295","F7/D6","ENSG00000259295 F7/D6",1.44943211183447,0.0665812105829797
"2884","ENSG00000259529 F7/D6",6,"ENSG00000259529","F7/D6","ENSG00000259529 F7/D6",0.810920861485163,0.0295848273016553
"2889","ENSG00000259810 F7/D6",8,"ENSG00000259810","F7/D6","ENSG00000259810 F7/D6",2.45960085883602,0.011552719706812
"2895","ENSG00000260103 F7/D6",4,"ENSG00000260103","F7/D6","ENSG00000260103 F7/D6",1.21930289616378,0.0650463235443614
"2911","ENSG00000260386 F7/D6",10,"ENSG00000260386","F7/D6","ENSG00000260386 F7/D6",0.468815637357909,0.000866026551452506
"2913","ENSG00000260698 F7/D6",5,"ENSG00000260698","F7/D6","ENSG00000260698 F7/D6",0.771666537714854,0.0961660233959824
"2916","ENSG00000260719 F7/D6",7,"ENSG00000260719","F7/D6","ENSG00000260719 F7/D6",0.739454653179292,0.0379866360975698
"2919","ENSG00000260778 F7/D6",4,"ENSG00000260778","F7/D6","ENSG00000260778 F7/D6",1.73729806765976,0.070262987943928
"2931","ENSG00000261159 F7/D6",9,"ENSG00000261159","F7/D6","ENSG00000261159 F7/D6",0.634347622264915,0.0122866863890386
"2941","ENSG00000261335 F7/D6",4,"ENSG00000261335","F7/D6","ENSG00000261335 F7/D6",0.628360149766635,0.106552888886993
"2949","ENSG00000261490 F7/D6",5,"ENSG00000261490","F7/D6","ENSG00000261490 F7/D6",0.831794651247773,0.0455399972276974
"2955","ENSG00000261762 F7/D6",6,"ENSG00000261762","F7/D6","ENSG00000261762 F7/D6",0.738706684688315,0.025042742444802
"2958","ENSG00000261770 F7/D6",10,"ENSG00000261770","F7/D6","ENSG00000261770 F7/D6",0.632184838908063,0.000272096719289732
"2961","ENSG00000261794 F7/D6",10,"ENSG00000261794","F7/D6","ENSG00000261794 F7/D6",1.92596903030987,0.00173479952845324
"2969","ENSG00000262188 F7/D6",10,"ENSG00000262188","F7/D6","ENSG00000262188 F7/D6",3.62266929966018,5.9955951083597e-06
"2971","ENSG00000262209 F7/D6",6,"ENSG00000262209","F7/D6","ENSG00000262209 F7/D6",1.31239155051515,0.0305742410465298
"2976","ENSG00000262580 F7/D6",9,"ENSG00000262580","F7/D6","ENSG00000262580 F7/D6",1.24795414969681,0.000498877039213686
"2979","ENSG00000262714 F7/D6",10,"ENSG00000262714","F7/D6","ENSG00000262714 F7/D6",1.76483065774576,0.00343975088058077
"2988","ENSG00000263413 F7/D6",9,"ENSG00000263413","F7/D6","ENSG00000263413 F7/D6",2.9482757937019,0.000758064358655825
