"","Var1","Freq","gene","compare","gene_compare","FC","medianp"
"2130","ENSG00000203761 D5/D6",10,"ENSG00000203761","D5/D6","ENSG00000203761 D5/D6",1.32706042730427,0.000883490392677601
"2142","ENSG00000203995 D5/D6",10,"ENSG00000203995","D5/D6","ENSG00000203995 D5/D6",1.74045089366236,6.3363952733435e-06
"2147","ENSG00000204084 D5/D6",10,"ENSG00000204084","D5/D6","ENSG00000204084 D5/D6",0.889467256455862,0.016220858368252
"2153","ENSG00000204138 D5/D6",9,"ENSG00000204138","D5/D6","ENSG00000204138 D5/D6",1.37464586471234,4.87875972981574e-05
"2156","ENSG00000204186 D5/D6",8,"ENSG00000204186","D5/D6","ENSG00000204186 D5/D6",0.840417701000391,0.0156069663142971
"2159","ENSG00000204220 D5/D6",6,"ENSG00000204220","D5/D6","ENSG00000204220 D5/D6",1.1416064274746,0.0388947926205283
"2161","ENSG00000204366 D5/D6",8,"ENSG00000204366","D5/D6","ENSG00000204366 D5/D6",1.57082774765102,0.00183190462140058
"2163","ENSG00000204386 D5/D6",5,"ENSG00000204386","D5/D6","ENSG00000204386 D5/D6",0.845210268816425,0.0537621580701395
"2166","ENSG00000204519 D5/D6",4,"ENSG00000204519","D5/D6","ENSG00000204519 D5/D6",1.41184387231051,0.0769671080432205
"2169","ENSG00000204619 D5/D6",5,"ENSG00000204619","D5/D6","ENSG00000204619 D5/D6",0.913440768991278,0.0594505260896041
"2172","ENSG00000204623 D5/D6",7,"ENSG00000204623","D5/D6","ENSG00000204623 D5/D6",1.1363611730707,0.0164000004435232
"2174","ENSG00000204634 D5/D6",9,"ENSG00000204634","D5/D6","ENSG00000204634 D5/D6",1.43673799821327,0.00141302843126189
"2177","ENSG00000204673 D5/D6",9,"ENSG00000204673","D5/D6","ENSG00000204673 D5/D6",1.39157933876677,0.000406973726007302
"2183","ENSG00000205089 D5/D6",8,"ENSG00000205089","D5/D6","ENSG00000205089 D5/D6",0.812526776380603,0.00946591731381226
"2186","ENSG00000205356 D5/D6",9,"ENSG00000205356","D5/D6","ENSG00000205356 D5/D6",0.74032065357402,0.000640226007005986
"2189","ENSG00000205413 D5/D6",10,"ENSG00000205413","D5/D6","ENSG00000205413 D5/D6",0.626420088050215,3.516156075268e-06
"2196","ENSG00000205765 D5/D6",6,"ENSG00000205765","D5/D6","ENSG00000205765 D5/D6",1.10183840355542,0.0335793332722132
"2198","ENSG00000205937 D5/D6",8,"ENSG00000205937","D5/D6","ENSG00000205937 D5/D6",1.148459333364,0.00739327719154882
"2204","ENSG00000206418 D5/D6",8,"ENSG00000206418","D5/D6","ENSG00000206418 D5/D6",0.849568913909722,0.0113943278992925
"2224","ENSG00000210112 D5/D6",7,"ENSG00000210112","D5/D6","ENSG00000210112 D5/D6",1.43909983879479,0.00563014083196988
"2227","ENSG00000210196 D5/D6",10,"ENSG00000210196","D5/D6","ENSG00000210196 D5/D6",1.67120708489503,0.000161075018648216
"2233","ENSG00000211638 D5/D6",10,"ENSG00000211638","D5/D6","ENSG00000211638 D5/D6",2.22624135815148,4.59775705260596e-05
"2237","ENSG00000211891 D5/D6",9,"ENSG00000211891","D5/D6","ENSG00000211891 D5/D6",0.465795737740622,0.00114054806220009
"2240","ENSG00000211937 D5/D6",7,"ENSG00000211937","D5/D6","ENSG00000211937 D5/D6",1.4445310460304,0.00389654218029673
"2243","ENSG00000212719 D5/D6",9,"ENSG00000212719","D5/D6","ENSG00000212719 D5/D6",2.57783140738949,0.0008633597196347
"2246","ENSG00000213064 D5/D6",4,"ENSG00000213064","D5/D6","ENSG00000213064 D5/D6",1.05865023398764,0.26676433569456
"2255","ENSG00000213860 D5/D6",6,"ENSG00000213860","D5/D6","ENSG00000213860 D5/D6",1.21738099021477,0.0213791663483883
"2261","ENSG00000213928 D5/D6",4,"ENSG00000213928","D5/D6","ENSG00000213928 D5/D6",0.948283538540725,0.193094416015468
"2269","ENSG00000214215 D5/D6",10,"ENSG00000214215","D5/D6","ENSG00000214215 D5/D6",0.392269959449682,0.00150682473625668
"2275","ENSG00000214300 D5/D6",6,"ENSG00000214300","D5/D6","ENSG00000214300 D5/D6",1.40308470247528,0.00949208436738689
"2278","ENSG00000214783 D5/D6",4,"ENSG00000214783","D5/D6","ENSG00000214783 D5/D6",0.887813230996625,0.102080480771695
"2283","ENSG00000214827 D5/D6",10,"ENSG00000214827","D5/D6","ENSG00000214827 D5/D6",2.08924897856588,0.000201567820182936
"2286","ENSG00000214940 D5/D6",9,"ENSG00000214940","D5/D6","ENSG00000214940 D5/D6",1.29214054108703,0.00242639768691023
"2290","ENSG00000215190 D5/D6",5,"ENSG00000215190","D5/D6","ENSG00000215190 D5/D6",1.17307332402024,0.0473745752301408
"2293","ENSG00000215347 D5/D6",4,"ENSG00000215347","D5/D6","ENSG00000215347 D5/D6",0.729159922485231,0.12016338415539
"2296","ENSG00000215493 D5/D6",7,"ENSG00000215493","D5/D6","ENSG00000215493 D5/D6",1.23425222411158,0.0302731368763951
"2308","ENSG00000217801 D5/D6",9,"ENSG00000217801","D5/D6","ENSG00000217801 D5/D6",0.699064288948053,0.000789638278105079
"2314","ENSG00000218891 D5/D6",5,"ENSG00000218891","D5/D6","ENSG00000218891 D5/D6",1.37778278742656,0.0444253497559471
"2318","ENSG00000220201 D5/D6",7,"ENSG00000220201","D5/D6","ENSG00000220201 D5/D6",1.3819077357099,0.00749047160936544
"2320","ENSG00000220614 D5/D6",6,"ENSG00000220614","D5/D6","ENSG00000220614 D5/D6",0.7170196808427,0.0380143421738168
"2324","ENSG00000222009 D5/D6",6,"ENSG00000222009","D5/D6","ENSG00000222009 D5/D6",0.600924949143973,0.0251457264531878
"2327","ENSG00000222389 D5/D6",8,"ENSG00000222389","D5/D6","ENSG00000222389 D5/D6",0.340857764089071,0.0102992446629767
"2335","ENSG00000223705 D5/D6",10,"ENSG00000223705","D5/D6","ENSG00000223705 D5/D6",1.37240381036109,3.20001251886727e-05
"2342","ENSG00000224137 D5/D6",10,"ENSG00000224137","D5/D6","ENSG00000224137 D5/D6",2.27109450907242,2.1458049823758e-06
"2354","ENSG00000224897 D5/D6",5,"ENSG00000224897","D5/D6","ENSG00000224897 D5/D6",0.612543267268284,0.046304142803227
"2357","ENSG00000225556 D5/D6",9,"ENSG00000225556","D5/D6","ENSG00000225556 D5/D6",2.91910870801995,0.00405684163234583
"2367","ENSG00000226268 D5/D6",7,"ENSG00000226268","D5/D6","ENSG00000226268 D5/D6",1.52125215590056,0.0241513449870625
"2371","ENSG00000226397 D5/D6",10,"ENSG00000226397","D5/D6","ENSG00000226397 D5/D6",3.41309227233716,0.000279646461902208
"2381","ENSG00000226942 D5/D6",7,"ENSG00000226942","D5/D6","ENSG00000226942 D5/D6",1.35919965866474,0.0193498715683342
"2385","ENSG00000227057 D5/D6",10,"ENSG00000227057","D5/D6","ENSG00000227057 D5/D6",1.27981286799877,0.00127035493244304
"2387","ENSG00000227176 D5/D6",9,"ENSG00000227176","D5/D6","ENSG00000227176 D5/D6",0.463662005682888,0.00616867177366977
"2394","ENSG00000227398 D5/D6",7,"ENSG00000227398","D5/D6","ENSG00000227398 D5/D6",0.835620338913769,0.0395332121731105
"2406","ENSG00000228590 D5/D6",10,"ENSG00000228590","D5/D6","ENSG00000228590 D5/D6",0.285167779629184,0.000302168965078548
"2410","ENSG00000228955 D5/D6",8,"ENSG00000228955","D5/D6","ENSG00000228955 D5/D6",0.549549942381547,0.00756865799216514
"2413","ENSG00000229153 D5/D6",6,"ENSG00000229153","D5/D6","ENSG00000229153 D5/D6",0.582183869801244,0.0410465664775635
"2419","ENSG00000229474 D5/D6",5,"ENSG00000229474","D5/D6","ENSG00000229474 D5/D6",0.864217689520119,0.0442780610838233
"2424","ENSG00000230266 D5/D6",6,"ENSG00000230266","D5/D6","ENSG00000230266 D5/D6",0.756943212938956,0.0066189578190764
"2427","ENSG00000230300 D5/D6",6,"ENSG00000230300","D5/D6","ENSG00000230300 D5/D6",1.45373314926032,0.0351200649466099
"2444","ENSG00000230795 D5/D6",8,"ENSG00000230795","D5/D6","ENSG00000230795 D5/D6",0.392015574796937,0.00535219817821098
"2450","ENSG00000231160 D5/D6",9,"ENSG00000231160","D5/D6","ENSG00000231160 D5/D6",0.463653068485927,0.000563035643619635
"2453","ENSG00000231177 D5/D6",4,"ENSG00000231177","D5/D6","ENSG00000231177 D5/D6",1.21434980267003,0.0726051532034243
"2456","ENSG00000231181 D5/D6",8,"ENSG00000231181","D5/D6","ENSG00000231181 D5/D6",1.57276918939644,0.0200730073435452
"2460","ENSG00000231500 D5/D6",10,"ENSG00000231500","D5/D6","ENSG00000231500 D5/D6",1.4605418997539,1.62310862895145e-05
"2463","ENSG00000231507 D5/D6",8,"ENSG00000231507","D5/D6","ENSG00000231507 D5/D6",0.467037505859277,0.0189003810997681
"2473","ENSG00000231789 D5/D6",5,"ENSG00000231789","D5/D6","ENSG00000231789 D5/D6",1.20692449135609,0.0668050480718612
"2486","ENSG00000232133 D5/D6",6,"ENSG00000232133","D5/D6","ENSG00000232133 D5/D6",0.402982655918694,0.0221157926746133
"2489","ENSG00000232398 D5/D6",4,"ENSG00000232398","D5/D6","ENSG00000232398 D5/D6",0.745228901207814,0.260618325670764
"2496","ENSG00000232630 D5/D6",4,"ENSG00000232630","D5/D6","ENSG00000232630 D5/D6",0.813823263726048,0.085584737454323
"2514","ENSG00000234367 D5/D6",4,"ENSG00000234367","D5/D6","ENSG00000234367 D5/D6",1.27495976018918,0.125142507962528
"2522","ENSG00000234678 D5/D6",9,"ENSG00000234678","D5/D6","ENSG00000234678 D5/D6",0.487947957652428,0.0131243017182545
"2527","ENSG00000235033 D5/D6",10,"ENSG00000235033","D5/D6","ENSG00000235033 D5/D6",0.248215029203774,0.00243287795905979
"2532","ENSG00000235330 D5/D6",4,"ENSG00000235330","D5/D6","ENSG00000235330 D5/D6",1.54723255565049,0.0793884596896237
"2537","ENSG00000235475 D5/D6",7,"ENSG00000235475","D5/D6","ENSG00000235475 D5/D6",1.60263588404174,0.0115936541062535
"2542","ENSG00000235703 D5/D6",5,"ENSG00000235703","D5/D6","ENSG00000235703 D5/D6",0.796783017257075,0.0583286665458137
"2553","ENSG00000236104 D5/D6",8,"ENSG00000236104","D5/D6","ENSG00000236104 D5/D6",0.847050395066388,0.013343756095384
"2559","ENSG00000236144 D5/D6",8,"ENSG00000236144","D5/D6","ENSG00000236144 D5/D6",1.60481042096353,0.00629004979193166
"2567","ENSG00000236559 D5/D6",5,"ENSG00000236559","D5/D6","ENSG00000236559 D5/D6",0.719787214805467,0.0718040335623544
"2574","ENSG00000237111 D5/D6",9,"ENSG00000237111","D5/D6","ENSG00000237111 D5/D6",0.518516877919844,0.000172372232840866
"2587","ENSG00000237892 D5/D6",7,"ENSG00000237892","D5/D6","ENSG00000237892 D5/D6",0.559038973991341,0.00731576573103291
"2592","ENSG00000238103 D5/D6",5,"ENSG00000238103","D5/D6","ENSG00000238103 D5/D6",1.32280351150144,0.0504107504075002
"2595","ENSG00000238228 D5/D6",4,"ENSG00000238228","D5/D6","ENSG00000238228 D5/D6",1.15015687631005,0.165764621913716
"2612","ENSG00000239713 D5/D6",4,"ENSG00000239713","D5/D6","ENSG00000239713 D5/D6",0.930027256504064,0.0668922008898877
"2614","ENSG00000239951 D5/D6",10,"ENSG00000239951","D5/D6","ENSG00000239951 D5/D6",0.0212007824722787,3.5048421496236e-09
"2617","ENSG00000240065 D5/D6",9,"ENSG00000240065","D5/D6","ENSG00000240065 D5/D6",0.754446622652926,8.36792635365755e-05
"2620","ENSG00000240087 D5/D6",6,"ENSG00000240087","D5/D6","ENSG00000240087 D5/D6",1.32663658445532,0.0311660840945676
"2625","ENSG00000240429 D5/D6",10,"ENSG00000240429","D5/D6","ENSG00000240429 D5/D6",0.494655454803136,5.99784902798795e-05
"2666","ENSG00000246596 D5/D6",6,"ENSG00000246596","D5/D6","ENSG00000246596 D5/D6",1.30742942478378,0.0353395998464875
"2669","ENSG00000247092 D5/D6",6,"ENSG00000247092","D5/D6","ENSG00000247092 D5/D6",1.28234850159323,0.00612738737859744
"2671","ENSG00000247121 D5/D6",6,"ENSG00000247121","D5/D6","ENSG00000247121 D5/D6",0.80199645772621,0.0310635510932338
"2676","ENSG00000247157 D5/D6",7,"ENSG00000247157","D5/D6","ENSG00000247157 D5/D6",0.629112280052133,0.0126401455878662
"2715","ENSG00000249509 D5/D6",10,"ENSG00000249509","D5/D6","ENSG00000249509 D5/D6",1.75864502361103,0.000761902465587788
"2721","ENSG00000250011 D5/D6",4,"ENSG00000250011","D5/D6","ENSG00000250011 D5/D6",1.29313292788044,0.0759128382800204
"2736","ENSG00000250479 D5/D6",6,"ENSG00000250479","D5/D6","ENSG00000250479 D5/D6",1.28001612231723,0.0444048940459213
"2752","ENSG00000251230 D5/D6",9,"ENSG00000251230","D5/D6","ENSG00000251230 D5/D6",0.152014956295644,2.32398607197405e-05
"2772","ENSG00000253426 D5/D6",4,"ENSG00000253426","D5/D6","ENSG00000253426 D5/D6",0.715327585439562,0.066500229839541
"2784","ENSG00000253831 D5/D6",8,"ENSG00000253831","D5/D6","ENSG00000253831 D5/D6",0.501707543167705,0.0031314986862187
"2787","ENSG00000253846 D5/D6",9,"ENSG00000253846","D5/D6","ENSG00000253846 D5/D6",0.599048149518436,0.00176319577492388
"2791","ENSG00000254165 D5/D6",4,"ENSG00000254165","D5/D6","ENSG00000254165 D5/D6",1.41942235874628,0.0619056760496156
"2799","ENSG00000254593 D5/D6",4,"ENSG00000254593","D5/D6","ENSG00000254593 D5/D6",1.21347947837957,0.0690920939263528
"2802","ENSG00000254634 D5/D6",4,"ENSG00000254634","D5/D6","ENSG00000254634 D5/D6",1.02215056714822,0.201673349492474
"2805","ENSG00000254726 D5/D6",9,"ENSG00000254726","D5/D6","ENSG00000254726 D5/D6",2.28079020679972,0.000417019027888273
"2808","ENSG00000254802 D5/D6",10,"ENSG00000254802","D5/D6","ENSG00000254802 D5/D6",0.458505663296962,4.18403715372377e-05
"2811","ENSG00000254838 D5/D6",7,"ENSG00000254838","D5/D6","ENSG00000254838 D5/D6",1.09128107641942,0.0104637476088158
"2824","ENSG00000256087 D5/D6",4,"ENSG00000256087","D5/D6","ENSG00000256087 D5/D6",0.887817157364727,0.0946636940459004
"2838","ENSG00000257122 D5/D6",10,"ENSG00000257122","D5/D6","ENSG00000257122 D5/D6",1.41997147280253,7.99562524736395e-05
"2844","ENSG00000257446 D5/D6",7,"ENSG00000257446","D5/D6","ENSG00000257446 D5/D6",0.674001593998261,0.0305723499396858
"2849","ENSG00000257621 D5/D6",7,"ENSG00000257621","D5/D6","ENSG00000257621 D5/D6",1.10522918063827,0.0261045764507795
"2852","ENSG00000257718 D5/D6",9,"ENSG00000257718","D5/D6","ENSG00000257718 D5/D6",0.405273683173159,0.00494092572391694
"2861","ENSG00000258449 D5/D6",4,"ENSG00000258449","D5/D6","ENSG00000258449 D5/D6",1.69475211784597,0.0712773393976044
"2863","ENSG00000258818 D5/D6",9,"ENSG00000258818","D5/D6","ENSG00000258818 D5/D6",0.431483036226715,0.00183284468213633
"2886","ENSG00000259673 D5/D6",9,"ENSG00000259673","D5/D6","ENSG00000259673 D5/D6",1.32403657415258,0.00440728205966527
"2891","ENSG00000260063 D5/D6",4,"ENSG00000260063","D5/D6","ENSG00000260063 D5/D6",1.07724166289843,0.131609268227889
"2910","ENSG00000260386 D5/D6",10,"ENSG00000260386","D5/D6","ENSG00000260386 D5/D6",0.254678451359266,7.44626831658363e-05
"2918","ENSG00000260778 D5/D6",4,"ENSG00000260778","D5/D6","ENSG00000260778 D5/D6",1.70619620805535,0.0739788618264604
"2922","ENSG00000260793 D5/D6",4,"ENSG00000260793","D5/D6","ENSG00000260793 D5/D6",1.30587545981616,0.051720933357766
"2927","ENSG00000260912 D5/D6",9,"ENSG00000260912","D5/D6","ENSG00000260912 D5/D6",0.692480029687023,0.00451768407281095
"2930","ENSG00000261159 D5/D6",5,"ENSG00000261159","D5/D6","ENSG00000261159 D5/D6",1.33405252523018,0.0510341449905253
"2946","ENSG00000261342 D5/D6",10,"ENSG00000261342","D5/D6","ENSG00000261342 D5/D6",1.94569130319693,0.000385954547016077
"2948","ENSG00000261490 D5/D6",10,"ENSG00000261490","D5/D6","ENSG00000261490 D5/D6",1.36965517061886,0.00261365310574836
"2952","ENSG00000261654 D5/D6",8,"ENSG00000261654","D5/D6","ENSG00000261654 D5/D6",0.609859653052974,0.00285209775759396
"2954","ENSG00000261762 D5/D6",7,"ENSG00000261762","D5/D6","ENSG00000261762 D5/D6",1.31453008127982,0.0237384549324635
"2957","ENSG00000261770 D5/D6",10,"ENSG00000261770","D5/D6","ENSG00000261770 D5/D6",1.96880285196068,4.30461509268403e-06
"2966","ENSG00000261971 D5/D6",5,"ENSG00000261971","D5/D6","ENSG00000261971 D5/D6",0.818438788978141,0.118611247081864
"2968","ENSG00000262188 D5/D6",9,"ENSG00000262188","D5/D6","ENSG00000262188 D5/D6",0.350688328462075,0.00131335720251869
"2975","ENSG00000262580 D5/D6",9,"ENSG00000262580","D5/D6","ENSG00000262580 D5/D6",1.22774316588588,0.00170093445814563
"2978","ENSG00000262714 D5/D6",5,"ENSG00000262714","D5/D6","ENSG00000262714 D5/D6",0.598604444614258,0.0515908732131222
"2983","ENSG00000263001 D5/D6",5,"ENSG00000263001","D5/D6","ENSG00000263001 D5/D6",1.06595675239776,0.0517093805973291
"2986","ENSG00000263235 D5/D6",7,"ENSG00000263235","D5/D6","ENSG00000263235 D5/D6",1.58212483593527,0.00580638457514455
"2990","ENSG00000263680 D5/D6",10,"ENSG00000263680","D5/D6","ENSG00000263680 D5/D6",0.455039735148284,0.000341062804114776
"3003","ENSG00000265018 D5/D6",9,"ENSG00000265018","D5/D6","ENSG00000265018 D5/D6",0.773338610964308,0.0011612345081552
"3013","ENSG00000265972 D5/D6",10,"ENSG00000265972","D5/D6","ENSG00000265972 D5/D6",0.455759306127394,1.35343148975668e-07
"3018","ENSG00000266171 D5/D6",5,"ENSG00000266171","D5/D6","ENSG00000266171 D5/D6",0.681061225781232,0.0888887589203769
"3019","ENSG00000266236 D5/D6",4,"ENSG00000266236","D5/D6","ENSG00000266236 D5/D6",0.715846395039301,0.0705631624159581
"3020","ENSG00000266302 D5/D6",4,"ENSG00000266302","D5/D6","ENSG00000266302 D5/D6",1.735817867895,0.0947335032788559
"3032","ENSG00000267128 D5/D6",7,"ENSG00000267128","D5/D6","ENSG00000267128 D5/D6",0.636068014983157,0.0110744550307344
"3044","ENSG00000267519 D5/D6",10,"ENSG00000267519","D5/D6","ENSG00000267519 D5/D6",1.43050864645454,0.0059897446304911
"3047","ENSG00000267565 D5/D6",4,"ENSG00000267565","D5/D6","ENSG00000267565 D5/D6",1.31799265896967,0.145959263164602
"3072","ENSG00000269343 D5/D6",6,"ENSG00000269343","D5/D6","ENSG00000269343 D5/D6",1.11611601298895,0.0246041891027493
"3093","ENSG00000270751 D5/D6",5,"ENSG00000270751","D5/D6","ENSG00000270751 D5/D6",0.557560684228806,0.0907031862296999
"3097","ENSG00000271204 D5/D6",4,"ENSG00000271204","D5/D6","ENSG00000271204 D5/D6",0.74565161763373,0.0782050076487855
"3100","ENSG00000271425 D5/D6",10,"ENSG00000271425","D5/D6","ENSG00000271425 D5/D6",0.786275015918381,0.00269210837908376
"3112","ENSG00000271870 D5/D6",4,"ENSG00000271870","D5/D6","ENSG00000271870 D5/D6",1.20254889035872,0.0912605141749953
"3117","ENSG00000271976 D5/D6",8,"ENSG00000271976","D5/D6","ENSG00000271976 D5/D6",1.28631126151872,0.00275785092184377
"3120","ENSG00000271992 D5/D6",7,"ENSG00000271992","D5/D6","ENSG00000271992 D5/D6",1.36218812738743,0.011894558102449
"3128","ENSG00000272505 D5/D6",10,"ENSG00000272505","D5/D6","ENSG00000272505 D5/D6",0.480863185700588,0.000127129330563998
"3138","ENSG00000272927 D5/D6",10,"ENSG00000272927","D5/D6","ENSG00000272927 D5/D6",1.9380566952207,0.00878460107702442
"3143","ENSG00000273045 D5/D6",4,"ENSG00000273045","D5/D6","ENSG00000273045 D5/D6",2.2425944753216,0.058528243123524
"3156","ENSG00000273374 D5/D6",8,"ENSG00000273374","D5/D6","ENSG00000273374 D5/D6",1.72555453386974,0.00222956311569775
"3164","ENSG00000273611 D5/D6",5,"ENSG00000273611","D5/D6","ENSG00000273611 D5/D6",1.20964544567311,0.0365332263550791
"3169","ENSG00000274214 D5/D6",4,"ENSG00000274214","D5/D6","ENSG00000274214 D5/D6",0.749871328537409,0.130693872375405
"3179","ENSG00000275092 D5/D6",5,"ENSG00000275092","D5/D6","ENSG00000275092 D5/D6",0.720541095239327,0.0803506313738359
"3184","ENSG00000275379 D5/D6",6,"ENSG00000275379","D5/D6","ENSG00000275379 D5/D6",1.31423202951332,0.00708420781973479
"3189","ENSG00000275645 D5/D6",9,"ENSG00000275645","D5/D6","ENSG00000275645 D5/D6",2.26227813913743,0.0125927151761258
"3197","ENSG00000275793 D5/D6",10,"ENSG00000275793","D5/D6","ENSG00000275793 D5/D6",2.4639777749546,6.61983261024517e-05
"3201","ENSG00000275964 D5/D6",5,"ENSG00000275964","D5/D6","ENSG00000275964 D5/D6",1.0226529022647,0.0823644016207738
"3213","ENSG00000276900 D5/D6",4,"ENSG00000276900","D5/D6","ENSG00000276900 D5/D6",1.09733030736763,0.0945648406653224
"3228","ENSG00000277402 D5/D6",9,"ENSG00000277402","D5/D6","ENSG00000277402 D5/D6",0.669743266345912,0.00319884576976215
"3231","ENSG00000277443 D5/D6",9,"ENSG00000277443","D5/D6","ENSG00000277443 D5/D6",1.24265801871341,0.000358892337092537
"3247","ENSG00000279114 D5/D6",5,"ENSG00000279114","D5/D6","ENSG00000279114 D5/D6",0.897197336501287,0.209795639622574
"3250","ENSG00000279117 D5/D6",10,"ENSG00000279117","D5/D6","ENSG00000279117 D5/D6",4.31108012102618,0.000162450126730707
"3252","ENSG00000279191 D5/D6",5,"ENSG00000279191","D5/D6","ENSG00000279191 D5/D6",0.643192190254419,0.062284009095637
"3266","ENSG00000279555 D5/D6",5,"ENSG00000279555","D5/D6","ENSG00000279555 D5/D6",0.816908019418052,0.0594774398835479
"3288","ENSG00000280194 D5/D6",9,"ENSG00000280194","D5/D6","ENSG00000280194 D5/D6",0.46004002884159,0.00433220220294554
"3290","ENSG00000280216 D5/D6",4,"ENSG00000280216","D5/D6","ENSG00000280216 D5/D6",1.62419806548031,0.086504349995437
"3292","ENSG00000280334 D5/D6",9,"ENSG00000280334","D5/D6","ENSG00000280334 D5/D6",0.48347654458667,0.00128664380827352
"3302","ENSG00000281207 D5/D6",10,"ENSG00000281207","D5/D6","ENSG00000281207 D5/D6",1.59119686791331,0.000549366550680144
"3307","ENSG00000281649 D5/D6",4,"ENSG00000281649","D5/D6","ENSG00000281649 D5/D6",1.04488498671047,0.319471533772588
"3338","ENSG00000284959 D5/D6",4,"ENSG00000284959","D5/D6","ENSG00000284959 D5/D6",0.602637730488156,0.0642904725909332
"2","ENSG00000001461 F7/D6",5,"ENSG00000001461","F7/D6","ENSG00000001461 F7/D6",0.919151728697554,0.0836526096064237
"28","ENSG00000008394 F7/D6",10,"ENSG00000008394","F7/D6","ENSG00000008394 F7/D6",2.0063775935729,2.4460123391494e-05
"31","ENSG00000009335 F7/D6",4,"ENSG00000009335","F7/D6","ENSG00000009335 F7/D6",0.927112103726707,0.0575279827467177
"34","ENSG00000011114 F7/D6",5,"ENSG00000011114","F7/D6","ENSG00000011114 F7/D6",0.918145803352873,0.0393785561013024
"47","ENSG00000011485 F7/D6",6,"ENSG00000011485","F7/D6","ENSG00000011485 F7/D6",0.898520997546332,0.0249334235232398
"50","ENSG00000012124 F7/D6",9,"ENSG00000012124","F7/D6","ENSG00000012124 F7/D6",1.21336050395105,8.9895089268229e-05
"56","ENSG00000013573 F7/D6",9,"ENSG00000013573","F7/D6","ENSG00000013573 F7/D6",1.42389984476627,0.000918540283655428
"72","ENSG00000031081 F7/D6",9,"ENSG00000031081","F7/D6","ENSG00000031081 F7/D6",0.852631434612956,0.00132245978590632
"75","ENSG00000034693 F7/D6",10,"ENSG00000034693","F7/D6","ENSG00000034693 F7/D6",1.19585706186723,0.0106709528210403
"86","ENSG00000052749 F7/D6",5,"ENSG00000052749","F7/D6","ENSG00000052749 F7/D6",0.906990594841056,0.0645696696800391
"93","ENSG00000054179 F7/D6",10,"ENSG00000054179","F7/D6","ENSG00000054179 F7/D6",2.62677137290729,6.1690460357979e-05
"96","ENSG00000054267 F7/D6",4,"ENSG00000054267","F7/D6","ENSG00000054267 F7/D6",0.936648239018188,0.227972390026567
"98","ENSG00000055957 F7/D6",10,"ENSG00000055957","F7/D6","ENSG00000055957 F7/D6",2.64333972345637,0.000411977409909584
"101","ENSG00000057663 F7/D6",5,"ENSG00000057663","F7/D6","ENSG00000057663 F7/D6",0.860013038368023,0.042332085384363
"104","ENSG00000057935 F7/D6",6,"ENSG00000057935","F7/D6","ENSG00000057935 F7/D6",1.29864309397432,0.0057580141731163
"107","ENSG00000058056 F7/D6",7,"ENSG00000058056","F7/D6","ENSG00000058056 F7/D6",1.15482820062955,0.00824960020319112
"112","ENSG00000058600 F7/D6",8,"ENSG00000058600","F7/D6","ENSG00000058600 F7/D6",1.11839040005877,0.0102734519504565
"115","ENSG00000058866 F7/D6",10,"ENSG00000058866","F7/D6","ENSG00000058866 F7/D6",0.672391050080024,0.00195715728552906
"121","ENSG00000064309 F7/D6",6,"ENSG00000064309","F7/D6","ENSG00000064309 F7/D6",2.13726536251713,0.0447380514394358
"124","ENSG00000065154 F7/D6",10,"ENSG00000065154","F7/D6","ENSG00000065154 F7/D6",1.72705011152811,1.40917298463751e-05
"132","ENSG00000065923 F7/D6",10,"ENSG00000065923","F7/D6","ENSG00000065923 F7/D6",0.803141300141611,1.02426411691814e-05
"138","ENSG00000066117 F7/D6",4,"ENSG00000066117","F7/D6","ENSG00000066117 F7/D6",0.899999615291281,0.103615532747303
"143","ENSG00000067057 F7/D6",8,"ENSG00000067057","F7/D6","ENSG00000067057 F7/D6",1.08444546984469,0.0110619412485008
"146","ENSG00000067064 F7/D6",9,"ENSG00000067064","F7/D6","ENSG00000067064 F7/D6",0.750405797680701,5.38355317521964e-05
"155","ENSG00000068024 F7/D6",7,"ENSG00000068024","F7/D6","ENSG00000068024 F7/D6",0.83545262293125,0.0137170024542952
"158","ENSG00000068097 F7/D6",6,"ENSG00000068097","F7/D6","ENSG00000068097 F7/D6",1.25121606818851,0.0328089624757687
"161","ENSG00000069275 F7/D6",9,"ENSG00000069275","F7/D6","ENSG00000069275 F7/D6",1.1175704589974,0.0063268958523357
"164","ENSG00000069424 F7/D6",7,"ENSG00000069424","F7/D6","ENSG00000069424 F7/D6",1.08552866956428,0.0188427382313145
"177","ENSG00000071282 F7/D6",6,"ENSG00000071282","F7/D6","ENSG00000071282 F7/D6",0.768893977333952,0.0395564809856042
"180","ENSG00000071553 F7/D6",4,"ENSG00000071553","F7/D6","ENSG00000071553 F7/D6",0.9148171823154,0.0782368036117262
"186","ENSG00000075399 F7/D6",8,"ENSG00000075399","F7/D6","ENSG00000075399 F7/D6",0.801425586833977,0.0150180250294364
"188","ENSG00000075407 F7/D6",4,"ENSG00000075407","F7/D6","ENSG00000075407 F7/D6",0.940152612815131,0.151945440631607
"202","ENSG00000078070 F7/D6",9,"ENSG00000078070","F7/D6","ENSG00000078070 F7/D6",1.1586690580657,0.00182969751699164
"204","ENSG00000078369 F7/D6",7,"ENSG00000078369","F7/D6","ENSG00000078369 F7/D6",0.927888932214127,0.030486637915716
