"","uchar","gene_compare","gene","compare"
"ENSG00000124177 M8/D6",1.5001257845905,"ENSG00000124177 M8/D6","ENSG00000124177","M8/D6"
"ENSG00000124181 D5/D6",3.22011079244575,"ENSG00000124181 D5/D6","ENSG00000124181","D5/D6"
"ENSG00000124181 F7/D6",3.19959852066839,"ENSG00000124181 F7/D6","ENSG00000124181","F7/D6"
"ENSG00000124181 M8/D6",4.04584435395583,"ENSG00000124181 M8/D6","ENSG00000124181","M8/D6"
"ENSG00000124201 D5/D6",1.19442814192341,"ENSG00000124201 D5/D6","ENSG00000124201","D5/D6"
"ENSG00000124201 F7/D6",1.17220372881772,"ENSG00000124201 F7/D6","ENSG00000124201","F7/D6"
"ENSG00000124201 M8/D6",1.39224572547507,"ENSG00000124201 M8/D6","ENSG00000124201","M8/D6"
"ENSG00000124224 D5/D6",2.05749499409098,"ENSG00000124224 D5/D6","ENSG00000124224","D5/D6"
"ENSG00000124224 F7/D6",1.24736636450554,"ENSG00000124224 F7/D6","ENSG00000124224","F7/D6"
"ENSG00000124224 M8/D6",1.62149405749335,"ENSG00000124224 M8/D6","ENSG00000124224","M8/D6"
"ENSG00000124228 D5/D6",1.47633708001911,"ENSG00000124228 D5/D6","ENSG00000124228","D5/D6"
"ENSG00000124228 F7/D6",1.2148047748757,"ENSG00000124228 F7/D6","ENSG00000124228","F7/D6"
"ENSG00000124228 M8/D6",1.12785463403039,"ENSG00000124228 M8/D6","ENSG00000124228","M8/D6"
"ENSG00000124422 D5/D6",1.18107584139191,"ENSG00000124422 D5/D6","ENSG00000124422","D5/D6"
"ENSG00000124422 F7/D6",1.21063632162687,"ENSG00000124422 F7/D6","ENSG00000124422","F7/D6"
"ENSG00000124422 M8/D6",0.622278500810254,"ENSG00000124422 M8/D6","ENSG00000124422","M8/D6"
"ENSG00000124440 D5/D6",23.4158845645883,"ENSG00000124440 D5/D6","ENSG00000124440","D5/D6"
"ENSG00000124440 F7/D6",29.6732342569877,"ENSG00000124440 F7/D6","ENSG00000124440","F7/D6"
"ENSG00000124440 M8/D6",36.1060133155146,"ENSG00000124440 M8/D6","ENSG00000124440","M8/D6"
"ENSG00000124496 D5/D6",1.52625706215585,"ENSG00000124496 D5/D6","ENSG00000124496","D5/D6"
"ENSG00000124496 F7/D6",5.46366879868912,"ENSG00000124496 F7/D6","ENSG00000124496","F7/D6"
"ENSG00000124496 M8/D6",2.3255556596817,"ENSG00000124496 M8/D6","ENSG00000124496","M8/D6"
"ENSG00000124541 D5/D6",1.00558193649155,"ENSG00000124541 D5/D6","ENSG00000124541","D5/D6"
"ENSG00000124541 F7/D6",1.73666285208183,"ENSG00000124541 F7/D6","ENSG00000124541","F7/D6"
"ENSG00000124541 M8/D6",2.66185847163652,"ENSG00000124541 M8/D6","ENSG00000124541","M8/D6"
"ENSG00000124701 D5/D6",4.79901681481589,"ENSG00000124701 D5/D6","ENSG00000124701","D5/D6"
"ENSG00000124701 F7/D6",3.64820372852948,"ENSG00000124701 F7/D6","ENSG00000124701","F7/D6"
"ENSG00000124701 M8/D6",3.69390392272618,"ENSG00000124701 M8/D6","ENSG00000124701","M8/D6"
"ENSG00000124789 D5/D6",0.943026882490851,"ENSG00000124789 D5/D6","ENSG00000124789","D5/D6"
"ENSG00000124789 F7/D6",1.50458535188843,"ENSG00000124789 F7/D6","ENSG00000124789","F7/D6"
"ENSG00000124789 M8/D6",1.20811552154803,"ENSG00000124789 M8/D6","ENSG00000124789","M8/D6"
"ENSG00000124813 D5/D6",21.6533364172199,"ENSG00000124813 D5/D6","ENSG00000124813","D5/D6"
"ENSG00000124813 F7/D6",7.4166004120397,"ENSG00000124813 F7/D6","ENSG00000124813","F7/D6"
"ENSG00000124813 M8/D6",8.7860272403755,"ENSG00000124813 M8/D6","ENSG00000124813","M8/D6"
"ENSG00000124942 D5/D6",20.5188095887778,"ENSG00000124942 D5/D6","ENSG00000124942","D5/D6"
"ENSG00000124942 F7/D6",36.4406735947711,"ENSG00000124942 F7/D6","ENSG00000124942","F7/D6"
"ENSG00000124942 M8/D6",40.8555597504044,"ENSG00000124942 M8/D6","ENSG00000124942","M8/D6"
"ENSG00000125122 D5/D6",2.38273565362441,"ENSG00000125122 D5/D6","ENSG00000125122","D5/D6"
"ENSG00000125122 F7/D6",3.11905909757393,"ENSG00000125122 F7/D6","ENSG00000125122","F7/D6"
"ENSG00000125122 M8/D6",2.68361087573633,"ENSG00000125122 M8/D6","ENSG00000125122","M8/D6"
"ENSG00000125149 D5/D6",0.804856733020121,"ENSG00000125149 D5/D6","ENSG00000125149","D5/D6"
"ENSG00000125149 F7/D6",2.50818401299408,"ENSG00000125149 F7/D6","ENSG00000125149","F7/D6"
"ENSG00000125149 M8/D6",1.62469569965337,"ENSG00000125149 M8/D6","ENSG00000125149","M8/D6"
"ENSG00000125388 D5/D6",3.56407739191011,"ENSG00000125388 D5/D6","ENSG00000125388","D5/D6"
"ENSG00000125388 F7/D6",4.8965830464872,"ENSG00000125388 F7/D6","ENSG00000125388","F7/D6"
"ENSG00000125388 M8/D6",5.94624852281344,"ENSG00000125388 M8/D6","ENSG00000125388","M8/D6"
"ENSG00000125484 D5/D6",1.56068757862042,"ENSG00000125484 D5/D6","ENSG00000125484","D5/D6"
"ENSG00000125484 F7/D6",0.813799179930648,"ENSG00000125484 F7/D6","ENSG00000125484","F7/D6"
"ENSG00000125484 M8/D6",0.977369120733853,"ENSG00000125484 M8/D6","ENSG00000125484","M8/D6"
"ENSG00000125538 D5/D6",11.0305511528145,"ENSG00000125538 D5/D6","ENSG00000125538","D5/D6"
"ENSG00000125538 F7/D6",9.68883142411157,"ENSG00000125538 F7/D6","ENSG00000125538","F7/D6"
"ENSG00000125538 M8/D6",12.5257139288789,"ENSG00000125538 M8/D6","ENSG00000125538","M8/D6"
"ENSG00000125630 D5/D6",4.17486748440665,"ENSG00000125630 D5/D6","ENSG00000125630","D5/D6"
"ENSG00000125630 F7/D6",2.50916974676984,"ENSG00000125630 F7/D6","ENSG00000125630","F7/D6"
"ENSG00000125630 M8/D6",7.33552458534328,"ENSG00000125630 M8/D6","ENSG00000125630","M8/D6"
"ENSG00000125772 D5/D6",1.07026589678731,"ENSG00000125772 D5/D6","ENSG00000125772","D5/D6"
"ENSG00000125772 F7/D6",0.914092368629717,"ENSG00000125772 F7/D6","ENSG00000125772","F7/D6"
"ENSG00000125772 M8/D6",0.73317807799555,"ENSG00000125772 M8/D6","ENSG00000125772","M8/D6"
"ENSG00000125780 D5/D6",28.4334432566491,"ENSG00000125780 D5/D6","ENSG00000125780","D5/D6"
"ENSG00000125780 F7/D6",36.3478244687331,"ENSG00000125780 F7/D6","ENSG00000125780","F7/D6"
"ENSG00000125780 M8/D6",50.804996990919,"ENSG00000125780 M8/D6","ENSG00000125780","M8/D6"
"ENSG00000125827 D5/D6",1.09099528594868,"ENSG00000125827 D5/D6","ENSG00000125827","D5/D6"
"ENSG00000125827 F7/D6",0.773643419260295,"ENSG00000125827 F7/D6","ENSG00000125827","F7/D6"
"ENSG00000125827 M8/D6",0.919305470001778,"ENSG00000125827 M8/D6","ENSG00000125827","M8/D6"
"ENSG00000125875 D5/D6",5.03556691705672,"ENSG00000125875 D5/D6","ENSG00000125875","D5/D6"
"ENSG00000125875 F7/D6",5.50613234523034,"ENSG00000125875 F7/D6","ENSG00000125875","F7/D6"
"ENSG00000125875 M8/D6",4.84942375310118,"ENSG00000125875 M8/D6","ENSG00000125875","M8/D6"
"ENSG00000126001 D5/D6",1.32222503161431,"ENSG00000126001 D5/D6","ENSG00000126001","D5/D6"
"ENSG00000126001 F7/D6",2.19463726019259,"ENSG00000126001 F7/D6","ENSG00000126001","F7/D6"
"ENSG00000126001 M8/D6",2.2978454142704,"ENSG00000126001 M8/D6","ENSG00000126001","M8/D6"
"ENSG00000126243 D5/D6",3.86011090760163,"ENSG00000126243 D5/D6","ENSG00000126243","D5/D6"
"ENSG00000126243 F7/D6",2.91067939864769,"ENSG00000126243 F7/D6","ENSG00000126243","F7/D6"
"ENSG00000126243 M8/D6",3.15853363888303,"ENSG00000126243 M8/D6","ENSG00000126243","M8/D6"
"ENSG00000126261 D5/D6",1.57745765390629,"ENSG00000126261 D5/D6","ENSG00000126261","D5/D6"
"ENSG00000126261 F7/D6",0.752247759110654,"ENSG00000126261 F7/D6","ENSG00000126261","F7/D6"
"ENSG00000126261 M8/D6",0.95893885278074,"ENSG00000126261 M8/D6","ENSG00000126261","M8/D6"
"ENSG00000126266 D5/D6",7.17262147653389,"ENSG00000126266 D5/D6","ENSG00000126266","D5/D6"
"ENSG00000126266 F7/D6",3.75586983434157,"ENSG00000126266 F7/D6","ENSG00000126266","F7/D6"
"ENSG00000126266 M8/D6",3.36676815679944,"ENSG00000126266 M8/D6","ENSG00000126266","M8/D6"
"ENSG00000126458 D5/D6",4.93978712347891,"ENSG00000126458 D5/D6","ENSG00000126458","D5/D6"
"ENSG00000126458 F7/D6",4.04071914429665,"ENSG00000126458 F7/D6","ENSG00000126458","F7/D6"
"ENSG00000126458 M8/D6",5.01298311819062,"ENSG00000126458 M8/D6","ENSG00000126458","M8/D6"
"ENSG00000126804 D5/D6",5.08740117504047,"ENSG00000126804 D5/D6","ENSG00000126804","D5/D6"
"ENSG00000126804 F7/D6",3.76619660640469,"ENSG00000126804 F7/D6","ENSG00000126804","F7/D6"
"ENSG00000126804 M8/D6",2.79716198258604,"ENSG00000126804 M8/D6","ENSG00000126804","M8/D6"
"ENSG00000126838 D5/D6",21.1223708826601,"ENSG00000126838 D5/D6","ENSG00000126838","D5/D6"
"ENSG00000126838 F7/D6",22.7098923342134,"ENSG00000126838 F7/D6","ENSG00000126838","F7/D6"
"ENSG00000126838 M8/D6",21.0846911612424,"ENSG00000126838 M8/D6","ENSG00000126838","M8/D6"
"ENSG00000126883 D5/D6",1.63695182567641,"ENSG00000126883 D5/D6","ENSG00000126883","D5/D6"
"ENSG00000126883 F7/D6",0.626424038852914,"ENSG00000126883 F7/D6","ENSG00000126883","F7/D6"
"ENSG00000126883 M8/D6",1.41635178150413,"ENSG00000126883 M8/D6","ENSG00000126883","M8/D6"
"ENSG00000127184 D5/D6",2.31340136391232,"ENSG00000127184 D5/D6","ENSG00000127184","D5/D6"
"ENSG00000127184 F7/D6",2.65155453873262,"ENSG00000127184 F7/D6","ENSG00000127184","F7/D6"
"ENSG00000127184 M8/D6",3.17940419779002,"ENSG00000127184 M8/D6","ENSG00000127184","M8/D6"
"ENSG00000127314 D5/D6",8.32381252783848,"ENSG00000127314 D5/D6","ENSG00000127314","D5/D6"
"ENSG00000127314 F7/D6",4.53588975293191,"ENSG00000127314 F7/D6","ENSG00000127314","F7/D6"
"ENSG00000127314 M8/D6",8.48918713348068,"ENSG00000127314 M8/D6","ENSG00000127314","M8/D6"
"ENSG00000127663 D5/D6",2.28526078997148,"ENSG00000127663 D5/D6","ENSG00000127663","D5/D6"
"ENSG00000127663 F7/D6",1.52982237216759,"ENSG00000127663 F7/D6","ENSG00000127663","F7/D6"
"ENSG00000127663 M8/D6",2.66199046650305,"ENSG00000127663 M8/D6","ENSG00000127663","M8/D6"
"ENSG00000128050 D5/D6",2.91746704127883,"ENSG00000128050 D5/D6","ENSG00000128050","D5/D6"
"ENSG00000128050 F7/D6",3.89199482709998,"ENSG00000128050 F7/D6","ENSG00000128050","F7/D6"
"ENSG00000128050 M8/D6",2.32772216600051,"ENSG00000128050 M8/D6","ENSG00000128050","M8/D6"
"ENSG00000128268 D5/D6",1.12154434161262,"ENSG00000128268 D5/D6","ENSG00000128268","D5/D6"
"ENSG00000128268 F7/D6",1.60682223233911,"ENSG00000128268 F7/D6","ENSG00000128268","F7/D6"
"ENSG00000128268 M8/D6",1.1674539776823,"ENSG00000128268 M8/D6","ENSG00000128268","M8/D6"
"ENSG00000128482 D5/D6",12.9348031760029,"ENSG00000128482 D5/D6","ENSG00000128482","D5/D6"
"ENSG00000128482 F7/D6",9.02895102177592,"ENSG00000128482 F7/D6","ENSG00000128482","F7/D6"
"ENSG00000128482 M8/D6",6.71678575288783,"ENSG00000128482 M8/D6","ENSG00000128482","M8/D6"
"ENSG00000128512 D5/D6",2.78046312525889,"ENSG00000128512 D5/D6","ENSG00000128512","D5/D6"
"ENSG00000128512 F7/D6",3.64458687200119,"ENSG00000128512 F7/D6","ENSG00000128512","F7/D6"
"ENSG00000128512 M8/D6",2.91514653346973,"ENSG00000128512 M8/D6","ENSG00000128512","M8/D6"
"ENSG00000128683 D5/D6",17.338373734363,"ENSG00000128683 D5/D6","ENSG00000128683","D5/D6"
"ENSG00000128683 F7/D6",9.38627562290068,"ENSG00000128683 F7/D6","ENSG00000128683","F7/D6"
"ENSG00000128683 M8/D6",5.90543107330089,"ENSG00000128683 M8/D6","ENSG00000128683","M8/D6"
"ENSG00000128692 D5/D6",5.8262278204221,"ENSG00000128692 D5/D6","ENSG00000128692","D5/D6"
"ENSG00000128692 F7/D6",5.05237412297692,"ENSG00000128692 F7/D6","ENSG00000128692","F7/D6"
"ENSG00000128692 M8/D6",5.17164917639216,"ENSG00000128692 M8/D6","ENSG00000128692","M8/D6"
"ENSG00000128917 D5/D6",3.90872713362778,"ENSG00000128917 D5/D6","ENSG00000128917","D5/D6"
"ENSG00000128917 F7/D6",4.77033923927964,"ENSG00000128917 F7/D6","ENSG00000128917","F7/D6"
"ENSG00000128917 M8/D6",4.30786505363203,"ENSG00000128917 M8/D6","ENSG00000128917","M8/D6"
"ENSG00000129055 D5/D6",5.05181942075282,"ENSG00000129055 D5/D6","ENSG00000129055","D5/D6"
"ENSG00000129055 F7/D6",5.47320075847175,"ENSG00000129055 F7/D6","ENSG00000129055","F7/D6"
"ENSG00000129055 M8/D6",5.39214537163955,"ENSG00000129055 M8/D6","ENSG00000129055","M8/D6"
"ENSG00000129194 D5/D6",5.33781286515813,"ENSG00000129194 D5/D6","ENSG00000129194","D5/D6"
"ENSG00000129194 F7/D6",4.13368472134507,"ENSG00000129194 F7/D6","ENSG00000129194","F7/D6"
"ENSG00000129194 M8/D6",4.40374760600136,"ENSG00000129194 M8/D6","ENSG00000129194","M8/D6"
"ENSG00000129250 D5/D6",1.51795876096258,"ENSG00000129250 D5/D6","ENSG00000129250","D5/D6"
"ENSG00000129250 F7/D6",1.28464867834371,"ENSG00000129250 F7/D6","ENSG00000129250","F7/D6"
"ENSG00000129250 M8/D6",1.37896438852777,"ENSG00000129250 M8/D6","ENSG00000129250","M8/D6"
"ENSG00000129355 D5/D6",3.66918086082685,"ENSG00000129355 D5/D6","ENSG00000129355","D5/D6"
"ENSG00000129355 F7/D6",2.64708216880847,"ENSG00000129355 F7/D6","ENSG00000129355","F7/D6"
"ENSG00000129355 M8/D6",4.27355848458921,"ENSG00000129355 M8/D6","ENSG00000129355","M8/D6"
"ENSG00000129566 D5/D6",0.718824776958071,"ENSG00000129566 D5/D6","ENSG00000129566","D5/D6"
"ENSG00000129566 F7/D6",1.20132306298648,"ENSG00000129566 F7/D6","ENSG00000129566","F7/D6"
"ENSG00000129566 M8/D6",0.983983488395575,"ENSG00000129566 M8/D6","ENSG00000129566","M8/D6"
"ENSG00000129757 D5/D6",9.32242987057091,"ENSG00000129757 D5/D6","ENSG00000129757","D5/D6"
"ENSG00000129757 F7/D6",8.18716019272922,"ENSG00000129757 F7/D6","ENSG00000129757","F7/D6"
"ENSG00000129757 M8/D6",6.73516398527901,"ENSG00000129757 M8/D6","ENSG00000129757","M8/D6"
"ENSG00000129911 D5/D6",3.60994173932884,"ENSG00000129911 D5/D6","ENSG00000129911","D5/D6"
"ENSG00000129911 F7/D6",3.63463969718522,"ENSG00000129911 F7/D6","ENSG00000129911","F7/D6"
"ENSG00000129911 M8/D6",2.71182984729754,"ENSG00000129911 M8/D6","ENSG00000129911","M8/D6"
"ENSG00000130175 D5/D6",1.81870453203307,"ENSG00000130175 D5/D6","ENSG00000130175","D5/D6"
"ENSG00000130175 F7/D6",2.12484605302329,"ENSG00000130175 F7/D6","ENSG00000130175","F7/D6"
"ENSG00000130175 M8/D6",1.6500415070272,"ENSG00000130175 M8/D6","ENSG00000130175","M8/D6"
"ENSG00000130349 D5/D6",1.75699760867822,"ENSG00000130349 D5/D6","ENSG00000130349","D5/D6"
"ENSG00000130349 F7/D6",2.18571991910381,"ENSG00000130349 F7/D6","ENSG00000130349","F7/D6"
"ENSG00000130349 M8/D6",1.8042732447146,"ENSG00000130349 M8/D6","ENSG00000130349","M8/D6"
"ENSG00000130449 D5/D6",1.93577964063816,"ENSG00000130449 D5/D6","ENSG00000130449","D5/D6"
"ENSG00000130449 F7/D6",2.54444280208308,"ENSG00000130449 F7/D6","ENSG00000130449","F7/D6"
"ENSG00000130449 M8/D6",2.46944937371091,"ENSG00000130449 M8/D6","ENSG00000130449","M8/D6"
"ENSG00000130517 D5/D6",1.20079559006512,"ENSG00000130517 D5/D6","ENSG00000130517","D5/D6"
"ENSG00000130517 F7/D6",0.69938436308927,"ENSG00000130517 F7/D6","ENSG00000130517","F7/D6"
"ENSG00000130517 M8/D6",2.09375775758785,"ENSG00000130517 M8/D6","ENSG00000130517","M8/D6"
"ENSG00000130684 D5/D6",3.33655941465537,"ENSG00000130684 D5/D6","ENSG00000130684","D5/D6"
"ENSG00000130684 F7/D6",4.59462868229678,"ENSG00000130684 F7/D6","ENSG00000130684","F7/D6"
"ENSG00000130684 M8/D6",2.25076983892951,"ENSG00000130684 M8/D6","ENSG00000130684","M8/D6"
"ENSG00000130711 D5/D6",16.8154941181115,"ENSG00000130711 D5/D6","ENSG00000130711","D5/D6"
"ENSG00000130711 F7/D6",20.7431764884038,"ENSG00000130711 F7/D6","ENSG00000130711","F7/D6"
"ENSG00000130711 M8/D6",23.3586876151142,"ENSG00000130711 M8/D6","ENSG00000130711","M8/D6"
"ENSG00000130768 D5/D6",1.5390521866924,"ENSG00000130768 D5/D6","ENSG00000130768","D5/D6"
"ENSG00000130768 F7/D6",2.58019033889578,"ENSG00000130768 F7/D6","ENSG00000130768","F7/D6"
"ENSG00000130768 M8/D6",3.43793860187809,"ENSG00000130768 M8/D6","ENSG00000130768","M8/D6"
"ENSG00000130950 D5/D6",16.3071548585239,"ENSG00000130950 D5/D6","ENSG00000130950","D5/D6"
"ENSG00000130950 F7/D6",8.2183317183057,"ENSG00000130950 F7/D6","ENSG00000130950","F7/D6"
"ENSG00000130950 M8/D6",28.0648835908466,"ENSG00000130950 M8/D6","ENSG00000130950","M8/D6"
"ENSG00000130985 D5/D6",0.708937149201184,"ENSG00000130985 D5/D6","ENSG00000130985","D5/D6"
"ENSG00000130985 F7/D6",1.31171202934513,"ENSG00000130985 F7/D6","ENSG00000130985","F7/D6"
"ENSG00000130985 M8/D6",1.37654415671262,"ENSG00000130985 M8/D6","ENSG00000130985","M8/D6"
"ENSG00000131042 D5/D6",12.8223188896861,"ENSG00000131042 D5/D6","ENSG00000131042","D5/D6"
"ENSG00000131042 F7/D6",13.2356282432727,"ENSG00000131042 F7/D6","ENSG00000131042","F7/D6"
"ENSG00000131042 M8/D6",9.88529119931328,"ENSG00000131042 M8/D6","ENSG00000131042","M8/D6"
"ENSG00000131089 D5/D6",4.73726433203109,"ENSG00000131089 D5/D6","ENSG00000131089","D5/D6"
"ENSG00000131089 F7/D6",6.5502850507118,"ENSG00000131089 F7/D6","ENSG00000131089","F7/D6"
"ENSG00000131089 M8/D6",3.64817570774239,"ENSG00000131089 M8/D6","ENSG00000131089","M8/D6"
"ENSG00000131100 D5/D6",3.59499571360869,"ENSG00000131100 D5/D6","ENSG00000131100","D5/D6"
"ENSG00000131100 F7/D6",6.67147843535938,"ENSG00000131100 F7/D6","ENSG00000131100","F7/D6"
"ENSG00000131100 M8/D6",6.0224515570181,"ENSG00000131100 M8/D6","ENSG00000131100","M8/D6"
"ENSG00000131187 D5/D6",4.02199603540055,"ENSG00000131187 D5/D6","ENSG00000131187","D5/D6"
"ENSG00000131187 F7/D6",2.52102916161932,"ENSG00000131187 F7/D6","ENSG00000131187","F7/D6"
"ENSG00000131187 M8/D6",3.48674468794238,"ENSG00000131187 M8/D6","ENSG00000131187","M8/D6"
"ENSG00000131236 D5/D6",3.4658517690629,"ENSG00000131236 D5/D6","ENSG00000131236","D5/D6"
"ENSG00000131236 F7/D6",3.2899883327537,"ENSG00000131236 F7/D6","ENSG00000131236","F7/D6"
"ENSG00000131236 M8/D6",2.89901701816403,"ENSG00000131236 M8/D6","ENSG00000131236","M8/D6"
"ENSG00000131398 D5/D6",8.10098773231383,"ENSG00000131398 D5/D6","ENSG00000131398","D5/D6"
"ENSG00000131398 F7/D6",9.02979414744533,"ENSG00000131398 F7/D6","ENSG00000131398","F7/D6"
"ENSG00000131398 M8/D6",8.75354655405158,"ENSG00000131398 M8/D6","ENSG00000131398","M8/D6"
"ENSG00000131475 D5/D6",1.33105226699305,"ENSG00000131475 D5/D6","ENSG00000131475","D5/D6"
"ENSG00000131475 F7/D6",1.36976046559525,"ENSG00000131475 F7/D6","ENSG00000131475","F7/D6"
"ENSG00000131475 M8/D6",2.1533708200438,"ENSG00000131475 M8/D6","ENSG00000131475","M8/D6"
"ENSG00000131558 D5/D6",6.65578092040007,"ENSG00000131558 D5/D6","ENSG00000131558","D5/D6"
"ENSG00000131558 F7/D6",4.82790751308543,"ENSG00000131558 F7/D6","ENSG00000131558","F7/D6"
"ENSG00000131558 M8/D6",4.24799790620789,"ENSG00000131558 M8/D6","ENSG00000131558","M8/D6"
"ENSG00000131626 D5/D6",2.11382005206399,"ENSG00000131626 D5/D6","ENSG00000131626","D5/D6"
"ENSG00000131626 F7/D6",2.03815842432571,"ENSG00000131626 F7/D6","ENSG00000131626","F7/D6"
"ENSG00000131626 M8/D6",2.22959749104556,"ENSG00000131626 M8/D6","ENSG00000131626","M8/D6"
"ENSG00000131721 D5/D6",18.6281404629031,"ENSG00000131721 D5/D6","ENSG00000131721","D5/D6"
"ENSG00000131721 F7/D6",35.9316015084604,"ENSG00000131721 F7/D6","ENSG00000131721","F7/D6"
"ENSG00000131721 M8/D6",11.565723890256,"ENSG00000131721 M8/D6","ENSG00000131721","M8/D6"
"ENSG00000131876 D5/D6",2.46113718159533,"ENSG00000131876 D5/D6","ENSG00000131876","D5/D6"
"ENSG00000131876 F7/D6",2.34965805660367,"ENSG00000131876 F7/D6","ENSG00000131876","F7/D6"
"ENSG00000131876 M8/D6",1.7120385321091,"ENSG00000131876 M8/D6","ENSG00000131876","M8/D6"
"ENSG00000132196 D5/D6",0.913999180804042,"ENSG00000132196 D5/D6","ENSG00000132196","D5/D6"
"ENSG00000132196 F7/D6",1.322934711293,"ENSG00000132196 F7/D6","ENSG00000132196","F7/D6"
"ENSG00000132196 M8/D6",1.18292512301377,"ENSG00000132196 M8/D6","ENSG00000132196","M8/D6"
"ENSG00000132321 D5/D6",18.7323924408933,"ENSG00000132321 D5/D6","ENSG00000132321","D5/D6"
"ENSG00000132321 F7/D6",18.2821583516629,"ENSG00000132321 F7/D6","ENSG00000132321","F7/D6"
"ENSG00000132321 M8/D6",14.7069137113472,"ENSG00000132321 M8/D6","ENSG00000132321","M8/D6"
"ENSG00000132436 D5/D6",2.98764025464674,"ENSG00000132436 D5/D6","ENSG00000132436","D5/D6"
"ENSG00000132436 F7/D6",1.39124976539895,"ENSG00000132436 F7/D6","ENSG00000132436","F7/D6"
"ENSG00000132436 M8/D6",1.94468721494023,"ENSG00000132436 M8/D6","ENSG00000132436","M8/D6"
"ENSG00000132570 D5/D6",8.43342638264251,"ENSG00000132570 D5/D6","ENSG00000132570","D5/D6"
"ENSG00000132570 F7/D6",10.8970663190759,"ENSG00000132570 F7/D6","ENSG00000132570","F7/D6"
"ENSG00000132570 M8/D6",7.61577608536035,"ENSG00000132570 M8/D6","ENSG00000132570","M8/D6"
"ENSG00000132591 D5/D6",8.3703878161889,"ENSG00000132591 D5/D6","ENSG00000132591","D5/D6"
"ENSG00000132591 F7/D6",6.59617605184859,"ENSG00000132591 F7/D6","ENSG00000132591","F7/D6"
"ENSG00000132591 M8/D6",9.21722016287048,"ENSG00000132591 M8/D6","ENSG00000132591","M8/D6"
"ENSG00000132773 D5/D6",2.0602750265098,"ENSG00000132773 D5/D6","ENSG00000132773","D5/D6"
"ENSG00000132773 F7/D6",1.43765920396246,"ENSG00000132773 F7/D6","ENSG00000132773","F7/D6"
"ENSG00000132773 M8/D6",1.70866420942369,"ENSG00000132773 M8/D6","ENSG00000132773","M8/D6"
"ENSG00000132780 D5/D6",1.5529909300093,"ENSG00000132780 D5/D6","ENSG00000132780","D5/D6"
"ENSG00000132780 F7/D6",1.47566342472826,"ENSG00000132780 F7/D6","ENSG00000132780","F7/D6"
"ENSG00000132780 M8/D6",1.10707553503184,"ENSG00000132780 M8/D6","ENSG00000132780","M8/D6"
"ENSG00000132823 D5/D6",1.90249351485357,"ENSG00000132823 D5/D6","ENSG00000132823","D5/D6"
"ENSG00000132823 F7/D6",1.10296672436106,"ENSG00000132823 F7/D6","ENSG00000132823","F7/D6"
"ENSG00000132823 M8/D6",1.13493652240895,"ENSG00000132823 M8/D6","ENSG00000132823","M8/D6"
"ENSG00000132938 D5/D6",5.24589748161275,"ENSG00000132938 D5/D6","ENSG00000132938","D5/D6"
"ENSG00000132938 F7/D6",5.24356851805134,"ENSG00000132938 F7/D6","ENSG00000132938","F7/D6"
"ENSG00000132938 M8/D6",2.80472100672945,"ENSG00000132938 M8/D6","ENSG00000132938","M8/D6"
"ENSG00000133069 D5/D6",5.2080269256184,"ENSG00000133069 D5/D6","ENSG00000133069","D5/D6"
"ENSG00000133069 F7/D6",10.7611054852493,"ENSG00000133069 F7/D6","ENSG00000133069","F7/D6"
"ENSG00000133069 M8/D6",5.42335224714498,"ENSG00000133069 M8/D6","ENSG00000133069","M8/D6"
"ENSG00000133216 D5/D6",7.42260764604958,"ENSG00000133216 D5/D6","ENSG00000133216","D5/D6"
"ENSG00000133216 F7/D6",4.94956616045495,"ENSG00000133216 F7/D6","ENSG00000133216","F7/D6"
"ENSG00000133216 M8/D6",12.7670015169342,"ENSG00000133216 M8/D6","ENSG00000133216","M8/D6"
"ENSG00000133226 D5/D6",3.20389551988916,"ENSG00000133226 D5/D6","ENSG00000133226","D5/D6"
"ENSG00000133226 F7/D6",1.10711258833242,"ENSG00000133226 F7/D6","ENSG00000133226","F7/D6"
"ENSG00000133226 M8/D6",2.47293909955382,"ENSG00000133226 M8/D6","ENSG00000133226","M8/D6"
"ENSG00000133466 D5/D6",5.52669267830519,"ENSG00000133466 D5/D6","ENSG00000133466","D5/D6"
"ENSG00000133466 F7/D6",4.42945687681321,"ENSG00000133466 F7/D6","ENSG00000133466","F7/D6"
"ENSG00000133466 M8/D6",1.91039905979788,"ENSG00000133466 M8/D6","ENSG00000133466","M8/D6"
"ENSG00000133639 D5/D6",2.15414221314679,"ENSG00000133639 D5/D6","ENSG00000133639","D5/D6"
"ENSG00000133639 F7/D6",2.3426636638183,"ENSG00000133639 F7/D6","ENSG00000133639","F7/D6"
"ENSG00000133639 M8/D6",1.58592417015616,"ENSG00000133639 M8/D6","ENSG00000133639","M8/D6"
"ENSG00000133773 D5/D6",4.38166437474812,"ENSG00000133773 D5/D6","ENSG00000133773","D5/D6"
"ENSG00000133773 F7/D6",3.6974914224814,"ENSG00000133773 F7/D6","ENSG00000133773","F7/D6"
"ENSG00000133773 M8/D6",3.731873878855,"ENSG00000133773 M8/D6","ENSG00000133773","M8/D6"
"ENSG00000134297 D5/D6",3.98749258901468,"ENSG00000134297 D5/D6","ENSG00000134297","D5/D6"
"ENSG00000134297 F7/D6",3.22872931347522,"ENSG00000134297 F7/D6","ENSG00000134297","F7/D6"
