"","uchar","gene_compare","gene","compare"
"ENSG00000198056 M8/D6",2.91971943434379,"ENSG00000198056 M8/D6","ENSG00000198056","M8/D6"
"ENSG00000198130 D5/D6",2.89008098938295,"ENSG00000198130 D5/D6","ENSG00000198130","D5/D6"
"ENSG00000198130 F7/D6",1.93735504060486,"ENSG00000198130 F7/D6","ENSG00000198130","F7/D6"
"ENSG00000198130 M8/D6",2.47706247363826,"ENSG00000198130 M8/D6","ENSG00000198130","M8/D6"
"ENSG00000198231 D5/D6",2.39023949254605,"ENSG00000198231 D5/D6","ENSG00000198231","D5/D6"
"ENSG00000198231 F7/D6",0.502305248435185,"ENSG00000198231 F7/D6","ENSG00000198231","F7/D6"
"ENSG00000198231 M8/D6",2.81018071001468,"ENSG00000198231 M8/D6","ENSG00000198231","M8/D6"
"ENSG00000198393 D5/D6",2.20055540209813,"ENSG00000198393 D5/D6","ENSG00000198393","D5/D6"
"ENSG00000198393 F7/D6",2.18731245594913,"ENSG00000198393 F7/D6","ENSG00000198393","F7/D6"
"ENSG00000198393 M8/D6",3.60840096734072,"ENSG00000198393 M8/D6","ENSG00000198393","M8/D6"
"ENSG00000198420 D5/D6",1.76750988460445,"ENSG00000198420 D5/D6","ENSG00000198420","D5/D6"
"ENSG00000198420 F7/D6",1.06045659487795,"ENSG00000198420 F7/D6","ENSG00000198420","F7/D6"
"ENSG00000198420 M8/D6",2.50771626688788,"ENSG00000198420 M8/D6","ENSG00000198420","M8/D6"
"ENSG00000198492 D5/D6",10.0910613347654,"ENSG00000198492 D5/D6","ENSG00000198492","D5/D6"
"ENSG00000198492 F7/D6",11.8118044870112,"ENSG00000198492 F7/D6","ENSG00000198492","F7/D6"
"ENSG00000198492 M8/D6",10.0512432452152,"ENSG00000198492 M8/D6","ENSG00000198492","M8/D6"
"ENSG00000198538 D5/D6",4.35271518359468,"ENSG00000198538 D5/D6","ENSG00000198538","D5/D6"
"ENSG00000198538 F7/D6",3.40480607566136,"ENSG00000198538 F7/D6","ENSG00000198538","F7/D6"
"ENSG00000198538 M8/D6",2.5464897709904,"ENSG00000198538 M8/D6","ENSG00000198538","M8/D6"
"ENSG00000198554 D5/D6",1.19633713535475,"ENSG00000198554 D5/D6","ENSG00000198554","D5/D6"
"ENSG00000198554 F7/D6",1.24723770465813,"ENSG00000198554 F7/D6","ENSG00000198554","F7/D6"
"ENSG00000198554 M8/D6",1.34804908677034,"ENSG00000198554 M8/D6","ENSG00000198554","M8/D6"
"ENSG00000198646 D5/D6",2.27210452755932,"ENSG00000198646 D5/D6","ENSG00000198646","D5/D6"
"ENSG00000198646 F7/D6",1.63727080748055,"ENSG00000198646 F7/D6","ENSG00000198646","F7/D6"
"ENSG00000198646 M8/D6",2.7498556970689,"ENSG00000198646 M8/D6","ENSG00000198646","M8/D6"
"ENSG00000198663 D5/D6",15.4137735673966,"ENSG00000198663 D5/D6","ENSG00000198663","D5/D6"
"ENSG00000198663 F7/D6",5.00530346594121,"ENSG00000198663 F7/D6","ENSG00000198663","F7/D6"
"ENSG00000198663 M8/D6",10.1188972428879,"ENSG00000198663 M8/D6","ENSG00000198663","M8/D6"
"ENSG00000198740 D5/D6",8.86317450773631,"ENSG00000198740 D5/D6","ENSG00000198740","D5/D6"
"ENSG00000198740 F7/D6",6.94534752562145,"ENSG00000198740 F7/D6","ENSG00000198740","F7/D6"
"ENSG00000198740 M8/D6",3.71411799590833,"ENSG00000198740 M8/D6","ENSG00000198740","M8/D6"
"ENSG00000198783 D5/D6",1.22619901411113,"ENSG00000198783 D5/D6","ENSG00000198783","D5/D6"
"ENSG00000198783 F7/D6",2.26104083886224,"ENSG00000198783 F7/D6","ENSG00000198783","F7/D6"
"ENSG00000198783 M8/D6",2.33210623395886,"ENSG00000198783 M8/D6","ENSG00000198783","M8/D6"
"ENSG00000198792 D5/D6",8.66528104131835,"ENSG00000198792 D5/D6","ENSG00000198792","D5/D6"
"ENSG00000198792 F7/D6",8.16225508346046,"ENSG00000198792 F7/D6","ENSG00000198792","F7/D6"
"ENSG00000198792 M8/D6",10.7924421296188,"ENSG00000198792 M8/D6","ENSG00000198792","M8/D6"
"ENSG00000198795 D5/D6",19.8019289505668,"ENSG00000198795 D5/D6","ENSG00000198795","D5/D6"
"ENSG00000198795 F7/D6",28.9309786104782,"ENSG00000198795 F7/D6","ENSG00000198795","F7/D6"
"ENSG00000198795 M8/D6",16.9554614838814,"ENSG00000198795 M8/D6","ENSG00000198795","M8/D6"
"ENSG00000198816 D5/D6",4.80838346711928,"ENSG00000198816 D5/D6","ENSG00000198816","D5/D6"
"ENSG00000198816 F7/D6",3.1481878072482,"ENSG00000198816 F7/D6","ENSG00000198816","F7/D6"
"ENSG00000198816 M8/D6",7.56767652474134,"ENSG00000198816 M8/D6","ENSG00000198816","M8/D6"
"ENSG00000198821 D5/D6",19.1843165315804,"ENSG00000198821 D5/D6","ENSG00000198821","D5/D6"
"ENSG00000198821 F7/D6",9.02563570691275,"ENSG00000198821 F7/D6","ENSG00000198821","F7/D6"
"ENSG00000198821 M8/D6",13.7283042841385,"ENSG00000198821 M8/D6","ENSG00000198821","M8/D6"
"ENSG00000198826 D5/D6",4.68519386699717,"ENSG00000198826 D5/D6","ENSG00000198826","D5/D6"
"ENSG00000198826 F7/D6",6.75194765722064,"ENSG00000198826 F7/D6","ENSG00000198826","F7/D6"
"ENSG00000198826 M8/D6",6.28779474491601,"ENSG00000198826 M8/D6","ENSG00000198826","M8/D6"
"ENSG00000198837 D5/D6",0.870201750128538,"ENSG00000198837 D5/D6","ENSG00000198837","D5/D6"
"ENSG00000198837 F7/D6",1.50396190183131,"ENSG00000198837 F7/D6","ENSG00000198837","F7/D6"
"ENSG00000198837 M8/D6",1.51074812097041,"ENSG00000198837 M8/D6","ENSG00000198837","M8/D6"
"ENSG00000198841 D5/D6",2.22100531524998,"ENSG00000198841 D5/D6","ENSG00000198841","D5/D6"
"ENSG00000198841 F7/D6",1.39555903075276,"ENSG00000198841 F7/D6","ENSG00000198841","F7/D6"
"ENSG00000198841 M8/D6",2.47010269457344,"ENSG00000198841 M8/D6","ENSG00000198841","M8/D6"
"ENSG00000198874 D5/D6",1.26919076204221,"ENSG00000198874 D5/D6","ENSG00000198874","D5/D6"
"ENSG00000198874 F7/D6",1.24406366242116,"ENSG00000198874 F7/D6","ENSG00000198874","F7/D6"
"ENSG00000198874 M8/D6",1.44187278574279,"ENSG00000198874 M8/D6","ENSG00000198874","M8/D6"
"ENSG00000198899 D5/D6",3.12119418201369,"ENSG00000198899 D5/D6","ENSG00000198899","D5/D6"
"ENSG00000198899 F7/D6",4.58193642778084,"ENSG00000198899 F7/D6","ENSG00000198899","F7/D6"
"ENSG00000198899 M8/D6",2.79718350140698,"ENSG00000198899 M8/D6","ENSG00000198899","M8/D6"
"ENSG00000198909 D5/D6",1.70317677470275,"ENSG00000198909 D5/D6","ENSG00000198909","D5/D6"
"ENSG00000198909 F7/D6",2.38367327021394,"ENSG00000198909 F7/D6","ENSG00000198909","F7/D6"
"ENSG00000198909 M8/D6",1.02776602958858,"ENSG00000198909 M8/D6","ENSG00000198909","M8/D6"
"ENSG00000198911 D5/D6",1.00017885744055,"ENSG00000198911 D5/D6","ENSG00000198911","D5/D6"
"ENSG00000198911 F7/D6",0.610101050233859,"ENSG00000198911 F7/D6","ENSG00000198911","F7/D6"
"ENSG00000198911 M8/D6",0.767118516395128,"ENSG00000198911 M8/D6","ENSG00000198911","M8/D6"
"ENSG00000199051 D5/D6",6.44289307956806,"ENSG00000199051 D5/D6","ENSG00000199051","D5/D6"
"ENSG00000199051 F7/D6",21.6143403312334,"ENSG00000199051 F7/D6","ENSG00000199051","F7/D6"
"ENSG00000199051 M8/D6",12.1192815943832,"ENSG00000199051 M8/D6","ENSG00000199051","M8/D6"
"ENSG00000199072 D5/D6",6.78157803160737,"ENSG00000199072 D5/D6","ENSG00000199072","D5/D6"
"ENSG00000199072 F7/D6",7.25482959614304,"ENSG00000199072 F7/D6","ENSG00000199072","F7/D6"
"ENSG00000199072 M8/D6",6.38837342753806,"ENSG00000199072 M8/D6","ENSG00000199072","M8/D6"
"ENSG00000199347 D5/D6",18.1469767206739,"ENSG00000199347 D5/D6","ENSG00000199347","D5/D6"
"ENSG00000199347 F7/D6",7.35691426806687,"ENSG00000199347 F7/D6","ENSG00000199347","F7/D6"
"ENSG00000199347 M8/D6",15.9742416515004,"ENSG00000199347 M8/D6","ENSG00000199347","M8/D6"
"ENSG00000199366 D5/D6",8.58266005283006,"ENSG00000199366 D5/D6","ENSG00000199366","D5/D6"
"ENSG00000199366 F7/D6",4.98405801387442,"ENSG00000199366 F7/D6","ENSG00000199366","F7/D6"
"ENSG00000199366 M8/D6",8.87922857474594,"ENSG00000199366 M8/D6","ENSG00000199366","M8/D6"
"ENSG00000199530 D5/D6",10.5818134091493,"ENSG00000199530 D5/D6","ENSG00000199530","D5/D6"
"ENSG00000199530 F7/D6",8.05556336827812,"ENSG00000199530 F7/D6","ENSG00000199530","F7/D6"
"ENSG00000199530 M8/D6",6.67099730527961,"ENSG00000199530 M8/D6","ENSG00000199530","M8/D6"
"ENSG00000199592 D5/D6",20.2259208755156,"ENSG00000199592 D5/D6","ENSG00000199592","D5/D6"
"ENSG00000199592 F7/D6",16.1365218172221,"ENSG00000199592 F7/D6","ENSG00000199592","F7/D6"
"ENSG00000199592 M8/D6",21.0204748849613,"ENSG00000199592 M8/D6","ENSG00000199592","M8/D6"
"ENSG00000199691 D5/D6",5.51648277609389,"ENSG00000199691 D5/D6","ENSG00000199691","D5/D6"
"ENSG00000199691 F7/D6",7.29640552522654,"ENSG00000199691 F7/D6","ENSG00000199691","F7/D6"
"ENSG00000199691 M8/D6",10.2630781042597,"ENSG00000199691 M8/D6","ENSG00000199691","M8/D6"
"ENSG00000199906 D5/D6",3.19724482338822,"ENSG00000199906 D5/D6","ENSG00000199906","D5/D6"
"ENSG00000199906 F7/D6",14.2140994562659,"ENSG00000199906 F7/D6","ENSG00000199906","F7/D6"
"ENSG00000199906 M8/D6",9.83062464535868,"ENSG00000199906 M8/D6","ENSG00000199906","M8/D6"
"ENSG00000199933 D5/D6",15.3788037453641,"ENSG00000199933 D5/D6","ENSG00000199933","D5/D6"
"ENSG00000199933 F7/D6",11.3237269996042,"ENSG00000199933 F7/D6","ENSG00000199933","F7/D6"
"ENSG00000199933 M8/D6",10.7131750932164,"ENSG00000199933 M8/D6","ENSG00000199933","M8/D6"
"ENSG00000200063 D5/D6",18.8481149533923,"ENSG00000200063 D5/D6","ENSG00000200063","D5/D6"
"ENSG00000200063 F7/D6",18.8613521430298,"ENSG00000200063 F7/D6","ENSG00000200063","F7/D6"
"ENSG00000200063 M8/D6",10.9825754217037,"ENSG00000200063 M8/D6","ENSG00000200063","M8/D6"
"ENSG00000200075 D5/D6",18.7051708134034,"ENSG00000200075 D5/D6","ENSG00000200075","D5/D6"
"ENSG00000200075 F7/D6",17.1996428764001,"ENSG00000200075 F7/D6","ENSG00000200075","F7/D6"
"ENSG00000200075 M8/D6",9.81408896334999,"ENSG00000200075 M8/D6","ENSG00000200075","M8/D6"
"ENSG00000200563 D5/D6",13.850710410093,"ENSG00000200563 D5/D6","ENSG00000200563","D5/D6"
"ENSG00000200563 F7/D6",23.379433985274,"ENSG00000200563 F7/D6","ENSG00000200563","F7/D6"
"ENSG00000200563 M8/D6",5.87042729974838,"ENSG00000200563 M8/D6","ENSG00000200563","M8/D6"
"ENSG00000200571 D5/D6",5.07245505711781,"ENSG00000200571 D5/D6","ENSG00000200571","D5/D6"
"ENSG00000200571 F7/D6",12.7185889327848,"ENSG00000200571 F7/D6","ENSG00000200571","F7/D6"
"ENSG00000200571 M8/D6",9.70556332823888,"ENSG00000200571 M8/D6","ENSG00000200571","M8/D6"
"ENSG00000201114 D5/D6",18.8793403422902,"ENSG00000201114 D5/D6","ENSG00000201114","D5/D6"
"ENSG00000201114 F7/D6",18.2981300896446,"ENSG00000201114 F7/D6","ENSG00000201114","F7/D6"
"ENSG00000201114 M8/D6",13.1633182660431,"ENSG00000201114 M8/D6","ENSG00000201114","M8/D6"
"ENSG00000201221 D5/D6",1.86079521516343,"ENSG00000201221 D5/D6","ENSG00000201221","D5/D6"
"ENSG00000201221 F7/D6",4.88778726944875,"ENSG00000201221 F7/D6","ENSG00000201221","F7/D6"
"ENSG00000201221 M8/D6",5.40474143345655,"ENSG00000201221 M8/D6","ENSG00000201221","M8/D6"
"ENSG00000201367 D5/D6",7.53249979103069,"ENSG00000201367 D5/D6","ENSG00000201367","D5/D6"
"ENSG00000201367 F7/D6",6.793454868141,"ENSG00000201367 F7/D6","ENSG00000201367","F7/D6"
"ENSG00000201367 M8/D6",8.9214770774054,"ENSG00000201367 M8/D6","ENSG00000201367","M8/D6"
"ENSG00000201371 D5/D6",10.0092437715961,"ENSG00000201371 D5/D6","ENSG00000201371","D5/D6"
"ENSG00000201371 F7/D6",13.7812486103086,"ENSG00000201371 F7/D6","ENSG00000201371","F7/D6"
"ENSG00000201371 M8/D6",17.925167598763,"ENSG00000201371 M8/D6","ENSG00000201371","M8/D6"
"ENSG00000201469 D5/D6",15.9942801833433,"ENSG00000201469 D5/D6","ENSG00000201469","D5/D6"
"ENSG00000201469 F7/D6",12.2291735535928,"ENSG00000201469 F7/D6","ENSG00000201469","F7/D6"
"ENSG00000201469 M8/D6",17.0837993109387,"ENSG00000201469 M8/D6","ENSG00000201469","M8/D6"
"ENSG00000201533 D5/D6",10.3349994923594,"ENSG00000201533 D5/D6","ENSG00000201533","D5/D6"
"ENSG00000201533 F7/D6",32.3155771606417,"ENSG00000201533 F7/D6","ENSG00000201533","F7/D6"
"ENSG00000201533 M8/D6",30.7483304107837,"ENSG00000201533 M8/D6","ENSG00000201533","M8/D6"
"ENSG00000201736 D5/D6",28.1559911304388,"ENSG00000201736 D5/D6","ENSG00000201736","D5/D6"
"ENSG00000201736 F7/D6",30.3534210534846,"ENSG00000201736 F7/D6","ENSG00000201736","F7/D6"
"ENSG00000201736 M8/D6",13.6850471477677,"ENSG00000201736 M8/D6","ENSG00000201736","M8/D6"
"ENSG00000201794 D5/D6",8.26491884037408,"ENSG00000201794 D5/D6","ENSG00000201794","D5/D6"
"ENSG00000201794 F7/D6",10.1861487589842,"ENSG00000201794 F7/D6","ENSG00000201794","F7/D6"
"ENSG00000201794 M8/D6",13.0212808419798,"ENSG00000201794 M8/D6","ENSG00000201794","M8/D6"
"ENSG00000201867 D5/D6",14.5100964271279,"ENSG00000201867 D5/D6","ENSG00000201867","D5/D6"
"ENSG00000201867 F7/D6",8.8516831373293,"ENSG00000201867 F7/D6","ENSG00000201867","F7/D6"
"ENSG00000201867 M8/D6",14.5104305483449,"ENSG00000201867 M8/D6","ENSG00000201867","M8/D6"
"ENSG00000202100 D5/D6",16.4659227709698,"ENSG00000202100 D5/D6","ENSG00000202100","D5/D6"
"ENSG00000202100 F7/D6",9.78874768612999,"ENSG00000202100 F7/D6","ENSG00000202100","F7/D6"
"ENSG00000202100 M8/D6",20.874976841047,"ENSG00000202100 M8/D6","ENSG00000202100","M8/D6"
"ENSG00000202125 D5/D6",3.7714471272189,"ENSG00000202125 D5/D6","ENSG00000202125","D5/D6"
"ENSG00000202125 F7/D6",6.75861300335175,"ENSG00000202125 F7/D6","ENSG00000202125","F7/D6"
"ENSG00000202125 M8/D6",8.94441774856543,"ENSG00000202125 M8/D6","ENSG00000202125","M8/D6"
"ENSG00000202513 D5/D6",12.6122752920787,"ENSG00000202513 D5/D6","ENSG00000202513","D5/D6"
"ENSG00000202513 F7/D6",20.0792882727386,"ENSG00000202513 F7/D6","ENSG00000202513","F7/D6"
"ENSG00000202513 M8/D6",16.5611220487305,"ENSG00000202513 M8/D6","ENSG00000202513","M8/D6"
"ENSG00000203392 D5/D6",53.9239214465826,"ENSG00000203392 D5/D6","ENSG00000203392","D5/D6"
"ENSG00000203392 F7/D6",32.7289354636306,"ENSG00000203392 F7/D6","ENSG00000203392","F7/D6"
"ENSG00000203392 M8/D6",25.0002402183996,"ENSG00000203392 M8/D6","ENSG00000203392","M8/D6"
"ENSG00000203761 D5/D6",1.18701436360679,"ENSG00000203761 D5/D6","ENSG00000203761","D5/D6"
"ENSG00000203761 F7/D6",1.7778566901367,"ENSG00000203761 F7/D6","ENSG00000203761","F7/D6"
"ENSG00000203761 M8/D6",1.74076825443277,"ENSG00000203761 M8/D6","ENSG00000203761","M8/D6"
"ENSG00000203799 D5/D6",5.62108523033958,"ENSG00000203799 D5/D6","ENSG00000203799","D5/D6"
"ENSG00000203799 F7/D6",6.5912468660264,"ENSG00000203799 F7/D6","ENSG00000203799","F7/D6"
"ENSG00000203799 M8/D6",5.55248795386195,"ENSG00000203799 M8/D6","ENSG00000203799","M8/D6"
"ENSG00000203814 D5/D6",17.0263732665927,"ENSG00000203814 D5/D6","ENSG00000203814","D5/D6"
"ENSG00000203814 F7/D6",4.35119896567967,"ENSG00000203814 F7/D6","ENSG00000203814","F7/D6"
"ENSG00000203814 M8/D6",7.66375628781828,"ENSG00000203814 M8/D6","ENSG00000203814","M8/D6"
"ENSG00000203872 D5/D6",3.47435949065846,"ENSG00000203872 D5/D6","ENSG00000203872","D5/D6"
"ENSG00000203872 F7/D6",4.88137275281222,"ENSG00000203872 F7/D6","ENSG00000203872","F7/D6"
"ENSG00000203872 M8/D6",4.28913285069454,"ENSG00000203872 M8/D6","ENSG00000203872","M8/D6"
"ENSG00000203910 D5/D6",27.7812867612314,"ENSG00000203910 D5/D6","ENSG00000203910","D5/D6"
"ENSG00000203910 F7/D6",2.61120576283611,"ENSG00000203910 F7/D6","ENSG00000203910","F7/D6"
"ENSG00000203910 M8/D6",5.88178129536592,"ENSG00000203910 M8/D6","ENSG00000203910","M8/D6"
"ENSG00000203995 D5/D6",1.59537329688587,"ENSG00000203995 D5/D6","ENSG00000203995","D5/D6"
"ENSG00000203995 F7/D6",1.49892767991927,"ENSG00000203995 F7/D6","ENSG00000203995","F7/D6"
"ENSG00000203995 M8/D6",2.70388589012618,"ENSG00000203995 M8/D6","ENSG00000203995","M8/D6"
"ENSG00000204010 D5/D6",15.0798294723466,"ENSG00000204010 D5/D6","ENSG00000204010","D5/D6"
"ENSG00000204010 F7/D6",7.40989850521913,"ENSG00000204010 F7/D6","ENSG00000204010","F7/D6"
"ENSG00000204010 M8/D6",15.995292556422,"ENSG00000204010 M8/D6","ENSG00000204010","M8/D6"
"ENSG00000204025 D5/D6",36.6814955738224,"ENSG00000204025 D5/D6","ENSG00000204025","D5/D6"
"ENSG00000204025 F7/D6",22.0133164484925,"ENSG00000204025 F7/D6","ENSG00000204025","F7/D6"
"ENSG00000204025 M8/D6",28.1299223257011,"ENSG00000204025 M8/D6","ENSG00000204025","M8/D6"
"ENSG00000204084 D5/D6",1.09449731749129,"ENSG00000204084 D5/D6","ENSG00000204084","D5/D6"
"ENSG00000204084 F7/D6",1.15132096840415,"ENSG00000204084 F7/D6","ENSG00000204084","F7/D6"
"ENSG00000204084 M8/D6",0.811262142703909,"ENSG00000204084 M8/D6","ENSG00000204084","M8/D6"
"ENSG00000204116 D5/D6",5.82139887882149,"ENSG00000204116 D5/D6","ENSG00000204116","D5/D6"
"ENSG00000204116 F7/D6",5.589419034963,"ENSG00000204116 F7/D6","ENSG00000204116","F7/D6"
"ENSG00000204116 M8/D6",3.48010115260338,"ENSG00000204116 M8/D6","ENSG00000204116","M8/D6"
"ENSG00000204138 D5/D6",1.23987182826386,"ENSG00000204138 D5/D6","ENSG00000204138","D5/D6"
"ENSG00000204138 F7/D6",4.67659926846904,"ENSG00000204138 F7/D6","ENSG00000204138","F7/D6"
"ENSG00000204138 M8/D6",1.79428865951793,"ENSG00000204138 M8/D6","ENSG00000204138","M8/D6"
"ENSG00000204186 D5/D6",2.34229627393689,"ENSG00000204186 D5/D6","ENSG00000204186","D5/D6"
"ENSG00000204186 F7/D6",2.00733892093372,"ENSG00000204186 F7/D6","ENSG00000204186","F7/D6"
"ENSG00000204186 M8/D6",2.06094429519746,"ENSG00000204186 M8/D6","ENSG00000204186","M8/D6"
"ENSG00000204220 D5/D6",0.743418390798706,"ENSG00000204220 D5/D6","ENSG00000204220","D5/D6"
"ENSG00000204220 F7/D6",1.32582839788702,"ENSG00000204220 F7/D6","ENSG00000204220","F7/D6"
"ENSG00000204220 M8/D6",2.74577510883851,"ENSG00000204220 M8/D6","ENSG00000204220","M8/D6"
"ENSG00000204366 D5/D6",5.31076393773323,"ENSG00000204366 D5/D6","ENSG00000204366","D5/D6"
"ENSG00000204366 F7/D6",5.78729574656972,"ENSG00000204366 F7/D6","ENSG00000204366","F7/D6"
"ENSG00000204366 M8/D6",2.33057597044138,"ENSG00000204366 M8/D6","ENSG00000204366","M8/D6"
"ENSG00000204385 D5/D6",33.0871313673791,"ENSG00000204385 D5/D6","ENSG00000204385","D5/D6"
"ENSG00000204385 F7/D6",33.0414390303496,"ENSG00000204385 F7/D6","ENSG00000204385","F7/D6"
"ENSG00000204385 M8/D6",25.557060141956,"ENSG00000204385 M8/D6","ENSG00000204385","M8/D6"
"ENSG00000204386 D5/D6",7.20623645014044,"ENSG00000204386 D5/D6","ENSG00000204386","D5/D6"
"ENSG00000204386 F7/D6",6.08924104336331,"ENSG00000204386 F7/D6","ENSG00000204386","F7/D6"
"ENSG00000204386 M8/D6",6.28820211358774,"ENSG00000204386 M8/D6","ENSG00000204386","M8/D6"
"ENSG00000204519 D5/D6",25.4767530934139,"ENSG00000204519 D5/D6","ENSG00000204519","D5/D6"
"ENSG00000204519 F7/D6",55.3776303586385,"ENSG00000204519 F7/D6","ENSG00000204519","F7/D6"
"ENSG00000204519 M8/D6",23.6010498659044,"ENSG00000204519 M8/D6","ENSG00000204519","M8/D6"
"ENSG00000204619 D5/D6",1.27125953952718,"ENSG00000204619 D5/D6","ENSG00000204619","D5/D6"
"ENSG00000204619 F7/D6",1.23949354832848,"ENSG00000204619 F7/D6","ENSG00000204619","F7/D6"
"ENSG00000204619 M8/D6",1.45414560131232,"ENSG00000204619 M8/D6","ENSG00000204619","M8/D6"
"ENSG00000204623 D5/D6",2.74178842930945,"ENSG00000204623 D5/D6","ENSG00000204623","D5/D6"
"ENSG00000204623 F7/D6",2.7431335823721,"ENSG00000204623 F7/D6","ENSG00000204623","F7/D6"
"ENSG00000204623 M8/D6",3.44758838101039,"ENSG00000204623 M8/D6","ENSG00000204623","M8/D6"
"ENSG00000204624 D5/D6",31.2594651063399,"ENSG00000204624 D5/D6","ENSG00000204624","D5/D6"
"ENSG00000204624 F7/D6",28.6867005269672,"ENSG00000204624 F7/D6","ENSG00000204624","F7/D6"
"ENSG00000204624 M8/D6",18.7100774628064,"ENSG00000204624 M8/D6","ENSG00000204624","M8/D6"
"ENSG00000204634 D5/D6",3.39339978099239,"ENSG00000204634 D5/D6","ENSG00000204634","D5/D6"
"ENSG00000204634 F7/D6",9.83761829608561,"ENSG00000204634 F7/D6","ENSG00000204634","F7/D6"
"ENSG00000204634 M8/D6",4.36284760762926,"ENSG00000204634 M8/D6","ENSG00000204634","M8/D6"
"ENSG00000204673 D5/D6",3.25068550678085,"ENSG00000204673 D5/D6","ENSG00000204673","D5/D6"
"ENSG00000204673 F7/D6",1.6075269910818,"ENSG00000204673 F7/D6","ENSG00000204673","F7/D6"
"ENSG00000204673 M8/D6",3.68353849170805,"ENSG00000204673 M8/D6","ENSG00000204673","M8/D6"
"ENSG00000204767 D5/D6",3.59728539503675,"ENSG00000204767 D5/D6","ENSG00000204767","D5/D6"
"ENSG00000204767 F7/D6",9.25504453269699,"ENSG00000204767 F7/D6","ENSG00000204767","F7/D6"
"ENSG00000204767 M8/D6",6.11767185137526,"ENSG00000204767 M8/D6","ENSG00000204767","M8/D6"
"ENSG00000204816 D5/D6",12.0198191866662,"ENSG00000204816 D5/D6","ENSG00000204816","D5/D6"
"ENSG00000204816 F7/D6",8.12720230264207,"ENSG00000204816 F7/D6","ENSG00000204816","F7/D6"
"ENSG00000204816 M8/D6",13.3215802101712,"ENSG00000204816 M8/D6","ENSG00000204816","M8/D6"
"ENSG00000205086 D5/D6",26.3304274240507,"ENSG00000205086 D5/D6","ENSG00000205086","D5/D6"
"ENSG00000205086 F7/D6",14.9015903077156,"ENSG00000205086 F7/D6","ENSG00000205086","F7/D6"
"ENSG00000205086 M8/D6",18.1885960138988,"ENSG00000205086 M8/D6","ENSG00000205086","M8/D6"
"ENSG00000205089 D5/D6",2.39408890790846,"ENSG00000205089 D5/D6","ENSG00000205089","D5/D6"
"ENSG00000205089 F7/D6",1.30174077094002,"ENSG00000205089 F7/D6","ENSG00000205089","F7/D6"
"ENSG00000205089 M8/D6",2.15842197406465,"ENSG00000205089 M8/D6","ENSG00000205089","M8/D6"
"ENSG00000205356 D5/D6",1.12490996423245,"ENSG00000205356 D5/D6","ENSG00000205356","D5/D6"
"ENSG00000205356 F7/D6",1.09793609046628,"ENSG00000205356 F7/D6","ENSG00000205356","F7/D6"
"ENSG00000205356 M8/D6",1.76985760621365,"ENSG00000205356 M8/D6","ENSG00000205356","M8/D6"
"ENSG00000205413 D5/D6",1.7318349258857,"ENSG00000205413 D5/D6","ENSG00000205413","D5/D6"
"ENSG00000205413 F7/D6",1.83275634616626,"ENSG00000205413 F7/D6","ENSG00000205413","F7/D6"
"ENSG00000205413 M8/D6",2.49139448058105,"ENSG00000205413 M8/D6","ENSG00000205413","M8/D6"
"ENSG00000205639 D5/D6",7.14560161416946,"ENSG00000205639 D5/D6","ENSG00000205639","D5/D6"
"ENSG00000205639 F7/D6",12.7300332579923,"ENSG00000205639 F7/D6","ENSG00000205639","F7/D6"
"ENSG00000205639 M8/D6",6.5429732673264,"ENSG00000205639 M8/D6","ENSG00000205639","M8/D6"
"ENSG00000205710 D5/D6",1.93127216084493,"ENSG00000205710 D5/D6","ENSG00000205710","D5/D6"
"ENSG00000205710 F7/D6",2.72443103799724,"ENSG00000205710 F7/D6","ENSG00000205710","F7/D6"
"ENSG00000205710 M8/D6",2.28156533931058,"ENSG00000205710 M8/D6","ENSG00000205710","M8/D6"
"ENSG00000205765 D5/D6",1.68403896125622,"ENSG00000205765 D5/D6","ENSG00000205765","D5/D6"
"ENSG00000205765 F7/D6",1.35164650099191,"ENSG00000205765 F7/D6","ENSG00000205765","F7/D6"
"ENSG00000205765 M8/D6",1.32343188854379,"ENSG00000205765 M8/D6","ENSG00000205765","M8/D6"
"ENSG00000205838 D5/D6",15.3400242408118,"ENSG00000205838 D5/D6","ENSG00000205838","D5/D6"
"ENSG00000205838 F7/D6",21.4203155213419,"ENSG00000205838 F7/D6","ENSG00000205838","F7/D6"
"ENSG00000205838 M8/D6",15.1761683160151,"ENSG00000205838 M8/D6","ENSG00000205838","M8/D6"
"ENSG00000205937 D5/D6",0.898967449380665,"ENSG00000205937 D5/D6","ENSG00000205937","D5/D6"
"ENSG00000205937 F7/D6",1.58530446333619,"ENSG00000205937 F7/D6","ENSG00000205937","F7/D6"
"ENSG00000205937 M8/D6",1.41787118589663,"ENSG00000205937 M8/D6","ENSG00000205937","M8/D6"
"ENSG00000205978 D5/D6",8.4171224295556,"ENSG00000205978 D5/D6","ENSG00000205978","D5/D6"
"ENSG00000205978 F7/D6",19.9544713136026,"ENSG00000205978 F7/D6","ENSG00000205978","F7/D6"
"ENSG00000205978 M8/D6",18.4842840250874,"ENSG00000205978 M8/D6","ENSG00000205978","M8/D6"
"ENSG00000206013 D5/D6",7.70776492373962,"ENSG00000206013 D5/D6","ENSG00000206013","D5/D6"
"ENSG00000206013 F7/D6",12.9588114275337,"ENSG00000206013 F7/D6","ENSG00000206013","F7/D6"
