"","D5_U01_LE1","F7_U01_LE1","M8_U01_LE1","D5_U01_LE2","F7_U01_LE2","M8_U01_LE2","D5_U01_LE3","F7_U01_LE3","M8_U01_LE3","D5_U02_LE4","F7_U02_LE4","M8_U02_LE4","D5_U03_LE5","F7_U03_LE5","M8_U03_LE5","D5_U04_LE6","F7_U04_LE6","M8_U04_LE6","D5_U05_LE7","F7_U05_LE7","M8_U05_LE7","D5_U06_LE8","F7_U06_LE8","M8_U06_LE8","D5_U07_LE9","F7_U07_LE9","M8_U07_LE9","D5_U08_LE10","F7_U08_LE10","M8_U08_LE10","D5_U09_LE11","F7_U09_LE11","M8_U09_LE11","D5_U10_LE12","F7_U10_LE12","M8_U10_LE12","D5_U11_LE13","M8_U11_LE13","F7_U11_LE13","D5_U12_LE14","F7_U12_LE14","M8_U12_LE14","D5_U13_LE15","F7_U13_LE15","M8_U13_LE15","D5_U14_LE16","M8_U14_LE16","F7_U14_LE16","D5_U15_LE16","M8_U15_LE16","F7_U15_LE16","D5_U16_LE16","F7_U16_LE16","M8_U16_LE16"
"ENSG00000142512",-0.852807491438415,-0.195276168082285,-0.543116199418215,-0.847162342687115,-0.150692576500735,-0.0478139863906351,-0.986329494399905,-0.0860414531283449,-0.472826274897705,-0.619495388219315,-0.184750761965635,-0.277082439259005,-0.547022965387815,-0.0481601887296148,-0.350516399741135,-0.857164097865985,-0.213886914073745,-0.263853160117025,-0.585332566199425,0.0765471599105552,-0.121241954488095,-0.619267627358475,0.279865579033215,-0.354478992527815,-0.886789647999295,-0.0920690597997149,0.220940663901985,-0.704994325263925,-0.422861903694375,-0.052399707516475,-0.705865060356635,-0.223496225835095,-0.168442711171835,-0.547627705708375,-0.151264524561725,-0.186121360896815,-0.581597689620385,-0.245276168327545,-0.122135426656575,-0.824187947452965,0.024024041827035,0.0371573200225748,-0.656506152454915,-0.305267423749855,-0.094676898611715,-0.552330259781065,-0.172082015458555,-0.204798417302835,-0.670425785892215,-0.264860782700085,-0.084746012565255,-0.455624777848995,0.151993922556785,0.105526907934305
"ENSG00000183604",0.018061162122625,0.008199538635425,0.413069013227105,-0.073250280607795,-0.224744290691065,0.346282656213665,0.180078174518575,0.128495306966865,0.595147054751435,0.142169098442235,0.113489093320985,0.287691863415035,0.288945796810175,-0.130245672429795,0.393005616718955,0.137531403662725,-0.0818225472571852,0.422381030226745,0.0820677830475449,-0.241152293520055,0.284094614497125,0.0916001526782249,0.0770270340336547,0.296644518638815,-0.002587705594705,-0.110356408607045,0.367768639364505,0.0996275391491648,-0.0025844457131452,0.413501052894415,-0.0542903427725552,-0.109587285012045,0.245890729552395,-0.0973759247543251,-0.094906796369405,0.422087243394525,0.0228342899675247,0.369341414582815,-0.0245007470915852,0.215840095091355,0.0881960482466249,0.384113498181625,-0.139372999029735,-0.0561252814084652,0.337677726008405,-0.0654629436316352,0.289555035962115,-0.203070452757145,0.0105876655309549,0.218801615256745,-0.213626841751425,-0.139177808889475,-0.115204762290445,0.325663554915295
"ENSG00000111266",-0.0378576099396524,-0.0596478061008821,-0.057247154169902,-0.0665932908157121,-0.142957356467502,-0.116318443227812,-0.0163816697347219,0.0266667073346278,-0.038343349006392,0.070268866914148,0.0204018796541883,-0.0444442880413423,0.157499088858048,-0.133690102075952,-0.134977044774402,0.0413613413643477,-0.0285381921682619,-0.0347377177469124,0.0218028149880283,-0.184016026832192,-0.112543954432422,0.0280834424654781,0.00118259497628781,-0.143998778256932,0.0371781398010782,-0.102093199675142,0.0520787471327884,0.0754681491369684,0.0360413587573181,-0.130684614583812,-0.0480860348200718,-0.0561542766417622,-0.0624183146414916,-0.0715680954306324,-0.122182444484012,-0.129229212820932,0.0333657499338678,-0.0603186204400421,-0.115480967057362,0.191060828119068,0.0400205421119084,-0.0489733583986816,0.0920422061768384,-0.0535296385738819,-0.0386837056417821,0.0256375629833876,-0.131442104466862,-0.171586313820952,0.0560128009224679,-0.0428880467908117,-0.0711358610203323,0.00876629838821774,0.0279241801416878,0.0112713997347678
"ENSG00000226747",0.179569478696204,0.470100992577774,-2.93731320436862,-2.93731320436862,-1.66335332533779,1.84751822689027,-2.93731320436862,-0.920538784206416,1.29388705159159,-1.1734771278174,1.60105147158036,-2.93731320436862,-2.93731320436862,-0.455827194813786,1.97535289315138,-2.93731320436862,0.419317447369514,-2.93731320436862,-2.93731320436862,0.630750040870154,0.162367654705594,-2.93731320436862,-2.93731320436862,-0.0100984855667661,-0.708149847112186,1.30485056563273,-2.93731320436862,0.246065274627364,-1.30817582064345,-2.93731320436862,0.387401532956814,0.0486385440116939,0.551261058754894,0.613904092167964,0.241635467411374,-2.93731320436862,-0.299472882511636,1.37195185341459,0.242328749411284,1.39973302461541,-2.93731320436862,-0.461611519526426,-2.93731320436862,0.987878420547974,0.235564358924664,0.175261099871834,1.12947795558035,0.0447478759050739,-2.93731320436862,-2.93731320436862,-2.93731320436862,-2.93731320436862,-0.335246340706516,0.320845921306564
"ENSG00000178522",-2.16087361972206,-2.16087361972206,0.744601883121857,-0.670462861971873,-0.358417287472933,-2.16087361972206,-2.16087361972206,-2.16087361972206,1.18707286710603,-0.754062041898942,-2.16087361972206,0.525884563792927,-2.16087361972206,-2.16087361972206,-2.16087361972206,-2.16087361972206,0.263373118416387,-2.16087361972206,0.550605384156107,-0.0690753979845731,-2.16087361972206,-2.16087361972206,-2.16087361972206,0.389217037281817,-2.16087361972206,0.670415137194437,-2.16087361972206,-2.16087361972206,-2.16087361972206,-2.16087361972206,1.20443200555094,-0.420149971835023,1.22488077961591,-2.16087361972206,0.259774102773907,-2.16087361972206,-2.16087361972206,0.839042665469387,0.254088722204357,-2.16087361972206,-2.16087361972206,-2.16087361972206,-2.16087361972206,-0.739850783179462,0.151989707517368,-2.16087361972206,-0.766934585100683,0.665977844928687,-2.16087361972206,0.808887662954088,-2.16087361972206,-2.16087361972206,-2.16087361972206,2.16480714723348
"ENSG00000264456",-0.0262637618117489,0.309455654989399,0.572075358609594,0.519434087514314,0.525550090723749,0.788506863439923,0.439367016675195,-0.0684420313955909,0.809942010126273,-0.0607982647429709,0.262104055831365,-0.0290703120177259,-0.0617676006120039,0.463403073396364,0.731823035293394,0.516259910263554,0.704654128589536,0.752606255583973,1.12383697829624,0.653495723625285,0.349706503093308,-0.00484797433426792,0.0674295258616351,-0.410625676746741,0.412052015581558,0.381911515912028,-0.231288212761131,0.509338104426333,-0.23402785745148,0.445226246240186,0.441574800939473,0.243847906614713,0.152101689918228,0.262739580580521,0.320316586692097,1.21755691486216,0.402640487595024,0.544116112153183,-0.578321445381516,0.322582751657524,0.381690845909618,0.117252262578514,0.518565721875632,0.458466906978954,0.456856193035373,0.260905768492662,0.442312053430825,0.517949117935249,0.207024304506959,-0.212400564785391,-0.370682102810753,0.361106115574311,-0.363648322204942,0.571759214355353
"ENSG00000165475",-0.358932093425291,0.6282446585617,0.730183127302459,-0.343354618230051,0.99536231238772,0.848847134289119,-0.22305640698087,0.71469105134435,0.64669430125662,-0.469969219175361,0.572359728857269,0.288606011156839,-0.744181317420221,0.611142776574449,0.398177294583899,-0.399444141272861,0.6559950733544,0.392776867296429,-0.586292501187951,0.555446981181299,0.571600131891209,-0.423104717712721,0.69833348462283,0.881446821857299,-0.565652650983191,0.64350989143622,0.6131821094016,-0.50219714375762,0.661441731781409,0.627861818876099,-0.36285797504224,0.309060916698749,0.67625564800386,-0.46776169996199,0.62461433827322,0.402860318301469,-0.385913683835511,0.46657918659994,0.579172530941959,-0.282320169320271,0.66450010109633,0.43618391191691,-0.415212622287421,0.580843060775289,0.52020759054702,-0.530998568767641,0.67539671754557,0.73982616316719,-0.655815102853698,0.465808814574939,0.741530985683929,-0.53637566836007,0.95404272093796,0.7127980490857
"ENSG00000128512",0.762766268658587,-0.727310266004936,-0.0756289131969147,0.644841613140792,-0.760664182639226,-0.723790817890186,0.687222214997172,-0.771026063001406,-0.142218280462466,0.710813912228596,-1.28468249189472,0.0972456030073193,1.09295926873352,-1.05508331417386,-0.216398772748216,0.847542904127986,-0.672750936752126,-0.00728014804755861,0.519093692358745,-0.806542251259326,-0.556215471492356,1.02456064423377,-0.686115073625816,-0.253206499607946,0.542100081254822,-0.783579406672836,-0.00441720853371264,1.08256944980914,-1.26499289026109,-0.112183866802887,0.849360575288775,-1.02087673352544,0.249936656359488,1.10899981677815,-0.725681195250246,-0.0658524819173416,0.563298457430835,-0.0983875710949966,-1.1760811186643,0.864462153004387,-0.754225594733906,-0.0511149517595536,0.73170377292954,-0.443316092929726,-0.149217652984556,0.830796954437284,-0.354130001314236,-0.942262517299986,0.928321218054927,-0.257588251169396,-1.2686770764937,0.629245535475088,-0.551293853888396,-0.00356814537273265
"ENSG00000204619",-0.204099016234819,-0.0466935292300588,-0.287390554896029,-0.171606738388519,-0.683396750553079,-0.288761149942739,-0.340044144771099,-0.184350782701599,-0.165369758054959,-0.178278137161369,-0.114620013270269,-0.305656717858269,-0.147630119903079,-0.333804249294789,-0.245172107785939,0.00174557065725134,-0.103778659714649,-0.283447378569569,-0.227942548996169,-0.320389398573079,0.0211397044441912,-0.346001533191279,-0.694612020780709,-0.352314742419659,-0.219646405514449,-0.288524333438229,-0.292177502025349,-0.291349696131949,-0.312674359740099,-0.0699352027030287,0.134040036815151,-0.0107760114142885,-0.0629198943758689,-0.0942162580442387,-0.00445063118783873,-0.0728265053077286,-0.238425565423199,-0.344793664818319,-0.187875831168939,-0.153987544477999,-0.143107836821049,-0.132981299776919,0.0625363847274909,-0.209269921117489,-0.188941791891589,-0.134347627000119,-0.284129013296289,-0.164978374551199,-0.145671990844459,-0.335936610547719,-0.354809788998549,-0.243136562152829,-0.240117882157349,-0.0857963841549689
"ENSG00000248019",-0.0374997350708604,-0.12087372479975,1.1192911794599,-1.31091822479956,0.611727498868837,0.652495874831722,0.672114293689923,-0.82062089256199,0.960212763157375,-0.33097543826715,-0.0570086463325803,1.52464514370056,-1.61416568861203,-0.36285256142018,1.89547724902554,-1.34252774587223,-1.48773682721622,1.08600225424156,-0.53941080857035,0.0688871819678998,0.875050857828662,0.97504283783905,-0.83735582538095,0.955069479637596,0.22775201294913,-0.0714165158597302,1.03387877600631,0.17789756108093,-0.19071165617416,0.16827971543468,0.31443696439926,-0.27372919018521,0.898834780534063,-1.06124360621136,-0.22264610599539,1.5066088215467,0.670152088485887,1.66590410143359,0.0967743264389398,0.453166847828974,-0.23136051033294,1.63577069987908,0.523150418154282,-0.89936793881863,1.49127966563317,0.654684860802523,1.40596318460325,-0.30810127490638,-0.27279407291773,0.821509830587282,0.26645749184352,0.34690487405277,-0.33737157401494,1.34992145081619
"ENSG00000232573",0.525783680011757,-0.245451299477613,0.189660236253887,0.567330195123787,0.464607632879127,0.0149954896658269,0.139784559158747,0.0727449346518667,0.358930652280927,-0.400957028608243,-0.0747109500603034,0.160293740290797,0.419698037382997,0.166791358493056,-0.0604184446764533,-0.152957836779613,0.0132432718940265,-0.799665784738053,0.848701637897647,0.757492958884607,0.337925543469387,-0.365288663919313,0.664110324285457,0.285944221478807,0.991072536935257,0.399111709837777,0.157480360927237,0.219716589570996,0.0539707713368669,-0.467931794277443,0.440237178465457,0.202642427019817,0.302702210352667,0.230774306044207,-0.00814013053270335,-0.170610526351293,0.311987848394037,0.352617761808377,0.882108427313637,0.00472729149759665,-0.107018929783823,0.0684609574587869,0.0776429511174865,1.11163584545294,0.627682817420647,0.580757547237557,0.240306786125777,1.18633004745947,0.816161876890087,0.534895473845537,1.05400388060913,0.486858920438467,0.405552767499517,0.488032433676357
"ENSG00000258388",0.897598022520173,0.192408874851605,1.21705537512759,0.581306598217018,0.114367198959791,0.0607843770382244,-0.175988139811346,0.364110797312811,0.897413882373885,0.492231097959283,-0.229122839249251,0.369569603107011,0.439700304419546,0.507614902494592,1.14681588530987,-0.144182346940617,-0.111122804974358,0.64397772042333,0.678935400508366,0.199603276220006,0.55264736110621,0.595416093649504,0.15497962969857,0.779045321367914,-0.145584508847142,0.645996399394276,0.394476387252002,-0.0262187793885557,0.509203209497001,0.307821516549313,0.493911233367914,-0.372613713100878,0.756112257146976,-0.192840377134779,-0.318161344177758,0.180763055401727,0.218409078761421,0.502134319507674,0.677987546316633,0.140738809714039,0.438439440688192,0.429504421385351,0.200971368267074,-0.110234607779853,0.262407945029395,0.0949137404805533,0.956113419952343,0.0447575913131374,-0.10870320064033,0.710916526095378,-0.0970444640616677,0.140861610992689,0.520280910645117,0.968732393123418
"ENSG00000181616",0.788789022476578,0.589582252049015,0.671748776910669,-0.857805231032784,0.0363126015105805,0.0521999816746525,-0.131123951490064,-0.250550147336774,0.318193101224479,-0.0985299025781735,-0.313183041194233,0.329756732272866,0.163778193576642,0.416649065045568,0.837895105958538,-0.0556557151934636,0.57420781084523,0.47231612607414,1.15429073007085,-0.0570670212602286,1.14549227710703,0.744253059569307,0.623176108354042,-0.183764819500514,-0.0578547722468076,-0.742742955254344,0.786133684763306,0.691814121855181,-0.392560546143503,0.706685452271263,0.333877058172338,0.227253708681001,1.32494629585219,-0.191589375842763,-0.241385811614284,0.0392848577023834,0.489019007668195,1.39294256270695,0.22098827299537,0.221607111537204,-0.109615652223464,1.2085662494585,0.517838483601196,-0.636468227222693,0.186298615748565,-0.392853435167413,0.676490679895908,-1.60319924151796,-0.247666990278924,1.36544388336205,0.0137483383387245,-0.733864556347534,0.750440957596513,1.00372526202445
"ENSG00000167106",0.16030882518461,-0.0955858239860294,0.73223311927567,0.22852168947506,-0.63938624430543,-0.0594566578547999,0.10245256084033,-0.95368583027968,0.71754125307923,1.07304772739201,-0.95015781651277,0.82506298777806,0.16096778511006,-0.68064028208878,-0.2884852253711,-0.0421588279084997,-1.00058942545711,-0.20046897520644,-0.156399828862139,0.0325061318297104,-0.37492929628386,0.15933776472043,-0.78512222271729,-0.0343543942170399,-0.0334620959199698,-0.75296205343368,-0.191637758564459,0.19349336364776,0.0703564686382698,-0.40925672525644,0.0587326433617799,-1.05179321117809,-0.14073652622304,0.0391804433647405,-1.04483986918712,0.61113385683209,1.14679059910644,-0.0458195662214695,0.0822695194602403,0.14514540817118,0.0839981449369098,-0.23807994337053,0.32085629375722,-1.09425856132223,0.59700318696475,0.20213390386782,-0.23428938621234,-0.75681958354147,0.22828163848866,-0.09969065598247,-0.82053063562269,0.20495823148479,-0.78066638899009,-0.10978839216818
"ENSG00000251568",0.794849451988341,0.152751618037731,1.97095131577996,-3.21010269156464,-0.256407263555349,0.656447395883691,0.256842485670211,-0.671099011928309,1.1697143820624,1.16391455172869,-1.26208210184594,0.97371024811511,-4.74122210367057,0.906475193159502,1.59312627581447,-0.472420944467239,0.410360743642501,1.09843773077114,-0.355059550174439,1.45267183003306,1.27671984161866,-1.70610850560011,-0.615579266784339,-0.916739356051299,0.468695189276401,1.50052466770379,2.0446200438648,1.03684188051979,1.14041804639476,0.987615395653206,-0.00825831983727898,0.542370062562431,-0.565354234695859,-0.666348505082309,0.840858140989071,1.37230963230481,-1.11307844009059,0.921837820077243,1.33112384008709,-0.0970024005462988,-0.572379529469899,0.813182562415281,0.370919189251721,1.9208067518902,1.37446456676653,1.09488633684564,0.106384020056571,0.518814846832061,-0.446696925004399,0.880167535255111,1.23141771180887,-0.421011838193209,0.962169343237741,0.795725984668821
"ENSG00000135622",0.255902260071691,0.148937521231983,0.206246657098491,0.82240481400767,0.306080799245141,1.12723793922415,0.0595240087835697,0.234735331623674,1.0522829123582,0.39778576183995,0.509162899120997,1.1597959312852,0.0691996599493147,-0.0206935235866263,1.27376390381908,0.0734494448068167,0.279867628659422,0.430729826274964,0.346840595978253,0.450451323288878,0.68629086774652,0.269701269890108,0.779731541307946,1.07481977874129,0.155528012326641,0.96490344187977,0.623332832633816,0.530873251383191,0.0351092304039667,0.986885456746394,-0.187506583403271,0.781526095709127,0.755207259514365,0.604925558740215,0.275217430566321,0.375944232350488,0.276664902174965,0.834834103940448,0.599414569706559,0.274796470911136,0.631277185989566,0.427652550400436,0.278571931245557,0.426829922203925,0.736786673282365,0.207691533864602,0.980066197619135,-0.0460445912714823,0.671785225894201,0.507005097612637,0.604230751662562,0.329245465003053,0.349147210161326,0.791205191708132
"ENSG00000140939",-0.705109493875418,0.131843661511632,-0.171003713040978,-0.462446602822138,0.413802341772672,-0.269147540666998,-0.059117692683178,-0.213591917990028,-0.174928313188338,-0.229927312325368,0.413468190320012,0.0511719814731517,-0.712810860438578,0.845323673779512,-0.0743220163154183,-0.783113042295148,0.589010489272172,-0.0791188127000282,-0.527079811439618,0.552558822961592,-0.444737730538598,-0.618826931096238,0.568979288911392,0.343898096228272,-0.526689331023408,0.563951728342802,0.016284186643452,-0.491291573082598,-0.00585859317491799,0.0274207107819717,-0.685146324084548,0.301444484476272,-0.198285465541788,-0.420027457762298,0.049218529233622,-0.145535492095208,-0.631449753672578,-0.278969843987328,-0.053491188909208,-1.09814554987127,0.235375288882652,-0.115652865513308,-0.349129775300778,-0.0705641364189682,-0.192036982370098,-0.351811528614708,0.164446252562592,0.645996415584482,-0.890506648384608,0.0598888360885019,0.522883368456402,-0.864070529201128,0.617766415246332,-0.473074141794738
