"","gene","Freq","sample"
"1984","ENSG00000284032",10,"D5"
"1985","ENSG00000284034",10,"D5"
"1986","ENSG00000284052",10,"D5"
"1988","ENSG00000284387",10,"D5"
"1989","ENSG00000284627",10,"D5"
"1990","ENSG00000284642",10,"D5"
"1991","ENSG00000284669",10,"D5"
"1992","ENSG00000284934",10,"D5"
"1993","ENSG00000284959",10,"D5"
"1994","ENSG00000284968",10,"D5"
"1995","ENSG00000285000",10,"D5"
"1996","ENSG00000285091",10,"D5"
"1998","ENSG00000285280",10,"D5"
"2000","ENSG00000285458",10,"D5"
"2001","ENSG00000001461",10,"D6"
"2002","ENSG00000002919",10,"D6"
"2004","ENSG00000005075",10,"D6"
"2005","ENSG00000006327",10,"D6"
"2006","ENSG00000006712",10,"D6"
"2007","ENSG00000006756",10,"D6"
"2008","ENSG00000007255",10,"D6"
"2009","ENSG00000007376",10,"D6"
"2010","ENSG00000007384",10,"D6"
"2011","ENSG00000008282",10,"D6"
"2012","ENSG00000008394",10,"D6"
"2013","ENSG00000009335",10,"D6"
"2014","ENSG00000011114",10,"D6"
"2015","ENSG00000011132",10,"D6"
"2016","ENSG00000011295",10,"D6"
"2017","ENSG00000011451",10,"D6"
"2018","ENSG00000011454",10,"D6"
"2019","ENSG00000011485",10,"D6"
"2020","ENSG00000012124",10,"D6"
"2021","ENSG00000012211",10,"D6"
"2022","ENSG00000013573",10,"D6"
"2023","ENSG00000015153",10,"D6"
"2024","ENSG00000015479",10,"D6"
"2027","ENSG00000023734",10,"D6"
"2028","ENSG00000023902",10,"D6"
"2029","ENSG00000023909",10,"D6"
"2030","ENSG00000030419",10,"D6"
"2031","ENSG00000031081",10,"D6"
"2032","ENSG00000034693",10,"D6"
"2035","ENSG00000046653",10,"D6"
"2036","ENSG00000047621",10,"D6"
"2037","ENSG00000049541",10,"D6"
"2038","ENSG00000051180",10,"D6"
"2039","ENSG00000052749",10,"D6"
"2040","ENSG00000053501",10,"D6"
"2041","ENSG00000053702",10,"D6"
"2042","ENSG00000054179",10,"D6"
"2043","ENSG00000054267",10,"D6"
"2044","ENSG00000055957",10,"D6"
"2045","ENSG00000057663",10,"D6"
"2046","ENSG00000057935",10,"D6"
"2047","ENSG00000058056",10,"D6"
"2048","ENSG00000058262",10,"D6"
"2049","ENSG00000058600",10,"D6"
"2050","ENSG00000058866",10,"D6"
"2051","ENSG00000062485",10,"D6"
"2052","ENSG00000064309",10,"D6"
"2053","ENSG00000065154",10,"D6"
"2054","ENSG00000065357",10,"D6"
"2055","ENSG00000065717",10,"D6"
"2056","ENSG00000065923",10,"D6"
"2057","ENSG00000066044",10,"D6"
"2058","ENSG00000066117",10,"D6"
"2060","ENSG00000066933",10,"D6"
"2061","ENSG00000067057",10,"D6"
"2062","ENSG00000067064",10,"D6"
"2063","ENSG00000067334",10,"D6"
"2064","ENSG00000067596",10,"D6"
"2066","ENSG00000068024",10,"D6"
"2067","ENSG00000068097",10,"D6"
"2068","ENSG00000069275",10,"D6"
"2069","ENSG00000069424",10,"D6"
"2070","ENSG00000069696",10,"D6"
"2071","ENSG00000070061",10,"D6"
"2072","ENSG00000070214",10,"D6"
"2073","ENSG00000070371",10,"D6"
"2074","ENSG00000070404",10,"D6"
"2075","ENSG00000071282",10,"D6"
"2076","ENSG00000071553",10,"D6"
"2077","ENSG00000072195",10,"D6"
"2078","ENSG00000072694",10,"D6"
"2079","ENSG00000075073",10,"D6"
"2080","ENSG00000075399",10,"D6"
"2081","ENSG00000075407",10,"D6"
"2082","ENSG00000075415",10,"D6"
"2083","ENSG00000076248",10,"D6"
"2084","ENSG00000076924",10,"D6"
"2085","ENSG00000077380",10,"D6"
"2086","ENSG00000078070",10,"D6"
"2088","ENSG00000078369",10,"D6"
"2089","ENSG00000078699",10,"D6"
"2090","ENSG00000078804",10,"D6"
"2091","ENSG00000079215",10,"D6"
"2092","ENSG00000079616",10,"D6"
"2093","ENSG00000079819",10,"D6"
"2095","ENSG00000080603",10,"D6"
"2096","ENSG00000080845",10,"D6"
"2097","ENSG00000081019",10,"D6"
"2098","ENSG00000081148",10,"D6"
"2099","ENSG00000083857",10,"D6"
"2100","ENSG00000085514",10,"D6"
"2101","ENSG00000085840",10,"D6"
"2102","ENSG00000086061",10,"D6"
"2103","ENSG00000086062",10,"D6"
"2104","ENSG00000086589",10,"D6"
"2105","ENSG00000086967",10,"D6"
"2106","ENSG00000087053",10,"D6"
"2107","ENSG00000087152",10,"D6"
"2108","ENSG00000088367",10,"D6"
"2109","ENSG00000088682",10,"D6"
"2110","ENSG00000088727",10,"D6"
"2111","ENSG00000088766",10,"D6"
"2112","ENSG00000089335",10,"D6"
"2113","ENSG00000090621",10,"D6"
"2114","ENSG00000090661",10,"D6"
"2115","ENSG00000090975",10,"D6"
"2116","ENSG00000091010",10,"D6"
"2117","ENSG00000091136",10,"D6"
"2118","ENSG00000091164",10,"D6"
"2119","ENSG00000092931",10,"D6"
"2120","ENSG00000093009",10,"D6"
"2121","ENSG00000095015",10,"D6"
"2122","ENSG00000095209",10,"D6"
"2124","ENSG00000099282",10,"D6"
"2125","ENSG00000099331",10,"D6"
"2126","ENSG00000099889",10,"D6"
"2127","ENSG00000099904",10,"D6"
"2128","ENSG00000099942",10,"D6"
"2130","ENSG00000100023",10,"D6"
"2131","ENSG00000100030",10,"D6"
"2132","ENSG00000100105",10,"D6"
"2133","ENSG00000100156",10,"D6"
"2135","ENSG00000100239",10,"D6"
"2136","ENSG00000100242",10,"D6"
"2137","ENSG00000100319",10,"D6"
"2138","ENSG00000100325",10,"D6"
"2139","ENSG00000100372",10,"D6"
"2140","ENSG00000100422",10,"D6"
"2141","ENSG00000100445",10,"D6"
"2142","ENSG00000100483",10,"D6"
"2143","ENSG00000100526",10,"D6"
"2144","ENSG00000100567",10,"D6"
"2145","ENSG00000100591",10,"D6"
"2146","ENSG00000100603",10,"D6"
"2147","ENSG00000100647",10,"D6"
"2148","ENSG00000100744",10,"D6"
"2149","ENSG00000100784",10,"D6"
"2150","ENSG00000100852",10,"D6"
"2151","ENSG00000100902",10,"D6"
"2152","ENSG00000100918",10,"D6"
"2153","ENSG00000100949",10,"D6"
"2154","ENSG00000100968",10,"D6"
"2155","ENSG00000100991",10,"D6"
"2156","ENSG00000101187",10,"D6"
"2157","ENSG00000101191",10,"D6"
"2159","ENSG00000101282",10,"D6"
"2160","ENSG00000101307",10,"D6"
"2161","ENSG00000101342",10,"D6"
"2162","ENSG00000101421",10,"D6"
"2163","ENSG00000101493",10,"D6"
"2164","ENSG00000101546",10,"D6"
"2165","ENSG00000101670",10,"D6"
"2167","ENSG00000102699",10,"D6"
"2169","ENSG00000103061",10,"D6"
"2170","ENSG00000103150",10,"D6"
"2171","ENSG00000103343",10,"D6"
"2172","ENSG00000103510",10,"D6"
"2173","ENSG00000103569",10,"D6"
"2175","ENSG00000103942",10,"D6"
"2176","ENSG00000104518",10,"D6"
"2177","ENSG00000104671",10,"D6"
"2178","ENSG00000104691",10,"D6"
"2180","ENSG00000104763",10,"D6"
"2182","ENSG00000104833",10,"D6"
"2183","ENSG00000104872",10,"D6"
"2184","ENSG00000104880",10,"D6"
"2185","ENSG00000104907",10,"D6"
"2186","ENSG00000104973",10,"D6"
"2187","ENSG00000104979",10,"D6"
"2188","ENSG00000105127",10,"D6"
"2190","ENSG00000105248",10,"D6"
"2191","ENSG00000105327",10,"D6"
"2193","ENSG00000105576",10,"D6"
"2194","ENSG00000105642",10,"D6"
"2195","ENSG00000105656",10,"D6"
"2196","ENSG00000105662",10,"D6"
"2197","ENSG00000105675",10,"D6"
"2199","ENSG00000105755",10,"D6"
"2200","ENSG00000105967",10,"D6"
"2201","ENSG00000106336",10,"D6"
"2202","ENSG00000106341",10,"D6"
"2203","ENSG00000106351",10,"D6"
"2204","ENSG00000106479",10,"D6"
"2205","ENSG00000106588",10,"D6"
"2206","ENSG00000106624",10,"D6"
"2207","ENSG00000106682",10,"D6"
"2208","ENSG00000106771",10,"D6"
"2209","ENSG00000106780",10,"D6"
"2210","ENSG00000107014",10,"D6"
"2211","ENSG00000107147",10,"D6"
"2212","ENSG00000107249",10,"D6"
"2213","ENSG00000107902",10,"D6"
"2214","ENSG00000107957",10,"D6"
"2215","ENSG00000108406",10,"D6"
"2216","ENSG00000108509",10,"D6"
"2217","ENSG00000108557",10,"D6"
"2218","ENSG00000108582",10,"D6"
"2219","ENSG00000108784",10,"D6"
"2220","ENSG00000108785",10,"D6"
"2221","ENSG00000108830",10,"D6"
"2223","ENSG00000109163",10,"D6"
"2225","ENSG00000109670",10,"D6"
"2226","ENSG00000109684",10,"D6"
"2227","ENSG00000109814",10,"D6"
"2229","ENSG00000109943",10,"D6"
"2230","ENSG00000110077",10,"D6"
"2231","ENSG00000110200",10,"D6"
"2233","ENSG00000110422",10,"D6"
"2234","ENSG00000110435",10,"D6"
"2235","ENSG00000110665",10,"D6"
"2236","ENSG00000110717",10,"D6"
"2238","ENSG00000110900",10,"D6"
"2239","ENSG00000111266",10,"D6"
"2240","ENSG00000111445",10,"D6"
"2241","ENSG00000111481",10,"D6"
"2242","ENSG00000111832",10,"D6"
"2243","ENSG00000111845",10,"D6"
"2244","ENSG00000111850",10,"D6"
"2245","ENSG00000111961",10,"D6"
"2246","ENSG00000112118",10,"D6"
"2247","ENSG00000112304",10,"D6"
"2248","ENSG00000112305",10,"D6"
"2249","ENSG00000112335",10,"D6"
"2250","ENSG00000112651",10,"D6"
"2251","ENSG00000113387",10,"D6"
"2252","ENSG00000113389",10,"D6"
"2254","ENSG00000113905",10,"D6"
"2256","ENSG00000114251",10,"D6"
"2257","ENSG00000114767",10,"D6"
"2258","ENSG00000114948",10,"D6"
"2259","ENSG00000115053",10,"D6"
"2260","ENSG00000115129",10,"D6"
"2261","ENSG00000115204",10,"D6"
"2262","ENSG00000115207",10,"D6"
"2263","ENSG00000115234",10,"D6"
"2264","ENSG00000115274",10,"D6"
"2265","ENSG00000115306",10,"D6"
"2266","ENSG00000115310",10,"D6"
"2267","ENSG00000115339",10,"D6"
"2268","ENSG00000115425",10,"D6"
"2269","ENSG00000115541",10,"D6"
"2270","ENSG00000115568",10,"D6"
"2271","ENSG00000115850",10,"D6"
"2272","ENSG00000115896",10,"D6"
"2273","ENSG00000116062",10,"D6"
"2274","ENSG00000116171",10,"D6"
"2275","ENSG00000116209",10,"D6"
"2276","ENSG00000116396",10,"D6"
"2277","ENSG00000116489",10,"D6"
"2278","ENSG00000116678",10,"D6"
"2279","ENSG00000116871",10,"D6"
"2280","ENSG00000116874",10,"D6"
"2281","ENSG00000117009",10,"D6"
"2282","ENSG00000117298",10,"D6"
"2283","ENSG00000117362",10,"D6"
"2284","ENSG00000117676",10,"D6"
"2285","ENSG00000117748",10,"D6"
"2286","ENSG00000118181",10,"D6"
"2287","ENSG00000118200",10,"D6"
"2288","ENSG00000118363",10,"D6"
"2289","ENSG00000118503",10,"D6"
"2290","ENSG00000118680",10,"D6"
"2291","ENSG00000118976",10,"D6"
"2292","ENSG00000119227",10,"D6"
"2293","ENSG00000119242",10,"D6"
"2294","ENSG00000119335",10,"D6"
"2295","ENSG00000119431",10,"D6"
"2296","ENSG00000119446",10,"D6"
"2297","ENSG00000119608",10,"D6"
"2298","ENSG00000119707",10,"D6"
"2299","ENSG00000119729",10,"D6"
"2300","ENSG00000119777",10,"D6"
"2301","ENSG00000119801",10,"D6"
"2302","ENSG00000119927",10,"D6"
"2303","ENSG00000120370",10,"D6"
"2304","ENSG00000120500",10,"D6"
"2305","ENSG00000120533",10,"D6"
"2306","ENSG00000120675",10,"D6"
"2307","ENSG00000120694",10,"D6"
"2308","ENSG00000120832",10,"D6"
"2309","ENSG00000120942",10,"D6"
"2310","ENSG00000120963",10,"D6"
"2311","ENSG00000121281",10,"D6"
"2312","ENSG00000121318",10,"D6"
"2313","ENSG00000121350",10,"D6"
"2314","ENSG00000121879",10,"D6"
"2315","ENSG00000122026",10,"D6"
"2316","ENSG00000122121",10,"D6"
"2317","ENSG00000122378",10,"D6"
"2318","ENSG00000122545",10,"D6"
"2319","ENSG00000122778",10,"D6"
"2320","ENSG00000122912",10,"D6"
"2321","ENSG00000122966",10,"D6"
"2322","ENSG00000122970",10,"D6"
"2323","ENSG00000123094",10,"D6"
"2324","ENSG00000123154",10,"D6"
"2325","ENSG00000123178",10,"D6"
"2326","ENSG00000123268",10,"D6"
"2327","ENSG00000123453",10,"D6"
"2328","ENSG00000123485",10,"D6"
"2329","ENSG00000123595",10,"D6"
"2330","ENSG00000123609",10,"D6"
"2332","ENSG00000123892",10,"D6"
"2333","ENSG00000123933",10,"D6"
"2334","ENSG00000124074",10,"D6"
"2335","ENSG00000124097",10,"D6"
"2336","ENSG00000124098",10,"D6"
"2337","ENSG00000124120",10,"D6"
"2338","ENSG00000124143",10,"D6"
"2339","ENSG00000124155",10,"D6"
"2340","ENSG00000124177",10,"D6"
"2341","ENSG00000124181",10,"D6"
"2342","ENSG00000124201",10,"D6"
"2343","ENSG00000124224",10,"D6"
"2344","ENSG00000124228",10,"D6"
"2345","ENSG00000124422",10,"D6"
"2347","ENSG00000124496",10,"D6"
"2348","ENSG00000124541",10,"D6"
"2349","ENSG00000124701",10,"D6"
"2350","ENSG00000124789",10,"D6"
"2351","ENSG00000124813",10,"D6"
"2352","ENSG00000124942",10,"D6"
"2353","ENSG00000125122",10,"D6"
"2354","ENSG00000125149",10,"D6"
"2355","ENSG00000125388",10,"D6"
"2356","ENSG00000125484",10,"D6"
"2357","ENSG00000125538",10,"D6"
"2358","ENSG00000125630",10,"D6"
"2359","ENSG00000125772",10,"D6"
"2361","ENSG00000125827",10,"D6"
"2362","ENSG00000125875",10,"D6"
"2363","ENSG00000126001",10,"D6"
"2364","ENSG00000126243",10,"D6"
"2365","ENSG00000126261",10,"D6"
"2366","ENSG00000126266",10,"D6"
"2367","ENSG00000126458",10,"D6"
"2368","ENSG00000126804",10,"D6"
"2370","ENSG00000126883",10,"D6"
"2371","ENSG00000127184",10,"D6"
"2372","ENSG00000127314",10,"D6"
"2373","ENSG00000127663",10,"D6"
"2374","ENSG00000128050",10,"D6"
"2375","ENSG00000128268",10,"D6"
"2376","ENSG00000128482",10,"D6"
"2377","ENSG00000128512",10,"D6"
"2378","ENSG00000128683",10,"D6"
"2379","ENSG00000128692",10,"D6"
"2380","ENSG00000128917",10,"D6"
"2381","ENSG00000129055",10,"D6"
"2382","ENSG00000129194",10,"D6"
"2383","ENSG00000129250",10,"D6"
"2384","ENSG00000129355",10,"D6"
"2385","ENSG00000129566",10,"D6"
"2386","ENSG00000129757",10,"D6"
"2387","ENSG00000129911",10,"D6"
"2388","ENSG00000130175",10,"D6"
"2389","ENSG00000130349",10,"D6"
"2390","ENSG00000130449",10,"D6"
"2391","ENSG00000130517",10,"D6"
"2392","ENSG00000130684",10,"D6"
"2393","ENSG00000130711",10,"D6"
"2394","ENSG00000130768",10,"D6"
"2395","ENSG00000130950",10,"D6"
"2396","ENSG00000130985",10,"D6"
"2398","ENSG00000131089",10,"D6"
"2399","ENSG00000131100",10,"D6"
"2400","ENSG00000131187",10,"D6"
"2401","ENSG00000131236",10,"D6"
"2402","ENSG00000131398",10,"D6"
"2403","ENSG00000131475",10,"D6"
"2404","ENSG00000131558",10,"D6"
"2405","ENSG00000131626",10,"D6"
"2407","ENSG00000131876",10,"D6"
"2408","ENSG00000132196",10,"D6"
"2410","ENSG00000132436",10,"D6"
"2411","ENSG00000132570",10,"D6"
"2412","ENSG00000132591",10,"D6"
"2413","ENSG00000132773",10,"D6"
"2414","ENSG00000132780",10,"D6"
"2415","ENSG00000132823",10,"D6"
"2416","ENSG00000132938",10,"D6"
"2417","ENSG00000133069",10,"D6"
"2418","ENSG00000133216",10,"D6"
"2419","ENSG00000133226",10,"D6"
"2420","ENSG00000133466",10,"D6"
"2421","ENSG00000133639",10,"D6"
"2422","ENSG00000133773",10,"D6"
"2423","ENSG00000134297",10,"D6"
"2424","ENSG00000134453",10,"D6"
"2425","ENSG00000134508",10,"D6"
"2426","ENSG00000134590",10,"D6"
"2427","ENSG00000134802",10,"D6"
"2428","ENSG00000134852",10,"D6"
"2429","ENSG00000134884",10,"D6"
"2431","ENSG00000135048",10,"D6"
"2432","ENSG00000135070",10,"D6"
"2433","ENSG00000135148",10,"D6"
"2434","ENSG00000135341",10,"D6"
"2435","ENSG00000135439",10,"D6"
"2436","ENSG00000135452",10,"D6"
"2437","ENSG00000135506",10,"D6"
"2438","ENSG00000135596",10,"D6"
"2439","ENSG00000135622",10,"D6"
"2440","ENSG00000135837",10,"D6"
"2441","ENSG00000135838",10,"D6"
"2442","ENSG00000135914",10,"D6"
"2443","ENSG00000136143",10,"D6"
"2444","ENSG00000136379",10,"D6"
"2445","ENSG00000136541",10,"D6"
"2446","ENSG00000136861",10,"D6"
"2447","ENSG00000136878",10,"D6"
"2448","ENSG00000136936",10,"D6"
"2449","ENSG00000137161",10,"D6"
"2450","ENSG00000137218",10,"D6"
"2451","ENSG00000137309",10,"D6"
"2452","ENSG00000137404",10,"D6"
"2454","ENSG00000137491",10,"D6"
"2455","ENSG00000137936",10,"D6"
"2456","ENSG00000138032",10,"D6"
"2457","ENSG00000138035",10,"D6"
"2458","ENSG00000138642",10,"D6"
"2459","ENSG00000138759",10,"D6"
"2460","ENSG00000138780",10,"D6"
"2461","ENSG00000139083",10,"D6"
"2462","ENSG00000139437",10,"D6"
"2463","ENSG00000139531",10,"D6"
"2465","ENSG00000139973",10,"D6"
"2466","ENSG00000139990",10,"D6"
"2467","ENSG00000140153",10,"D6"
"2468","ENSG00000140259",10,"D6"
"2469","ENSG00000140459",10,"D6"
"2470","ENSG00000140463",10,"D6"
"2471","ENSG00000140525",10,"D6"
"2472","ENSG00000140612",10,"D6"
"2473","ENSG00000140749",10,"D6"
"2474","ENSG00000140853",10,"D6"
"2475","ENSG00000140854",10,"D6"
"2476","ENSG00000140939",10,"D6"
"2477","ENSG00000141101",10,"D6"
"2478","ENSG00000141337",10,"D6"
"2479","ENSG00000141452",10,"D6"
"2480","ENSG00000141560",10,"D6"
"2481","ENSG00000141741",10,"D6"
"2482","ENSG00000141858",10,"D6"
"2483","ENSG00000141971",10,"D6"
"2484","ENSG00000141994",10,"D6"
"2485","ENSG00000142156",10,"D6"
"2486","ENSG00000142178",10,"D6"
"2487","ENSG00000142327",10,"D6"
"2488","ENSG00000142512",10,"D6"
"2489","ENSG00000142556",10,"D6"
"2490","ENSG00000142765",10,"D6"
"2491","ENSG00000142784",10,"D6"
"2492","ENSG00000143033",10,"D6"
"2493","ENSG00000143179",10,"D6"
"2494","ENSG00000143297",10,"D6"
"2495","ENSG00000143303",10,"D6"
"2496","ENSG00000143353",10,"D6"
"2497","ENSG00000143393",10,"D6"
"2498","ENSG00000143486",10,"D6"
"2499","ENSG00000143493",10,"D6"
"2500","ENSG00000143799",10,"D6"
"2502","ENSG00000144161",10,"D6"
"2503","ENSG00000144426",10,"D6"
"2504","ENSG00000144524",10,"D6"
"2505","ENSG00000144535",10,"D6"
"2506","ENSG00000144635",10,"D6"
"2507","ENSG00000144741",10,"D6"
"2508","ENSG00000145041",10,"D6"
"2509","ENSG00000145391",10,"D6"
"2510","ENSG00000145687",10,"D6"
"2511","ENSG00000145757",10,"D6"
"2512","ENSG00000145780",10,"D6"
"2514","ENSG00000145936",10,"D6"
"2515","ENSG00000145949",10,"D6"
"2516","ENSG00000146066",10,"D6"
"2517","ENSG00000146205",10,"D6"
"2518","ENSG00000146221",10,"D6"
"2519","ENSG00000146247",10,"D6"
"2520","ENSG00000146282",10,"D6"
"2521","ENSG00000146350",10,"D6"
"2522","ENSG00000146426",10,"D6"
"2523","ENSG00000146828",10,"D6"
"2524","ENSG00000146856",10,"D6"
"2525","ENSG00000147127",10,"D6"
"2526","ENSG00000147202",10,"D6"
"2527","ENSG00000147364",10,"D6"
"2528","ENSG00000147403",10,"D6"
"2530","ENSG00000148158",10,"D6"
"2531","ENSG00000148204",10,"D6"
"2532","ENSG00000148219",10,"D6"
"2533","ENSG00000148290",10,"D6"
"2534","ENSG00000148450",10,"D6"
"2535","ENSG00000148483",10,"D6"
"2536","ENSG00000148677",10,"D6"
"2537","ENSG00000148773",10,"D6"
"2538","ENSG00000149054",10,"D6"
"2540","ENSG00000149679",10,"D6"
"2541","ENSG00000149809",10,"D6"
"2543","ENSG00000150867",10,"D6"
"2544","ENSG00000150967",10,"D6"
"2545","ENSG00000151353",10,"D6"
"2546","ENSG00000151422",10,"D6"
"2547","ENSG00000151466",10,"D6"
"2548","ENSG00000151474",10,"D6"
"2549","ENSG00000151503",10,"D6"
"2550","ENSG00000151552",10,"D6"
"2551","ENSG00000151611",10,"D6"
"2552","ENSG00000151640",10,"D6"
"2553","ENSG00000151704",10,"D6"
"2554","ENSG00000152253",10,"D6"
"2555","ENSG00000152454",10,"D6"
"2556","ENSG00000152778",10,"D6"
"2557","ENSG00000153113",10,"D6"
"2558","ENSG00000153250",10,"D6"
"2559","ENSG00000153956",10,"D6"
"2560","ENSG00000154079",10,"D6"
"2561","ENSG00000154645",10,"D6"
"2562","ENSG00000154845",10,"D6"
"2563","ENSG00000154957",10,"D6"
"2564","ENSG00000154978",10,"D6"
"2565","ENSG00000155307",10,"D6"
"2566","ENSG00000155561",10,"D6"
"2567","ENSG00000155592",10,"D6"
"2568","ENSG00000155760",10,"D6"
"2569","ENSG00000155792",10,"D6"
"2570","ENSG00000155850",10,"D6"
"2571","ENSG00000155970",10,"D6"
"2572","ENSG00000156273",10,"D6"
"2573","ENSG00000156304",10,"D6"
"2574","ENSG00000156500",10,"D6"
"2575","ENSG00000156535",10,"D6"
"2576","ENSG00000156802",10,"D6"
"2577","ENSG00000156970",10,"D6"
"2578","ENSG00000157303",10,"D6"
"2579","ENSG00000157349",10,"D6"
"2580","ENSG00000157379",10,"D6"
"2581","ENSG00000157456",10,"D6"
"2582","ENSG00000157470",10,"D6"
"2583","ENSG00000157483",10,"D6"
"2584","ENSG00000157510",10,"D6"
"2585","ENSG00000157833",10,"D6"
"2586","ENSG00000157837",10,"D6"
"2587","ENSG00000157978",10,"D6"
"2588","ENSG00000157992",10,"D6"
"2589","ENSG00000158006",10,"D6"
"2590","ENSG00000158286",10,"D6"
"2591","ENSG00000158402",10,"D6"
"2592","ENSG00000158528",10,"D6"
"2593","ENSG00000158815",10,"D6"
"2594","ENSG00000158869",10,"D6"
"2595","ENSG00000159335",10,"D6"
"2596","ENSG00000159339",10,"D6"
"2599","ENSG00000159884",10,"D6"
"2600","ENSG00000160013",10,"D6"
"2601","ENSG00000160172",10,"D6"
"2602","ENSG00000160193",10,"D6"
"2603","ENSG00000160200",10,"D6"
"2604","ENSG00000160229",10,"D6"
"2605","ENSG00000160299",10,"D6"
"2607","ENSG00000160404",10,"D6"
"2608","ENSG00000160439",10,"D6"
"2609","ENSG00000160446",10,"D6"
"2610","ENSG00000160570",10,"D6"
"2611","ENSG00000160613",10,"D6"
"2612","ENSG00000160679",10,"D6"
"2613","ENSG00000160683",10,"D6"
"2614","ENSG00000160714",10,"D6"
"2616","ENSG00000160991",10,"D6"
"2617","ENSG00000161021",10,"D6"
"2619","ENSG00000161203",10,"D6"
"2620","ENSG00000161682",10,"D6"
"2621","ENSG00000161888",10,"D6"
"2622","ENSG00000161920",10,"D6"
"2623","ENSG00000161921",10,"D6"
"2624","ENSG00000162408",10,"D6"
"2628","ENSG00000162694",10,"D6"
"2629","ENSG00000162702",10,"D6"
"2632","ENSG00000162729",10,"D6"
"2633","ENSG00000162775",10,"D6"
"2634","ENSG00000162804",10,"D6"
"2635","ENSG00000162819",10,"D6"
"2636","ENSG00000163026",10,"D6"
"2638","ENSG00000163166",10,"D6"
"2639","ENSG00000163218",10,"D6"
"2640","ENSG00000163312",10,"D6"
"2641","ENSG00000163352",10,"D6"
"2642","ENSG00000163376",10,"D6"
"2643","ENSG00000163406",10,"D6"
"2644","ENSG00000163510",10,"D6"
"2645","ENSG00000163702",10,"D6"
"2646","ENSG00000163820",10,"D6"
"2647","ENSG00000163875",10,"D6"
"2648","ENSG00000163879",10,"D6"
"2649","ENSG00000164074",10,"D6"
"2651","ENSG00000164199",10,"D6"
"2652","ENSG00000164291",10,"D6"
"2654","ENSG00000164404",10,"D6"
"2655","ENSG00000164591",10,"D6"
"2656","ENSG00000164692",10,"D6"
"2657","ENSG00000164855",10,"D6"
"2658","ENSG00000164880",10,"D6"
"2660","ENSG00000165046",10,"D6"
"2661","ENSG00000165178",10,"D6"
"2662","ENSG00000165406",10,"D6"
"2663","ENSG00000165475",10,"D6"
"2664","ENSG00000165501",10,"D6"
"2665","ENSG00000165548",10,"D6"
"2666","ENSG00000165591",10,"D6"
"2667","ENSG00000165629",10,"D6"
"2669","ENSG00000165874",10,"D6"
"2670","ENSG00000165948",10,"D6"
"2672","ENSG00000166169",10,"D6"
"2673","ENSG00000166257",10,"D6"
"2674","ENSG00000166275",10,"D6"
"2675","ENSG00000166455",10,"D6"
"2676","ENSG00000166471",10,"D6"
"2677","ENSG00000166582",10,"D6"
"2678","ENSG00000166595",10,"D6"
"2679","ENSG00000166710",10,"D6"
"2681","ENSG00000166860",10,"D6"
"2682","ENSG00000166887",10,"D6"
"2683","ENSG00000167077",10,"D6"
"2684","ENSG00000167106",10,"D6"
"2687","ENSG00000167186",10,"D6"
"2688","ENSG00000167363",10,"D6"
"2689","ENSG00000167377",10,"D6"
"2690","ENSG00000167447",10,"D6"
"2691","ENSG00000167552",10,"D6"
"2692","ENSG00000167555",10,"D6"
"2693","ENSG00000167562",10,"D6"
"2694","ENSG00000167604",10,"D6"
"2695","ENSG00000167608",10,"D6"
"2696","ENSG00000167615",10,"D6"
"2697","ENSG00000167766",10,"D6"
"2698","ENSG00000167792",10,"D6"
"2699","ENSG00000167900",10,"D6"
"2700","ENSG00000168036",10,"D6"
"2701","ENSG00000168126",10,"D6"
"2702","ENSG00000168214",10,"D6"
"2703","ENSG00000168246",10,"D6"
"2704","ENSG00000168288",10,"D6"
"2705","ENSG00000168386",10,"D6"
"2706","ENSG00000168404",10,"D6"
"2707","ENSG00000168522",10,"D6"
"2708","ENSG00000168610",10,"D6"
"2709","ENSG00000168778",10,"D6"
"2710","ENSG00000168826",10,"D6"
"2713","ENSG00000168887",10,"D6"
"2715","ENSG00000169032",10,"D6"
"2716","ENSG00000169062",10,"D6"
"2717","ENSG00000169118",10,"D6"
"2718","ENSG00000169139",10,"D6"
"2719","ENSG00000169188",10,"D6"
"2720","ENSG00000169282",10,"D6"
"2721","ENSG00000169718",10,"D6"
"2722","ENSG00000170006",10,"D6"
"2723","ENSG00000170092",10,"D6"
"2724","ENSG00000170144",10,"D6"
"2725","ENSG00000170160",10,"D6"
"2726","ENSG00000170270",10,"D6"
"2728","ENSG00000170430",10,"D6"
"2730","ENSG00000170667",10,"D6"
"2731","ENSG00000170684",10,"D6"
"2732","ENSG00000170703",10,"D6"
"2733","ENSG00000170759",10,"D6"
"2735","ENSG00000171311",10,"D6"
"2736","ENSG00000171316",10,"D6"
"2738","ENSG00000171462",10,"D6"
"2739","ENSG00000171467",10,"D6"
"2740","ENSG00000171488",10,"D6"
"2741","ENSG00000171490",10,"D6"
"2742","ENSG00000171492",10,"D6"
"2743","ENSG00000171595",10,"D6"
"2745","ENSG00000171786",10,"D6"
"2746","ENSG00000171793",10,"D6"
"2747","ENSG00000171960",10,"D6"
"2748","ENSG00000172172",10,"D6"
"2749","ENSG00000172301",10,"D6"
"2750","ENSG00000172426",10,"D6"
"2751","ENSG00000172531",10,"D6"
"2752","ENSG00000172602",10,"D6"
"2753","ENSG00000172650",10,"D6"
"2754","ENSG00000172893",10,"D6"
"2755","ENSG00000172932",10,"D6"
