"","gene","Freq","sample"
"4119","ENSG00000092931",10,"F7"
"4120","ENSG00000093009",10,"F7"
"4121","ENSG00000095015",10,"F7"
"4122","ENSG00000095209",10,"F7"
"4123","ENSG00000099139",10,"F7"
"4124","ENSG00000099282",10,"F7"
"4125","ENSG00000099331",10,"F7"
"4126","ENSG00000099889",10,"F7"
"4127","ENSG00000099904",10,"F7"
"4128","ENSG00000099942",10,"F7"
"4129","ENSG00000099998",10,"F7"
"4130","ENSG00000100023",10,"F7"
"4131","ENSG00000100030",10,"F7"
"4132","ENSG00000100105",10,"F7"
"4133","ENSG00000100156",10,"F7"
"4135","ENSG00000100239",10,"F7"
"4136","ENSG00000100242",10,"F7"
"4137","ENSG00000100319",10,"F7"
"4138","ENSG00000100325",10,"F7"
"4139","ENSG00000100372",10,"F7"
"4140","ENSG00000100422",10,"F7"
"4141","ENSG00000100445",10,"F7"
"4142","ENSG00000100483",10,"F7"
"4143","ENSG00000100526",10,"F7"
"4144","ENSG00000100567",10,"F7"
"4145","ENSG00000100591",10,"F7"
"4146","ENSG00000100603",10,"F7"
"4147","ENSG00000100647",10,"F7"
"4148","ENSG00000100744",10,"F7"
"4149","ENSG00000100784",10,"F7"
"4150","ENSG00000100852",10,"F7"
"4151","ENSG00000100902",10,"F7"
"4152","ENSG00000100918",10,"F7"
"4153","ENSG00000100949",10,"F7"
"4154","ENSG00000100968",10,"F7"
"4155","ENSG00000100991",10,"F7"
"4156","ENSG00000101187",10,"F7"
"4157","ENSG00000101191",10,"F7"
"4158","ENSG00000101230",10,"F7"
"4159","ENSG00000101282",10,"F7"
"4160","ENSG00000101307",10,"F7"
"4161","ENSG00000101342",10,"F7"
"4162","ENSG00000101421",10,"F7"
"4163","ENSG00000101493",10,"F7"
"4164","ENSG00000101546",10,"F7"
"4165","ENSG00000101670",10,"F7"
"4167","ENSG00000102699",10,"F7"
"4169","ENSG00000103061",10,"F7"
"4170","ENSG00000103150",10,"F7"
"4171","ENSG00000103343",10,"F7"
"4172","ENSG00000103510",10,"F7"
"4173","ENSG00000103569",10,"F7"
"4175","ENSG00000103942",10,"F7"
"4176","ENSG00000104518",10,"F7"
"4177","ENSG00000104671",10,"F7"
"4178","ENSG00000104691",10,"F7"
"4180","ENSG00000104763",10,"F7"
"4181","ENSG00000104808",10,"F7"
"4182","ENSG00000104833",10,"F7"
"4183","ENSG00000104872",10,"F7"
"4184","ENSG00000104880",10,"F7"
"4185","ENSG00000104907",10,"F7"
"4186","ENSG00000104973",10,"F7"
"4187","ENSG00000104979",10,"F7"
"4188","ENSG00000105127",10,"F7"
"4189","ENSG00000105137",10,"F7"
"4190","ENSG00000105248",10,"F7"
"4191","ENSG00000105327",10,"F7"
"4193","ENSG00000105576",10,"F7"
"4194","ENSG00000105642",10,"F7"
"4195","ENSG00000105656",10,"F7"
"4196","ENSG00000105662",10,"F7"
"4197","ENSG00000105675",10,"F7"
"4199","ENSG00000105755",10,"F7"
"4200","ENSG00000105967",10,"F7"
"4201","ENSG00000106336",10,"F7"
"4203","ENSG00000106351",10,"F7"
"4204","ENSG00000106479",10,"F7"
"4205","ENSG00000106588",10,"F7"
"4206","ENSG00000106624",10,"F7"
"4207","ENSG00000106682",10,"F7"
"4208","ENSG00000106771",10,"F7"
"4209","ENSG00000106780",10,"F7"
"4210","ENSG00000107014",10,"F7"
"4211","ENSG00000107147",10,"F7"
"4212","ENSG00000107249",10,"F7"
"4213","ENSG00000107902",10,"F7"
"4214","ENSG00000107957",10,"F7"
"4215","ENSG00000108406",10,"F7"
"4216","ENSG00000108509",10,"F7"
"4217","ENSG00000108557",10,"F7"
"4218","ENSG00000108582",10,"F7"
"4219","ENSG00000108784",10,"F7"
"4220","ENSG00000108785",10,"F7"
"4221","ENSG00000108830",10,"F7"
"4223","ENSG00000109163",10,"F7"
"4225","ENSG00000109670",10,"F7"
"4226","ENSG00000109684",10,"F7"
"4227","ENSG00000109814",10,"F7"
"4229","ENSG00000109943",10,"F7"
"4231","ENSG00000110200",10,"F7"
"4232","ENSG00000110375",10,"F7"
"4233","ENSG00000110422",10,"F7"
"4234","ENSG00000110435",10,"F7"
"4235","ENSG00000110665",10,"F7"
"4236","ENSG00000110717",10,"F7"
"4238","ENSG00000110900",10,"F7"
"4239","ENSG00000111266",10,"F7"
"4240","ENSG00000111445",10,"F7"
"4241","ENSG00000111481",10,"F7"
"4242","ENSG00000111832",10,"F7"
"4243","ENSG00000111845",10,"F7"
"4244","ENSG00000111850",10,"F7"
"4245","ENSG00000111961",10,"F7"
"4246","ENSG00000112118",10,"F7"
"4247","ENSG00000112304",10,"F7"
"4248","ENSG00000112305",10,"F7"
"4249","ENSG00000112335",10,"F7"
"4250","ENSG00000112651",10,"F7"
"4251","ENSG00000113387",10,"F7"
"4252","ENSG00000113389",10,"F7"
"4255","ENSG00000113946",10,"F7"
"4256","ENSG00000114251",10,"F7"
"4257","ENSG00000114767",10,"F7"
"4258","ENSG00000114948",10,"F7"
"4259","ENSG00000115053",10,"F7"
"4260","ENSG00000115129",10,"F7"
"4261","ENSG00000115204",10,"F7"
"4262","ENSG00000115207",10,"F7"
"4263","ENSG00000115234",10,"F7"
"4264","ENSG00000115274",10,"F7"
"4265","ENSG00000115306",10,"F7"
"4266","ENSG00000115310",10,"F7"
"4267","ENSG00000115339",10,"F7"
"4268","ENSG00000115425",10,"F7"
"4269","ENSG00000115541",10,"F7"
"4270","ENSG00000115568",10,"F7"
"4271","ENSG00000115850",10,"F7"
"4272","ENSG00000115896",10,"F7"
"4273","ENSG00000116062",10,"F7"
"4274","ENSG00000116171",10,"F7"
"4275","ENSG00000116209",10,"F7"
"4276","ENSG00000116396",10,"F7"
"4277","ENSG00000116489",10,"F7"
"4278","ENSG00000116678",10,"F7"
"4279","ENSG00000116871",10,"F7"
"4280","ENSG00000116874",10,"F7"
"4281","ENSG00000117009",10,"F7"
"4282","ENSG00000117298",10,"F7"
"4283","ENSG00000117362",10,"F7"
"4284","ENSG00000117676",10,"F7"
"4285","ENSG00000117748",10,"F7"
"4286","ENSG00000118181",10,"F7"
"4287","ENSG00000118200",10,"F7"
"4288","ENSG00000118363",10,"F7"
"4289","ENSG00000118503",10,"F7"
"4290","ENSG00000118680",10,"F7"
"4291","ENSG00000118976",10,"F7"
"4292","ENSG00000119227",10,"F7"
"4293","ENSG00000119242",10,"F7"
"4294","ENSG00000119335",10,"F7"
"4295","ENSG00000119431",10,"F7"
"4296","ENSG00000119446",10,"F7"
"4297","ENSG00000119608",10,"F7"
"4298","ENSG00000119707",10,"F7"
"4299","ENSG00000119729",10,"F7"
"4300","ENSG00000119777",10,"F7"
"4301","ENSG00000119801",10,"F7"
"4302","ENSG00000119927",10,"F7"
"4303","ENSG00000120370",10,"F7"
"4304","ENSG00000120500",10,"F7"
"4305","ENSG00000120533",10,"F7"
"4306","ENSG00000120675",10,"F7"
"4307","ENSG00000120694",10,"F7"
"4308","ENSG00000120832",10,"F7"
"4309","ENSG00000120942",10,"F7"
"4310","ENSG00000120963",10,"F7"
"4311","ENSG00000121281",10,"F7"
"4312","ENSG00000121318",10,"F7"
"4313","ENSG00000121350",10,"F7"
"4314","ENSG00000121879",10,"F7"
"4315","ENSG00000122026",10,"F7"
"4316","ENSG00000122121",10,"F7"
"4317","ENSG00000122378",10,"F7"
"4318","ENSG00000122545",10,"F7"
"4319","ENSG00000122778",10,"F7"
"4320","ENSG00000122912",10,"F7"
"4321","ENSG00000122966",10,"F7"
"4322","ENSG00000122970",10,"F7"
"4323","ENSG00000123094",10,"F7"
"4324","ENSG00000123154",10,"F7"
"4325","ENSG00000123178",10,"F7"
"4326","ENSG00000123268",10,"F7"
"4327","ENSG00000123453",10,"F7"
"4328","ENSG00000123485",10,"F7"
"4329","ENSG00000123595",10,"F7"
"4330","ENSG00000123609",10,"F7"
"4332","ENSG00000123892",10,"F7"
"4333","ENSG00000123933",10,"F7"
"4334","ENSG00000124074",10,"F7"
"4335","ENSG00000124097",10,"F7"
"4336","ENSG00000124098",10,"F7"
"4337","ENSG00000124120",10,"F7"
"4338","ENSG00000124143",10,"F7"
"4339","ENSG00000124155",10,"F7"
"4340","ENSG00000124177",10,"F7"
"4341","ENSG00000124181",10,"F7"
"4342","ENSG00000124201",10,"F7"
"4343","ENSG00000124224",10,"F7"
"4344","ENSG00000124228",10,"F7"
"4345","ENSG00000124422",10,"F7"
"4347","ENSG00000124496",10,"F7"
"4348","ENSG00000124541",10,"F7"
"4349","ENSG00000124701",10,"F7"
"4350","ENSG00000124789",10,"F7"
"4351","ENSG00000124813",10,"F7"
"4352","ENSG00000124942",10,"F7"
"4353","ENSG00000125122",10,"F7"
"4354","ENSG00000125149",10,"F7"
"4355","ENSG00000125388",10,"F7"
"4356","ENSG00000125484",10,"F7"
"4357","ENSG00000125538",10,"F7"
"4358","ENSG00000125630",10,"F7"
"4359","ENSG00000125772",10,"F7"
"4361","ENSG00000125827",10,"F7"
"4362","ENSG00000125875",10,"F7"
"4363","ENSG00000126001",10,"F7"
"4364","ENSG00000126243",10,"F7"
"4365","ENSG00000126261",10,"F7"
"4366","ENSG00000126266",10,"F7"
"4367","ENSG00000126458",10,"F7"
"4368","ENSG00000126804",10,"F7"
"4370","ENSG00000126883",10,"F7"
"4371","ENSG00000127184",10,"F7"
"4372","ENSG00000127314",10,"F7"
"4373","ENSG00000127663",10,"F7"
"4374","ENSG00000128050",10,"F7"
"4375","ENSG00000128268",10,"F7"
"4376","ENSG00000128482",10,"F7"
"4377","ENSG00000128512",10,"F7"
"4378","ENSG00000128683",10,"F7"
"4379","ENSG00000128692",10,"F7"
"4380","ENSG00000128917",10,"F7"
"4381","ENSG00000129055",10,"F7"
"4382","ENSG00000129194",10,"F7"
"4383","ENSG00000129250",10,"F7"
"4384","ENSG00000129355",10,"F7"
"4385","ENSG00000129566",10,"F7"
"4386","ENSG00000129757",10,"F7"
"4387","ENSG00000129911",10,"F7"
"4388","ENSG00000130175",10,"F7"
"4389","ENSG00000130349",10,"F7"
"4390","ENSG00000130449",10,"F7"
"4391","ENSG00000130517",10,"F7"
"4392","ENSG00000130684",10,"F7"
"4394","ENSG00000130768",10,"F7"
"4395","ENSG00000130950",10,"F7"
"4396","ENSG00000130985",10,"F7"
"4397","ENSG00000131042",10,"F7"
"4398","ENSG00000131089",10,"F7"
"4399","ENSG00000131100",10,"F7"
"4400","ENSG00000131187",10,"F7"
"4401","ENSG00000131236",10,"F7"
"4402","ENSG00000131398",10,"F7"
"4403","ENSG00000131475",10,"F7"
"4404","ENSG00000131558",10,"F7"
"4405","ENSG00000131626",10,"F7"
"4407","ENSG00000131876",10,"F7"
"4408","ENSG00000132196",10,"F7"
"4409","ENSG00000132321",10,"F7"
"4410","ENSG00000132436",10,"F7"
"4411","ENSG00000132570",10,"F7"
"4412","ENSG00000132591",10,"F7"
"4413","ENSG00000132773",10,"F7"
"4414","ENSG00000132780",10,"F7"
"4415","ENSG00000132823",10,"F7"
"4416","ENSG00000132938",10,"F7"
"4417","ENSG00000133069",10,"F7"
"4418","ENSG00000133216",10,"F7"
"4419","ENSG00000133226",10,"F7"
"4420","ENSG00000133466",10,"F7"
"4421","ENSG00000133639",10,"F7"
"4422","ENSG00000133773",10,"F7"
"4423","ENSG00000134297",10,"F7"
"4424","ENSG00000134453",10,"F7"
"4425","ENSG00000134508",10,"F7"
"4426","ENSG00000134590",10,"F7"
"4427","ENSG00000134802",10,"F7"
"4428","ENSG00000134852",10,"F7"
"4429","ENSG00000134884",10,"F7"
"4430","ENSG00000135047",10,"F7"
"4431","ENSG00000135048",10,"F7"
"4432","ENSG00000135070",10,"F7"
"4433","ENSG00000135148",10,"F7"
"4434","ENSG00000135341",10,"F7"
"4435","ENSG00000135439",10,"F7"
"4436","ENSG00000135452",10,"F7"
"4437","ENSG00000135506",10,"F7"
"4438","ENSG00000135596",10,"F7"
"4439","ENSG00000135622",10,"F7"
"4440","ENSG00000135837",10,"F7"
"4441","ENSG00000135838",10,"F7"
"4442","ENSG00000135914",10,"F7"
"4443","ENSG00000136143",10,"F7"
"4444","ENSG00000136379",10,"F7"
"4445","ENSG00000136541",10,"F7"
"4446","ENSG00000136861",10,"F7"
"4447","ENSG00000136878",10,"F7"
"4448","ENSG00000136936",10,"F7"
"4449","ENSG00000137161",10,"F7"
"4450","ENSG00000137218",10,"F7"
"4451","ENSG00000137309",10,"F7"
"4452","ENSG00000137404",10,"F7"
"4453","ENSG00000137463",10,"F7"
"4454","ENSG00000137491",10,"F7"
"4455","ENSG00000137936",10,"F7"
"4456","ENSG00000138032",10,"F7"
"4457","ENSG00000138035",10,"F7"
"4458","ENSG00000138642",10,"F7"
"4460","ENSG00000138780",10,"F7"
"4461","ENSG00000139083",10,"F7"
"4462","ENSG00000139437",10,"F7"
"4463","ENSG00000139531",10,"F7"
"4465","ENSG00000139973",10,"F7"
"4466","ENSG00000139990",10,"F7"
"4467","ENSG00000140153",10,"F7"
"4468","ENSG00000140259",10,"F7"
"4469","ENSG00000140459",10,"F7"
"4470","ENSG00000140463",10,"F7"
"4471","ENSG00000140525",10,"F7"
"4472","ENSG00000140612",10,"F7"
"4473","ENSG00000140749",10,"F7"
"4474","ENSG00000140853",10,"F7"
"4475","ENSG00000140854",10,"F7"
"4476","ENSG00000140939",10,"F7"
"4477","ENSG00000141101",10,"F7"
"4478","ENSG00000141337",10,"F7"
"4479","ENSG00000141452",10,"F7"
"4480","ENSG00000141560",10,"F7"
"4481","ENSG00000141741",10,"F7"
"4482","ENSG00000141858",10,"F7"
"4483","ENSG00000141971",10,"F7"
"4484","ENSG00000141994",10,"F7"
"4485","ENSG00000142156",10,"F7"
"4486","ENSG00000142178",10,"F7"
"4487","ENSG00000142327",10,"F7"
"4488","ENSG00000142512",10,"F7"
"4489","ENSG00000142556",10,"F7"
"4490","ENSG00000142765",10,"F7"
"4491","ENSG00000142784",10,"F7"
"4492","ENSG00000143033",10,"F7"
"4493","ENSG00000143179",10,"F7"
"4494","ENSG00000143297",10,"F7"
"4495","ENSG00000143303",10,"F7"
"4496","ENSG00000143353",10,"F7"
"4497","ENSG00000143393",10,"F7"
"4498","ENSG00000143486",10,"F7"
"4499","ENSG00000143493",10,"F7"
"4500","ENSG00000143799",10,"F7"
"4502","ENSG00000144161",10,"F7"
"4503","ENSG00000144426",10,"F7"
"4504","ENSG00000144524",10,"F7"
"4505","ENSG00000144535",10,"F7"
"4506","ENSG00000144635",10,"F7"
"4507","ENSG00000144741",10,"F7"
"4508","ENSG00000145041",10,"F7"
"4509","ENSG00000145391",10,"F7"
"4510","ENSG00000145687",10,"F7"
"4511","ENSG00000145757",10,"F7"
"4512","ENSG00000145780",10,"F7"
"4514","ENSG00000145936",10,"F7"
"4515","ENSG00000145949",10,"F7"
"4516","ENSG00000146066",10,"F7"
"4517","ENSG00000146205",10,"F7"
"4518","ENSG00000146221",10,"F7"
"4519","ENSG00000146247",10,"F7"
"4520","ENSG00000146282",10,"F7"
"4521","ENSG00000146350",10,"F7"
"4522","ENSG00000146426",10,"F7"
"4523","ENSG00000146828",10,"F7"
"4524","ENSG00000146856",10,"F7"
"4525","ENSG00000147127",10,"F7"
"4526","ENSG00000147202",10,"F7"
"4527","ENSG00000147364",10,"F7"
"4528","ENSG00000147403",10,"F7"
"4530","ENSG00000148158",10,"F7"
"4531","ENSG00000148204",10,"F7"
"4532","ENSG00000148219",10,"F7"
"4533","ENSG00000148290",10,"F7"
"4534","ENSG00000148450",10,"F7"
"4535","ENSG00000148483",10,"F7"
"4536","ENSG00000148677",10,"F7"
"4537","ENSG00000148773",10,"F7"
"4538","ENSG00000149054",10,"F7"
"4540","ENSG00000149679",10,"F7"
"4541","ENSG00000149809",10,"F7"
"4542","ENSG00000149927",10,"F7"
"4543","ENSG00000150867",10,"F7"
"4544","ENSG00000150967",10,"F7"
"4545","ENSG00000151353",10,"F7"
"4546","ENSG00000151422",10,"F7"
"4547","ENSG00000151466",10,"F7"
"4548","ENSG00000151474",10,"F7"
"4549","ENSG00000151503",10,"F7"
"4550","ENSG00000151552",10,"F7"
"4551","ENSG00000151611",10,"F7"
"4552","ENSG00000151640",10,"F7"
"4554","ENSG00000152253",10,"F7"
"4555","ENSG00000152454",10,"F7"
"4556","ENSG00000152778",10,"F7"
"4557","ENSG00000153113",10,"F7"
"4558","ENSG00000153250",10,"F7"
"4560","ENSG00000154079",10,"F7"
"4561","ENSG00000154645",10,"F7"
"4562","ENSG00000154845",10,"F7"
"4563","ENSG00000154957",10,"F7"
"4564","ENSG00000154978",10,"F7"
"4565","ENSG00000155307",10,"F7"
"4566","ENSG00000155561",10,"F7"
"4567","ENSG00000155592",10,"F7"
"4568","ENSG00000155760",10,"F7"
"4569","ENSG00000155792",10,"F7"
"4570","ENSG00000155850",10,"F7"
"4571","ENSG00000155970",10,"F7"
"4572","ENSG00000156273",10,"F7"
"4573","ENSG00000156304",10,"F7"
"4574","ENSG00000156500",10,"F7"
"4575","ENSG00000156535",10,"F7"
"4576","ENSG00000156802",10,"F7"
"4577","ENSG00000156970",10,"F7"
"4578","ENSG00000157303",10,"F7"
"4579","ENSG00000157349",10,"F7"
"4580","ENSG00000157379",10,"F7"
"4581","ENSG00000157456",10,"F7"
"4582","ENSG00000157470",10,"F7"
"4583","ENSG00000157483",10,"F7"
"4584","ENSG00000157510",10,"F7"
"4585","ENSG00000157833",10,"F7"
"4586","ENSG00000157837",10,"F7"
"4587","ENSG00000157978",10,"F7"
"4588","ENSG00000157992",10,"F7"
"4589","ENSG00000158006",10,"F7"
"4590","ENSG00000158286",10,"F7"
"4591","ENSG00000158402",10,"F7"
"4592","ENSG00000158528",10,"F7"
"4593","ENSG00000158815",10,"F7"
"4594","ENSG00000158869",10,"F7"
"4595","ENSG00000159335",10,"F7"
"4596","ENSG00000159339",10,"F7"
"4599","ENSG00000159884",10,"F7"
"4600","ENSG00000160013",10,"F7"
"4601","ENSG00000160172",10,"F7"
"4602","ENSG00000160193",10,"F7"
"4603","ENSG00000160200",10,"F7"
"4604","ENSG00000160229",10,"F7"
"4605","ENSG00000160299",10,"F7"
"4607","ENSG00000160404",10,"F7"
"4608","ENSG00000160439",10,"F7"
"4609","ENSG00000160446",10,"F7"
"4610","ENSG00000160570",10,"F7"
"4611","ENSG00000160613",10,"F7"
"4612","ENSG00000160679",10,"F7"
"4613","ENSG00000160683",10,"F7"
"4614","ENSG00000160714",10,"F7"
"4616","ENSG00000160991",10,"F7"
"4617","ENSG00000161021",10,"F7"
"4619","ENSG00000161203",10,"F7"
"4620","ENSG00000161682",10,"F7"
"4621","ENSG00000161888",10,"F7"
"4622","ENSG00000161920",10,"F7"
"4623","ENSG00000161921",10,"F7"
"4624","ENSG00000162408",10,"F7"
"4625","ENSG00000162543",10,"F7"
"4628","ENSG00000162694",10,"F7"
"4629","ENSG00000162702",10,"F7"
"4630","ENSG00000162706",10,"F7"
"4632","ENSG00000162729",10,"F7"
"4633","ENSG00000162775",10,"F7"
"4634","ENSG00000162804",10,"F7"
"4635","ENSG00000162819",10,"F7"
"4636","ENSG00000163026",10,"F7"
"4637","ENSG00000163032",10,"F7"
"4638","ENSG00000163166",10,"F7"
"4639","ENSG00000163218",10,"F7"
"4640","ENSG00000163312",10,"F7"
"4641","ENSG00000163352",10,"F7"
"4642","ENSG00000163376",10,"F7"
"4643","ENSG00000163406",10,"F7"
"4644","ENSG00000163510",10,"F7"
"4645","ENSG00000163702",10,"F7"
"4646","ENSG00000163820",10,"F7"
"4647","ENSG00000163875",10,"F7"
"4648","ENSG00000163879",10,"F7"
"4649","ENSG00000164074",10,"F7"
"4650","ENSG00000164176",10,"F7"
"4651","ENSG00000164199",10,"F7"
"4652","ENSG00000164291",10,"F7"
"4653","ENSG00000164342",10,"F7"
"4654","ENSG00000164404",10,"F7"
"4655","ENSG00000164591",10,"F7"
"4656","ENSG00000164692",10,"F7"
"4657","ENSG00000164855",10,"F7"
"4658","ENSG00000164880",10,"F7"
"4660","ENSG00000165046",10,"F7"
"4661","ENSG00000165178",10,"F7"
"4662","ENSG00000165406",10,"F7"
"4663","ENSG00000165475",10,"F7"
"4664","ENSG00000165501",10,"F7"
"4665","ENSG00000165548",10,"F7"
"4666","ENSG00000165591",10,"F7"
"4667","ENSG00000165629",10,"F7"
"4668","ENSG00000165757",10,"F7"
"4669","ENSG00000165874",10,"F7"
"4670","ENSG00000165948",10,"F7"
"4672","ENSG00000166169",10,"F7"
"4673","ENSG00000166257",10,"F7"
"4674","ENSG00000166275",10,"F7"
"4675","ENSG00000166455",10,"F7"
"4676","ENSG00000166471",10,"F7"
"4677","ENSG00000166582",10,"F7"
"4678","ENSG00000166595",10,"F7"
"4679","ENSG00000166710",10,"F7"
"4680","ENSG00000166743",10,"F7"
"4681","ENSG00000166860",10,"F7"
"4682","ENSG00000166887",10,"F7"
"4683","ENSG00000167077",10,"F7"
"4684","ENSG00000167106",10,"F7"
"4686","ENSG00000167178",10,"F7"
"4687","ENSG00000167186",10,"F7"
"4688","ENSG00000167363",10,"F7"
"4689","ENSG00000167377",10,"F7"
"4690","ENSG00000167447",10,"F7"
"4691","ENSG00000167552",10,"F7"
"4692","ENSG00000167555",10,"F7"
"4693","ENSG00000167562",10,"F7"
"4694","ENSG00000167604",10,"F7"
"4695","ENSG00000167608",10,"F7"
"4696","ENSG00000167615",10,"F7"
"4697","ENSG00000167766",10,"F7"
"4698","ENSG00000167792",10,"F7"
"4699","ENSG00000167900",10,"F7"
"4700","ENSG00000168036",10,"F7"
"4702","ENSG00000168214",10,"F7"
"4703","ENSG00000168246",10,"F7"
"4704","ENSG00000168288",10,"F7"
"4705","ENSG00000168386",10,"F7"
"4706","ENSG00000168404",10,"F7"
"4707","ENSG00000168522",10,"F7"
"4708","ENSG00000168610",10,"F7"
"4709","ENSG00000168778",10,"F7"
"4710","ENSG00000168826",10,"F7"
"4711","ENSG00000168828",10,"F7"
"4713","ENSG00000168887",10,"F7"
"4715","ENSG00000169032",10,"F7"
"4716","ENSG00000169062",10,"F7"
"4717","ENSG00000169118",10,"F7"
"4718","ENSG00000169139",10,"F7"
"4719","ENSG00000169188",10,"F7"
"4720","ENSG00000169282",10,"F7"
"4721","ENSG00000169718",10,"F7"
"4722","ENSG00000170006",10,"F7"
"4723","ENSG00000170092",10,"F7"
"4724","ENSG00000170144",10,"F7"
"4725","ENSG00000170160",10,"F7"
"4726","ENSG00000170270",10,"F7"
"4727","ENSG00000170409",10,"F7"
"4728","ENSG00000170430",10,"F7"
"4729","ENSG00000170509",10,"F7"
"4730","ENSG00000170667",10,"F7"
"4731","ENSG00000170684",10,"F7"
"4732","ENSG00000170703",10,"F7"
"4733","ENSG00000170759",10,"F7"
"4735","ENSG00000171311",10,"F7"
"4736","ENSG00000171316",10,"F7"
"4738","ENSG00000171462",10,"F7"
"4739","ENSG00000171467",10,"F7"
"4740","ENSG00000171488",10,"F7"
"4741","ENSG00000171490",10,"F7"
"4742","ENSG00000171492",10,"F7"
"4743","ENSG00000171595",10,"F7"
"4744","ENSG00000171724",10,"F7"
"4745","ENSG00000171786",10,"F7"
"4746","ENSG00000171793",10,"F7"
"4747","ENSG00000171960",10,"F7"
"4748","ENSG00000172172",10,"F7"
"4749","ENSG00000172301",10,"F7"
"4750","ENSG00000172426",10,"F7"
"4751","ENSG00000172531",10,"F7"
"4752","ENSG00000172602",10,"F7"
"4753","ENSG00000172650",10,"F7"
"4754","ENSG00000172893",10,"F7"
"4755","ENSG00000172932",10,"F7"
"4756","ENSG00000172939",10,"F7"
"4757","ENSG00000172965",10,"F7"
"4758","ENSG00000173273",10,"F7"
"4759","ENSG00000173366",10,"F7"
"4761","ENSG00000173436",10,"F7"
"4762","ENSG00000173614",10,"F7"
"4763","ENSG00000173930",10,"F7"
"4764","ENSG00000174004",10,"F7"
"4765","ENSG00000174007",10,"F7"
"4766","ENSG00000174171",10,"F7"
"4767","ENSG00000174206",10,"F7"
"4768","ENSG00000174405",10,"F7"
"4769","ENSG00000174501",10,"F7"
"4770","ENSG00000174695",10,"F7"
"4771","ENSG00000174748",10,"F7"
"4772","ENSG00000174749",10,"F7"
"4773","ENSG00000174792",10,"F7"
"4774","ENSG00000174886",10,"F7"
"4775","ENSG00000174939",10,"F7"
"4776","ENSG00000174943",10,"F7"
"4777","ENSG00000175104",10,"F7"
"4779","ENSG00000175324",10,"F7"
"4780","ENSG00000175592",10,"F7"
"4781","ENSG00000175600",10,"F7"
"4782","ENSG00000175606",10,"F7"
"4783","ENSG00000175711",10,"F7"
"4785","ENSG00000176018",10,"F7"
"4787","ENSG00000176155",10,"F7"
"4788","ENSG00000176160",10,"F7"
"4789","ENSG00000176171",10,"F7"
"4790","ENSG00000176209",10,"F7"
"4791","ENSG00000176225",10,"F7"
"4793","ENSG00000176753",10,"F7"
"4795","ENSG00000176894",10,"F7"
"4796","ENSG00000176903",10,"F7"
"4797","ENSG00000177144",10,"F7"
"4798","ENSG00000177173",10,"F7"
"4799","ENSG00000177888",10,"F7"
"4800","ENSG00000177963",10,"F7"
"4801","ENSG00000178038",10,"F7"
"4802","ENSG00000178105",10,"F7"
"4803","ENSG00000178163",10,"F7"
"4804","ENSG00000178201",10,"F7"
"4805","ENSG00000178297",10,"F7"
"4806","ENSG00000178307",10,"F7"
"4808","ENSG00000178718",10,"F7"
"4809","ENSG00000178764",10,"F7"
"4810","ENSG00000178789",10,"F7"
"4811","ENSG00000179141",10,"F7"
"4812","ENSG00000179222",10,"F7"
"4813","ENSG00000179304",10,"F7"
"4814","ENSG00000179314",10,"F7"
"4815","ENSG00000179362",10,"F7"
"4816","ENSG00000179454",10,"F7"
"4817","ENSG00000179846",10,"F7"
"4818","ENSG00000179873",10,"F7"
"4819","ENSG00000179978",10,"F7"
"4820","ENSG00000180096",10,"F7"
"4821","ENSG00000180098",10,"F7"
"4823","ENSG00000180210",10,"F7"
"4825","ENSG00000180423",10,"F7"
"4826","ENSG00000180573",10,"F7"
"4827","ENSG00000180667",10,"F7"
"4828","ENSG00000180815",10,"F7"
"4829","ENSG00000180846",10,"F7"
"4830","ENSG00000180878",10,"F7"
"4831","ENSG00000180884",10,"F7"
"4832","ENSG00000180929",10,"F7"
"4833","ENSG00000180998",10,"F7"
"4834","ENSG00000181035",10,"F7"
"4835","ENSG00000181038",10,"F7"
"4836","ENSG00000181222",10,"F7"
"4837","ENSG00000181350",10,"F7"
"4840","ENSG00000181524",10,"F7"
"4841","ENSG00000181588",10,"F7"
"4843","ENSG00000181754",10,"F7"
"4844","ENSG00000181790",10,"F7"
"4845","ENSG00000181804",10,"F7"
"4846","ENSG00000181929",10,"F7"
"4847","ENSG00000182158",10,"F7"
"4848","ENSG00000182199",10,"F7"
"4849","ENSG00000182247",10,"F7"
"4850","ENSG00000182308",10,"F7"
"4851","ENSG00000182489",10,"F7"
"4852","ENSG00000182566",10,"F7"
"4854","ENSG00000182858",10,"F7"
"4855","ENSG00000182944",10,"F7"
"4856","ENSG00000183250",10,"F7"
"4857","ENSG00000183298",10,"F7"
"4858","ENSG00000183308",10,"F7"
"4860","ENSG00000183337",10,"F7"
"4862","ENSG00000183604",10,"F7"
"4863","ENSG00000183763",10,"F7"
"4864","ENSG00000183856",10,"F7"
"4865","ENSG00000183889",10,"F7"
"4866","ENSG00000184208",10,"F7"
"4869","ENSG00000184507",10,"F7"
"4871","ENSG00000184743",10,"F7"
"4872","ENSG00000184792",10,"F7"
"4873","ENSG00000184903",10,"F7"
"4874","ENSG00000184916",10,"F7"
"4875","ENSG00000184923",10,"F7"
"4876","ENSG00000185049",10,"F7"
"4877","ENSG00000185105",10,"F7"
"4878","ENSG00000185201",10,"F7"
"4879","ENSG00000185246",10,"F7"
"4880","ENSG00000185269",10,"F7"
