"gene","compare","gene_compare","ubb"
"ENSG00000115541","D5/D6","ENSG00000115541 D5/D6",85.6549340668451
"ENSG00000115541","M8/D6","ENSG00000115541 M8/D6",57.591709852099
"ENSG00000115568","D5/D6","ENSG00000115568 D5/D6",36.0307303222918
"ENSG00000115850","D5/D6","ENSG00000115850 D5/D6",8.97655619335269
"ENSG00000115850","F7/D6","ENSG00000115850 F7/D6",2.10311538348953
"ENSG00000115896","D5/D6","ENSG00000115896 D5/D6",2.7813109686811
"ENSG00000115896","F7/D6","ENSG00000115896 F7/D6",1.13750242465254
"ENSG00000116062","D5/D6","ENSG00000116062 D5/D6",40.5265945296095
"ENSG00000116062","M8/D6","ENSG00000116062 M8/D6",63.8223106000132
"ENSG00000116209","D5/D6","ENSG00000116209 D5/D6",9.30921630791539
"ENSG00000116209","F7/D6","ENSG00000116209 F7/D6",17.5117132313085
"ENSG00000116209","M8/D6","ENSG00000116209 M8/D6",21.4608651583191
"ENSG00000116396","D5/D6","ENSG00000116396 D5/D6",24.5989429520475
"ENSG00000116396","F7/D6","ENSG00000116396 F7/D6",16.4463249813364
"ENSG00000116396","M8/D6","ENSG00000116396 M8/D6",15.260549456239
"ENSG00000116678","D5/D6","ENSG00000116678 D5/D6",3.36699131462084
"ENSG00000116678","F7/D6","ENSG00000116678 F7/D6",4.83719740234339
"ENSG00000116678","M8/D6","ENSG00000116678 M8/D6",3.91007391986594
"ENSG00000116871","M8/D6","ENSG00000116871 M8/D6",107.926904913963
"ENSG00000116874","M8/D6","ENSG00000116874 M8/D6",3.3518007875387
"ENSG00000117009","D5/D6","ENSG00000117009 D5/D6",12.1506188953125
"ENSG00000117298","D5/D6","ENSG00000117298 D5/D6",45.9275045090936
"ENSG00000117298","F7/D6","ENSG00000117298 F7/D6",71.8527487955281
"ENSG00000117362","D5/D6","ENSG00000117362 D5/D6",98.5227231436456
"ENSG00000117676","F7/D6","ENSG00000117676 F7/D6",266.631041752817
"ENSG00000117748","F7/D6","ENSG00000117748 F7/D6",92.5645693548836
"ENSG00000117748","M8/D6","ENSG00000117748 M8/D6",63.8316602848454
"ENSG00000118181","D5/D6","ENSG00000118181 D5/D6",1463.90462326831
