"sample","gene","anova_p","mean_between","mean_intra","fdr"
"M8","ENSG00000263755",0.1548,-3.5862,-1.4356,0.9297
"M8","ENSG00000052749",0.7577,2.4878,2.5229,0.97
"M8","ENSG00000177963",0.827,3.0974,3.0811,0.9779
"M8","ENSG00000135914",0.4562,0.6074,0.4186,0.9297
"M8","ENSG00000247877",0.4874,-3.6522,-2.8367,0.9297
"M8","ENSG00000279361",0.5773,-5.0967,-4.4235,0.9526
"M8","ENSG00000178038",0.2215,-5.3658,-4.6483,0.9297
"M8","ENSG00000239523",0.2691,0.7053,0.9159,0.9297
"M8","ENSG00000249372",0.6161,-0.9619,-0.3924,0.9617
"M8","ENSG00000279879",0.3524,-3.6907,-2.919,0.9297
"M8","ENSG00000099904",0.4608,2.237,2.138,0.9297
"M8","ENSG00000269399",0.3102,-0.0796,0.1421,0.9297
"M8","ENSG00000281691",0.4957,1.3656,1.5078,0.9326
"M8","ENSG00000266302",0.7179,-3.7791,-3.6651,0.967
"M8","ENSG00000237833",0.3187,-1.6092,-1.9794,0.9297
"M8","ENSG00000224967",0.8819,-0.4929,-0.5801,0.9791
"M8","ENSG00000067842",0.1277,-5.8219,-6.6439,0.9297
"M8","ENSG00000246375",0.0232,-3.8496,-1.8385,0.7354
"M8","ENSG00000121350",0.4585,2.797,2.8765,0.9297
"M8","ENSG00000211491",0.2481,-0.8717,0.8425,0.9297
"M8","ENSG00000117009",0.1206,0.2142,0.8589,0.9297
"M8","ENSG00000139437",0.3343,0.9505,0.8264,0.9297
"M8","ENSG00000175592",0.977,0.8701,0.8768,0.9949
"M8","ENSG00000103942",0.3392,-0.443,-0.3235,0.9297
"M8","ENSG00000055957",0.4444,-4.0429,-4.5959,0.9297
"M8","ENSG00000182199",0.9725,5.8852,5.8882,0.9942
"M8","ENSG00000120675",0.9082,1.9993,2.0061,0.9838
"M8","ENSG00000281207",0.5074,1.6827,1.7542,0.9357
"M8","ENSG00000229348",0.2072,-4.9815,-6.6439,0.9297
"M8","ENSG00000249207",0.046,-1.0018,-1.9081,0.8598
"M8","ENSG00000006327",0.4584,-2.3904,-1.9579,0.9297
"M8","ENSG00000253741",0.6286,-3.3996,-3.7363,0.9617
"M8","ENSG00000283696",0.9267,-0.6866,-0.7215,0.9841
"M8","ENSG00000267216",0.4195,0.9707,1.424,0.9297
"M8","ENSG00000199366",0.778,0.8407,0.7048,0.9724
"M8","ENSG00000167900",0.922,3.6076,3.5971,0.9841
"M8","ENSG00000279208",0.7347,0.0218,0.1331,0.9699
"M8","ENSG00000167792",0.9897,3.9469,3.9482,0.9952
"M8","ENSG00000172650",0.9204,1.8857,1.92,0.984
"M8","ENSG00000170409",0.0213,-1.6462,-4.6587,0.7354
"M8","ENSG00000273008",0.5769,0.1699,-0.0269,0.9526
"M8","ENSG00000166169",0.1554,2.5431,2.6779,0.9297
"M8","ENSG00000259049",0.8944,-2.6661,-2.7358,0.9833
"M8","ENSG00000140853",0.8767,4.2876,4.2988,0.9787
"M8","ENSG00000140259",0.4667,3.5216,3.4411,0.9297
"M8","ENSG00000100030",0.0268,3.6763,3.7657,0.7634
"M8","ENSG00000106341",0.2596,-1.3961,-1.07,0.9297
"M8","ENSG00000232611",0.7862,-0.9148,-0.8282,0.9736
"M8","ENSG00000267500",0.6818,-1.2583,-1.4268,0.9668
"M8","ENSG00000273179",0.2888,1.8764,1.6747,0.9297
"M8","ENSG00000189366",0.8431,-4.9177,-5.1812,0.9779
"M8","ENSG00000250859",0.8239,-3.6205,-3.3964,0.9779
"M8","ENSG00000279706",0.2305,0.1388,0.4537,0.9297
"M8","ENSG00000227527",0.4493,-4.1729,-5.35,0.9297
"M8","ENSG00000213860",0.3484,1.4579,1.758,0.9297
"M8","ENSG00000236004",0.9768,-2.548,-2.5176,0.9949
"M8","ENSG00000151611",0.3951,0.0996,0.2304,0.9297
"M8","ENSG00000206731",0.4167,-0.9497,-2.4199,0.9297
"M8","ENSG00000135047",0.6986,-4.5911,-4.1126,0.9668
"M8","ENSG00000257241",0.398,-2.9601,-4.3941,0.9297
"M8","ENSG00000243799",0.3506,-5.9909,-5.1568,0.9297
"M8","ENSG00000103150",0.3244,1.0829,1.1783,0.9297
"M8","ENSG00000176160",0.4472,-0.6961,-0.5445,0.9297
"M8","ENSG00000249087",0.6922,0.3855,0.2714,0.9668
"M8","ENSG00000173366",0.192,-4.1177,-1.7828,0.9297
"M8","ENSG00000206013",0.4676,0.2252,0.3917,0.9297
"M8","ENSG00000238173",0.4591,-0.227,-0.7357,0.9297
"M8","ENSG00000266245",0.6975,1.0868,0.81,0.9668
"M8","ENSG00000117298",0.5307,3.1178,3.077,0.943
"M8","ENSG00000171793",0.8245,3.3457,3.3561,0.9779
"M8","ENSG00000267980",0.5564,0.4467,0.6959,0.9475
"M8","ENSG00000012124",0.5747,6.0916,6.0575,0.9526
"M8","ENSG00000172932",0.1315,2.5385,2.4163,0.9297
"M8","ENSG00000283202",0.5806,-3.8786,-2.8782,0.9549
"M8","ENSG00000267128",0.3064,0.084,0.3247,0.9297
"M8","ENSG00000213081",0.7319,-1.9894,-1.5831,0.9699
"M8","ENSG00000116209",0.0239,1.9701,2.249,0.7354
"M8","ENSG00000156500",0.2957,0.0533,-0.0655,0.9297
"M8","ENSG00000163166",0.0128,3.3009,2.9906,0.722
"M8","ENSG00000225741",0.0232,-4.5925,-2.1429,0.7354
"M8","ENSG00000107902",0.7988,-0.3422,-0.31,0.9764
"M8","ENSG00000196418",0.1933,1.982,2.1366,0.9297
"M8","ENSG00000265490",0.5536,-0.4127,-0.6871,0.9471
"M8","ENSG00000143353",0.3896,2.8472,2.9701,0.9297
"M8","ENSG00000168126",0.0951,0.4563,1.264,0.91
"M8","ENSG00000266993",0.4751,0.7083,1.0185,0.9297
"M8","ENSG00000231160",0.4173,-1.5926,-1.8544,0.9297
"M8","ENSG00000256683",0.7361,2.0932,2.0377,0.9699
"M8","ENSG00000217231",0.3983,-7e-04,0.3404,0.9297
"M8","ENSG00000254905",0.1307,-2.1986,-0.6881,0.9297
"M8","ENSG00000236583",0.8957,1.0862,1.0521,0.9833
"M8","ENSG00000124120",0.5489,0.9047,0.6719,0.9459
"M8","ENSG00000270874",0.4505,-0.7507,-1.0374,0.9297
"M8","ENSG00000198393",0.363,1.3559,1.4498,0.9297
"M8","ENSG00000165178",0.8325,6.2932,6.2777,0.9779
"M8","ENSG00000167186",0.0249,0.8637,0.4437,0.7545
"M8","ENSG00000064309",0.2541,-6.1379,-5.6026,0.9297
"M8","ENSG00000067064",0.3144,3.3395,3.4496,0.9297
"M8","ENSG00000118976",0.6021,0.2338,0.3559,0.9561
"M8","ENSG00000273474",0.8754,-2.5491,-2.8004,0.9787
"M8","ENSG00000095015",0.3144,2.3753,2.3042,0.9297
"M8","ENSG00000129355",0.2568,1.8562,2.0816,0.9297
"M8","ENSG00000222009",0.4788,-0.7067,-0.837,0.9297
"M8","ENSG00000261302",0.7687,-3.6094,-4.0902,0.97
"M8","ENSG00000148483",0.988,-5.6768,-5.6883,0.9952
"M8","ENSG00000158286",0.8703,1.9444,1.9639,0.9787
"M8","ENSG00000148290",0.1708,3.9872,4.095,0.9297
"M8","ENSG00000164692",0.388,-4.3871,-4.7574,0.9297
"M8","ENSG00000285280",0.549,-2.339,-2.1316,0.9459
"M8","ENSG00000227813",0.4415,-1.8112,-2.8025,0.9297
"M8","ENSG00000284627",0.0427,2.3655,-0.3414,0.8598
"M8","ENSG00000199906",0.05,-0.583,0.4105,0.8842
"M8","ENSG00000204634",0.1199,-0.0677,0.2655,0.9297
"M8","ENSG00000204025",0.3991,-4.5666,-5.4443,0.9297
"M8","ENSG00000249286",0.8996,-1.038,-0.9201,0.9833
"M8","ENSG00000158869",0.5051,-1.5982,-1.1624,0.9357
"M8","ENSG00000176155",0.2511,1.3388,1.1079,0.9297
"M8","ENSG00000165548",0.0687,-4.0577,-5.4519,0.896
"M8","ENSG00000279117",0.4974,-1.5047,-1.9364,0.9332
"M8","ENSG00000260790",0.4512,-0.4611,-0.2442,0.9297
"M8","ENSG00000257379",0.3766,3.0036,2.8354,0.9297
"M8","ENSG00000280334",0.0051,-2.0483,-3.2148,0.68
"M8","ENSG00000151466",0.707,1.8722,1.9152,0.9668
"M8","ENSG00000266538",0.5979,-0.3998,-0.1652,0.9561
"M8","ENSG00000173406",0.1212,-5.3426,-6.0679,0.9297
"M8","ENSG00000247092",0.4536,2.0683,2.1588,0.9297
"M8","ENSG00000174748",0.0041,6.1859,6.3659,0.5857
"M8","ENSG00000175741",0.9442,-5.3728,-5.4213,0.9871
"M8","ENSG00000128268",0.6834,3.4454,3.494,0.9668
"M8","ENSG00000183250",0.675,3.1253,3.0696,0.9668
"M8","ENSG00000116171",0.0832,2.1129,2.2878,0.9065
"M8","ENSG00000283757",0.2487,-4.4155,-5.2285,0.9297
"M8","ENSG00000277561",0.1361,-5.3109,-6.1884,0.9297
"M8","ENSG00000135452",0.635,2.1868,2.2473,0.9617
"M8","ENSG00000219188",0.0663,-1.3199,-3.1555,0.896
"M8","ENSG00000257718",0.3214,1.369,1.03,0.9297
"M8","ENSG00000251184",0.8817,-4.7333,-4.9717,0.9791
"M8","ENSG00000219201",0.6359,-1.0338,-0.818,0.9617
"M8","ENSG00000231789",0.4891,2.3452,2.4524,0.9297
"M8","ENSG00000129194",0.2831,-0.0883,0.2129,0.9297
"M8","ENSG00000279722",0.1332,0.1405,-0.3943,0.9297
"M8","ENSG00000270728",0.3854,-0.5182,-0.1711,0.9297
"M8","ENSG00000175324",0.6467,3.4466,3.3786,0.9617
"M8","ENSG00000223396",0.0964,1.1384,1.3316,0.9124
"M8","ENSG00000202125",0.1218,0.1486,1.3041,0.9297
"M8","ENSG00000271871",0.1027,0.0427,0.5747,0.9124
"M8","ENSG00000201533",0.6771,-1.4539,-2.0066,0.9668
"M8","ENSG00000201867",0.2085,-0.3108,-1.2724,0.9297
"M8","ENSG00000125630",0.8087,3.1368,3.1532,0.9779
"M8","ENSG00000136861",0.2286,2.7415,2.6393,0.9297
"M8","ENSG00000137161",0.11,4.973,4.8632,0.9283
"M8","ENSG00000161203",0.244,3.6605,3.8194,0.9297
"M8","ENSG00000279476",0.4581,0.7953,0.6799,0.9297
"M8","ENSG00000124224",0.5017,-0.1354,-0.0095,0.9346
"M8","ENSG00000242510",0.497,-0.9108,-0.5435,0.9332
"M8","ENSG00000172426",0.2765,1.3694,1.1403,0.9297
"M8","ENSG00000053702",0.9516,1.855,1.8473,0.9897
"M8","ENSG00000181222",0.2612,4.6391,4.5753,0.9297
"M8","ENSG00000236733",0.4485,-1.5906,-0.8537,0.9297
"M8","ENSG00000011451",0.6387,1.9391,1.8824,0.9617
"M8","ENSG00000100918",0.2022,2.6201,2.5312,0.9297
"M8","ENSG00000099998",0.9679,-5.4031,-5.3785,0.9922
"M8","ENSG00000178105",0.9387,1.7223,1.7127,0.9864
"M8","ENSG00000162694",0.45,1.3167,1.4606,0.9297
"M8","ENSG00000226942",0.6824,1.1461,1.0606,0.9668
"M8","ENSG00000227330",0.1578,-4.6989,-6.6439,0.9297
"M8","ENSG00000100526",0.6532,1.8925,1.9563,0.9634
"M8","ENSG00000126838",0.5871,-4.4947,-4.7284,0.9561
"M8","ENSG00000087053",0.8496,2.8526,2.8287,0.9779
"M8","ENSG00000198874",0.0819,2.6813,2.5281,0.9065
"M8","ENSG00000006712",0.0342,3.4227,3.2408,0.8047
"M8","ENSG00000023909",0.1133,1.1371,1.3932,0.9297
"M8","ENSG00000261770",0.4813,2.0687,1.9778,0.9297
"M8","ENSG00000148219",0.8234,-0.4156,-0.4514,0.9779
"M8","ENSG00000138780",0.3988,1.199,1.3527,0.9297
"M8","ENSG00000284968",0.2906,-0.3958,0.1306,0.9297
"M8","ENSG00000163026",0.3231,2.1302,2.227,0.9297
"M8","ENSG00000203761",0.3877,2.6878,2.7632,0.9297
"M8","ENSG00000173930",0.4393,1.032,1.1277,0.9297
"M8","ENSG00000079616",0.2661,2.8571,2.9434,0.9297
"M8","ENSG00000206651",0.8531,1.9185,1.8371,0.9779
"M8","ENSG00000210112",0.4888,4.2005,4.0962,0.9297
"M8","ENSG00000230637",0.7164,0.4369,0.3259,0.9668
"M8","ENSG00000233603",0.1736,0.3604,0.9778,0.9297
"M8","ENSG00000160193",0.5355,2.9545,3.0126,0.9436
"M8","ENSG00000230287",0.9008,-0.7427,-0.6315,0.9833
"M8","ENSG00000011114",0.2782,2.3097,2.4729,0.9297
"M8","ENSG00000120832",0.653,1.2806,1.3907,0.9634
"M8","ENSG00000263098",0.6049,-2.2263,-3.0523,0.9571
"M8","ENSG00000270809",0.434,-1.3714,-0.6101,0.9297
"M8","ENSG00000259502",0.5347,-4.4384,-5.3278,0.9436
"M8","ENSG00000054267",0.7141,2.613,2.5629,0.9668
"M8","ENSG00000253899",0.7549,-5.5717,-5.8621,0.97
"M8","ENSG00000243607",0.1997,-2.1693,-0.3011,0.9297
"M8","ENSG00000226253",0.389,0.378,-0.2905,0.9297
"M8","ENSG00000271537",0.2419,-2.5659,-0.9367,0.9297
"M8","ENSG00000274570",0.8232,-2.0696,-2.1471,0.9779
"M8","ENSG00000249855",0.2448,2.3746,2.0813,0.9297
"M8","ENSG00000240087",0.9988,1.1603,1.1608,0.9996
"M8","ENSG00000178764",0.3188,3.9318,3.8724,0.9297
"M8","ENSG00000254165",0.2683,1.273,1.584,0.9297
"M8","ENSG00000257529",0.8635,3.5715,3.4986,0.9779
"M8","ENSG00000281420",0.7791,1.2988,1.404,0.9724
"M8","ENSG00000124813",0.1657,-5.1558,-4.6644,0.9297
"M8","ENSG00000231655",0.9693,-0.8943,-0.8558,0.993
"M8","ENSG00000282246",0.118,-1.3641,-3.5292,0.9297
"M8","ENSG00000160714",0.1859,4.2323,4.1929,0.9297
"M8","ENSG00000145041",0.3841,3.3606,3.4187,0.9297
"M8","ENSG00000160439",0.3826,0.5945,0.4719,0.9297
"M8","ENSG00000234367",0.4934,1.6657,1.9161,0.9311
"M8","ENSG00000267702",0.9997,2.0208,2.0208,0.9997
"M8","ENSG00000180116",0.516,-5.0356,-4.4477,0.9365
"M8","ENSG00000238835",0.7187,-1.6103,-2.1803,0.967
"M8","ENSG00000255314",0.1904,-5.7064,-4.415,0.9297
"M8","ENSG00000005075",0.1867,2.8144,2.681,0.9297
"M8","ENSG00000143033",0.251,2.4651,2.6817,0.9297
"M8","ENSG00000257446",0.4817,-0.0028,-0.2031,0.9297
"M8","ENSG00000124201",0.513,4.9017,4.8727,0.9357
"M8","ENSG00000236603",0.5003,-1.9641,-2.3439,0.9346
"M8","ENSG00000181804",0.2061,2.2095,2.3302,0.9297
"M8","ENSG00000144426",0.3354,1.027,1.1392,0.9297
"M8","ENSG00000109511",0.6423,-3.2954,-3.6409,0.9617
"M8","ENSG00000160307",0.5344,-6.2744,-6.6439,0.9436
"M8","ENSG00000214820",0.1845,-0.2871,-0.765,0.9297
"M8","ENSG00000130985",0.4187,5.0971,5.0403,0.9297
"M8","ENSG00000100239",0.7055,3.7159,3.7491,0.9668
"M8","ENSG00000260351",0.5165,-1.3502,-0.9103,0.9365
"M8","ENSG00000259322",0.8984,-0.4248,-0.3636,0.9833
"M8","ENSG00000169032",0.0206,5.2447,5.3786,0.7354
"M8","ENSG00000111481",0.719,4.2183,4.2417,0.967
"M8","ENSG00000180846",0.1891,0.5596,0.2778,0.9297
"M8","ENSG00000110200",0.1739,0.6861,0.4383,0.9297
"M8","ENSG00000078070",0.3587,2.9295,3.0081,0.9297
"M8","ENSG00000108509",0.9616,3.2167,3.2202,0.992
"M8","ENSG00000266708",0.3766,0.201,0.4774,0.9297
"M8","ENSG00000223825",0.2357,-1.434,-2.2066,0.9297
"M8","ENSG00000213080",0.3471,-4.493,-5.144,0.9297
"M8","ENSG00000135596",0.755,4.6102,4.5872,0.97
"M8","ENSG00000274654",0.4896,-0.765,-1.0465,0.9297
"M8","ENSG00000170144",0.4887,5.1119,5.0404,0.9297
"M8","ENSG00000250790",0.749,-3.2048,-3.3956,0.97
"M8","ENSG00000186468",0.2164,6.5349,6.4071,0.9297
"M8","ENSG00000119927",0.3777,0.4817,0.5692,0.9297
"M8","ENSG00000162543",0.6033,-5.8836,-5.5761,0.9561
"M8","ENSG00000189420",0.0238,0.6524,0.375,0.7354
"M8","ENSG00000257169",0.1609,2.3397,1.9657,0.9297
"M8","ENSG00000254298",0.6096,1.9139,2.0644,0.9617
"M8","ENSG00000072195",0.5028,-5.57,-5.3126,0.9346
"M8","ENSG00000106682",0.2374,6.9088,6.9633,0.9297
"M8","ENSG00000123154",0.5813,0.698,0.5913,0.9553
"M8","ENSG00000168828",0.5099,-4.1938,-4.992,0.9357
"M8","ENSG00000205356",0.2553,2.1821,2.3246,0.9297
"M8","ENSG00000187609",0.8007,0.0211,-0.0226,0.9765
"M8","ENSG00000158006",0.2595,1.7624,1.9003,0.9297
"M8","ENSG00000230266",0.4221,2.7759,2.5943,0.9297
"M8","ENSG00000211937",0.0435,-4.6165,-1.169,0.8598
"M8","ENSG00000198231",0.6013,3.4471,3.5177,0.9561
"M8","ENSG00000258449",0.3722,0.1572,0.4445,0.9297
"M8","ENSG00000086061",0.0439,5.8261,5.6203,0.8598
"M8","ENSG00000110717",0.0322,2.5549,2.2546,0.8
"M8","ENSG00000229372",0.0318,-0.5203,-1.0443,0.8
"M8","ENSG00000206561",0.2391,-0.6034,-0.1309,0.9297
"M8","ENSG00000110665",0.9587,0.3759,0.3867,0.9915
"M8","ENSG00000151704",0.1501,-2.7387,-2.1048,0.9297
"M8","ENSG00000235869",0.677,1.5264,1.6731,0.9668
"M8","ENSG00000079819",0.1884,1.9479,1.8005,0.9297
"M8","ENSG00000144524",0.9507,2.3599,2.3486,0.9893
"M8","ENSG00000134802",0.861,4.8193,4.8319,0.9779
"M8","ENSG00000159784",0.0201,-6.6439,-6.6439,0.7354
"M8","ENSG00000078804",0.7451,2.1277,2.0965,0.97
"M8","ENSG00000042832",0.3524,-5.4937,-5.94,0.9297
"M8","ENSG00000280194",0.7109,-2.0405,-2.295,0.9668
"M8","ENSG00000285091",0.6031,-3.4444,-3.9191,0.9561
"M8","ENSG00000086589",0.6583,3.7136,3.7626,0.9638
"M8","ENSG00000266236",0.4733,-1.8951,-0.8866,0.9297
"M8","ENSG00000226647",0.9563,0.9329,0.9441,0.9905
"M8","ENSG00000260805",0.2885,-1.3064,-1.7512,0.9297
"M8","ENSG00000283239",0.0311,-3.5738,-5.1116,0.8
"M8","ENSG00000268083",0.9915,-3.7066,-3.7303,0.996
"M8","ENSG00000126883",0.4068,2.8056,2.728,0.9297
"M8","ENSG00000223722",0.1774,-1.2303,-2.5174,0.9297
"M8","ENSG00000123453",0.6774,-3.2013,-3.3866,0.9668
"M8","ENSG00000138035",0.8326,3.746,3.7639,0.9779
"M8","ENSG00000163702",0.193,-2.4677,-1.9366,0.9297
"M8","ENSG00000225285",0.9895,-1.4223,-1.4287,0.9952
"M8","ENSG00000250317",0.5197,2.1444,2.2278,0.9381
"M8","ENSG00000261762",0.4679,0.5498,0.6915,0.9297
"M8","ENSG00000205710",0.4166,-0.0889,-0.4389,0.9297
"M8","ENSG00000226781",0.7802,-2.932,-2.6436,0.9724
"M8","ENSG00000258445",0.7157,-0.3054,-0.1664,0.9668
"M8","ENSG00000249465",0.9827,-3.7094,-3.7337,0.9952
"M8","ENSG00000225871",0.2424,1.3761,1.6474,0.9297
"M8","ENSG00000224735",0.8038,-2.5281,-2.1119,0.9774
"M8","ENSG00000260405",0.2839,-1.0198,-2.8757,0.9297
"M8","ENSG00000179314",0.0728,-6.5673,-5.9523,0.896
"M8","ENSG00000154957",0.2861,1.7708,1.5867,0.9297
"M8","ENSG00000180423",0.0759,1.2332,1.4401,0.896
"M8","ENSG00000175600",0.2077,-5.1899,-4.1782,0.9297
"M8","ENSG00000264808",0.3506,-2.2071,-1.1218,0.9297
"M8","ENSG00000267353",0.4502,-2.3821,-3.0743,0.9297
"M8","ENSG00000278455",0.6004,-4.497,-4.9558,0.9561
"M8","ENSG00000123595",0.3552,4.7035,4.7822,0.9297
"M8","ENSG00000196741",0.9114,-0.1756,-0.1337,0.9838
"M8","ENSG00000104973",0.2943,2.6308,2.5619,0.9297
"M8","ENSG00000142156",0.2903,-4.9945,-4.3706,0.9297
"M8","ENSG00000241352",0.2555,0.4589,0.0601,0.9297
"M8","ENSG00000261736",0.8524,-1.2874,-1.1978,0.9779
"M8","ENSG00000227038",0.3586,-4.7197,-5.4809,0.9297
"M8","ENSG00000253366",0.7696,1.5694,1.9718,0.9705
"M8","ENSG00000116062",0.9627,2.3246,2.3176,0.992
"M8","ENSG00000083857",0.5401,-3.942,-4.1759,0.9459
"M8","ENSG00000134852",0.52,2.0917,2.0257,0.9381
"M8","ENSG00000236144",0.1535,1.9501,2.2698,0.9297
"M8","ENSG00000078114",0.4471,-6.5177,-6.3694,0.9297
"M8","ENSG00000271778",0.7869,-3.9944,-4.4847,0.9738
"M8","ENSG00000175606",0.0408,3.3068,3.4393,0.8515
"M8","ENSG00000239300",0.6426,1.3352,1.4228,0.9617
"M8","ENSG00000275964",0.1377,1.8792,2.1503,0.9297
"M8","ENSG00000153113",0.6209,2.7613,2.7033,0.9617
"M8","ENSG00000100372",0.3058,2.0571,2.1385,0.9297
"M8","ENSG00000207508",0.7593,-0.7743,-0.5781,0.97
"M8","ENSG00000146247",0.8516,3.6408,3.6596,0.9779
"M8","ENSG00000133216",0.6475,-5.1204,-5.3294,0.9617
"M8","ENSG00000179362",0.2124,-5.6759,-6.4783,0.9297
"M8","ENSG00000262728",0.1019,-0.7216,-0.1345,0.9124
"M8","ENSG00000173273",0.2426,3.0169,3.091,0.9297
"M8","ENSG00000120533",0.6435,0.7216,0.6446,0.9617
"M8","ENSG00000222389",0.2112,0.3868,-0.3308,0.9297
"M8","ENSG00000203910",0.5974,-3.8763,-3.3315,0.9561
"M8","ENSG00000249509",0.8102,-0.0105,0.06,0.9779
"M8","ENSG00000132196",0.0269,2.0334,2.2424,0.7634
"M8","ENSG00000149927",0.5456,-2.8193,-3.0164,0.9459
"M8","ENSG00000242327",0.8832,-2.7379,-2.9638,0.9792
"M8","ENSG00000272010",0.6019,-3.3086,-4.0671,0.9561
"M8","ENSG00000213590",0.7742,-0.4708,-0.5893,0.9724
"M8","ENSG00000274267",0.3166,7.9572,7.8365,0.9297
"M8","ENSG00000172893",0.8365,2.9502,2.9843,0.9779
"M8","ENSG00000227067",0.1273,-3.09,-1.2351,0.9297
"M8","ENSG00000223754",0.81,-1.9412,-1.6543,0.9779
"M8","ENSG00000269335",0.1646,2.3916,2.594,0.9297
"M8","ENSG00000115896",0.0962,-2.0667,-2.5468,0.9124
"M8","ENSG00000065923",0.4717,4.7174,4.7488,0.9297
"M8","ENSG00000131626",0.2935,2.2932,2.1817,0.9297
"M8","ENSG00000176225",0.1463,1.7435,1.8489,0.9297
"M8","ENSG00000155850",0.2159,1.2278,1.3528,0.9297
"M8","ENSG00000273478",0.9059,1.1976,1.1665,0.9836
"M8","ENSG00000203392",0.325,-4.7234,-5.7507,0.9297
"M8","ENSG00000093009",0.9275,0.8816,0.8692,0.9841
"M8","ENSG00000247853",0.4672,0.8028,0.9557,0.9297
"M8","ENSG00000179978",0.0847,2.057,2.2109,0.9091
"M8","ENSG00000129757",0.166,-1.4668,-0.9804,0.9297
"M8","ENSG00000167117",0.0921,-4.5553,-5.97,0.9093
"M8","ENSG00000130517",0.1822,3.7271,3.5638,0.9297
"M8","ENSG00000100647",0.7198,4.0594,4.0865,0.9675
"M8","ENSG00000142556",0.9707,1.4163,1.4205,0.993
"M8","ENSG00000221263",0.2059,-4.6981,-6.6439,0.9297
"M8","ENSG00000261341",0.18,-1.9465,-1.4636,0.9297
"M8","ENSG00000207142",0.9546,3.6227,3.6439,0.9905
"M8","ENSG00000225062",0.4509,-3.2653,-2.2253,0.9297
"M8","ENSG00000075073",0.1116,-2.316,-1.5147,0.9297
"M8","ENSG00000238728",0.5339,-1.3749,-2.2947,0.9436
"M8","ENSG00000149809",0.4715,2.1135,2.2399,0.9297
"M8","ENSG00000269559",0.3226,-2.8442,-2.0798,0.9297
"M8","ENSG00000161920",0.2808,1.3268,1.5169,0.9297
"M8","ENSG00000266495",0.3388,-0.4272,-0.0215,0.9297
"M8","ENSG00000214093",0.8566,1.3255,1.2641,0.9779
"M8","ENSG00000260367",0.3313,-0.5531,-0.8452,0.9297
"M8","ENSG00000128482",0.6136,-3.969,-3.5043,0.9617
"M8","ENSG00000259750",0.9923,-2.2312,-2.2251,0.9963
"M8","ENSG00000138032",0.9463,2.6585,2.6499,0.9873
"M8","ENSG00000257391",0.7254,-5.6623,-5.9069,0.9698
"M8","ENSG00000200075",0.7054,-1.1376,-1.8003,0.9668
"M8","ENSG00000203872",0.797,1.1009,0.9763,0.9764
"M8","ENSG00000276903",0.1373,5.3147,5.0331,0.9297
"M8","ENSG00000165591",0.9836,2.1066,2.1097,0.9952
"M8","ENSG00000124177",0.2626,3.1525,3.1108,0.9297
"M8","ENSG00000262714",0.9844,-0.4828,-0.4774,0.9952
"M8","ENSG00000174206",0.1412,1.2516,1.0161,0.9297
"M8","ENSG00000197157",0.2068,5.4936,5.5699,0.9297
"M8","ENSG00000160570",0.4307,2.5694,2.4563,0.9297
"M8","ENSG00000284324",0.062,3.3963,3.9796,0.896
"M8","ENSG00000105696",0.7568,-6.0533,-5.836,0.97
"M8","ENSG00000213060",0.6216,-5.337,-4.7584,0.9617
"M8","ENSG00000104907",0.8147,3.0801,3.1075,0.9779
"M8","ENSG00000100902",0.9233,3.6113,3.6248,0.9841
"M8","ENSG00000241597",0.5897,-1.9222,-2.8637,0.9561
"M8","ENSG00000283849",0.6338,0.2907,0.5936,0.9617
"M8","ENSG00000174501",0.7004,3.0474,3.0007,0.9668
"M8","ENSG00000171960",0.7823,3.1873,3.2108,0.9736
"M8","ENSG00000276672",0.4347,0.3749,0.2667,0.9297
"M8","ENSG00000228955",0.1932,1.5876,1.8324,0.9297
"M8","ENSG00000271425",0.0014,0.0497,-0.1876,0.3111
"M8","ENSG00000257754",0.7252,-2.4371,-2.0376,0.9698
"M8","ENSG00000271976",0.8452,1.7253,1.7546,0.9779
"M8","ENSG00000232994",0.3525,-1.128,-1.5882,0.9297
"M8","ENSG00000188992",0.3403,-5.4527,-4.5622,0.9297
"M8","ENSG00000104671",0.1634,2.5862,2.3585,0.9297
"M8","ENSG00000252951",0.4493,1.1192,1.7466,0.9297
"M8","ENSG00000208028",0.8493,3.2477,3.1957,0.9779
"M8","ENSG00000165629",0.7133,5.3045,5.3272,0.9668
"M8","ENSG00000182247",0.4523,2.5699,2.4288,0.9297
"M8","ENSG00000257696",0.2375,-3.6295,-5.4157,0.9297
"M8","ENSG00000199072",0.3311,2.1711,1.8262,0.9297
"M8","ENSG00000122026",0.8615,7.5145,7.4791,0.9779
"M8","ENSG00000159884",0.642,2.308,2.3758,0.9617
"M8","ENSG00000127184",0.4132,5.7242,5.6515,0.9297
"M8","ENSG00000274954",0.111,-3.3522,-0.7771,0.9297
"M8","ENSG00000221164",0.2035,2.0806,2.6159,0.9297
"M8","ENSG00000201114",0.4832,-1.4894,-0.4894,0.9297
"M8","ENSG00000271360",0.2707,0.0121,0.4769,0.9297
"M8","ENSG00000126458",0.8153,1.8718,1.9256,0.9779
"M8","ENSG00000212719",0.048,-3.6903,-4.3261,0.8745
"M8","ENSG00000160200",0.8586,3.4196,3.4049,0.9779
"M8","ENSG00000270424",0.0739,-0.4944,-1.0508,0.896
"M8","ENSG00000258867",0.6992,-5.1435,-5.4743,0.9668
"M8","ENSG00000219902",0.2237,0.5378,1.155,0.9297
