"gene_compare","log2fc_p","gene","compare"
"ENSG00000255337 M8/D6",0.731611248268565,"ENSG00000255337","M8/D6"
"ENSG00000100372 M8/D6",0.200922899185788,"ENSG00000100372","M8/D6"
"ENSG00000145687 M8/D6",0.498311907483066,"ENSG00000145687","M8/D6"
"ENSG00000141560 M8/D6",0.106182629438124,"ENSG00000141560","M8/D6"
"ENSG00000219201 M8/D6",0.298254083849261,"ENSG00000219201","M8/D6"
"ENSG00000137218 M8/D6",0.663025374072199,"ENSG00000137218","M8/D6"
"ENSG00000162599 M8/D6",0.885980578450745,"ENSG00000162599","M8/D6"
"ENSG00000278978 M8/D6",0.784303089986334,"ENSG00000278978","M8/D6"
"ENSG00000222051 M8/D6",0.332124651077628,"ENSG00000222051","M8/D6"
"ENSG00000204385 M8/D6",0.667493740228542,"ENSG00000204385","M8/D6"
"ENSG00000237007 M8/D6",0.00173617035782232,"ENSG00000237007","M8/D6"
"ENSG00000170684 M8/D6",0.634795356313866,"ENSG00000170684","M8/D6"
"ENSG00000272541 M8/D6",0.256460163464816,"ENSG00000272541","M8/D6"
"ENSG00000259502 M8/D6",0.222194410757379,"ENSG00000259502","M8/D6"
"ENSG00000212719 M8/D6",0.473340125609781,"ENSG00000212719","M8/D6"
"ENSG00000196456 M8/D6",0.521002605084464,"ENSG00000196456","M8/D6"
"ENSG00000205838 M8/D6",0.595608714392095,"ENSG00000205838","M8/D6"
"ENSG00000184270 M8/D6",0.0120296891407351,"ENSG00000184270","M8/D6"
"ENSG00000243230 M8/D6",0.331013888065304,"ENSG00000243230","M8/D6"
"ENSG00000253893 M8/D6",0.1688696376075,"ENSG00000253893","M8/D6"
"ENSG00000138642 M8/D6",0.510745284033131,"ENSG00000138642","M8/D6"
"ENSG00000214300 M8/D6",0.155818765860799,"ENSG00000214300","M8/D6"
"ENSG00000141337 M8/D6",0.992359293311532,"ENSG00000141337","M8/D6"
"ENSG00000279507 M8/D6",0.986473801707296,"ENSG00000279507","M8/D6"
"ENSG00000115541 M8/D6",0.609199532140557,"ENSG00000115541","M8/D6"
"ENSG00000207932 M8/D6",0.620814251654493,"ENSG00000207932","M8/D6"
"ENSG00000223284 M8/D6",0.722563657228508,"ENSG00000223284","M8/D6"
"ENSG00000133466 M8/D6",0.562530834058108,"ENSG00000133466","M8/D6"
"ENSG00000226944 M8/D6",0.900847739797275,"ENSG00000226944","M8/D6"
"ENSG00000164591 M8/D6",0.147899594466568,"ENSG00000164591","M8/D6"
"ENSG00000228590 M8/D6",0.0136799080935012,"ENSG00000228590","M8/D6"
"ENSG00000157470 M8/D6",0.393959620868238,"ENSG00000157470","M8/D6"
"ENSG00000226471 M8/D6",0.0556633289814707,"ENSG00000226471","M8/D6"
"ENSG00000250479 M8/D6",0.0168440438787378,"ENSG00000250479","M8/D6"
"ENSG00000156500 M8/D6",0.838148195042401,"ENSG00000156500","M8/D6"
"ENSG00000173436 M8/D6",0.322629353394065,"ENSG00000173436","M8/D6"
"ENSG00000260063 M8/D6",0.354931312830738,"ENSG00000260063","M8/D6"
"ENSG00000143486 M8/D6",0.82943593167038,"ENSG00000143486","M8/D6"
"ENSG00000231507 M8/D6",0.2589292693598,"ENSG00000231507","M8/D6"
"ENSG00000269901 M8/D6",0.233572480975233,"ENSG00000269901","M8/D6"
"ENSG00000260017 M8/D6",0.639358998926727,"ENSG00000260017","M8/D6"
"ENSG00000198841 M8/D6",0.964085475030147,"ENSG00000198841","M8/D6"
"ENSG00000237437 M8/D6",0.0735003899030861,"ENSG00000237437","M8/D6"
"ENSG00000237073 M8/D6",0.622768570523374,"ENSG00000237073","M8/D6"
"ENSG00000162408 M8/D6",0.791023377450569,"ENSG00000162408","M8/D6"
"ENSG00000271555 M8/D6",0.58246860954443,"ENSG00000271555","M8/D6"
"ENSG00000178718 M8/D6",0.566476721120041,"ENSG00000178718","M8/D6"
"ENSG00000175741 M8/D6",0.766788368316886,"ENSG00000175741","M8/D6"
"ENSG00000229473 M8/D6",0.398777215627796,"ENSG00000229473","M8/D6"
"ENSG00000184792 M8/D6",0.864666171224798,"ENSG00000184792","M8/D6"
"ENSG00000129911 M8/D6",0.728758786593602,"ENSG00000129911","M8/D6"
"ENSG00000272505 M8/D6",0.356732351471101,"ENSG00000272505","M8/D6"
"ENSG00000284052 M8/D6",0.75282196110256,"ENSG00000284052","M8/D6"
"ENSG00000110200 M8/D6",0.155050734040851,"ENSG00000110200","M8/D6"
"ENSG00000203814 M8/D6",0.097169263345011,"ENSG00000203814","M8/D6"
"ENSG00000282246 M8/D6",0.793045977356695,"ENSG00000282246","M8/D6"
"ENSG00000111445 M8/D6",0.0679104013171926,"ENSG00000111445","M8/D6"
"ENSG00000128512 M8/D6",0.737346466351871,"ENSG00000128512","M8/D6"
"ENSG00000258137 M8/D6",0.377233660279019,"ENSG00000258137","M8/D6"
"ENSG00000095209 M8/D6",0.25479214879934,"ENSG00000095209","M8/D6"
"ENSG00000122912 M8/D6",0.0282242373473203,"ENSG00000122912","M8/D6"
"ENSG00000149654 M8/D6",0.0677520226685758,"ENSG00000149654","M8/D6"
"ENSG00000069275 M8/D6",0.854663185247421,"ENSG00000069275","M8/D6"
"ENSG00000188761 M8/D6",0.308215884070316,"ENSG00000188761","M8/D6"
"ENSG00000279434 M8/D6",0.615356676140981,"ENSG00000279434","M8/D6"
"ENSG00000070404 M8/D6",0.822052479445537,"ENSG00000070404","M8/D6"
"ENSG00000173930 M8/D6",0.697453296523336,"ENSG00000173930","M8/D6"
"ENSG00000248152 M8/D6",0.7417338405932,"ENSG00000248152","M8/D6"
"ENSG00000031081 M8/D6",0.655447200200843,"ENSG00000031081","M8/D6"
"ENSG00000123609 M8/D6",0.130966648953978,"ENSG00000123609","M8/D6"
"ENSG00000129566 M8/D6",0.751847423593699,"ENSG00000129566","M8/D6"
"ENSG00000137309 M8/D6",0.2806495526424,"ENSG00000137309","M8/D6"
"ENSG00000210709 M8/D6",0.283775120887526,"ENSG00000210709","M8/D6"
"ENSG00000108582 M8/D6",0.933492428464509,"ENSG00000108582","M8/D6"
"ENSG00000263235 M8/D6",0.332545510278928,"ENSG00000263235","M8/D6"
"ENSG00000199072 M8/D6",0.661065621516537,"ENSG00000199072","M8/D6"
"ENSG00000091136 M8/D6",0.681335109352192,"ENSG00000091136","M8/D6"
"ENSG00000272910 M8/D6",0.563603195379725,"ENSG00000272910","M8/D6"
"ENSG00000244490 M8/D6",0.289229330135618,"ENSG00000244490","M8/D6"
"ENSG00000052749 M8/D6",0.990917988038094,"ENSG00000052749","M8/D6"
"ENSG00000234785 M8/D6",0.957408763898394,"ENSG00000234785","M8/D6"
"ENSG00000101282 M8/D6",0.83640246922867,"ENSG00000101282","M8/D6"
"ENSG00000197822 M8/D6",0.351809655474256,"ENSG00000197822","M8/D6"
"ENSG00000165178 M8/D6",0.582911357621507,"ENSG00000165178","M8/D6"
"ENSG00000115306 M8/D6",0.0217878059562312,"ENSG00000115306","M8/D6"
"ENSG00000247121 M8/D6",0.257203120472701,"ENSG00000247121","M8/D6"
"ENSG00000149927 M8/D6",0.529813405196951,"ENSG00000149927","M8/D6"
"ENSG00000210112 M8/D6",0.00162816342302852,"ENSG00000210112","M8/D6"
"ENSG00000168610 M8/D6",0.629202071851041,"ENSG00000168610","M8/D6"
"ENSG00000230010 M8/D6",0.00300207145738081,"ENSG00000230010","M8/D6"
"ENSG00000093009 M8/D6",0.437913084398201,"ENSG00000093009","M8/D6"
"ENSG00000196418 M8/D6",0.11352666615389,"ENSG00000196418","M8/D6"
"ENSG00000156802 M8/D6",0.866193796829361,"ENSG00000156802","M8/D6"
"ENSG00000197157 M8/D6",0.598796569205729,"ENSG00000197157","M8/D6"
"ENSG00000261248 M8/D6",0.845523491835393,"ENSG00000261248","M8/D6"
"ENSG00000140939 M8/D6",0.491284613247462,"ENSG00000140939","M8/D6"
"ENSG00000265218 M8/D6",0.043228485391072,"ENSG00000265218","M8/D6"
"ENSG00000196114 M8/D6",0.654003261269696,"ENSG00000196114","M8/D6"
"ENSG00000278009 M8/D6",0.332583974503805,"ENSG00000278009","M8/D6"
"ENSG00000141741 M8/D6",0.176303153129023,"ENSG00000141741","M8/D6"
"ENSG00000165548 M8/D6",0.475497945294392,"ENSG00000165548","M8/D6"
"ENSG00000163820 M8/D6",0.120727672966519,"ENSG00000163820","M8/D6"
"ENSG00000181350 M8/D6",0.757705584031836,"ENSG00000181350","M8/D6"
"ENSG00000065154 M8/D6",0.922307886224695,"ENSG00000065154","M8/D6"
"ENSG00000141971 M8/D6",0.559397296894562,"ENSG00000141971","M8/D6"
"ENSG00000246596 M8/D6",0.449844595057915,"ENSG00000246596","M8/D6"
"ENSG00000224195 M8/D6",0.858233778430739,"ENSG00000224195","M8/D6"
"ENSG00000204634 M8/D6",0.431242954375996,"ENSG00000204634","M8/D6"
"ENSG00000178201 M8/D6",0.0823338136067569,"ENSG00000178201","M8/D6"
"ENSG00000198663 M8/D6",0.356389944241137,"ENSG00000198663","M8/D6"
"ENSG00000180667 M8/D6",0.0770107093022378,"ENSG00000180667","M8/D6"
"ENSG00000217643 M8/D6",0.0846499715040864,"ENSG00000217643","M8/D6"
"ENSG00000271976 M8/D6",0.655514362073703,"ENSG00000271976","M8/D6"
"ENSG00000235299 M8/D6",0.360481138083144,"ENSG00000235299","M8/D6"
"ENSG00000213139 M8/D6",0.955596857911429,"ENSG00000213139","M8/D6"
"ENSG00000244617 M8/D6",0.304605116416581,"ENSG00000244617","M8/D6"
"ENSG00000125388 M8/D6",0.0815583301217691,"ENSG00000125388","M8/D6"
"ENSG00000251568 M8/D6",0.915857717719925,"ENSG00000251568","M8/D6"
"ENSG00000012211 M8/D6",0.929112951515123,"ENSG00000012211","M8/D6"
"ENSG00000215817 M8/D6",0.474568254245558,"ENSG00000215817","M8/D6"
"ENSG00000236894 M8/D6",0.490698761790588,"ENSG00000236894","M8/D6"
"ENSG00000257568 M8/D6",0.077543480841351,"ENSG00000257568","M8/D6"
"ENSG00000186642 M8/D6",0.844831246274104,"ENSG00000186642","M8/D6"
"ENSG00000180573 M8/D6",0.868688792857326,"ENSG00000180573","M8/D6"
"ENSG00000174405 M8/D6",0.755663824915548,"ENSG00000174405","M8/D6"
"ENSG00000139083 M8/D6",0.0868039098593221,"ENSG00000139083","M8/D6"
"ENSG00000268333 M8/D6",0.000571095230287258,"ENSG00000268333","M8/D6"
"ENSG00000125827 M8/D6",0.0179211127167345,"ENSG00000125827","M8/D6"
"ENSG00000283867 M8/D6",0.164654304100022,"ENSG00000283867","M8/D6"
"ENSG00000250012 M8/D6",0.355619607541131,"ENSG00000250012","M8/D6"
"ENSG00000230530 M8/D6",0.822507779258926,"ENSG00000230530","M8/D6"
"ENSG00000218018 M8/D6",0.449902725528612,"ENSG00000218018","M8/D6"
"ENSG00000141994 M8/D6",0.91425254322372,"ENSG00000141994","M8/D6"
"ENSG00000260190 M8/D6",0.362670391740717,"ENSG00000260190","M8/D6"
"ENSG00000261342 M8/D6",0.30530588231366,"ENSG00000261342","M8/D6"
"ENSG00000008282 M8/D6",0.246095025779947,"ENSG00000008282","M8/D6"
"ENSG00000095015 M8/D6",0.883435376645829,"ENSG00000095015","M8/D6"
"ENSG00000216937 M8/D6",0.404595793759202,"ENSG00000216937","M8/D6"
"ENSG00000181929 M8/D6",0.0712841518710273,"ENSG00000181929","M8/D6"
"ENSG00000184923 M8/D6",0.542336697667892,"ENSG00000184923","M8/D6"
"ENSG00000186111 M8/D6",0.420240297095657,"ENSG00000186111","M8/D6"
"ENSG00000214212 M8/D6",0.285327774602997,"ENSG00000214212","M8/D6"
"ENSG00000247627 M8/D6",0.0543340780746347,"ENSG00000247627","M8/D6"
"ENSG00000145780 M8/D6",0.959536861402962,"ENSG00000145780","M8/D6"
"ENSG00000244627 M8/D6",0.0995847883902837,"ENSG00000244627","M8/D6"
"ENSG00000267481 M8/D6",0.0278877413948063,"ENSG00000267481","M8/D6"
"ENSG00000265975 M8/D6",0.491434501681082,"ENSG00000265975","M8/D6"
"ENSG00000164900 M8/D6",0.740876616073244,"ENSG00000164900","M8/D6"
"ENSG00000168887 M8/D6",0.142375357091136,"ENSG00000168887","M8/D6"
"ENSG00000176018 M8/D6",0.9837189326914,"ENSG00000176018","M8/D6"
"ENSG00000233579 M8/D6",0.00386652350132419,"ENSG00000233579","M8/D6"
"ENSG00000181524 M8/D6",0.65979105711718,"ENSG00000181524","M8/D6"
"ENSG00000109684 M8/D6",0.175347140335259,"ENSG00000109684","M8/D6"
"ENSG00000269343 M8/D6",0.690530612909313,"ENSG00000269343","M8/D6"
"ENSG00000176209 M8/D6",0.521059856461234,"ENSG00000176209","M8/D6"
"ENSG00000124224 M8/D6",0.577836594204491,"ENSG00000124224","M8/D6"
"ENSG00000273137 M8/D6",0.0247024865646508,"ENSG00000273137","M8/D6"
"ENSG00000279035 M8/D6",0.185261184704185,"ENSG00000279035","M8/D6"
"ENSG00000270728 M8/D6",0.061188216842363,"ENSG00000270728","M8/D6"
"ENSG00000265490 M8/D6",0.505857002391197,"ENSG00000265490","M8/D6"
"ENSG00000257241 M8/D6",0.570857440549285,"ENSG00000257241","M8/D6"
"ENSG00000179454 M8/D6",0.926882362319431,"ENSG00000179454","M8/D6"
"ENSG00000124120 M8/D6",0.127983125443176,"ENSG00000124120","M8/D6"
"ENSG00000154978 M8/D6",0.336738833263149,"ENSG00000154978","M8/D6"
"ENSG00000116062 M8/D6",0.934802625894128,"ENSG00000116062","M8/D6"
"ENSG00000225871 M8/D6",0.486072644103864,"ENSG00000225871","M8/D6"
"ENSG00000248672 M8/D6",0.238818635754947,"ENSG00000248672","M8/D6"
"ENSG00000146350 M8/D6",0.568736574963183,"ENSG00000146350","M8/D6"
"ENSG00000160613 M8/D6",0.940043623104621,"ENSG00000160613","M8/D6"
"ENSG00000262413 M8/D6",0.010418513651755,"ENSG00000262413","M8/D6"
"ENSG00000236263 M8/D6",0.941149509547824,"ENSG00000236263","M8/D6"
"ENSG00000266538 M8/D6",0.956778697686176,"ENSG00000266538","M8/D6"
"ENSG00000104880 M8/D6",0.924424187457231,"ENSG00000104880","M8/D6"
"ENSG00000008394 M8/D6",0.847381862445223,"ENSG00000008394","M8/D6"
"ENSG00000139531 M8/D6",0.25523520356759,"ENSG00000139531","M8/D6"
"ENSG00000107902 M8/D6",0.435595993251124,"ENSG00000107902","M8/D6"
"ENSG00000124181 M8/D6",0.419048005972591,"ENSG00000124181","M8/D6"
"ENSG00000099139 M8/D6",0.290280641518309,"ENSG00000099139","M8/D6"
"ENSG00000172426 M8/D6",0.41349877154073,"ENSG00000172426","M8/D6"
"ENSG00000196741 M8/D6",0.294132801792246,"ENSG00000196741","M8/D6"
"ENSG00000137404 M8/D6",0.355763409824855,"ENSG00000137404","M8/D6"
"ENSG00000214827 M8/D6",0.930451758416148,"ENSG00000214827","M8/D6"
"ENSG00000215190 M8/D6",0.173584386595805,"ENSG00000215190","M8/D6"
"ENSG00000206652 M8/D6",0.274208046692036,"ENSG00000206652","M8/D6"
"ENSG00000249855 M8/D6",0.359277840620369,"ENSG00000249855","M8/D6"
"ENSG00000197013 M8/D6",0.972385990297839,"ENSG00000197013","M8/D6"
"ENSG00000204186 M8/D6",0.218409160416145,"ENSG00000204186","M8/D6"
"ENSG00000152454 M8/D6",0.177242810279796,"ENSG00000152454","M8/D6"
"ENSG00000234694 M8/D6",0.767135305057917,"ENSG00000234694","M8/D6"
"ENSG00000239246 M8/D6",0.859868163095515,"ENSG00000239246","M8/D6"
"ENSG00000260103 M8/D6",0.224824764159542,"ENSG00000260103","M8/D6"
"ENSG00000023902 M8/D6",0.741069033005524,"ENSG00000023902","M8/D6"
"ENSG00000251634 M8/D6",0.743338245261162,"ENSG00000251634","M8/D6"
"ENSG00000175711 M8/D6",0.361159454543971,"ENSG00000175711","M8/D6"
"ENSG00000256087 M8/D6",0.686788965202574,"ENSG00000256087","M8/D6"
"ENSG00000105675 M8/D6",0.517268220578427,"ENSG00000105675","M8/D6"
"ENSG00000180884 M8/D6",0.49666415391175,"ENSG00000180884","M8/D6"
"ENSG00000262533 M8/D6",0.00590086063812158,"ENSG00000262533","M8/D6"
"ENSG00000253846 M8/D6",0.258098190263636,"ENSG00000253846","M8/D6"
"ENSG00000160299 M8/D6",0.119816488474752,"ENSG00000160299","M8/D6"
"ENSG00000198646 M8/D6",0.699424943132055,"ENSG00000198646","M8/D6"
"ENSG00000141452 M8/D6",0.584585379142473,"ENSG00000141452","M8/D6"
"ENSG00000120675 M8/D6",0.339612200403521,"ENSG00000120675","M8/D6"
"ENSG00000256030 M8/D6",0.0552967206279495,"ENSG00000256030","M8/D6"
"ENSG00000271778 M8/D6",0.942508060047698,"ENSG00000271778","M8/D6"
"ENSG00000207588 M8/D6",0.657628833552663,"ENSG00000207588","M8/D6"
"ENSG00000196365 M8/D6",0.714318390341629,"ENSG00000196365","M8/D6"
"ENSG00000178297 M8/D6",0.00517663398751409,"ENSG00000178297","M8/D6"
"ENSG00000233885 M8/D6",0.0591653820098491,"ENSG00000233885","M8/D6"
"ENSG00000274290 M8/D6",0.0899979323316497,"ENSG00000274290","M8/D6"
"ENSG00000231177 M8/D6",0.612757288090535,"ENSG00000231177","M8/D6"
"ENSG00000230325 M8/D6",0.745873706037684,"ENSG00000230325","M8/D6"
"ENSG00000160013 M8/D6",0.649085405621603,"ENSG00000160013","M8/D6"
"ENSG00000160439 M8/D6",0.0990940997891134,"ENSG00000160439","M8/D6"
"ENSG00000231160 M8/D6",0.54264000852038,"ENSG00000231160","M8/D6"
"ENSG00000257621 M8/D6",0.398345418829009,"ENSG00000257621","M8/D6"
"ENSG00000236559 M8/D6",0.829969828620743,"ENSG00000236559","M8/D6"
"ENSG00000269559 M8/D6",0.47218065638146,"ENSG00000269559","M8/D6"
"ENSG00000140854 M8/D6",0.0281682648356116,"ENSG00000140854","M8/D6"
"ENSG00000131100 M8/D6",0.660674304887699,"ENSG00000131100","M8/D6"
"ENSG00000185201 M8/D6",0.853234330482243,"ENSG00000185201","M8/D6"
"ENSG00000198874 M8/D6",0.668233558371585,"ENSG00000198874","M8/D6"
"ENSG00000140612 M8/D6",0.777835477104061,"ENSG00000140612","M8/D6"
"ENSG00000175324 M8/D6",0.892699568593304,"ENSG00000175324","M8/D6"
"ENSG00000176160 M8/D6",0.448462235000139,"ENSG00000176160","M8/D6"
"ENSG00000174004 M8/D6",0.962265293814669,"ENSG00000174004","M8/D6"
"ENSG00000146828 M8/D6",0.793277960039465,"ENSG00000146828","M8/D6"
"ENSG00000199906 M8/D6",0.993394969059322,"ENSG00000199906","M8/D6"
"ENSG00000255669 M8/D6",0.623556434588925,"ENSG00000255669","M8/D6"
"ENSG00000250938 M8/D6",0.122740580428979,"ENSG00000250938","M8/D6"
"ENSG00000180096 M8/D6",0.610179186192284,"ENSG00000180096","M8/D6"
"ENSG00000116871 M8/D6",0.539901928693665,"ENSG00000116871","M8/D6"
"ENSG00000146205 M8/D6",0.755056892197114,"ENSG00000146205","M8/D6"
"ENSG00000100483 M8/D6",0.303505044721647,"ENSG00000100483","M8/D6"
"ENSG00000269481 M8/D6",0.560761673841064,"ENSG00000269481","M8/D6"
"ENSG00000177173 M8/D6",0.420095011111186,"ENSG00000177173","M8/D6"
"ENSG00000140853 M8/D6",0.486567114911844,"ENSG00000140853","M8/D6"
"ENSG00000103942 M8/D6",0.141267235791586,"ENSG00000103942","M8/D6"
"ENSG00000262728 M8/D6",0.722743822148547,"ENSG00000262728","M8/D6"
"ENSG00000226781 M8/D6",0.117439944509632,"ENSG00000226781","M8/D6"
"ENSG00000261612 M8/D6",0.737106902445814,"ENSG00000261612","M8/D6"
"ENSG00000205639 M8/D6",0.923318713848947,"ENSG00000205639","M8/D6"
"ENSG00000208028 M8/D6",0.252326806817926,"ENSG00000208028","M8/D6"
"ENSG00000267565 M8/D6",0.950343981672735,"ENSG00000267565","M8/D6"
"ENSG00000168246 M8/D6",0.269591923437545,"ENSG00000168246","M8/D6"
"ENSG00000249509 M8/D6",0.499235356304026,"ENSG00000249509","M8/D6"
"ENSG00000124098 M8/D6",0.245566896810684,"ENSG00000124098","M8/D6"
"ENSG00000249119 M8/D6",0.533509326932328,"ENSG00000249119","M8/D6"
"ENSG00000168288 M8/D6",0.316940712818081,"ENSG00000168288","M8/D6"
"ENSG00000131626 M8/D6",0.46624149282881,"ENSG00000131626","M8/D6"
"ENSG00000101546 M8/D6",0.0643515481564002,"ENSG00000101546","M8/D6"
"ENSG00000160200 M8/D6",0.307945643590825,"ENSG00000160200","M8/D6"
"ENSG00000229372 M8/D6",0.997779189740565,"ENSG00000229372","M8/D6"
"ENSG00000057663 M8/D6",0.498323143415287,"ENSG00000057663","M8/D6"
"ENSG00000168404 M8/D6",0.495290539238144,"ENSG00000168404","M8/D6"
"ENSG00000134802 M8/D6",0.22751014039555,"ENSG00000134802","M8/D6"
"ENSG00000240509 M8/D6",0.000525122089195625,"ENSG00000240509","M8/D6"
"ENSG00000221740 M8/D6",0.943131779314812,"ENSG00000221740","M8/D6"
"ENSG00000226268 M8/D6",0.454645976089932,"ENSG00000226268","M8/D6"
"ENSG00000252503 M8/D6",0.270997622052857,"ENSG00000252503","M8/D6"
"ENSG00000116489 M8/D6",0.420558846737851,"ENSG00000116489","M8/D6"
"ENSG00000247473 M8/D6",0.468436593288696,"ENSG00000247473","M8/D6"
"ENSG00000240399 M8/D6",0.38739944728637,"ENSG00000240399","M8/D6"
"ENSG00000204623 M8/D6",0.462056229717196,"ENSG00000204623","M8/D6"
"ENSG00000198420 M8/D6",0.76119344044508,"ENSG00000198420","M8/D6"
"ENSG00000119777 M8/D6",0.860384255380624,"ENSG00000119777","M8/D6"
"ENSG00000015153 M8/D6",0.102525638344684,"ENSG00000015153","M8/D6"
"ENSG00000247925 M8/D6",0.119231049214696,"ENSG00000247925","M8/D6"
"ENSG00000204519 M8/D6",0.0282242541837547,"ENSG00000204519","M8/D6"
"ENSG00000232630 M8/D6",0.421744499049485,"ENSG00000232630","M8/D6"
"ENSG00000079819 M8/D6",0.698277303187301,"ENSG00000079819","M8/D6"
"ENSG00000196466 M8/D6",0.573359243580872,"ENSG00000196466","M8/D6"
"ENSG00000228446 M8/D6",0.42624606150222,"ENSG00000228446","M8/D6"
"ENSG00000184208 M8/D6",0.888102260351438,"ENSG00000184208","M8/D6"
"ENSG00000209482 M8/D6",0.0581708011152886,"ENSG00000209482","M8/D6"
"ENSG00000226107 M8/D6",0.60611985973511,"ENSG00000226107","M8/D6"
"ENSG00000273565 M8/D6",0.196368871520084,"ENSG00000273565","M8/D6"
"ENSG00000266865 M8/D6",0.49326284289578,"ENSG00000266865","M8/D6"
"ENSG00000230300 M8/D6",0.572132419770894,"ENSG00000230300","M8/D6"
"ENSG00000135341 M8/D6",0.872479931160973,"ENSG00000135341","M8/D6"
"ENSG00000198056 M8/D6",0.427102072113196,"ENSG00000198056","M8/D6"
"ENSG00000228923 M8/D6",0.684317248484089,"ENSG00000228923","M8/D6"
"ENSG00000262714 M8/D6",0.380320707766454,"ENSG00000262714","M8/D6"
"ENSG00000011132 M8/D6",0.447260844233275,"ENSG00000011132","M8/D6"
"ENSG00000116874 M8/D6",0.710051932746707,"ENSG00000116874","M8/D6"
"ENSG00000092931 M8/D6",0.471359265776292,"ENSG00000092931","M8/D6"
"ENSG00000279805 M8/D6",0.536267245306408,"ENSG00000279805","M8/D6"
"ENSG00000121350 M8/D6",0.615638359336764,"ENSG00000121350","M8/D6"
"ENSG00000185798 M8/D6",0.593685135327406,"ENSG00000185798","M8/D6"
"ENSG00000176171 M8/D6",0.998481793017897,"ENSG00000176171","M8/D6"
"ENSG00000128917 M8/D6",0.594807141727934,"ENSG00000128917","M8/D6"
"ENSG00000258230 M8/D6",0.964429792085179,"ENSG00000258230","M8/D6"
"ENSG00000221916 M8/D6",0.158503092256175,"ENSG00000221916","M8/D6"
"ENSG00000115896 M8/D6",0.633662256987588,"ENSG00000115896","M8/D6"
"ENSG00000067596 M8/D6",0.149410439795703,"ENSG00000067596","M8/D6"
"ENSG00000179222 M8/D6",0.747519674130332,"ENSG00000179222","M8/D6"
"ENSG00000241014 M8/D6",0.707246741339841,"ENSG00000241014","M8/D6"
"ENSG00000159884 M8/D6",0.791408241235818,"ENSG00000159884","M8/D6"
"ENSG00000256683 M8/D6",0.47101448292481,"ENSG00000256683","M8/D6"
"ENSG00000256274 M8/D6",0.163548613249014,"ENSG00000256274","M8/D6"
"ENSG00000198492 M8/D6",0.139023982753366,"ENSG00000198492","M8/D6"
"ENSG00000231789 M8/D6",0.145398902207272,"ENSG00000231789","M8/D6"
"ENSG00000279879 M8/D6",0.60265233130868,"ENSG00000279879","M8/D6"
"ENSG00000140749 M8/D6",0.560423376839727,"ENSG00000140749","M8/D6"
"ENSG00000172932 M8/D6",0.131601383204449,"ENSG00000172932","M8/D6"
"ENSG00000170667 M8/D6",0.866737090269749,"ENSG00000170667","M8/D6"
"ENSG00000263338 M8/D6",0.3630450152841,"ENSG00000263338","M8/D6"
"ENSG00000166887 M8/D6",0.679536405538251,"ENSG00000166887","M8/D6"
"ENSG00000142765 M8/D6",0.190442648493338,"ENSG00000142765","M8/D6"
"ENSG00000168778 M8/D6",0.268355752304932,"ENSG00000168778","M8/D6"
"ENSG00000068024 M8/D6",0.626162096789135,"ENSG00000068024","M8/D6"
"ENSG00000106336 M8/D6",0.50948161538045,"ENSG00000106336","M8/D6"
"ENSG00000284968 M8/D6",0.658675683228665,"ENSG00000284968","M8/D6"
"ENSG00000223791 M8/D6",0.913315583089733,"ENSG00000223791","M8/D6"
"ENSG00000250011 M8/D6",0.216720632775489,"ENSG00000250011","M8/D6"
"ENSG00000165475 M8/D6",0.0492808252620047,"ENSG00000165475","M8/D6"
"ENSG00000237938 M8/D6",0.955696519339725,"ENSG00000237938","M8/D6"
"ENSG00000239203 M8/D6",0.580708274287049,"ENSG00000239203","M8/D6"
"ENSG00000099889 M8/D6",0.595197039121076,"ENSG00000099889","M8/D6"
"ENSG00000198795 M8/D6",0.956361807881428,"ENSG00000198795","M8/D6"
"ENSG00000141101 M8/D6",0.599692574723621,"ENSG00000141101","M8/D6"
"ENSG00000115274 M8/D6",0.0293068070018321,"ENSG00000115274","M8/D6"
"ENSG00000166582 M8/D6",0.96840172945265,"ENSG00000166582","M8/D6"
"ENSG00000185379 M8/D6",0.527402111331714,"ENSG00000185379","M8/D6"
"ENSG00000198899 M8/D6",0.645808097603381,"ENSG00000198899","M8/D6"
"ENSG00000285417 M8/D6",0.865827160245544,"ENSG00000285417","M8/D6"
"ENSG00000196268 M8/D6",0.0527891303368782,"ENSG00000196268","M8/D6"
"ENSG00000217801 M8/D6",0.233854476881944,"ENSG00000217801","M8/D6"
"ENSG00000284669 M8/D6",0.156151301487122,"ENSG00000284669","M8/D6"
"ENSG00000110422 M8/D6",0.651591415440894,"ENSG00000110422","M8/D6"
"ENSG00000257718 M8/D6",0.120695412231045,"ENSG00000257718","M8/D6"
"ENSG00000266126 M8/D6",0.106947491343277,"ENSG00000266126","M8/D6"
"ENSG00000258445 M8/D6",0.851988012944337,"ENSG00000258445","M8/D6"
"ENSG00000250182 M8/D6",0.174340095937476,"ENSG00000250182","M8/D6"
"ENSG00000162804 M8/D6",0.308488236799464,"ENSG00000162804","M8/D6"
"ENSG00000075407 M8/D6",0.806618960805097,"ENSG00000075407","M8/D6"
"ENSG00000271992 M8/D6",0.921440551185597,"ENSG00000271992","M8/D6"
"ENSG00000276957 M8/D6",0.00869211826712844,"ENSG00000276957","M8/D6"
"ENSG00000165591 M8/D6",0.698456403070584,"ENSG00000165591","M8/D6"
