"gene_compare","log2fc_p","gene","compare"
"ENSG00000115568 D5/D6",0.274999361266326,"ENSG00000115568","D5/D6"
"ENSG00000112651 D5/D6",0.986689912817586,"ENSG00000112651","D5/D6"
"ENSG00000086061 D5/D6",0.476376327234647,"ENSG00000086061","D5/D6"
"ENSG00000252026 D5/D6",0.640439770159181,"ENSG00000252026","D5/D6"
"ENSG00000279722 D5/D6",0.843112527715485,"ENSG00000279722","D5/D6"
"ENSG00000115310 D5/D6",0.518959454669059,"ENSG00000115310","D5/D6"
"ENSG00000253492 D5/D6",0.323111629653873,"ENSG00000253492","D5/D6"
"ENSG00000187097 D5/D6",0.798905839676703,"ENSG00000187097","D5/D6"
"ENSG00000169032 D5/D6",0.670277885527672,"ENSG00000169032","D5/D6"
"ENSG00000233382 D5/D6",0.369653729149137,"ENSG00000233382","D5/D6"
"ENSG00000066044 D5/D6",0.436839122550118,"ENSG00000066044","D5/D6"
"ENSG00000086589 D5/D6",0.553976706746753,"ENSG00000086589","D5/D6"
"ENSG00000242020 D5/D6",0.963132630560284,"ENSG00000242020","D5/D6"
"ENSG00000130985 D5/D6",0.040147568814266,"ENSG00000130985","D5/D6"
"ENSG00000198663 D5/D6",0.59823331990872,"ENSG00000198663","D5/D6"
"ENSG00000135070 D5/D6",0.541331532256861,"ENSG00000135070","D5/D6"
"ENSG00000130684 D5/D6",0.114421810499316,"ENSG00000130684","D5/D6"
"ENSG00000161021 D5/D6",0.123912939588934,"ENSG00000161021","D5/D6"
"ENSG00000262539 D5/D6",0.220397232305039,"ENSG00000262539","D5/D6"
"ENSG00000140525 D5/D6",0.330529811869982,"ENSG00000140525","D5/D6"
"ENSG00000279706 D5/D6",0.225606294193974,"ENSG00000279706","D5/D6"
"ENSG00000168404 D5/D6",0.49663013039989,"ENSG00000168404","D5/D6"
"ENSG00000237991 D5/D6",0.247724224303081,"ENSG00000237991","D5/D6"
"ENSG00000166860 D5/D6",0.199225118345533,"ENSG00000166860","D5/D6"
"ENSG00000251568 D5/D6",0.23190980345794,"ENSG00000251568","D5/D6"
"ENSG00000117298 D5/D6",0.477438710453806,"ENSG00000117298","D5/D6"
"ENSG00000273478 D5/D6",0.358133634658777,"ENSG00000273478","D5/D6"
"ENSG00000264281 D5/D6",0.669511754395306,"ENSG00000264281","D5/D6"
"ENSG00000257596 D5/D6",0.493865674230046,"ENSG00000257596","D5/D6"
"ENSG00000204619 D5/D6",0.320055824787668,"ENSG00000204619","D5/D6"
"ENSG00000198039 D5/D6",0.533608816637363,"ENSG00000198039","D5/D6"
"ENSG00000005075 D5/D6",0.336314213796053,"ENSG00000005075","D5/D6"
"ENSG00000155592 D5/D6",0.50363398471185,"ENSG00000155592","D5/D6"
"ENSG00000134852 D5/D6",0.842679063935609,"ENSG00000134852","D5/D6"
"ENSG00000091010 D5/D6",0.251604717859561,"ENSG00000091010","D5/D6"
"ENSG00000057663 D5/D6",0.137877278831454,"ENSG00000057663","D5/D6"
"ENSG00000236317 D5/D6",0.443316287188881,"ENSG00000236317","D5/D6"
"ENSG00000123485 D5/D6",0.66459797235724,"ENSG00000123485","D5/D6"
"ENSG00000105327 D5/D6",0.0231924871594581,"ENSG00000105327","D5/D6"
"ENSG00000256299 D5/D6",0.668174322320521,"ENSG00000256299","D5/D6"
"ENSG00000130349 D5/D6",0.541972728299546,"ENSG00000130349","D5/D6"
"ENSG00000106588 D5/D6",0.961563718098504,"ENSG00000106588","D5/D6"
"ENSG00000275672 D5/D6",0.445569063734287,"ENSG00000275672","D5/D6"
"ENSG00000174886 D5/D6",0.644903975960532,"ENSG00000174886","D5/D6"
"ENSG00000241404 D5/D6",0.552280012319859,"ENSG00000241404","D5/D6"
"ENSG00000263001 D5/D6",0.447021672682323,"ENSG00000263001","D5/D6"
"ENSG00000104880 D5/D6",0.140149790609669,"ENSG00000104880","D5/D6"
"ENSG00000279532 D5/D6",0.435486179076697,"ENSG00000279532","D5/D6"
"ENSG00000103832 D5/D6",0.118802049159908,"ENSG00000103832","D5/D6"
"ENSG00000233579 D5/D6",0.50470121876928,"ENSG00000233579","D5/D6"
"ENSG00000171595 D5/D6",0.520602762481916,"ENSG00000171595","D5/D6"
"ENSG00000188761 D5/D6",0.758237712024114,"ENSG00000188761","D5/D6"
"ENSG00000174695 D5/D6",0.38678588473156,"ENSG00000174695","D5/D6"
"ENSG00000180096 D5/D6",0.206712011836069,"ENSG00000180096","D5/D6"
"ENSG00000111445 D5/D6",0.0481204297888246,"ENSG00000111445","D5/D6"
"ENSG00000263338 D5/D6",0.0949421507797608,"ENSG00000263338","D5/D6"
"ENSG00000159884 D5/D6",0.306353076828455,"ENSG00000159884","D5/D6"
"ENSG00000230325 D5/D6",0.912615660590424,"ENSG00000230325","D5/D6"
"ENSG00000196678 D5/D6",0.829365114459092,"ENSG00000196678","D5/D6"
"ENSG00000271555 D5/D6",0.693684317104356,"ENSG00000271555","D5/D6"
"ENSG00000106771 D5/D6",0.886654553924743,"ENSG00000106771","D5/D6"
"ENSG00000262209 D5/D6",0.0689805768927209,"ENSG00000262209","D5/D6"
"ENSG00000115207 D5/D6",0.884561161263145,"ENSG00000115207","D5/D6"
"ENSG00000106780 D5/D6",0.0255763272834698,"ENSG00000106780","D5/D6"
"ENSG00000261248 D5/D6",0.133589235491406,"ENSG00000261248","D5/D6"
"ENSG00000236894 D5/D6",0.913946412431942,"ENSG00000236894","D5/D6"
"ENSG00000214212 D5/D6",0.236245564132003,"ENSG00000214212","D5/D6"
"ENSG00000113905 D5/D6",0.482454591234333,"ENSG00000113905","D5/D6"
"ENSG00000117362 D5/D6",0.514525890463015,"ENSG00000117362","D5/D6"
"ENSG00000236663 D5/D6",0.218712430129667,"ENSG00000236663","D5/D6"
"ENSG00000247121 D5/D6",0.222688091521084,"ENSG00000247121","D5/D6"
"ENSG00000149809 D5/D6",0.612868860709696,"ENSG00000149809","D5/D6"
"ENSG00000156304 D5/D6",0.0953380453561061,"ENSG00000156304","D5/D6"
"ENSG00000198911 D5/D6",0.0616478461559755,"ENSG00000198911","D5/D6"
"ENSG00000185641 D5/D6",0.00088229381214869,"ENSG00000185641","D5/D6"
"ENSG00000259295 D5/D6",0.734332004417558,"ENSG00000259295","D5/D6"
"ENSG00000269335 D5/D6",0.380897154621949,"ENSG00000269335","D5/D6"
"ENSG00000141337 D5/D6",0.857923116245878,"ENSG00000141337","D5/D6"
"ENSG00000071553 D5/D6",0.517230310334904,"ENSG00000071553","D5/D6"
"ENSG00000156802 D5/D6",0.0819241772131455,"ENSG00000156802","D5/D6"
"ENSG00000100239 D5/D6",0.172725673289561,"ENSG00000100239","D5/D6"
"ENSG00000171724 D5/D6",0.926768773445888,"ENSG00000171724","D5/D6"
"ENSG00000249042 D5/D6",0.00165293330966236,"ENSG00000249042","D5/D6"
"ENSG00000119777 D5/D6",0.78266914863315,"ENSG00000119777","D5/D6"
"ENSG00000110200 D5/D6",0.241180607010097,"ENSG00000110200","D5/D6"
"ENSG00000234287 D5/D6",0.302962656610418,"ENSG00000234287","D5/D6"
"ENSG00000105127 D5/D6",0.506255375381398,"ENSG00000105127","D5/D6"
"ENSG00000243686 D5/D6",0.32590379547759,"ENSG00000243686","D5/D6"
"ENSG00000182944 D5/D6",0.567067442599606,"ENSG00000182944","D5/D6"
"ENSG00000165501 D5/D6",0.245443883177827,"ENSG00000165501","D5/D6"
"ENSG00000205710 D5/D6",0.281601219384073,"ENSG00000205710","D5/D6"
"ENSG00000237039 D5/D6",0.825073727977456,"ENSG00000237039","D5/D6"
"ENSG00000279500 D5/D6",0.901274539753822,"ENSG00000279500","D5/D6"
"ENSG00000128692 D5/D6",0.865024295856807,"ENSG00000128692","D5/D6"
"ENSG00000267383 D5/D6",0.182505506517974,"ENSG00000267383","D5/D6"
"ENSG00000226067 D5/D6",0.134041915833067,"ENSG00000226067","D5/D6"
"ENSG00000118680 D5/D6",0.1100142398188,"ENSG00000118680","D5/D6"
"ENSG00000088682 D5/D6",0.239103690031477,"ENSG00000088682","D5/D6"
"ENSG00000169188 D5/D6",0.215334418186934,"ENSG00000169188","D5/D6"
"ENSG00000278455 D5/D6",0.280065857697503,"ENSG00000278455","D5/D6"
"ENSG00000224566 D5/D6",0.740278406454027,"ENSG00000224566","D5/D6"
"ENSG00000280145 D5/D6",0.0305319319620817,"ENSG00000280145","D5/D6"
"ENSG00000186814 D5/D6",0.38587067794997,"ENSG00000186814","D5/D6"
"ENSG00000269481 D5/D6",0.548579388845946,"ENSG00000269481","D5/D6"
"ENSG00000011454 D5/D6",0.712607508568464,"ENSG00000011454","D5/D6"
"ENSG00000262533 D5/D6",0.108333535589421,"ENSG00000262533","D5/D6"
"ENSG00000100567 D5/D6",0.751842209785793,"ENSG00000100567","D5/D6"
"ENSG00000080603 D5/D6",0.565887995652454,"ENSG00000080603","D5/D6"
"ENSG00000034693 D5/D6",0.800905974325365,"ENSG00000034693","D5/D6"
"ENSG00000154845 D5/D6",0.390331795507058,"ENSG00000154845","D5/D6"
"ENSG00000254701 D5/D6",0.645717786728853,"ENSG00000254701","D5/D6"
"ENSG00000266993 D5/D6",0.303355123588735,"ENSG00000266993","D5/D6"
"ENSG00000248333 D5/D6",0.190197760209229,"ENSG00000248333","D5/D6"
"ENSG00000227232 D5/D6",0.911392522741053,"ENSG00000227232","D5/D6"
"ENSG00000086062 D5/D6",0.250087673584458,"ENSG00000086062","D5/D6"
"ENSG00000244560 D5/D6",0.333561163308105,"ENSG00000244560","D5/D6"
"ENSG00000253741 D5/D6",0.752327351810187,"ENSG00000253741","D5/D6"
"ENSG00000160446 D5/D6",0.359280151072301,"ENSG00000160446","D5/D6"
"ENSG00000011485 D5/D6",0.547651855655002,"ENSG00000011485","D5/D6"
"ENSG00000267565 D5/D6",0.631869449554379,"ENSG00000267565","D5/D6"
"ENSG00000116171 D5/D6",0.168023883583943,"ENSG00000116171","D5/D6"
"ENSG00000263968 D5/D6",0.210834255157854,"ENSG00000263968","D5/D6"
"ENSG00000023902 D5/D6",0.839835774026688,"ENSG00000023902","D5/D6"
"ENSG00000133226 D5/D6",0.584327410632267,"ENSG00000133226","D5/D6"
"ENSG00000232573 D5/D6",0.666205254270727,"ENSG00000232573","D5/D6"
"ENSG00000218018 D5/D6",0.948752023766796,"ENSG00000218018","D5/D6"
"ENSG00000250673 D5/D6",0.790575565168197,"ENSG00000250673","D5/D6"
"ENSG00000120832 D5/D6",0.663726938560802,"ENSG00000120832","D5/D6"
"ENSG00000260136 D5/D6",0.134022047180975,"ENSG00000260136","D5/D6"
"ENSG00000276672 D5/D6",0.171173923159034,"ENSG00000276672","D5/D6"
"ENSG00000049541 D5/D6",0.0912379271041452,"ENSG00000049541","D5/D6"
"ENSG00000001461 D5/D6",0.399216096483187,"ENSG00000001461","D5/D6"
"ENSG00000165629 D5/D6",0.156532174822697,"ENSG00000165629","D5/D6"
"ENSG00000280739 D5/D6",0.783665308890656,"ENSG00000280739","D5/D6"
"ENSG00000177963 D5/D6",0.256783660248828,"ENSG00000177963","D5/D6"
"ENSG00000237073 D5/D6",0.658165724195688,"ENSG00000237073","D5/D6"
"ENSG00000007376 D5/D6",0.335839204033589,"ENSG00000007376","D5/D6"
"ENSG00000162775 D5/D6",0.0364735585657287,"ENSG00000162775","D5/D6"
"ENSG00000185798 D5/D6",0.122441985661662,"ENSG00000185798","D5/D6"
"ENSG00000227541 D5/D6",0.058306000596257,"ENSG00000227541","D5/D6"
"ENSG00000213139 D5/D6",0.126014984254674,"ENSG00000213139","D5/D6"
"ENSG00000236263 D5/D6",0.598844790516239,"ENSG00000236263","D5/D6"
"ENSG00000139990 D5/D6",0.563907675897973,"ENSG00000139990","D5/D6"
"ENSG00000101191 D5/D6",0.909571716754668,"ENSG00000101191","D5/D6"
"ENSG00000250317 D5/D6",0.758224083135606,"ENSG00000250317","D5/D6"
"ENSG00000136878 D5/D6",0.811275699857135,"ENSG00000136878","D5/D6"
"ENSG00000115541 D5/D6",0.419283095087502,"ENSG00000115541","D5/D6"
"ENSG00000116871 D5/D6",0.246828804041082,"ENSG00000116871","D5/D6"
"ENSG00000155970 D5/D6",0.824581969106403,"ENSG00000155970","D5/D6"
"ENSG00000100325 D5/D6",0.0903076032769163,"ENSG00000100325","D5/D6"
"ENSG00000148290 D5/D6",0.457563595570048,"ENSG00000148290","D5/D6"
"ENSG00000278419 D5/D6",0.344156977568585,"ENSG00000278419","D5/D6"
"ENSG00000124701 D5/D6",0.710043344076885,"ENSG00000124701","D5/D6"
"ENSG00000207034 D5/D6",0.448388771829045,"ENSG00000207034","D5/D6"
"ENSG00000250790 D5/D6",0.552129425178552,"ENSG00000250790","D5/D6"
"ENSG00000241352 D5/D6",0.973851465916481,"ENSG00000241352","D5/D6"
"ENSG00000161920 D5/D6",0.151830650003363,"ENSG00000161920","D5/D6"
"ENSG00000268975 D5/D6",0.771312801290951,"ENSG00000268975","D5/D6"
"ENSG00000133773 D5/D6",0.739831287994695,"ENSG00000133773","D5/D6"
"ENSG00000147364 D5/D6",0.293524557652461,"ENSG00000147364","D5/D6"
"ENSG00000120533 D5/D6",0.807565770576733,"ENSG00000120533","D5/D6"
"ENSG00000170759 D5/D6",0.43419884049723,"ENSG00000170759","D5/D6"
"ENSG00000110665 D5/D6",0.0971131157919758,"ENSG00000110665","D5/D6"
"ENSG00000183856 D5/D6",0.411701034103962,"ENSG00000183856","D5/D6"
"ENSG00000132196 D5/D6",0.223844664972604,"ENSG00000132196","D5/D6"
"ENSG00000237301 D5/D6",0.95051182074279,"ENSG00000237301","D5/D6"
"ENSG00000199906 D5/D6",0.800602209394837,"ENSG00000199906","D5/D6"
"ENSG00000249087 D5/D6",0.254402972561451,"ENSG00000249087","D5/D6"
"ENSG00000271537 D5/D6",0.925058406989224,"ENSG00000271537","D5/D6"
"ENSG00000103023 D5/D6",0.476462611374694,"ENSG00000103023","D5/D6"
"ENSG00000206815 D5/D6",0.295589109253762,"ENSG00000206815","D5/D6"
"ENSG00000091164 D5/D6",0.0021339790364864,"ENSG00000091164","D5/D6"
"ENSG00000140612 D5/D6",0.639196403522292,"ENSG00000140612","D5/D6"
"ENSG00000166455 D5/D6",0.406517121585528,"ENSG00000166455","D5/D6"
"ENSG00000224707 D5/D6",0.820392540019954,"ENSG00000224707","D5/D6"
"ENSG00000122378 D5/D6",0.70004438397619,"ENSG00000122378","D5/D6"
"ENSG00000143486 D5/D6",0.864087417157906,"ENSG00000143486","D5/D6"
"ENSG00000163166 D5/D6",0.43710179624923,"ENSG00000163166","D5/D6"
"ENSG00000233514 D5/D6",0.934491993167515,"ENSG00000233514","D5/D6"
"ENSG00000279434 D5/D6",0.554786452413377,"ENSG00000279434","D5/D6"
"ENSG00000277561 D5/D6",0.290881132770537,"ENSG00000277561","D5/D6"
"ENSG00000146282 D5/D6",0.798619014602636,"ENSG00000146282","D5/D6"
"ENSG00000121318 D5/D6",0.299430373687031,"ENSG00000121318","D5/D6"
"ENSG00000100991 D5/D6",0.759699386208167,"ENSG00000100991","D5/D6"
"ENSG00000007384 D5/D6",0.177029992366857,"ENSG00000007384","D5/D6"
"ENSG00000163510 D5/D6",0.47666009514549,"ENSG00000163510","D5/D6"
"ENSG00000254593 D5/D6",0.416901474493647,"ENSG00000254593","D5/D6"
"ENSG00000181524 D5/D6",0.684099015222099,"ENSG00000181524","D5/D6"
"ENSG00000244627 D5/D6",0.597424941055777,"ENSG00000244627","D5/D6"
"ENSG00000085514 D5/D6",0.824026389302366,"ENSG00000085514","D5/D6"
"ENSG00000223960 D5/D6",0.872775270417252,"ENSG00000223960","D5/D6"
"ENSG00000172172 D5/D6",0.60778092413,"ENSG00000172172","D5/D6"
"ENSG00000122912 D5/D6",0.0234751957566975,"ENSG00000122912","D5/D6"
"ENSG00000226360 D5/D6",0.232623879423553,"ENSG00000226360","D5/D6"
"ENSG00000065357 D5/D6",0.926919096659763,"ENSG00000065357","D5/D6"
"ENSG00000271778 D5/D6",0.83703084032508,"ENSG00000271778","D5/D6"
"ENSG00000132591 D5/D6",0.0421565230036103,"ENSG00000132591","D5/D6"
"ENSG00000285000 D5/D6",0.074508536135835,"ENSG00000285000","D5/D6"
"ENSG00000104691 D5/D6",0.120408919666812,"ENSG00000104691","D5/D6"
"ENSG00000197782 D5/D6",0.00423690965537903,"ENSG00000197782","D5/D6"
"ENSG00000274964 D5/D6",0.210312781011346,"ENSG00000274964","D5/D6"
"ENSG00000119707 D5/D6",0.0217482285185508,"ENSG00000119707","D5/D6"
"ENSG00000108509 D5/D6",0.334503362977002,"ENSG00000108509","D5/D6"
"ENSG00000131100 D5/D6",0.745967790819745,"ENSG00000131100","D5/D6"
"ENSG00000123609 D5/D6",0.123241481598262,"ENSG00000123609","D5/D6"
"ENSG00000069275 D5/D6",0.429364635520663,"ENSG00000069275","D5/D6"
"ENSG00000269399 D5/D6",0.574552948005058,"ENSG00000269399","D5/D6"
"ENSG00000224831 D5/D6",0.199926596998651,"ENSG00000224831","D5/D6"
"ENSG00000106682 D5/D6",0.996587095311596,"ENSG00000106682","D5/D6"
"ENSG00000260698 D5/D6",0.720215659052164,"ENSG00000260698","D5/D6"
"ENSG00000239713 D5/D6",0.729548891006883,"ENSG00000239713","D5/D6"
"ENSG00000247473 D5/D6",0.0297008685261221,"ENSG00000247473","D5/D6"
"ENSG00000108557 D5/D6",0.542394712997035,"ENSG00000108557","D5/D6"
"ENSG00000265205 D5/D6",0.0398020048339419,"ENSG00000265205","D5/D6"
"ENSG00000135439 D5/D6",0.649039813747997,"ENSG00000135439","D5/D6"
"ENSG00000142556 D5/D6",0.891170058055392,"ENSG00000142556","D5/D6"
"ENSG00000230649 D5/D6",0.184725292153367,"ENSG00000230649","D5/D6"
"ENSG00000196456 D5/D6",0.911103895342899,"ENSG00000196456","D5/D6"
"ENSG00000199072 D5/D6",0.063482137214824,"ENSG00000199072","D5/D6"
"ENSG00000131236 D5/D6",0.189026335900907,"ENSG00000131236","D5/D6"
"ENSG00000181449 D5/D6",0.102517984822278,"ENSG00000181449","D5/D6"
"ENSG00000066117 D5/D6",0.661733057418357,"ENSG00000066117","D5/D6"
"ENSG00000172939 D5/D6",0.915515001379921,"ENSG00000172939","D5/D6"
"ENSG00000238622 D5/D6",0.960882022476184,"ENSG00000238622","D5/D6"
"ENSG00000265975 D5/D6",0.878488761013376,"ENSG00000265975","D5/D6"
"ENSG00000229930 D5/D6",0.456533906655394,"ENSG00000229930","D5/D6"
"ENSG00000278816 D5/D6",0.672761501480155,"ENSG00000278816","D5/D6"
"ENSG00000168887 D5/D6",0.109823365785511,"ENSG00000168887","D5/D6"
"ENSG00000135622 D5/D6",0.227366520730747,"ENSG00000135622","D5/D6"
"ENSG00000261612 D5/D6",0.148495470898211,"ENSG00000261612","D5/D6"
"ENSG00000204767 D5/D6",0.74746271013815,"ENSG00000204767","D5/D6"
"ENSG00000124155 D5/D6",0.532379608294064,"ENSG00000124155","D5/D6"
"ENSG00000231104 D5/D6",0.0324524934620313,"ENSG00000231104","D5/D6"
"ENSG00000149054 D5/D6",0.234403482258463,"ENSG00000149054","D5/D6"
"ENSG00000108582 D5/D6",0.691576896184181,"ENSG00000108582","D5/D6"
"ENSG00000217643 D5/D6",0.989850527178451,"ENSG00000217643","D5/D6"
"ENSG00000172650 D5/D6",0.044124083883186,"ENSG00000172650","D5/D6"
"ENSG00000161203 D5/D6",0.862816098407341,"ENSG00000161203","D5/D6"
"ENSG00000104973 D5/D6",0.637277526998297,"ENSG00000104973","D5/D6"
"ENSG00000157992 D5/D6",0.110567000555891,"ENSG00000157992","D5/D6"
"ENSG00000167792 D5/D6",0.871671028957,"ENSG00000167792","D5/D6"
"ENSG00000011295 D5/D6",0.0339131604312416,"ENSG00000011295","D5/D6"
"ENSG00000162729 D5/D6",0.605336127778474,"ENSG00000162729","D5/D6"
"ENSG00000167447 D5/D6",0.151576053444512,"ENSG00000167447","D5/D6"
"ENSG00000126001 D5/D6",0.910784661483093,"ENSG00000126001","D5/D6"
"ENSG00000095209 D5/D6",0.916211964993527,"ENSG00000095209","D5/D6"
"ENSG00000266495 D5/D6",0.346184285228799,"ENSG00000266495","D5/D6"
"ENSG00000148450 D5/D6",0.262447106230752,"ENSG00000148450","D5/D6"
"ENSG00000210709 D5/D6",0.960548712303216,"ENSG00000210709","D5/D6"
"ENSG00000253899 D5/D6",0.016319670735476,"ENSG00000253899","D5/D6"
"ENSG00000256087 D5/D6",0.684093272543732,"ENSG00000256087","D5/D6"
"ENSG00000164291 D5/D6",0.691145318556947,"ENSG00000164291","D5/D6"
"ENSG00000163406 D5/D6",0.274299638528814,"ENSG00000163406","D5/D6"
"ENSG00000070371 D5/D6",0.803130539056584,"ENSG00000070371","D5/D6"
"ENSG00000133639 D5/D6",0.797508533703879,"ENSG00000133639","D5/D6"
"ENSG00000266538 D5/D6",0.0513802893427457,"ENSG00000266538","D5/D6"
"ENSG00000177144 D5/D6",0.86511635186935,"ENSG00000177144","D5/D6"
"ENSG00000273365 D5/D6",0.472856157907499,"ENSG00000273365","D5/D6"
"ENSG00000243660 D5/D6",0.13233519700446,"ENSG00000243660","D5/D6"
"ENSG00000261799 D5/D6",0.842269212130855,"ENSG00000261799","D5/D6"
"ENSG00000132823 D5/D6",0.274014487345461,"ENSG00000132823","D5/D6"
"ENSG00000123154 D5/D6",0.473865362200003,"ENSG00000123154","D5/D6"
"ENSG00000253666 D5/D6",0.527110717590522,"ENSG00000253666","D5/D6"
"ENSG00000163026 D5/D6",0.777305202701827,"ENSG00000163026","D5/D6"
"ENSG00000168036 D5/D6",0.146132280395831,"ENSG00000168036","D5/D6"
"ENSG00000112304 D5/D6",0.325912789411781,"ENSG00000112304","D5/D6"
"ENSG00000161682 D5/D6",0.659342444611461,"ENSG00000161682","D5/D6"
"ENSG00000131626 D5/D6",0.246426060387555,"ENSG00000131626","D5/D6"
"ENSG00000197728 D5/D6",0.441121980137335,"ENSG00000197728","D5/D6"
"ENSG00000105662 D5/D6",0.00168281307264201,"ENSG00000105662","D5/D6"
"ENSG00000250571 D5/D6",0.544982012923626,"ENSG00000250571","D5/D6"
"ENSG00000264456 D5/D6",0.460739550426234,"ENSG00000264456","D5/D6"
"ENSG00000265706 D5/D6",0.914870414359813,"ENSG00000265706","D5/D6"
"ENSG00000249855 D5/D6",0.423466412886287,"ENSG00000249855","D5/D6"
"ENSG00000134802 D5/D6",0.0558635553790142,"ENSG00000134802","D5/D6"
"ENSG00000100949 D5/D6",0.337775913132136,"ENSG00000100949","D5/D6"
"ENSG00000236449 D5/D6",0.000710037239285114,"ENSG00000236449","D5/D6"
"ENSG00000226890 D5/D6",0.993501076751614,"ENSG00000226890","D5/D6"
"ENSG00000275854 D5/D6",0.833134160661435,"ENSG00000275854","D5/D6"
"ENSG00000182199 D5/D6",0.56351251015754,"ENSG00000182199","D5/D6"
"ENSG00000253744 D5/D6",0.294578726453197,"ENSG00000253744","D5/D6"
"ENSG00000281179 D5/D6",0.0741127735717515,"ENSG00000281179","D5/D6"
"ENSG00000111850 D5/D6",0.65642292188673,"ENSG00000111850","D5/D6"
"ENSG00000198646 D5/D6",0.621450549680256,"ENSG00000198646","D5/D6"
"ENSG00000054267 D5/D6",0.300551170777705,"ENSG00000054267","D5/D6"
"ENSG00000235703 D5/D6",0.736451186888086,"ENSG00000235703","D5/D6"
"ENSG00000279507 D5/D6",0.775833288925937,"ENSG00000279507","D5/D6"
"ENSG00000273496 D5/D6",0.00129946879113155,"ENSG00000273496","D5/D6"
"ENSG00000272130 D5/D6",0.374057356743076,"ENSG00000272130","D5/D6"
"ENSG00000068097 D5/D6",0.686348032764816,"ENSG00000068097","D5/D6"
"ENSG00000146828 D5/D6",0.28187409377626,"ENSG00000146828","D5/D6"
"ENSG00000141971 D5/D6",0.800606923733169,"ENSG00000141971","D5/D6"
"ENSG00000170092 D5/D6",0.919708484602781,"ENSG00000170092","D5/D6"
"ENSG00000153113 D5/D6",0.159144484454231,"ENSG00000153113","D5/D6"
"ENSG00000144741 D5/D6",0.616902176297157,"ENSG00000144741","D5/D6"
"ENSG00000196418 D5/D6",0.211115447978615,"ENSG00000196418","D5/D6"
"ENSG00000275467 D5/D6",0.85909507621099,"ENSG00000275467","D5/D6"
"ENSG00000117676 D5/D6",0.561771004874185,"ENSG00000117676","D5/D6"
"ENSG00000103061 D5/D6",0.0717766714774924,"ENSG00000103061","D5/D6"
"ENSG00000120963 D5/D6",0.0943894525869756,"ENSG00000120963","D5/D6"
"ENSG00000239257 D5/D6",0.921791985851883,"ENSG00000239257","D5/D6"
"ENSG00000183604 D5/D6",0.72121990614408,"ENSG00000183604","D5/D6"
"ENSG00000121281 D5/D6",0.0420701691311759,"ENSG00000121281","D5/D6"
"ENSG00000229534 D5/D6",0.144074538844406,"ENSG00000229534","D5/D6"
"ENSG00000238009 D5/D6",0.30727935872928,"ENSG00000238009","D5/D6"
"ENSG00000085840 D5/D6",0.341156668831223,"ENSG00000085840","D5/D6"
"ENSG00000067064 D5/D6",0.0183884624447069,"ENSG00000067064","D5/D6"
"ENSG00000110435 D5/D6",0.791337910474108,"ENSG00000110435","D5/D6"
"ENSG00000285280 D5/D6",0.0953739245163262,"ENSG00000285280","D5/D6"
"ENSG00000169139 D5/D6",0.235700097352821,"ENSG00000169139","D5/D6"
"ENSG00000237399 D5/D6",0.00401492684646351,"ENSG00000237399","D5/D6"
"ENSG00000185246 D5/D6",0.389035495943439,"ENSG00000185246","D5/D6"
"ENSG00000078369 D5/D6",0.465820258244718,"ENSG00000078369","D5/D6"
"ENSG00000101230 D5/D6",0.307913019095266,"ENSG00000101230","D5/D6"
"ENSG00000184743 D5/D6",0.421597008075245,"ENSG00000184743","D5/D6"
"ENSG00000198909 D5/D6",0.130229512063068,"ENSG00000198909","D5/D6"
"ENSG00000123268 D5/D6",0.418190714376346,"ENSG00000123268","D5/D6"
"ENSG00000250011 D5/D6",0.953864744620868,"ENSG00000250011","D5/D6"
"ENSG00000124541 D5/D6",0.255590591707315,"ENSG00000124541","D5/D6"
"ENSG00000146205 D5/D6",0.0863470625345312,"ENSG00000146205","D5/D6"
"ENSG00000264270 D5/D6",0.759317585230191,"ENSG00000264270","D5/D6"
"ENSG00000062485 D5/D6",0.482864943279717,"ENSG00000062485","D5/D6"
"ENSG00000090661 D5/D6",0.117013098911591,"ENSG00000090661","D5/D6"
"ENSG00000103343 D5/D6",0.321872604178345,"ENSG00000103343","D5/D6"
"ENSG00000104518 D5/D6",0.968854766104758,"ENSG00000104518","D5/D6"
"ENSG00000164074 D5/D6",0.0366202953087115,"ENSG00000164074","D5/D6"
"ENSG00000100603 D5/D6",0.644016057970929,"ENSG00000100603","D5/D6"
"ENSG00000180098 D5/D6",0.795764265454172,"ENSG00000180098","D5/D6"
"ENSG00000186566 D5/D6",0.622348590920599,"ENSG00000186566","D5/D6"
"ENSG00000131558 D5/D6",0.549784979284599,"ENSG00000131558","D5/D6"
"ENSG00000268573 D5/D6",0.0592202725725734,"ENSG00000268573","D5/D6"
"ENSG00000115234 D5/D6",0.577032505904695,"ENSG00000115234","D5/D6"
"ENSG00000126883 D5/D6",0.492959593415142,"ENSG00000126883","D5/D6"
"ENSG00000125149 D5/D6",0.769698296739113,"ENSG00000125149","D5/D6"
"ENSG00000233554 D5/D6",0.746675168378841,"ENSG00000233554","D5/D6"
"ENSG00000136143 D5/D6",0.177221181787646,"ENSG00000136143","D5/D6"
"ENSG00000281420 D5/D6",0.616612162534847,"ENSG00000281420","D5/D6"
"ENSG00000112335 D5/D6",0.205762237300747,"ENSG00000112335","D5/D6"
"ENSG00000129194 D5/D6",0.841900507169666,"ENSG00000129194","D5/D6"
"ENSG00000181804 D5/D6",0.943251525575168,"ENSG00000181804","D5/D6"
