"","Var1","Freq","gene","compare","gene_compare","fc","medianp","uchar","ubb","us","uc","U"
1639,"ENSG00000169718 D5/D6",7,"ENSG00000169718","D5/D6","ENSG00000169718 D5/D6",1.18284416652703,0.00443747626812391,1.78080933342317,58.270682283223,3.04463151948601,58.377337012952,116.754674025904
1641,"ENSG00000170006 D5/D6",10,"ENSG00000170006","D5/D6","ENSG00000170006 D5/D6",0.680510072198369,6.56406946237372e-06,1.09915449288188,43.7292466656696,3.04463151948601,43.8488875073889,87.6977750147778
1646,"ENSG00000170144 D5/D6",10,"ENSG00000170144","D5/D6","ENSG00000170144 D5/D6",1.25255925056137,0.00015735499119841,0.999579818364475,44.7259895317313,3.04463151948601,44.840640946526,89.681281893052
1648,"ENSG00000170160 D5/D6",6,"ENSG00000170160","D5/D6","ENSG00000170160 D5/D6",2.18125700697495,0.0292356475850426,20.7294213811928,2.43725779735756,3.04463151948601,21.093101181649,42.186202363298
1650,"ENSG00000170270 D5/D6",4,"ENSG00000170270","D5/D6","ENSG00000170270 D5/D6",1.13125753163675,0.0648436430761347,2.37688538592729,59.1582132298634,3.04463151948601,59.2841762848845,118.568352569769
1653,"ENSG00000170430 D5/D6",6,"ENSG00000170430","D5/D6","ENSG00000170430 D5/D6",1.15554361742308,0.0336901574428101,1.5137052145346,26.127357906895,3.04463151948601,26.34767382068,52.69534764136
1656,"ENSG00000170667 D5/D6",7,"ENSG00000170667","D5/D6","ENSG00000170667 D5/D6",1.60567126440424,0.00228562012462731,4.0115960625333,47.1723213911879,3.04463151948601,47.4403898539199,94.8807797078398
1659,"ENSG00000170684 D5/D6",4,"ENSG00000170684","D5/D6","ENSG00000170684 D5/D6",0.854678567467621,0.111502887240582,2.631770969294,50.8658403105766,3.04463151948601,51.0247950512821,102.049590102564
1662,"ENSG00000170703 D5/D6",5,"ENSG00000170703","D5/D6","ENSG00000170703 D5/D6",0.590581145385593,0.106881713029446,7.11002493867546,1.58915545946289,3.04463151948601,7.89605286154895,15.7921057230979
1666,"ENSG00000171311 D5/D6",9,"ENSG00000171311","D5/D6","ENSG00000171311 D5/D6",0.828523115043931,0.0204439837301768,2.21123516574176,57.1082000494339,3.04463151948601,57.2320352157236,114.464070431447
1668,"ENSG00000171316 D5/D6",9,"ENSG00000171316","D5/D6","ENSG00000171316 D5/D6",1.2357840714421,0.000341805420205768,2.06102143673687,25.5610530816547,3.04463151948601,25.8241171213133,51.6482342426266
1673,"ENSG00000171467 D5/D6",10,"ENSG00000171467","D5/D6","ENSG00000171467 D5/D6",0.770619202637445,2.78503230399336e-05,1.21789823827077,114.568109106879,3.04463151948601,114.615028166179,229.230056332358
1676,"ENSG00000171488 D5/D6",10,"ENSG00000171488","D5/D6","ENSG00000171488 D5/D6",0.616705368599021,0.000159206874782944,1.64757193803747,3.73702565299051,3.04463151948601,5.09407843594554,10.1881568718911
1678,"ENSG00000171490 D5/D6",10,"ENSG00000171490","D5/D6","ENSG00000171490 D5/D6",1.30920084248772,6.65517765787652e-05,1.81944405026963,105.860162207674,3.04463151948601,105.919564294688,211.839128589376
1686,"ENSG00000171786 D5/D6",4,"ENSG00000171786","D5/D6","ENSG00000171786 D5/D6",0.789279777856186,0.067323998150167,3.14759166385184,8.6967928210146,3.04463151948601,9.7371104411652,19.4742208823304
1689,"ENSG00000171793 D5/D6",10,"ENSG00000171793","D5/D6","ENSG00000171793 D5/D6",1.42234790319652,1.1315550207865e-05,1.13378909285393,35.3064100428746,3.04463151948601,35.4555757097825,70.911151419565
1692,"ENSG00000171960 D5/D6",6,"ENSG00000171960","D5/D6","ENSG00000171960 D5/D6",1.16453065882178,0.02758378692269,1.1577200463225,65.3791631076019,3.04463151948601,65.4602556170194,130.920511234039
1696,"ENSG00000172301 D5/D6",10,"ENSG00000172301","D5/D6","ENSG00000172301 D5/D6",1.49678560625067,0.00126349037493132,3.85877513387357,33.769608582053,3.04463151948601,34.1254507722362,68.2509015444724
1703,"ENSG00000172602 D5/D6",10,"ENSG00000172602","D5/D6","ENSG00000172602 D5/D6",0.413834414378475,0.00011596734613279,4.52631244670123,9.24797599138239,3.04463151948601,10.7369616461919,21.4739232923838
1717,"ENSG00000172965 D5/D6",7,"ENSG00000172965","D5/D6","ENSG00000172965 D5/D6",0.713909522249663,0.00733311359584706,7.33201977706048,1.11741234827531,3.04463151948601,8.01728791155287,16.0345758231057
1726,"ENSG00000173930 D5/D6",10,"ENSG00000173930","D5/D6","ENSG00000173930 D5/D6",0.755364872313285,0.00243653500563589,2.05277020713837,10.2786320759398,3.04463151948601,10.9148487834372,21.8296975668744
1729,"ENSG00000174004 D5/D6",10,"ENSG00000174004","D5/D6","ENSG00000174004 D5/D6",1.61116996044171,5.73093450208159e-06,1.4379974947685,106.286306262082,3.04463151948601,106.339628157717,212.679256315434
1731,"ENSG00000174007 D5/D6",10,"ENSG00000174007","D5/D6","ENSG00000174007 D5/D6",0.664421365803206,0.00108230475344344,3.33851448648993,10.394723180593,3.04463151948601,11.3342723660193,22.6685447320386
1735,"ENSG00000174206 D5/D6",7,"ENSG00000174206","D5/D6","ENSG00000174206 D5/D6",1.23238700197781,0.00424153909646842,1.03150244102026,5.79167794471915,3.04463151948601,6.62399515327606,13.2479903065521
1745,"ENSG00000174748 D5/D6",9,"ENSG00000174748","D5/D6","ENSG00000174748 D5/D6",1.25507052167985,0.000601677301550979,3.57779623472527,453.164485454362,3.04463151948601,453.188836230664,906.377672461328
1748,"ENSG00000174749 D5/D6",9,"ENSG00000174749","D5/D6","ENSG00000174749 D5/D6",0.784081744216068,0.00190223094393902,1.480934563193,15.5435070347003,3.04463151948601,15.9079715616946,31.8159431233892
1756,"ENSG00000174943 D5/D6",7,"ENSG00000174943","D5/D6","ENSG00000174943 D5/D6",1.29573800189333,0.0199377407127838,2.62644553120607,43.2295278635423,3.04463151948601,43.4161269175708,86.8322538351416
1759,"ENSG00000175104 D5/D6",6,"ENSG00000175104","D5/D6","ENSG00000175104 D5/D6",0.882163978445688,0.023610070396289,1.64089556753195,27.6308102817268,3.04463151948601,27.8464359690387,55.6928719380774
1767,"ENSG00000175606 D5/D6",8,"ENSG00000175606","D5/D6","ENSG00000175606 D5/D6",1.28380473789915,0.00154948561779744,2.51807314095932,61.5877733138013,3.04463151948601,61.7143767301011,123.428753460202
1769,"ENSG00000175711 D5/D6",5,"ENSG00000175711","D5/D6","ENSG00000175711 D5/D6",1.12662270711648,0.0406844477355691,2.29223281809345,13.1335407551486,3.04463151948601,13.6753064005506,27.3506128011012
1772,"ENSG00000176018 D5/D6",4,"ENSG00000176018","D5/D6","ENSG00000176018 D5/D6",0.861979634578428,0.166319960669926,3.75589794373133,79.3243269124237,3.04463151948601,79.4715382420791,158.943076484158
1775,"ENSG00000176155 D5/D6",5,"ENSG00000176155","D5/D6","ENSG00000176155 D5/D6",1.17093574530028,0.0754436957287796,3.75038286100422,26.5683709258758,3.04463151948601,27.0039531615,54.007906323
1780,"ENSG00000176171 D5/D6",10,"ENSG00000176171","D5/D6","ENSG00000176171 D5/D6",0.6399888230483,9.91065984520771e-06,1.28449367376903,34.7709649658447,3.04463151948601,34.9276353299704,69.8552706599408
1783,"ENSG00000176209 D5/D6",7,"ENSG00000176209","D5/D6","ENSG00000176209 D5/D6",1.23257606977479,0.0123663454943247,2.8158421480058,13.291854361664,3.04463151948601,13.9237976308053,27.8475952616106
1786,"ENSG00000176225 D5/D6",10,"ENSG00000176225","D5/D6","ENSG00000176225 D5/D6",0.561260669624492,2.38404965538501e-06,2.74734462362574,15.8822940160961,3.04463151948601,16.4031992850217,32.8063985700434
1788,"ENSG00000176894 D5/D6",4,"ENSG00000176894","D5/D6","ENSG00000176894 D5/D6",1.14729550531895,0.13400739452551,3.83122890771612,79.6586360947813,3.04463151948601,79.8088115468058,159.617623093612
